plate,shRNA,Well,Percentage
plate 10,Myst3.1,B11,17.70304569
plate 3,Chd1l.1,C09,19.24778761
plate 6,Fbxw9.4,E04,19.24873855
plate 16,Sirt7.4,G10,19.88304094
plate 1,Aurkb.4,G05,19.25566343
plate 19,Cecr2.1,B08,19.89005497
plate 1,Atrx.1,C09,19.27208945
plate 20,Phf17.1,E09,19.94328922
plate 21,Setd7.2,B06,19.94401679
plate 15,Sfmbt1.1,B08,19.94428969
control 2,shSmarca4.2,E03,17.77777778
plate 21,Smyd1.1,D09,19.9553239
plate 12,Phf8.2,D08,17.79279279
control 3,shKlf2.2,E07,19.98844598
plate 8,Kdm5a.1,B07,17.81853914
plate 20,Gtf2h1.3,F02,20
plate 16,Sirt7.3,E11,20
plate 11,Pbrm1.1,C09,17.81979083
plate 4,Chd4.1,B10,19.39501779
plate 10,Mll5.4,F10,17.84431138
plate 17,Suv420h2.4,G02,20.05317129
plate 14,Prmt5.3,F06,17.87145376
plate 18,Usp27x.4,G06,20.07465782
plate 5,Epc1.2,C10,19.45854484
plate 4,Chd3.1,B02,19.47565543
control 3,shKlf2.4,E09,20.11898323
plate 14,Prmt6.3,F05,17.9189028
plate 5,Fbxl19.4,G06,19.52095808
plate 18,Tdg.1,B02,20.15013829
plate 12,Pcgf2.1,B02,17.94871795
plate 21,Smarca2.1,F02,20.18111255
plate 5,Ercc5.3,E10,19.57671958
plate 17,Sp100.3,F02,20.21210231
plate 19,Zmynd8.1,C11,20.2166065
plate 8,Kdm1a.3,E11,17.99797776
plate 3,Chaf1b.3,E05,19.60297767
plate 12,Phf19.4,G03,18.01075269
plate 8,Kdm1b.3,F09,18.01075269
plate 1,Ash2l.3,E11,19.61115807
plate 1,Ash1l.1,D05,19.62416107
plate 7,Hdac7.3,D10,19.62905719
plate 16,Sirt6.1,D05,20.27303754
plate 9,Mbd1.3,E06,18.04511278
plate 12,Phf1.3,E11,18.04746977
plate 2,Brpf1.2,D03,19.6780893
plate 8,Kdm3a.2,C07,18.07945613
plate 17,Sp110.3,F06,20.33557047
plate 3,Cbx4.1,B09,19.71830986
control 2,shBptf.3,B04,18.10044754
plate 5,Fbxo44.2,D11,19.72284088
plate 14,Rnf217.2,D03,18.10431294
plate 18,Ube2b.1,B03,20.36240091
plate 17,Taf1.4,F11,20.36316472
plate 7,Ing2.2,E02,19.74708171
control 2,shSmarca4.3,E04,18.12341834
plate 3,Cbx5.2,E02,19.75308642
plate 17,Smyd4.2,C04,20.39254824
plate 11,Ncoa1.4,G08,18.14461119
plate 21,Scmh1.3,E04,20.40245947
plate 16,Sirt5.2,D06,20.41649653
plate 18,Tet3.2,D06,20.44159544
plate 2,Brd9.3,E09,19.81845688
plate 17,Sp110.1,C03,20.4620462
plate 10,Mll5.2,D06,18.19535438
plate 14,Rnf20.2,C05,18.20285384
plate 8,Kdm3b.4,G02,18.20288363
plate 21,Setd7.1,G04,20.48149479
plate 15,Sfmbt2.1,B11,20.48192771
plate 6,Gadd45b.1,C03,19.86379115
plate 19,Whsc1l1.2,E07,20.49180328
Control 1,shCd4.3,D10,19.88076129
plate 20,Fkbp2.3,B10,20.52278347
control 2,shSmarca4.4,E05,18.2464455
plate 15,Scml2.3,E08,20.52785924
plate 15,Setd1a.1,C03,20.53979872
plate 15,Setd5.4,G03,20.55837563
plate 3,Cbx6.3,F08,19.94134897
plate 7,Ing5.3,E06,19.94784876
plate 6,Hdac6.4,G05,19.95495495
plate 18,Trim33.1,C11,20.58987201
plate 15,Setdb2.2,C07,20.59377945
plate 9,Kdm6b.4,G07,18.31455987
plate 19,Arid1b.3,D04,20.61383417
plate 2,Brd9.1,B11,20
plate 2,Bmi1.3,F05,20.03642987
plate 5,Fbxl19.1,C09,20.0430519
plate 2,Brd2.3,D04,20.04333694
plate 19,Whsc1.3,F06,20.66795741
plate 2,Bmi1.4,G07,20.04909984
plate 6,Hat1.4,G11,20.05141388
plate 6,Fkbp1a.3,E08,20.05735795
plate 5,Ehmt1.2,C08,20.05813953
plate 14,Prmt3.4,G08,18.38778917
plate 20,Iws1.2,D09,20.6993007
plate 10,Mll1.1,B02,18.40056617
plate 15,Setd5.3,F09,20.73767407
plate 2,Baz1a.3,D10,20.12526096
Control 1,shSmarca4.4,E05,20.14388489
plate 18,Trim66.3,F08,20.78239609
plate 17,Taf3.1,C09,20.80766598
control 3,shBrd8.1,C06,20.81043956
plate 1,Atr.1,B11,20.19844082
plate 21,Smyd1.2,E11,20.82191781
plate 12,Phf1.4,G10,18.4923152
plate 13,Prdm6.1,B04,18.49336215
plate 16,Sirt1.2,C04,20.83333333
plate 9,L3mbtl4.4,G09,18.50515464
control 3,shmll2.2,C03,20.84980237
plate 21,Smarcc1.2,D05,20.85048011
plate 7,Hdac9.2,C08,20.22873481
control 3,shCd4.2,C10,20.85448393
plate 17,Taf3.4,G06,20.86520707
plate 13,Prdm4.1,B05,18.52361302
plate 1,Aurkb.3,F03,20.25316456
plate 19,Zmynd11.4,G10,20.87597217
plate 5,Epc1.3,D04,20.26706231
plate 16,Sirt1.4,E04,20.89057319
plate 19,Eaf1.2,D11,20.89508002
plate 11,Padi6.1,C06,18.55388813
control 3,shCxxcl.4,D09,20.90680101
plate 14,Prmt6.2,E07,18.58204688
plate 13,Prkaa1.4,F11,18.60602481
plate 7,Hltf.1,B09,20.34820457
plate 17,Smyd5.4,G04,20.99364961
plate 13,Prdm10.4,E04,18.64016134
plate 4,Chd6.3,F06,20.3968254
plate 1,Actl6b.3,D10,20.40256176
plate 1,Aff4.3,F02,20.40532486
plate 7,Ing5.4,F04,20.41920216
Control 1,shCd4.2,C11,20.42105263
plate 6,Hdac1.3,E06,20.43435341
plate 10,Nap1l1.3,F03,18.67821882
plate 19,Zmynd11.2,D09,21.05602061
plate 20,Hdac5.1,E07,21.05951602
plate 14,Rbbp4.3,D04,18.68446139
plate 12,Phc1.3,F05,18.70748299
plate 6,Gadd45a.3,F02,20.471597
plate 1,Atad2.1,B04,20.47768207
plate 15,Sin3b.2,D11,21.11767867
plate 15,Sin3a.1,C09,21.11959288
plate 13,Prdm2.2,E02,18.73695198
plate 11,Nap1l3.4,G04,18.74501462
control 3,shCxxcl.3,D08,21.13785558
plate 10,Mll3.1,B06,18.75
plate 15,Sin3b.1,B07,21.14754098
plate 7,Jmjd4.2,D11,20.53527981
control 2,shWhsc1.4,B09,18.76856068
plate 1,Asxl3.1,B03,20.56530214
plate 2,Brd9.2,C05,20.5770691
plate 2,Brd1.3,F08,20.5801105
plate 15,Scml4.1,B06,21.20535714
plate 10,Myst3.2,C05,18.80916031
plate 17,Supt16h.4,G03,21.2334114
plate 21,Smarcd2.2,G07,21.2345679
plate 11,Orc1.4,G11,18.82497693
plate 18,Tet3.1,C03,21.23926838
plate 6,Gadd45a.4,G08,20.62289562
plate 10,Mta1.1,C11,18.83061049
plate 15,Setd4.1,B09,21.24380848
control 3,shKlf2.1,E06,21.25813449
plate 12,Phip.2,C02,18.84997838
plate 18,Uhrf1.4,F07,21.26607319
plate 16,Smarca1.4,G03,21.27734651
control 2,shBrd8.1,C06,18.87110362
plate 11,Pbrm1.4,G06,18.87899636
Control 1,shWhsc1.3,B08,20.6855792
plate 14,Prmt7.3,E11,18.8844086
plate 6,Gadd45b.3,F06,20.70063694
plate 8,Kat2a.3,F02,18.91830215
plate 11,Ncor1.2,E07,18.91891892
control 2,shCd4.3,D10,18.93111227
plate 13,Prdm14.3,F05,18.93814997
control 3,shSmarce1.3,G04,21.38098122
plate 12,Phf20l1.1,B04,18.95219701
plate 18,Trim66.1,B05,21.40186916
plate 20,Rnf2.3,D11,21.4032601
plate 9,Kdm5c.3,E08,18.96482006
plate 13,Prdm6.4,F04,18.97391803
plate 10,Mtf2.2,C07,18.97686266
plate 18,Ube2e1.3,E06,21.43507973
plate 9,Kdm5c.1,B10,18.99205561
plate 9,Kdm5b.4,E04,19.0098085
plate 5,Ezh1.3,E05,20.84639498
plate 13,Prdm4.2,E03,19.01886792
plate 18,Trim33.3,F09,21.48254768
plate 17,Tcea1.3,F03,21.49122807
plate 8,Jmjd5.3,D10,19.04243743
plate 12,Phf19.2,E02,19.04761905
plate 11,Padi1.2,C10,19.05416552
plate 11,Ncoa1.3,F02,19.06215316
plate 7,Hira.1,D05,20.9143637
plate 17,Taf3.2,D03,21.53261558
plate 5,Elp3.2,E07,20.92651757
plate 13,Prdm4.3,F08,19.07916529
plate 20,Phc2.2,G02,21.55376599
plate 8,Kat2b.4,F10,19.092827
plate 4,Chd3.3,D10,20.9486166
plate 5,Ehmt2.3,F06,20.9492635
plate 10,Myst3.3,E09,19.12114014
plate 2,Baz1a.4,E04,20.98765432
plate 9,Kdm6a.1,C03,19.12991657
plate 12,Prdm1.4,G05,19.13123845
plate 16,Smyd2.2,D03,21.65125043
plate 9,Kdm5b.3,D10,19.1655204
Control 1,shSmarca4.3,E04,21.07881644
plate 4,Crebbp.2,E02,21.08843537
plate 12,Phip.3,E05,19.21521036
plate 2,Brd2.2,C10,21.10912343
plate 6,Hcfc1.2,C10,21.13594041
plate 5,Elp4.4,G10,21.13709308
plate 18,Tet2.3,F02,21.75177763
plate 18,Usp51.4,G05,21.7552534
plate 14,Prmt7.2,D09,19.25192519
plate 4,Ctsl.3,F08,21.15971516
plate 17,Smyd5.2,D02,21.77894048
plate 13,Prdm10.1,B02,19.27125506
plate 9,Kdm5d.2,C08,19.27330174
plate 17,Sp110.2,D06,21.78571429
plate 17,Sp140.1,D05,21.78868917
plate 10,Mll1.3,D10,19.27818474
plate 6,Hdac6.3,F03,21.1815562
plate 17,Suz12.3,E05,21.80143296
plate 5,Ehmt2.4,F10,21.1922699
plate 4,Chd6.4,F10,21.20418848
plate 9,L3mbtl1.2,D09,19.29961089
plate 19,Clock.1,E09,21.82827851
plate 8,Kat2b.3,F06,19.30964467
plate 10,Mll1.2,C04,19.31252827
plate 1,Atrx.4,G06,21.22173741
plate 6,Gtf3c4.2,E02,21.23451424
plate 12,Phc1.2,E07,19.33237764
control 2,shWhsc1.2,B07,19.34084996
plate 17,Suv420h1.4,F04,21.87679908
plate 12,Phc1.4,G07,19.35546875
plate 12,Pcgf6.4,G08,19.36137861
plate 10,Mll5.1,C03,19.36836911
plate 2,Brd3.3,E06,21.30584192
plate 6,Gtf2f1.3,E11,21.31941856
plate 21,Scmh1.2,D10,21.93690389
plate 12,Polr2b.3,E09,19.40808196
plate 3,Cbx1.2,D06,21.34268537
plate 13,Prdm15.4,G10,19.41747573
plate 15,Setdb2.4,F04,21.97667281
plate 5,Elp3.4,G07,21.3700991
plate 14,Rbbp7.1,C06,19.44444444
plate 2,Bmi1.2,E07,21.39037433
plate 15,Setmar.3,E10,22.00704225
plate 5,Elp4.1,B09,21.40820981
plate 17,Suv420h1.3,E06,22.02978871
plate 13,Prdm13.4,F10,19.48798328
plate 15,Setdb1.4,G09,22.05424633
plate 15,Setmar.2,D08,22.07537934
plate 7,Ino80.1,C06,21.47147147
plate 17,Smyd5.1,B10,22.08718626
plate 17,Smyd5.3,E08,22.1117062
plate 14,Prmt3.2,C08,19.53945141
control 2,shBptf.4,B05,19.5429472
plate 18,Tdg.3,D10,22.13740458
plate 1,Asxl2.1,B05,21.53284672
plate 19,Zmynd11.3,E11,22.14693295
plate 17,Tcea1.1,B07,22.14930271
plate 12,Pcgf2.2,C04,19.5902049
plate 9,L3mbtl2.4,G03,19.59399823
plate 16,Sirt6.4,G07,22.21314822
plate 14,Rbbp5.3,E06,19.67501958
plate 14,Prmt8.2,E02,19.68403074
plate 15,Setd1a.2,D06,22.31126107
Control 1,shCxxcl.2,D07,21.71149144
control 2,shBrd8.3,C08,19.71388695
plate 8,Kdm4a.1,B08,19.71580817
plate 15,Scml4.3,F02,22.35365484
plate 10,Mtf2.3,E06,19.74371144
plate 14,Rnf217.4,G06,19.74654378
control 2,shCd4.1,B10,19.7477164
plate 18,Usp22.1,B11,22.36953456
plate 10,Msl3.1,B09,19.75254087
plate 4,Crebbp.3,F09,21.78734508
plate 15,Setdb2.1,B04,22.3977028
plate 15,Setmar.4,G02,22.39819005
plate 20,Iws1.1,B09,22.42225859
plate 11,Padi4.3,E06,19.80092428
plate 16,Smarca5.4,G09,22.43645925
plate 17,Suv39h1.2,E03,22.43975904
plate 12,Pcmt1.2,D06,19.80830671
plate 17,Taf3.3,D07,22.48416608
plate 5,Ezh2.1,B11,21.89054726
plate 14,Prmt2.2,D02,19.85522234
plate 8,Kdm3a.3,E06,19.86084756
plate 17,Suv39h2.1,B03,22.51049218
plate 10,Morf4l1.4,G07,19.8743997
Control 1,shRunx3.3,F04,21.92201412
Control 1,shCd4.1,B11,21.92513369
plate 12,Phf20l1.3,E06,19.88442343
plate 18,Trim24.2,E07,22.54481192
plate 9,Kdm6b.1,D05,19.90407674
plate 7,Ing4.2,C10,21.95945946
plate 15,Sin3a.3,D07,22.59054635
plate 5,Ercc5.4,G02,21.98870765
plate 8,Kdm2a.1,B05,19.93560504
plate 18,Tet1.4,G04,22.60223048
plate 7,Jhdm1d.1,B11,22.00120555
plate 15,Scml2.1,B10,22.61235955
plate 9,L3mbtl1.4,G10,19.94739149
control 3,shRunx3.1,F02,22.61904762
plate 17,Smyd4.4,E04,22.64257482
plate 1,Aurkb.2,D11,22.03715567
plate 16,Sirt1.3,D10,22.64831203
plate 11,Pbrm1.3,D07,19.97670355
plate 19,Zmynd8.4,G03,22.65084075
plate 11,Padi6.2,D08,19.98972251
plate 18,Tet1.3,E08,22.67091746
plate 13,Prdm11.1,B10,20
plate 13,Prdm13.3,F06,20
plate 3,Carm1.3,F02,22.07446809
control 2,shCd4.3,D11,20.01811594
plate 17,Sp140.3,F05,22.7008149
Control 1,shRunx3.2,F03,22.12943633
plate 4,Ctsl.1,B05,22.13114754
plate 15,Sfmbt2.3,E09,22.7393617
plate 4,Crebbp.1,C11,22.13706041
plate 16,Smyd2.4,G06,22.75
plate 9,Kdm6b.3,F05,20.06037322
plate 1,Aff4.1,B06,22.15288612
plate 1,Atm.1,B08,22.15598609
plate 17,Suz12.1,B08,22.77477477
plate 7,Ing5.1,B04,22.17217217
plate 1,Aurkb.1,B07,22.1761658
plate 19,Wbp7.2,C04,22.79608192
plate 6,Gtf2f1.2,D09,22.1930745
control 2,shSp140.4,F09,20.11210023
plate 4,Dnmt3l.3,D07,22.21343874
Control 1,shSmarce1.2,G03,22.21350078
plate 18,Trim24.4,G07,22.8226887
plate 11,Padi6.4,G02,20.12102874
plate 2,Baz2a.2,C08,22.22222222
plate 8,Kdm2a.3,F08,20.12146818
control 3,shSp140.1,F06,22.84163789
plate 9,L3mbtl4.1,B03,20.13341419
control 2,shCxxcl.2,D07,20.1369863
plate 20,Phc3.1,B08,22.84960422
plate 16,Sirt5.3,F06,22.85368803
plate 6,Hdac4.2,D03,22.25075881
Control 1,shBrd8.4,C09,22.25345514
plate 18,Trim33.4,G03,22.8711547
plate 8,Kdm4d.2,D03,20.16732717
plate 12,Prdm1.2,D11,20.17370707
plate 20,Kdm4b.2,G03,22.89336316
plate 6,Gtf3c4.3,F09,22.2962963
plate 19,Clock.2,F11,22.91147132
plate 20,Hdac11.1,F06,22.91414752
plate 8,Kdm2a.4,G11,20.20933977
Control 1,shCd4.1,B10,22.33706575
plate 7,Jmjd1c.4,G06,22.34580384
plate 19,Brd7.1,G09,22.95895354
plate 8,Jmjd6.4,G04,20.26143791
plate 17,Smyd4.1,B02,23.01564723
plate 16,Smarcd3.4,F07,23.01775148
plate 9,Mbd3.2,C02,20.29927151
plate 20,Mecp2.3,G11,23.05746296
plate 5,Ep400.1,B05,22.4647325
plate 16,Smarcc2.3,E06,23.08039747
plate 7,Ing5.2,C07,22.48186946
plate 9,Mbd3.1,B08,20.33288349
plate 18,Ube2b.3,D04,23.09267793
plate 20,Padi3,G09,23.10151878
plate 12,Phf20.4,G09,20.36199095
plate 11,Nap1l2.3,D10,20.36793693
plate 17,Sp140.4,G07,23.1511254
plate 2,Bptf.3,F09,22.55166217
plate 6,Hdac10.2,D08,22.55993151
plate 18,Usp27x.2,D03,23.17784257
plate 20,Prdm16.1,C09,23.1827112
plate 12,Prdm1.3,F03,20.44289044
plate 2,Bop1.1,B09,22.63215859
plate 18,Ube2b.4,G09,23.26297274
plate 17,Suv39h1.3,F08,23.26998924
plate 9,L3mbtl2.1,C11,20.49373041
plate 20,Prdm16.3,D07,23.29004329
plate 14,Prmt1.4,E04,20.49987377
control 2,shCxxcl.3,D08,20.51215051
plate 5,Fbxo44.1,B07,22.71407837
plate 9,Mecom.3,D07,20.52168448
plate 1,Atm.4,F07,22.72727273
plate 11,Paxip1.2,C05,20.53003534
control 2,shSmarce1.1,G02,20.54326318
plate 2,Brpf3.2,D11,22.7735369
plate 19,Clock.3,C09,23.38079927
plate 14,Rnf40.1,B07,20.58263
plate 12,Phf2.1,B05,20.58993638
plate 12,Phf2.4,G11,20.61459667
plate 9,L3mbtl4.2,C10,20.61664954
plate 15,Setd2.1,D05,23.4421365
plate 20,Parp2.3,D08,23.4557596
plate 17,Supt16h.1,C11,23.48837209
plate 21,Smyd1.3,G10,23.49639134
plate 15,Setd2.2,E07,23.50449974
plate 20,H2afz.1,G08,23.51057015
plate 20,Iws1.3,E11,23.52941176
control 2,shCd4.4,E11,20.6952304
plate 6,Fkbp1a.4,G04,22.95719844
plate 19,Fbxo17.1,G05,23.56321839
plate 11,Padi4.1,B04,20.72278134
control 2,shKlf2.4,E09,20.7456979
plate 2,Brd1.2,E03,22.99741602
plate 5,Fbxl19.2,D03,23.04147465
plate 8,Kdm2a.2,E03,20.80761317
plate 12,Phc1.1,D05,20.8125
plate 6,Hdac1.1,B04,23.10352778
plate 18,Ube2e1.4,F04,23.73134328
plate 10,Msl3.4,G10,20.85852479
plate 20,Phf10.1,F07,23.74193548
plate 14,Rbbp5.4,F04,20.87969402
plate 10,Msl3.2,D09,20.88305489
Control 1,shWhsc1.2,B07,23.17523431
plate 19,Zmynd8.3,F09,23.78277154
control 3,shKlf2.3,E08,23.80073801
plate 19,Dpy30.2,D07,23.80952381
plate 16,Smarcc2.4,F04,23.81570409
plate 2,Bptf.1,C11,23.22097378
plate 21,Setd3.3,E08,23.83838384
plate 8,Kdm3b.2,D08,20.96375618
plate 17,Suv420h2.1,C06,23.89006342
plate 7,Ing2.1,C11,23.30468004
plate 16,Sirt1.1,B02,23.91304348
plate 8,Kat2a.1,B06,21.01379532
plate 2,Baz1b.1,B10,23.33149476
plate 1,Atr.3,E09,23.35766423
plate 9,L3mbtl3.1,B05,21.06615286
plate 16,Sirt6.2,E07,24.00846113
plate 10,Myst4.3,D07,21.08675517
control 2,shBptf.2,B03,21.09375
plate 20,Phf10.3,C05,24.03292181
plate 8,Jmjd6.3,E08,21.11244019
plate 21,Smarcb1.2,F06,24.06471183
plate 20,Fkbp5.2,E08,24.08045977
plate 12,Pcgf5.4,G04,21.14478114
plate 16,Smarcd1.2,D08,24.09040794
plate 7,Ing4.1,B03,23.50198181
plate 5,Ep300.3,F09,23.54211663
plate 7,Ing3.4,G11,23.55802641
control 3,shSp140.3,F08,24.15215399
plate 1,Asxl3.3,D04,23.56902357
plate 12,Phip.4,F07,21.21771218
plate 2,Brd4.1,C06,23.58974359
plate 15,Sfmbt1.4,F07,24.18478261
plate 14,Prmt8.3,F09,21.23104371
plate 14,Rbbp5.1,B04,21.26155519
plate 20,Satb1.2,G05,24.24979724
control 2,shRunx3.1,F02,21.28421591
plate 2,Brd4.4,G02,23.66863905
plate 8,Kat2b.2,D06,21.2904539
plate 19,Wdr5.3,E08,24.26966292
control 3,shCxxcl.2,D07,24.28134557
plate 6,Fbxw9.1,B02,23.69281046
plate 15,Rpa3.3,D10,24.28571429
plate 19,Zmynd8.2,E02,24.31192661
plate 19,Brd7.3,C07,24.31243124
plate 15,Sin3a.4,G06,24.31421446
plate 21,Setd3.1,B10,24.31597529
plate 9,Kdm6a.4,F10,21.33986928
plate 3,Chd1.2,C05,23.73472949
Control 1,shKlf2.4,E09,23.73862696
plate 1,Asxl2.2,E03,23.75
plate 8,Kdm5a.4,G05,21.39678192
plate 18,Tet2.4,G08,24.40087146
plate 21,Smarca2.2,G08,24.40528634
plate 11,Paxip1.3,E09,21.41957161
plate 5,Ercc5.1,C06,23.84833451
plate 5,Ezh2.4,F11,23.86332323
plate 17,Tcea1.4,G05,24.45511636
Control 1,shWhsc1.1,B06,23.87213784
plate 3,Chd1l.3,D07,23.88059701
plate 9,L3mbtl1.3,E11,21.47140221
plate 2,Baz1b.3,E08,23.89502762
plate 1,Asxl1.4,G03,23.91646966
plate 10,Mta1.2,E02,21.50359315
plate 9,Mbd4.2,C05,21.50600645
plate 7,Jarid2.1,B08,23.97179788
Control 1,shCxxcl.3,D08,24.00662252
plate 12,Ppargc1a.3,D07,21.57268495
plate 8,Kdm4c.2,C05,21.59460716
plate 7,Hltf.4,G10,24.05063291
plate 17,Supt16h.2,E02,24.64114833
plate 5,Dub2a.1,B02,24.07063197
plate 15,Setd4.3,E11,24.67685076
plate 1,Atrx.2,D03,24.14190943
plate 8,Kdm4c.3,E09,21.68157424
plate 8,Kdm1b.4,G03,21.768605
plate 1,Atad2b.1,C06,24.27635749
Control 1,shBptf.3,B04,24.28174235
plate 16,Sirt4.1,B06,24.86956522
plate 7,Ing3.3,F08,24.30730479
plate 9,Mbd4.3,E09,21.81818182
plate 20,Mecp2.2,F08,24.92462312
plate 9,L3mbtl4.3,D04,21.83156173
plate 2,Bop1.2,D09,24.35473197
plate 9,Mbd4.4,F11,21.86098655
plate 7,Ing4.3,D04,24.38118812
plate 9,L3mbtl3.2,E03,21.87601428
plate 5,Epc1.1,B03,24.39932318
plate 20,Paf1.1,B04,25
plate 18,Ube2e1.2,C07,25
plate 17,Suv39h1.4,G11,25.01068833
plate 19,Wbp7.4,E04,25.01485443
control 2,shSp140.1,F06,21.91517943
plate 5,Ehmt1.1,B06,24.45710217
plate 19,Arid1b.2,C10,25.04317789
plate 7,Hdac8.3,E08,24.5089667
plate 7,Ing3.1,B05,24.51253482
Control 1,shRunx3.1,F02,24.51324609
Control 1,shBrd8.3,C08,24.53573438
plate 20,Hdac11.3,D05,25.12462612
Control 1,shSmarce1.3,G04,24.55290611
plate 17,Supt16h.3,F09,25.13812155
control 3,shSp140.2,F07,25.16462841
plate 16,Smarca5.3,D04,25.18796992
plate 19,Arid1a.2,G11,25.19122896
plate 6,Gtf2b.2,E07,24.61964039
plate 12,Pcgf6.3,F02,22.07192346
plate 10,Myst4.4,G06,22.0729927
plate 10,Mta1.3,F09,22.08613196
plate 6,Hdac2.2,C02,24.67028704
Control 1,shSmarce1.4,G05,24.6805649
plate 20,Fkbp2.2,E04,25.28795812
plate 15,Sfmbt1.3,E05,25.29815685
plate 2,Bmi1.1,D05,24.7311828
plate 7,Hells.4,F10,24.75806452
plate 9,Mecom.1,C09,22.19451372
plate 17,Suz12.2,C02,25.40069686
plate 10,Morf4l1.2,E07,22.2459893
plate 7,Hells.1,C03,24.8549079
plate 15,Rpa3.2,C04,25.46728972
control 2,shBrd8.2,C07,22.27774855
plate 8,Kdm4d.4,G06,22.2997416
plate 14,Psip1.3,F08,22.31425091
Control 1,shKlf2.1,E06,24.96175421
plate 17,Ssrp1.4,G10,25.54878049
plate 15,Sin3b.3,F03,25.57363371
plate 4,Cxxc1.2,C10,25
plate 7,Jmjd1c.3,D07,25
plate 10,Mtf2.4,F04,22.40102993
plate 12,Pcgf5.3,E08,22.4036192
plate 6,Gtf2b.4,G07,25.07082153
plate 6,Hat1.3,F08,25.07708119
plate 14,Psip1.2,E03,22.46445498
control 3,shRunx3.2,F03,25.74178027
plate 14,Ring1.4,F07,22.54475085
plate 7,Hira.2,E07,25.23245985
plate 18,Tet3.3,F06,25.83479789
plate 13,Prdm9.3,E05,22.59666548
plate 7,Hira.4,G07,25.29711375
plate 10,Myst1.2,D08,22.65372168
plate 13,Prdm5.3,D04,22.65625
plate 2,Brd9.4,F11,25.37076271
plate 5,Ehmt2.1,C03,25.38783551
plate 2,Brd3.1,B04,25.44642857
plate 9,Kdm6a.3,F06,22.73545291
plate 9,Mbd1.1,B04,22.8956229
plate 15,Sin3b.4,G05,26.2472885
plate 19,Cecr2.3,E05,26.27118644
plate 1,Ash2l.1,B09,25.69817401
plate 19,Whsc1l1.4,G07,26.29085741
plate 10,Mta3.1,B03,22.94617564
plate 5,Eed.3,E08,25.72972973
plate 17,Sp100.4,G08,26.31305252
plate 2,Bop1.3,E11,25.76101772
plate 16,Smarca5.2,C10,26.34482759
plate 2,Baz2b.2,D06,25.7751938
control 2,shSmarce1.4,G05,22.99847017
plate 12,Phf20.3,D04,23.04439746
plate 16,Smarcd1.3,E10,26.43040137
plate 11,Nsd1.3,F09,23.05816789
plate 12,Pcmt1.1,C03,23.09389556
plate 18,Trim33.2,E02,26.49780809
plate 7,Hdac7.1,B02,25.93984962
plate 12,Pcgf2.4,E04,23.13359528
plate 5,Ezh1.2,C02,26.04239055
control 3,shNcor1.4,D05,26.62137122
control 2,shKlf2.1,E06,23.23251782
plate 10,Mta2.4,G11,23.27319118
plate 18,Usp27x.3,D07,26.70414617
plate 15,Setd2.4,G07,26.71854734
plate 10,Mta3.3,D04,23.30798479
control 2,shSmarce1.3,G04,23.31034483
plate 8,Kdm3a.4,F04,23.37662338
plate 7,Hells.2,D06,26.29144179
plate 17,Suv39h2.4,G09,26.87762104
plate 7,Ing3.2,E03,26.31843295
plate 7,Hltf.3,E11,26.3280989
control 2,shRunx3.2,F03,23.45571096
plate 15,Scml2.4,G04,26.98412698
control 2,shSmarce1.2,G03,23.50769231
plate 8,Kdm4a.3,E05,23.58067729
plate 7,Hells.3,F06,26.5095729
plate 8,Kdm4d.3,D07,23.59470949
Control 1,shSp140.4,F09,26.5391791
plate 5,Elp4.3,E11,26.5771028
plate 8,Kat5.1,D05,23.64124357
plate 21,Setd3.2,D02,27.17791411
plate 18,Ube2e1.1,B04,27.22298222
plate 5,Ezh1.4,F07,26.66165978
plate 8,Kdm1a.4,G10,23.72214941
plate 10,Mta2.3,F08,23.73279624
control 2,shCd4.2,C10,23.73766686
plate 19,Whsc1.2,D06,27.27272727
plate 17,Taf1.3,E09,27.30210016
control 2,shSp140.3,F08,23.78167641
plate 19,Whsc1l1.3,F05,27.36009045
plate 2,Bop1.4,G10,26.80851064
plate 19,Wdr5.4,G04,27.38028169
plate 10,Myst2.3,E05,23.83480826
plate 6,Gtf2b.3,F05,26.83233721
plate 9,Mecom.2,D03,23.84615385
plate 12,Pcgf5.2,D02,23.87736141
plate 15,Setmar.1,C06,27.44466801
plate 5,Ezh2.2,C05,26.98485544
plate 17,Sp140.2,E07,27.57218381
plate 7,Jhdm1d.2,C05,27.02702703
plate 17,Suz12.4,F07,27.63915547
plate 2,Brd4.2,D08,27.08333333
control 2,shCd4.1,B11,24.05063291
plate 6,Gtf3c4.4,G03,27.11482792
plate 5,Epc2.1,B04,27.16378162
plate 9,Kdm5b.1,B02,24.15295257
plate 10,Myst1.4,G02,24.25412425
Control 1,shBrd8.1,C06,27.39018088
plate 20,Paf1.2,C07,27.99552072
plate 20,Phc3.3,E05,28.00840778
plate 13,Prdm9.4,F07,24.38688344
plate 7,Ing2.4,G03,27.50573833
control 2,shKlf2.2,E07,24.40296459
Control 1,shSmarce1.1,G02,27.53172133
plate 7,Hdac7.2,C04,27.54590985
plate 6,Hdac10.4,G02,27.56410256
Control 1,shCd4.2,C10,27.57916241
plate 10,Mta3.2,C10,24.46703837
plate 9,Mbd3.3,E05,24.50945416
Control 1,shSp140.3,F08,27.76412776
plate 15,Setd2.3,F05,28.37670384
Control 1,shmll2.3,C04,27.84090909
control 2,shBptf.1,B02,24.69915764
plate 7,Jmjd4.3,F03,27.98122066
