plate_well,shRNA,GeoMean
3_G06,Chd1l.4,0
control1_D03,shNcor1.2,17.2680842
2_C08,Baz2a.2,19.31704798
2_B08,Brd8.1,20.96557556
control1_C03,shmll2.2,21.03137453
2_B10,Baz1b.1,25.61514305
2_G11,Brd1.4,27.53324741
2_E11,Bop1.3,28.18101709
2_D10,Baz1a.3,30.08916108
1_E09,Atr.3,30.40314612
2_C11,Bptf.1,30.81387962
1_E11,Ash2l.3,31.51732249
2_B07,Brpf3.1,32.6691086
control1_C05,shmll2.4,34.16585277
control1_C02,shmll2.1,34.2032253
2_F11,Brd9.4,34.29489837
3_B10,Brwd3.1,36.82437104
2_F09,Bptf.3,36.94615063
2_D11,Brpf3.2,37.23650535
2_G10,Bop1.4,37.51405185
2_B09,Bop1.1,38.11924922
5_B02,Dub2a.1,39.34804054
1_G09,Asxl3.4,39.75577555
5_G04,Eed.4,42.33568209
1_B11,Atr.1,42.53695176
2_C10,Brd2.2,43.21028144
1_F10,Arid2.4,43.2364647
1_D09,Ash2l.2,44.25940688
1_E10,Atad2b.3,44.41767875
5_F08,Ep400.3,46.25696604
4_D02,Chd4.2,47.88396624
3_D09,Cbx4.2,48.04658203
1_D11,Aurkb.2,48.65224225
1_B10,Aff1.1,49.07594609
2_C05,Brd9.2,49.82557084
3_E11,Cbx4.3,50.38670195
control2_C03,shmll2.2,14.4795842
2_C09,Brpf1.1,51.00841331
2_B03,Brd2.1,51.04924466
1_G10,Ash2l.4,51.2871694
12_G02,Phf8.4,16.97872334
10_D02,Mll2.2,18.6238225
2_C02,Brd8.2,52.33579476
11_B04,Padi4.1,21.41638787
2_G08,Baz2a.4,52.87091652
5_B04,Epc2.1,52.88752672
2_D05,Bmi1.1,52.94482045
2_E10,Brd4.3,53.21482244
2_E04,Baz1a.4,53.283402
4_B05,Ctsl.1,53.45588539
1_C08,Aff4.2,53.906272
control2_C02,shmll2.1,26.22395152
4_C10,Cxxc1.2,54.80059154
2_F07,Brd8.4,55.21708942
2_B05,Brd1.1,55.26930418
4_B07,Dot1l.1,55.36285985
control2_C05,shmll2.4,31.12439487
10_G04,Mll2.4,31.85899165
5_G09,Epc1.4,55.84056571
2_E02,Bptf.2,56.20740716
14_C02,Ring1.2,34.36784322
15_G08,Scml4.4,25.94346065
18_D05,Trim24.1,27.62371249
12_F05,Phc1.3,35.8093602
12_G10,Phf1.4,39.38883759
10_D03,Myst4.2,39.49646369
1_F11,Atr.4,58.21159998
5_B06,Ehmt1.1,58.53517007
14_D11,Rnf40.2,42.39366056
2_C04,Baz1a.2,58.72852185
14_B07,Rnf40.1,43.36157832
1_B08,Atm.1,59.26872682
4_G11,Ctsl.4,59.31659594
14_F03,Rnf40.3,45.31168277
3_G10,Cbx4.4,59.65523432
3_B09,Cbx4.1,59.69926417
14_F07,Ring1.4,46.45267495
10_B10,Mll2.1,46.70723289
1_D02,Aff1.2,60.15056022
3_B05,Cbx6.1,60.17755727
14_G06,Rnf217.4,48.48860831
1_D10,Actl6b.3,60.41706195
8_C03,Kat2b.1,50.30877971
14_D04,Rbbp4.3,52.92029687
2_B02,Baz1a.1,61.81686663
5_B11,Ezh2.1,61.96592701
2_D09,Bop1.2,62.39516269
1_C10,Asxl3.2,62.61932174
control3_C03,shmll2.2,57.92688382
8_C02,Kdm4a.2,60.21294172
5_D11,Fbxo44.2,63.70470375
14_C10,Rbbp4.2,60.34841271
4_F03,Dot1l.3,63.79826864
1_E06,Atad2.3,63.99673101
5_F11,Ezh2.4,64.20598678
11_B10,Nap1l3.1,62.3461782
control1_D02,shNcor1.1,64.57154808
6_B10,Fkbp1a.1,64.65475154
1_F03,Aurkb.3,65.07336673
control3_C05,shmll2.4,68.21218337
8_F04,Kdm3a.4,67.19381156
1_B07,Aurkb.1,65.85157362
9_F06,Kdm6a.3,67.95072448
4_B10,Chd4.1,66.05492323
14_B11,Rnf20.1,68.78321021
4_C03,Chd6.1,66.19027732
1_B04,Atad2.1,66.37391619
2_D06,Baz2b.2,66.38455477
4_F04,Dmap1.4,66.57641871
2_F10,Baz2b.4,66.72026823
12_G04,Pcgf5.4,71.31484215
3_C11,Cbx5.1,67.04435308
1_G04,Aff1.4,67.11208317
control1_C07,shBrd8.2,67.30087671
1_F05,Ash1l.3,67.34189367
4_F10,Chd6.4,67.44890293
8_C10,Kdm2b.2,73.91208393
5_F10,Ehmt2.4,67.80969892
5_B09,Elp4.1,68.20374244
2_F02,Baz2a.3,68.34606447
14_F11,Rnf20.4,76.97208132
5_G08,Ehmt1.4,68.44988632
14_G04,Prmt2.4,77.11319488
6_B02,Fbxw9.1,68.54602196
14_G05,Rnf40.4,78.57640542
2_B06,Baz2a.1,69.02400951
5_C06,Ercc5.1,69.07052461
14_B03,Rbbp4.1,79.98418677
1_F07,Atm.4,69.34533785
5_D03,Fbxl19.2,69.54583916
2_G09,Brd2.4,69.54886212
12_F06,Pcmt1.3,81.07479953
8_C09,Kdm4d.1,81.31928942
3_B03,Cbx7.1,69.66293097
20_G04,Fkbp5.3,88.63398364
control2_C07,shBrd8.2,82.41385451
2_G06,Brpf1.4,70.00188745
14_G07,Prmt6.4,82.94026594
6_B11,Hdac3.1,70.11431403
14_F09,Prmt8.3,83.32463448
control3_D03,shNcor1.2,93.02523142
12_F07,Phip.4,85.38672622
15_E11,Setd4.3,94.18410076
11_B02,Nap1l2.1,85.85754392
1_D06,Arid2.2,71.29261111
12_B05,Phf2.1,87.26840856
5_C09,Fbxl19.1,71.37500576
5_C04,Dub2a.2,71.40132181
6_B05,Hat1.1,71.50235964
16_E08,Sirt3.3,97.52163359
2_E07,Bmi1.2,71.73486848
11_F03,Pcgf1.3,88.90928369
13_E05,Prdm9.3,88.96246668
control1_B02,shBptf.1,72.06283642
12_C08,Pcgf6.2,89.94690649
control2_F07,shSp140.2,90.33045814
3_B11,Chd1.1,72.44491616
17_C06,Suv420h2.1,101.5047099
6_B09,Gtf2f1.1,72.50757667
5_C03,Ehmt2.1,72.51311174
5_C10,Epc1.2,72.64154485
14_C06,Rbbp7.1,92.25920327
3_B04,Cbx8.1,73.08086941
11_G11,Orc1.4,93.89465247
control2_D02,shNcor1.1,94.10621821
12_B07,Prdm1.1,94.75384676
14_C11,Prmt8.1,94.89175882
5_G05,Fbxo44.4,73.50397227
3_C10,Cbx7.2,73.95443003
6_B07,Hdac6.1,74.16475594
17_D02,Smyd5.2,110.0966438
6_C11,Gtf3c4.1,74.45188785
11_E03,Orc1.2,98.35289605
8_B03,Kdm2b.1,98.59143989
4_F02,Chd5.3,74.88976235
1_G05,Aurkb.4,74.91984498
17_C11,Supt16h.1,113.0702338
9_C09,Mecom.1,100.152417
20_D11,Rnf2.3,113.4151057
20_G05,Satb1.2,113.461151
17_E08,Smyd5.3,113.6726318
2_D07,Brpf1.3,75.14691772
17_E07,Sp140.2,115.023828
9_G05,Men1.4,103.0789993
11_G06,Pbrm1.4,103.2155611
11_G09,Padi1.4,103.6763541
14_F05,Prmt6.3,104.2634532
12_D04,Phf20.3,105.2050379
12_D10,Pcgf2.3,105.3601698
2_G04,Baz1b.4,76.44919385
7_B02,Hdac7.1,76.51665902
14_D05,Prmt6.1,105.7857949
9_F03,Men1.3,105.9396649
1_D04,Asxl3.3,76.60215785
14_G10,Prmt7.4,106.4497373
1_G11,Asxl2.4,76.76451937
4_C02,Dnmt3a.2,76.82557003
16_B08,Smarcd3.1,122.2723387
14_C05,Rnf20.2,107.0698158
9_F10,Kdm6a.4,107.1791547
5_B10,Eed.1,77.02332953
3_D11,Chd2.2,77.10516484
control1_B03,shBptf.2,77.21162624
17_B04,Suv420h1.1,123.8736262
19_C02,Cecr2.2,125.4720245
control3_C07,shBrd8.2,125.6099705
16_D11,Smyd3.2,125.758274
4_C05,Dnmt3b.2,77.64941909
2_E08,Baz1b.3,77.65019991
18_B09,Trim28.1,125.9712854
15_B04,Setdb2.1,126.075986
4_G07,Chd8.4,77.82415612
19_G06,Dpy30.3,126.9180744
2_B04,Brd3.1,77.87091749
6_E11,Gtf2f1.3,77.96773753
8_D07,Kdm4d.3,110.977627
9_G03,L3mbtl2.4,111.1560446
20_G11,Mecp2.3,128.1516617
11_D02,Nap1l3.2,111.9021013
17_B10,Smyd5.1,129.3445633
5_E10,Ercc5.3,78.50683095
control2_G08,shWdr82.3,112.7687168
1_E08,Aff1.3,78.73442405
control1_B04,shBptf.3,78.76227102
control2_B10,shCd4.1,113.7483448
5_E09,Ezh2.3,78.85533366
2_E03,Brd1.2,78.92933877
20_G07,Hdac5.3,132.1405647
16_E06,Smarcc2.3,132.4673903
9_D11,Men1.2,115.0625869
9_E10,Mbd2.3,115.3892936
14_F04,Rbbp5.4,115.4430615
12_E11,Phf1.3,115.4619234
control1_G02,shSmarce1.1,79.28750868
15_D11,Sin3b.2,133.9031965
14_D02,Prmt2.2,115.873601
11_D03,Pbrm1.2,116.4340228
8_D09,Kdm1a.2,116.6449273
15_C02,Sfmbt1.2,135.3393069
15_E05,Sfmbt1.3,135.3503026
10_E04,Mll1.4,116.8396865
1_F08,Asxl2.3,79.6911381
16_E11,Sirt7.3,135.8528602
18_E10,Ube2i.3,136.0457085
2_C07,Brd3.2,79.88755277
6_D08,Hdac10.2,80.11586182
9_B07,Men1.1,118.4719653
9_D06,Kdm6a.2,119.7619058
8_E08,Jmjd6.3,119.8559856
13_E03,Prdm4.2,120.4828556
5_D04,Epc1.3,80.73901799
17_E02,Supt16h.2,142.2898082
8_F02,Kat2a.3,122.4212147
3_D07,Chd1l.3,81.50752837
14_B09,Prmt7.1,123.5248691
14_G03,Prmt8.4,123.6987238
9_F09,L3mbtl2.3,123.9160712
control2_B02,shBptf.1,124.0024389
control2_E09,shKlf2.4,124.0838594
7_E10,Ino80.3,81.82642603
14_E11,Prmt7.3,124.6018246
6_E04,Fbxw9.4,81.9355918
17_B02,Smyd4.1,146.1699202
12_B11,Polr2b.1,125.1559066
8_G04,Jmjd6.4,125.2606134
13_F07,Prdm9.4,126.362591
