plate,shRNA,Well,Percentage
CR-pLMPd-A-P05,Ezh1.4,F07,55.7622739
CR-pLMPd-A-P05,Elp3.2,E07,55.7711951
CR-pLMPd-A-P18,Trim28.2,D09,62.34567901
CR-pLMPd-A-P10,Mtf2.1,B04,60.40962838
CR-pLMPd-A-P04,Dmap1.2,C07,55.7966522
CR-pLMPd-A-P20,H2afz.1,G08,62.3758004
CR-pLMPd-A-P11,Padi6.1,C06,60.45074518
CR-pLMPd-A-P08,Kdm4d.3,D07,60.4910418
CR-pLMPd-A-P18,Usp27x.1,C09,62.5
CR-pLMPd-A-P08,Kat2b.2,D06,60.53647059
CR-pLMPd-A-P18,Ube2b.4,G09,62.54375729
CR-pLMPd-A-P04,Chd4.3,E08,55.96302003
CR-pLMPd-A-P06,Hdac3.1,B11,55.96330275
control screen 2,Wdr82.3,G08,60.60198419
CR-pLMPd-A-P12,Phf8.2,D08,60.62557498
CR-pLMPd-A-P10,Mll5.1,C03,60.63829787
control screen 1,Bptf.4,B05,56.02883355
CR-pLMPd-A-P10,Mll1.2,C04,60.69630872
CR-pLMPd-A-P10,Mtf2.2,C07,60.69901667
CR-pLMPd-A-P12,Prdm1.4,G05,60.70381232
CR-pLMPd-A-P08,Kdm4a.1,B08,60.70438159
CR-pLMPd-A-P13,Prdm9.1,B08,60.70504528
control screen 3,Sp140.3,F08,62.70386266
CR-pLMPd-A-P17,Sp140.4,G07,62.73606633
CR-pLMPd-A-P20,Parp2.1,F04,62.74554075
CR-pLMPd-A-P19,Wdr82.4,G08,62.75092937
CR-pLMPd-A-P13,Prdm5.1,B03,60.76458753
CR-pLMPd-A-P07,Hells.3,F06,56.16850552
CR-pLMPd-A-P20,Padi2.3,D04,62.80741582
CR-pLMPd-A-P03,Brwd1.4,E04,56.1970339
control screen 3,mll2.2,C03,62.85211268
CR-pLMPd-A-P20,Hdac11.3,D05,62.85506191
CR-pLMPd-A-P19,Zmynd8.1,C11,62.97117517
CR-pLMPd-A-P06,Gtf2f1.1,B09,56.31825273
CR-pLMPd-A-P15,Setmar.1,C06,62.99398625
CR-pLMPd-A-P04,Chd5.1,B06,56.34340223
control screen 2,Bptf.4,B05,61.01576994
control screen 1,shCd4.3+Runx3,D10,56.3996859
control screen 1,mll2.1,C02,56.4077826
CR-pLMPd-A-P20,Satb1.2,G05,63.09487258
CR-pLMPd-A-P01,Ash1l.2,E07,56.42006803
CR-pLMPd-A-P07,Hira.3,F05,56.43322476
CR-pLMPd-A-P18,Usp51.2,D11,63.13165647
CR-pLMPd-A-P13,Prdm8.4,G02,61.09452736
control screen 2,Bptf.2,B03,61.10397946
control screen 3,Wdr82.4,G09,63.16056911
CR-pLMPd-A-P07,Ing3.4,G11,56.47933117
CR-pLMPd-A-P09,Mbd3.1,B08,61.12412178
CR-pLMPd-A-P06,Hdac1.1,B04,56.52173913
CR-pLMPd-A-P16,Smarca1.2,E02,63.24909747
control screen 2,mll2.2,C03,61.18751653
CR-pLMPd-A-P02,Bptf.4,G03,56.56668608
CR-pLMPd-A-P08,Kdm3b.3,E10,61.22413493
CR-pLMPd-A-P15,Sin3a.2,D03,63.30252918
CR-pLMPd-A-P11,Nap1l3.4,G04,61.26155878
CR-pLMPd-A-P16,Sirt4.2,C08,63.38383838
CR-pLMPd-A-P07,Hells.4,F10,56.67776545
CR-pLMPd-A-P19,Eaf1.2,D11,63.4416826
CR-pLMPd-A-P15,Rpa3.1,B02,63.48623853
CR-pLMPd-A-P10,Nap1l1.1,B07,61.39157973
CR-pLMPd-A-P08,Kdm1b.2,E02,61.43349828
control screen 1,Ncor1.1,D02,56.78588927
CR-pLMPd-A-P15,Scml2.2,D02,63.54998623
control screen 1,Klf2.4,E09,56.79490098
CR-pLMPd-A-P17,Suz12.1,B08,63.55501814
control screen 3,Bptf.2,B03,63.58629131
CR-pLMPd-A-P10,Mll2.1,B10,61.49703823
CR-pLMPd-A-P09,Kdm5c.2,D02,61.52263374
CR-pLMPd-A-P05,Epc2.2,C07,56.87782805
CR-pLMPd-A-P10,Myst4.2,D03,61.53846154
CR-pLMPd-A-P09,Mbd4.1,B11,61.5692554
CR-pLMPd-A-P04,Dnmt3l.1,C09,56.93506494
CR-pLMPd-A-P19,Brdt.1,E06,63.72595026
CR-pLMPd-A-P16,Smyd2.1,C09,63.73796957
CR-pLMPd-A-P09,Kdm5c.3,E08,61.64341085
CR-pLMPd-A-P15,Sin3a.4,G06,63.78908073
CR-pLMPd-A-P04,Chd5.2,C08,57.00116686
CR-pLMPd-A-P13,Prdm4.1,B05,61.6686344
CR-pLMPd-A-P03,Cbx5.4,G03,57.01774085
CR-pLMPd-A-P09,L3mbtl1.1,B09,61.68067227
control screen 2,Brd8.3,C08,61.70817316
CR-pLMPd-A-P15,Rpa3.3,D10,63.88888889
CR-pLMPd-A-P02,Brd1.3,F08,57.09052852
CR-pLMPd-A-P10,Myst1.2,D08,61.75459573
CR-pLMPd-A-P01,Asxl2.1,B05,57.09812109
CR-pLMPd-A-P09,Mbd2.1,C06,61.76470588
CR-pLMPd-A-P15,Scml2.3,E08,63.95558998
control screen 3,mll2.3,C04,63.95971716
CR-pLMPd-A-P15,Setmar.4,G02,63.96028037
CR-pLMPd-A-P11,Nap1l2.3,D10,61.80482686
CR-pLMPd-A-P16,Smyd2.2,D03,64.00608134
CR-pLMPd-A-P16,Smyd3.3,F03,64.02439024
CR-pLMPd-A-P18,Usp22.2,C05,64.03213268
CR-pLMPd-A-P08,Kdm3b.2,D08,61.87609732
CR-pLMPd-A-P09,Mecom.3,D07,61.89412553
CR-pLMPd-A-P17,Taf3.2,D03,64.07678245
CR-pLMPd-A-P13,Prkaa1.1,B11,61.90871369
CR-pLMPd-A-P11,Pcgf1.4,G05,61.91533657
CR-pLMPd-A-P19,Clock.1,E09,64.11159263
CR-pLMPd-A-P16,Sirt1.1,B02,64.18678977
CR-pLMPd-A-P03,Carm1.2,C08,57.33074279
CR-pLMPd-A-P15,Scml4.1,B06,64.19477329
CR-pLMPd-A-P15,Setd8.3,F08,64.21404682
CR-pLMPd-A-P19,Cbx2.2,E10,64.2316879
CR-pLMPd-A-P03,Cbx8.2,C07,57.42981055
CR-pLMPd-A-P03,Brwd1.1,B02,57.43124634
CR-pLMPd-A-P02,Bmi1.2,E07,57.44493392
CR-pLMPd-A-P18,Tet2.2,C08,64.34187167
CR-pLMPd-A-P04,Dnmt3b.3,E09,57.46720484
CR-pLMPd-A-P13,Prkcd.2,D11,62.16763006
CR-pLMPd-A-P07,Hells.2,D06,57.49834838
CR-pLMPd-A-P16,Sirt5.1,C03,64.39259447
CR-pLMPd-A-P19,Arid1b.3,D04,64.39456913
CR-pLMPd-A-P18,Usp22.1,B11,64.40882454
control screen 3,Sp140.2,F07,64.4295302
CR-pLMPd-A-P17,Tcea1.1,B07,64.48532837
CR-pLMPd-A-P16,Sirt1.3,D10,64.54894868
CR-pLMPd-A-P12,Pcgf5.3,E08,62.32114467
control screen 1,Ncor1.2,D03,57.65765766
CR-pLMPd-A-P08,Jmjd6.3,E08,62.35373919
CR-pLMPd-A-P09,Mecom.2,D03,62.35955056
CR-pLMPd-A-P19,Eaf1.3,F03,64.6307725
CR-pLMPd-A-P11,Nsd1.2,E02,62.39273094
CR-pLMPd-A-P17,Smyd5.4,G04,64.66250709
CR-pLMPd-A-P21,Scmh1.2,D10,64.67209191
CR-pLMPd-A-P09,L3mbtl3.1,B05,62.42937853
control screen 3,Sp140.4,F09,64.69459546
CR-pLMPd-A-P12,Pcmt1.2,D06,62.5
CR-pLMPd-A-P03,Cbx1.4,F10,57.81766651
CR-pLMPd-A-P09,Kdm5d.1,B06,62.50944822
CR-pLMPd-A-P09,Kdm6b.2,E07,62.53669994
control screen 1,mll2.3,C04,57.85662563
CR-pLMPd-A-P08,Jmjd6.1,B10,62.54914132
CR-pLMPd-A-P13,Prdm14.3,F05,62.55597658
CR-pLMPd-A-P10,Morf4l1.4,G07,62.55681818
CR-pLMPd-A-P11,Ncor2.2,D09,62.5594564
control screen 3,shCd4.3+Runx3,D10,64.89948408
CR-pLMPd-A-P16,Sirt4.4,G08,64.9301826
CR-pLMPd-A-P11,Paxip1.3,E09,62.64409222
control screen 1,Bptf.2,B03,57.95454545
CR-pLMPd-A-P13,Prdm2.2,E02,62.65520535
control screen 1,Brd8.1,C06,57.96497081
CR-pLMPd-A-P13,Prdm4.3,F08,62.66503667
CR-pLMPd-A-P21,Smyd1.3,G10,64.96447602
control screen 1,Sp140.2,F07,57.98319328
control screen 1,shCd4.4+pMig,E11,57.99782372
CR-pLMPd-A-P10,Nap1l1.3,F03,62.70826701
CR-pLMPd-A-P16,Sirt1.2,C04,65.00811249
CR-pLMPd-A-P16,Sirt4.3,F02,65.0084317
CR-pLMPd-A-P18,Trim66.1,B05,65.02184996
CR-pLMPd-A-P19,Zmynd11.1,B09,65.02762431
CR-pLMPd-A-P16,Sirt3.1,B10,65.03485425
CR-pLMPd-A-P18,Tdg.1,B02,65.03647215
CR-pLMPd-A-P11,Ncoa3.2,D06,62.75083612
CR-pLMPd-A-P16,Sirt6.2,E07,65.06378803
CR-pLMPd-A-P03,Carm1.4,G08,58.08031342
CR-pLMPd-A-P08,Kdm1b.3,F09,62.79278126
CR-pLMPd-A-P13,Prkaa2.3,D07,62.81796502
CR-pLMPd-A-P13,Prkcd.1,B07,62.83618582
CR-pLMPd-A-P12,Ppargc1a.4,G06,62.83839212
CR-pLMPd-A-P08,Kat2a.1,B06,62.9418696
CR-pLMPd-A-P05,Dub2a.4,E04,58.24742268
CR-pLMPd-A-P15,Sin3b.4,G05,65.33528765
CR-pLMPd-A-P05,Ep400.3,F08,58.33333333
CR-pLMPd-A-P09,L3mbtl1.3,E11,63.06732224
CR-pLMPd-A-P06,Hdac10.3,E10,58.38555105
CR-pLMPd-A-P06,Gtf2b.3,F05,58.4057971
CR-pLMPd-A-P10,Msl3.4,G10,63.1402922
CR-pLMPd-A-P16,Smarca5.2,C10,65.50546448
control screen 3,Bptf.4,B05,65.513968
CR-pLMPd-A-P19,Wdr82.3,F02,65.53773024
CR-pLMPd-A-P20,Phc2.1,E10,65.5501378
CR-pLMPd-A-P12,Ppargc1a.3,D07,63.18829419
CR-pLMPd-A-P12,Prdm1.2,D11,63.20606321
CR-pLMPd-A-P14,Prmt3.3,F02,63.21070234
CR-pLMPd-A-P03,Cbx6.4,G11,58.51312711
CR-pLMPd-A-P11,Parp1.4,F07,63.24881583
CR-pLMPd-A-P12,Phf20l1.4,F04,63.24977619
CR-pLMPd-A-P06,Hdac4.4,G06,58.55224752
CR-pLMPd-A-P04,Chd4.4,G04,58.56423174
CR-pLMPd-A-P21,Smarcc1.2,D05,65.67304675
CR-pLMPd-A-P03,Chd1.4,F11,58.57785393
CR-pLMPd-A-P08,Kdm5a.2,D11,63.30227743
CR-pLMPd-A-P04,Dnmt3a.3,E05,58.59872611
CR-pLMPd-A-P01,Atm.4,F07,58.59872611
CR-pLMPd-A-P08,Kdm1a.4,G10,63.32811685
CR-pLMPd-A-P10,Myst4.3,D07,63.33176765
CR-pLMPd-A-P17,Taf1.1,B11,65.73405979
CR-pLMPd-A-P06,Hdac4.1,C09,58.62966175
CR-pLMPd-A-P13,Prkaa1.2,C05,63.36375489
CR-pLMPd-A-P02,Brpf1.2,D03,58.66709388
CR-pLMPd-A-P17,Sp140.3,F05,65.79715787
control screen 1,shCd4.1+Runx3,B10,58.67610484
CR-pLMPd-A-P05,Ezh2.2,C05,58.68335333
CR-pLMPd-A-P06,Gadd45a.4,G08,58.70445344
CR-pLMPd-A-P14,Prmt5.1,C03,63.43877771
CR-pLMPd-A-P12,Phf20l1.2,C07,63.45891966
CR-pLMPd-A-P03,Chaf1b.3,E05,58.74912157
control screen 1,Klf2.3,E08,58.75
CR-pLMPd-A-P18,Ube2b.1,B03,65.93200807
CR-pLMPd-A-P03,Chaf1a.3,E10,58.80012244
CR-pLMPd-A-P08,Kdm3b.4,G02,63.53207429
CR-pLMPd-A-P15,Sin3b.1,B07,65.98697253
CR-pLMPd-A-P06,Hdac10.2,D08,58.83767535
CR-pLMPd-A-P06,Hdac2.3,E05,58.84384657
CR-pLMPd-A-P08,Jmjd5.1,B02,63.57290589
CR-pLMPd-A-P03,Chd1.3,E09,58.85809313
CR-pLMPd-A-P20,H2afz.2,C03,66.01638705
CR-pLMPd-A-P11,Padi1.4,G09,63.5924933
CR-pLMPd-A-P09,Kdm5c.1,B10,63.59426681
control screen 2,Ncor1.2,D03,63.63636364
CR-pLMPd-A-P20,Fkbp2.1,D10,66.11783376
CR-pLMPd-A-P02,Brd2.4,G09,58.95330939
CR-pLMPd-A-P19,Wbp7.4,E04,66.14131862
CR-pLMPd-A-P08,Kat5.3,F05,63.72133781
CR-pLMPd-A-P10,Mta3.3,D04,63.728191
CR-pLMPd-A-P11,Pcgf1.3,F03,63.72826526
CR-pLMPd-A-P08,Kdm5a.4,G05,63.73360242
CR-pLMPd-A-P13,Prdm15.3,E11,63.79993901
CR-pLMPd-A-P12,Phf8.1,C06,63.8221768
CR-pLMPd-A-P15,Setd4.2,D09,66.29892304
CR-pLMPd-A-P04,Dnmt1.1,C06,59.13019236
CR-pLMPd-A-P15,Setdb1.2,C10,66.34542227
CR-pLMPd-A-P04,Cxxc1.1,B03,59.1374269
CR-pLMPd-A-P12,Phf19.2,E02,63.88993592
CR-pLMPd-A-P18,Tet1.2,D02,66.39593909
control screen 3,Cxxcl.1,D06,66.40891517
CR-pLMPd-A-P09,Kdm6b.4,G07,63.94422311
CR-pLMPd-A-P09,Mbd4.3,E09,63.95269112
CR-pLMPd-A-P09,Mbd4.2,C05,63.95864106
CR-pLMPd-A-P06,Gtf2b.1,D05,59.22247446
CR-pLMPd-A-P08,Jmjd5.3,D10,63.96461455
CR-pLMPd-A-P02,Brd3.2,C07,59.23997918
CR-pLMPd-A-P02,Baz1b.4,G04,59.24737456
CR-pLMPd-A-P01,Asxl3.3,D04,59.26053905
CR-pLMPd-A-P14,Rnf20.3,E09,64.03952206
CR-pLMPd-A-P17,Sp140.1,D05,66.54528903
CR-pLMPd-A-P11,Padi4.4,F04,64.05687545
CR-pLMPd-A-P15,Setd5.3,F09,66.57427938
CR-pLMPd-A-P13,Prdm12.1,B06,64.07588739
CR-pLMPd-A-P14,Rbbp5.3,E06,64.10808694
CR-pLMPd-A-P17,Suv420h2.4,G02,66.62804171
CR-pLMPd-A-P19,Whsc1l1.4,G07,66.62850601
control screen 3,Klf2.3,E08,66.64525797
CR-pLMPd-A-P11,Ncoa1.3,F02,64.13976903
CR-pLMPd-A-P17,Sp110.2,D06,66.65297741
CR-pLMPd-A-P16,Sirt6.3,F05,66.66666667
CR-pLMPd-A-P18,Tet3.2,D06,66.70160727
CR-pLMPd-A-P19,Zmynd8.4,G03,66.70886076
CR-pLMPd-A-P16,Smarcd3.2,C02,66.74727932
CR-pLMPd-A-P20,Padi3,G09,66.75889328
CR-pLMPd-A-P06,Hdac3.3,E09,59.48753463
control screen 1,Bptf.1,B02,59.49905482
CR-pLMPd-A-P18,Tet3.1,C03,66.79598357
CR-pLMPd-A-P04,Chd3.1,B02,59.51772013
CR-pLMPd-A-P04,Dnmt3l.2,D03,59.53241745
CR-pLMPd-A-P15,Scml4.3,F02,66.83250415
CR-pLMPd-A-P04,Crebbp.3,F09,59.55506929
CR-pLMPd-A-P20,Rnf2.1,G06,66.86244204
CR-pLMPd-A-P11,Pbrm1.1,C09,64.33408578
CR-pLMPd-A-P17,Suv420h2.1,C06,66.900628
CR-pLMPd-A-P12,Phip.3,E05,64.36744034
CR-pLMPd-A-P17,Suv420h1.1,B04,66.93359375
control screen 2,mll2.1,C02,64.39272007
CR-pLMPd-A-P21,Smarca2.3,C03,66.95574828
control screen 1,Ncor1.3,D04,59.66066482
CR-pLMPd-A-P08,Kdm1a.2,D09,64.43319358
CR-pLMPd-A-P18,Tdg.3,D10,67.01171875
CR-pLMPd-A-P18,Trim33.4,G03,67.02234749
control screen 2,shCd4.2+Runx3,C10,64.47582157
control screen 1,Smarce1.1,G02,59.72622478
CR-pLMPd-A-P19,Dpy30.3,G06,67.0605613
CR-pLMPd-A-P20,Kdm4b.3,B05,67.06422018
CR-pLMPd-A-P14,Prmt8.2,E02,64.49797784
control screen 3,Klf2.1,E06,67.07084705
CR-pLMPd-A-P09,Mbd1.1,B04,64.51043811
CR-pLMPd-A-P05,Ercc5.1,C06,59.76591075
CR-pLMPd-A-P12,Phc1.2,E07,64.53871499
CR-pLMPd-A-P11,Parp1.1,B08,64.54258675
CR-pLMPd-A-P05,Ehmt2.2,D06,59.7826087
CR-pLMPd-A-P21,Setd3.1,B10,67.1479161
CR-pLMPd-A-P09,Kdm5b.3,D10,64.57869634
control screen 3,Klf2.2,E07,67.17120065
CR-pLMPd-A-P04,Ctsl.1,B05,59.85130112
CR-pLMPd-A-P10,Myst4.4,G06,64.62661426
CR-pLMPd-A-P11,Orc1.2,E03,64.63831108
CR-pLMPd-A-P01,Atad2b.4,G02,59.87768718
CR-pLMPd-A-P10,Nap1l1.4,G05,64.64520517
CR-pLMPd-A-P20,Prdm16.2,D03,67.29745713
CR-pLMPd-A-P06,Fkbp1a.3,E08,59.95471172
control screen 3,shCd4.2+Runx3,C10,67.34902764
CR-pLMPd-A-P09,Kdm5d.4,G08,64.75854243
CR-pLMPd-A-P04,Chd9.1,B09,59.99564934
CR-pLMPd-A-P01,Ash1l.1,D05,60
CR-pLMPd-A-P01,Atr.3,E09,60
control screen 2,Bptf.1,B02,64.79360852
CR-pLMPd-A-P18,Tet1.3,E08,67.44487678
CR-pLMPd-A-P15,Setdb1.4,G09,67.46216531
CR-pLMPd-A-P10,Mta3.1,B03,64.84589041
CR-pLMPd-A-P21,Ube2a.1,C11,67.4981385
control screen 3,Ncor1.1,D02,67.526995
CR-pLMPd-A-P14,Rbbp7.1,C06,64.91155903
CR-pLMPd-A-P18,Usp51.3,F03,67.58340848
CR-pLMPd-A-P17,Tcea1.3,F03,67.6070529
CR-pLMPd-A-P05,Ezh1.3,E05,60.19522777
CR-pLMPd-A-P02,Brpf3.4,G05,60.19875776
control screen 3,shCd4.4+Runx3,E10,67.62170976
CR-pLMPd-A-P05,Ehmt1.2,C08,60.2075227
CR-pLMPd-A-P19,Zmynd11.4,G10,67.65027322
CR-pLMPd-A-P19,Zmynd8.2,E02,67.65258216
CR-pLMPd-A-P20,Gtf2h1.3,F02,67.71549445
CR-pLMPd-A-P06,Hdac10.4,G02,60.29035013
CR-pLMPd-A-P20,Hdac5.1,E07,67.74098167
CR-pLMPd-A-P20,Prdm16.1,C09,67.74861878
CR-pLMPd-A-P15,Setd5.4,G03,67.78797146
CR-pLMPd-A-P19,Dpy30.1,D03,67.79422128
CR-pLMPd-A-P12,Phip.2,C02,65.16728625
CR-pLMPd-A-P12,Phf2.1,B05,65.18193225
CR-pLMPd-A-P12,Phf1.1,B09,65.18661519
CR-pLMPd-A-P14,Prmt2.2,D02,65.18771331
CR-pLMPd-A-P09,Mbd3.2,C02,65.20737327
CR-pLMPd-A-P20,Kdm4b.2,G03,67.91569087
CR-pLMPd-A-P20,Phc3.3,E05,67.91697924
CR-pLMPd-A-P11,Ncoa1.4,G08,65.26271893
CR-pLMPd-A-P08,Jmjd5.4,E04,65.26721056
CR-pLMPd-A-P04,Chd9.3,E11,60.48109966
CR-pLMPd-A-P08,Kat2b.3,F06,65.29315293
CR-pLMPd-A-P08,Kat2b.1,C03,65.29570699
CR-pLMPd-A-P17,Suv420h1.2,C07,67.98448456
CR-pLMPd-A-P06,Hat1.4,G11,60.5163728
CR-pLMPd-A-P10,Myst2.3,E05,65.31107306
CR-pLMPd-A-P04,Chd9.2,D09,60.52848885
CR-pLMPd-A-P11,Padi6.2,D08,65.32999165
CR-pLMPd-A-P09,Kdm6b.3,F05,65.35194175
CR-pLMPd-A-P16,Smarca1.1,C11,68.05100182
CR-pLMPd-A-P11,Ncoa3.1,C03,65.36964981
control screen 2,Ncor1.1,D02,65.38372093
CR-pLMPd-A-P07,Ing2.1,C11,60.60111075
CR-pLMPd-A-P19,Fbxo17.1,G05,68.10494363
CR-pLMPd-A-P18,Trim33.1,C11,68.12657647
CR-pLMPd-A-P13,Prdm14.1,D05,65.42390194
CR-pLMPd-A-P16,Sirt5.2,D06,68.13438534
CR-pLMPd-A-P06,Fbxw9.4,E04,60.63535912
CR-pLMPd-A-P06,Hdac2.2,C02,60.64618644
control screen 3,Whsc1.4,B09,68.15004263
CR-pLMPd-A-P05,Ehmt2.3,F06,60.64769382
CR-pLMPd-A-P19,Cbx2.1,D08,68.15725731
CR-pLMPd-A-P20,Kdm4b.1,F09,68.19397993
CR-pLMPd-A-P09,Kdm5b.4,E04,65.48165138
control screen 1,Klf2.1,E06,60.71428571
CR-pLMPd-A-P21,Smarcc1.1,F10,68.2748538
CR-pLMPd-A-P06,Hdac2.4,F07,60.79283193
CR-pLMPd-A-P21,Smyd1.1,D09,68.34654587
CR-pLMPd-A-P06,Hat1.1,B05,60.81437521
CR-pLMPd-A-P06,Hdac6.3,F03,60.82191781
CR-pLMPd-A-P08,Kdm4d.4,G06,65.6419214
CR-pLMPd-A-P12,Pcgf5.4,G04,65.65607567
CR-pLMPd-A-P02,Brd1.2,E03,60.86956522
CR-pLMPd-A-P08,Kdm3a.4,F04,65.70038516
control screen 1,Brd8.2,C07,60.90407177
CR-pLMPd-A-P15,Sin3b.2,D11,68.45781838
CR-pLMPd-A-P08,Kdm2a.1,B05,65.71224052
CR-pLMPd-A-P15,Sfmbt1.1,B08,68.48165028
CR-pLMPd-A-P06,Hdac4.2,D03,60.92827004
CR-pLMPd-A-P14,Prmt7.2,D09,65.73982125
CR-pLMPd-A-P04,Dmap1.1,B04,60.93552465
CR-pLMPd-A-P05,Ehmt2.4,F10,60.9479141
CR-pLMPd-A-P15,Setd8.2,E03,68.51782364
CR-pLMPd-A-P08,Kdm4c.1,B11,65.76078112
CR-pLMPd-A-P13,Prdm8.1,C06,65.76086957
CR-pLMPd-A-P13,Prdm13.1,C03,65.77728776
CR-pLMPd-A-P19,Whsc1l1.2,E07,68.57451404
control screen 1,Klf2.2,E07,61.010155
CR-pLMPd-A-P04,Chd6.4,F10,61.02655924
CR-pLMPd-A-P11,Nsd1.4,G03,65.8392435
CR-pLMPd-A-P02,Bptf.2,E02,61.03151862
CR-pLMPd-A-P15,Rpa3.4,E04,68.61167002
CR-pLMPd-A-P17,Sp100.4,G08,68.63309353
control screen 2,Sp140.4,F09,65.861474
CR-pLMPd-A-P04,Chd3.4,E04,61.05640107
CR-pLMPd-A-P20,Gtf2h1.1,B06,68.66906475
CR-pLMPd-A-P03,Cbx7.4,G09,61.08354832
CR-pLMPd-A-P16,Smarcc2.1,B04,68.67300246
CR-pLMPd-A-P08,Kdm4c.4,F11,65.89612729
CR-pLMPd-A-P11,Padi1.1,B03,65.89782281
CR-pLMPd-A-P08,Kdm1b.4,G03,65.90791516
control screen 2,shCd4.2+pMig,C11,65.93442623
CR-pLMPd-A-P08,Kat5.2,E07,65.93554163
control screen 3,Ncor1.2,D03,68.75
CR-pLMPd-A-P05,Ep400.4,G11,61.15618661
CR-pLMPd-A-P06,Gadd45a.2,C08,61.15662651
CR-pLMPd-A-P21,Setd7.2,B06,68.78715815
CR-pLMPd-A-P19,Cecr2.3,E05,68.79460745
CR-pLMPd-A-P17,Suv420h2.3,E10,68.82053552
CR-pLMPd-A-P05,Ercc5.2,D08,61.20996441
CR-pLMPd-A-P12,Phf8.3,E10,66.03508772
CR-pLMPd-A-P03,Cbx3.4,G07,61.22307158
CR-pLMPd-A-P19,Wbp7.3,D10,68.84400516
CR-pLMPd-A-P09,Kdm6a.4,F10,66.08505998
CR-pLMPd-A-P13,Prdm11.3,E08,66.10747051
CR-pLMPd-A-P20,Jmjd8.3,E02,68.93491124
CR-pLMPd-A-P04,Ctsl.3,F08,61.32339236
CR-pLMPd-A-P05,Ep400.2,E03,61.34453782
CR-pLMPd-A-P17,Supt16h.4,G03,68.98459107
CR-pLMPd-A-P06,Fkbp1a.1,B10,61.41496599
CR-pLMPd-A-P06,Hdac4.3,D07,61.4159292
CR-pLMPd-A-P01,Ash2l.1,B09,61.43305267
control screen 2,Klf2.4,E09,66.25656168
CR-pLMPd-A-P20,Fbxo17.3,C04,69.12568306
CR-pLMPd-A-P04,Dot1l.1,B07,61.48231331
CR-pLMPd-A-P15,Sfmbt2.1,B11,69.16403785
CR-pLMPd-A-P14,Prmt2.1,B10,66.32873167
CR-pLMPd-A-P08,Jmjd6.4,G04,66.33986928
CR-pLMPd-A-P15,Sin3a.1,C09,69.2159383
CR-pLMPd-A-P15,Setd2.3,F05,69.2173913
CR-pLMPd-A-P13,Prdm9.4,F07,66.37269939
CR-pLMPd-A-P15,Setd2.4,G07,69.23515982
CR-pLMPd-A-P18,Trim33.2,E02,69.24678931
CR-pLMPd-A-P06,Hdac6.1,B07,61.59372959
CR-pLMPd-A-P03,Chaf1b.1,B08,61.59777915
CR-pLMPd-A-P04,Chd8.3,F05,61.61137441
CR-pLMPd-A-P04,Dmap1.4,F04,61.61233993
CR-pLMPd-A-P02,Baz1b.2,D02,61.61506428
CR-pLMPd-A-P18,Tet2.4,G08,69.32391524
CR-pLMPd-A-P04,Chd8.2,E07,61.63682864
CR-pLMPd-A-P12,Phf20l1.1,B04,66.47427854
CR-pLMPd-A-P15,Setd4.1,B09,69.33989577
CR-pLMPd-A-P18,Tet3.3,F06,69.35809447
CR-pLMPd-A-P15,Sin3a.3,D07,69.36322287
CR-pLMPd-A-P14,Rnf20.2,C05,66.49694501
control screen 2,Smarce1.1,G02,66.51629073
CR-pLMPd-A-P13,Prdm8.2,D08,66.52572234
CR-pLMPd-A-P10,Mta3.2,C10,66.53266332
CR-pLMPd-A-P09,L3mbtl3.2,E03,66.53846154
CR-pLMPd-A-P05,Fbxl19.3,D07,61.73308033
CR-pLMPd-A-P19,Cbx2.3,G02,69.46714032
control screen 3,Brd8.3,C08,69.47322971
CR-pLMPd-A-P02,Brd2.3,D04,61.76243236
CR-pLMPd-A-P14,Prmt2.3,E08,66.60368446
CR-pLMPd-A-P02,Bmi1.1,D05,61.76997492
CR-pLMPd-A-P01,Aff4.1,B06,61.78861789
CR-pLMPd-A-P12,Phip.1,B08,66.62641874
CR-pLMPd-A-P08,Kdm2b.4,G09,66.65454545
CR-pLMPd-A-P18,Tet1.4,G04,69.56181534
CR-pLMPd-A-P08,Kdm1b.1,C11,66.67397501
CR-pLMPd-A-P08,Kdm5a.1,B07,66.68151448
CR-pLMPd-A-P21,Scmh1.3,E04,69.61593172
CR-pLMPd-A-P15,Sfmbt2.2,C05,69.62205847
CR-pLMPd-A-P12,Phf20.2,C10,66.72636816
CR-pLMPd-A-P21,Smarcd2.2,G07,69.64423821
CR-pLMPd-A-P14,Psip1.2,E03,66.75402962
CR-pLMPd-A-P17,Suv39h2.3,D04,69.6637609
CR-pLMPd-A-P05,Ezh2.3,E09,61.92274179
CR-pLMPd-A-P19,Brd7.3,C07,69.69409533
CR-pLMPd-A-P17,Suv420h1.3,E06,69.70595503
CR-pLMPd-A-P18,Trim33.3,F09,69.72045392
CR-pLMPd-A-P04,Chd6.1,C03,61.96345091
CR-pLMPd-A-P15,Sfmbt1.4,F07,69.73135711
CR-pLMPd-A-P17,Sp140.2,E07,69.77860763
CR-pLMPd-A-P06,Hdac1.3,E06,62.02682563
CR-pLMPd-A-P11,Orc1.4,G11,66.90814257
CR-pLMPd-A-P04,Dnmt3a.1,B08,62.0799434
CR-pLMPd-A-P01,Atm.1,B08,62.08846991
CR-pLMPd-A-P03,Cbx5.1,C11,62.12347152
CR-pLMPd-A-P05,Ehmt1.1,B06,62.12392907
