plate,shRNA,Well,GeoMean
plate 9,Kdm6a.2,D06,119.7619058
plate 8,Jmjd6.3,E08,119.8559856
plate 13,Prdm4.2,E03,120.4828556
plate 5,Epc1.3,D04,80.73901799
plate 17,Supt16h.2,E02,142.2898082
plate 8,Kat2a.3,F02,122.4212147
plate 3,Chd1l.3,D07,81.50752837
plate 14,Prmt7.1,B09,123.5248691
plate 14,Prmt8.4,G03,123.6987238
plate 9,L3mbtl2.3,F09,123.9160712
control 2,shBptf.1,B02,124.0024389
control 2,shKlf2.4,E09,124.0838594
plate 7,Ino80.3,E10,81.82642603
plate 14,Prmt7.3,E11,124.6018246
plate 6,Fbxw9.4,E04,81.9355918
plate 17,Smyd4.1,B02,146.1699202
plate 12,Polr2b.1,B11,125.1559066
plate 8,Jmjd6.4,G04,125.2606134
plate 13,Prdm9.4,F07,126.362591
plate 19,Cbx2.3,G02,148.4648988
plate 6,Hdac10.1,C06,82.55048547
plate 20,Padi3,G09,149.2138899
plate 15,Setd8.1,B05,149.5910878
plate 14,Rbbp4.4,G09,127.6853378
plate 16,Smarcc2.2,C07,150.0039687
plate 14,Prmt2.3,E08,127.8285304
plate 5,Eed.3,E08,82.8550805
plate 8,Kdm5a.4,G05,128.1852552
plate 2,Bmi1.4,G07,83.13586028
plate 10,Mta1.3,F09,129.5609042
plate 19,Arid1b.1,B03,152.9000876
plate 6,Gadd45a.1,B06,83.38005112
plate 17,Suz12.3,E05,153.0867392
plate 1,Aff4.1,B06,83.53933103
plate 11,Pbrm1.3,D07,131.1902579
plate 20,Phc3.3,E05,154.9897673
plate 6,Hdac10.4,G02,83.8352244
plate 19,Wdr82.3,F02,155.6595626
control 2,shSmarce1.1,G02,132.1279451
plate 8,Jmjd6.1,B10,132.5832853
plate 12,Phf20.4,G09,132.6647084
plate 15,Setd2.2,E07,156.5797569
plate 9,L3mbtl4.4,G09,132.8048539
plate 17,Suv39h2.2,C10,157.0947524
plate 11,Pcgf1.1,B07,133.3208474
plate 9,Kdm5d.2,C08,133.3478282
plate 11,Parp1.2,C02,133.4165449
plate 4,Crebbp.4,G03,84.5687094
plate 6,Fkbp1a.4,G04,84.59123705
plate 6,Hdac2.2,C02,84.62098701
plate 16,Sirt6.2,E07,160.1302532
plate 6,Hcfc1.2,C10,84.99865204
plate 16,Smarce1.1,B11,160.7943191
plate 15,Setd4.4,G10,161.268174
plate 8,Kat5.3,F05,136.2599431
plate 10,Mll1.1,B02,136.4211408
plate 17,Sp110.3,F06,161.5243695
plate 4,Dnmt1.3,E10,85.21771896
control 3,shWhsc1.2,B07,161.7488539
control 3,shWdr82.3,G08,162.1583527
plate 15,Setd1a.3,F06,162.2214373
plate 13,Prdm5.1,B03,137.4635321
plate 9,Mecom.4,G06,137.6077998
plate 1,Atrx.4,G06,85.55303234
plate 17,Sp110.2,D06,163.7345869
plate 5,Ehmt2.2,D06,85.68165806
plate 20,Jmjd8.2,C11,164.2499778
plate 17,Suv420h2.4,G02,164.5425711
plate 15,Setmar.2,D08,164.5893929
plate 6,Hdac2.1,B08,85.97739663
plate 14,Prmt2.1,B10,139.5286443
plate 5,Ezh1.2,C02,86.259467
plate 17,Sp100.1,B06,166.531404
plate 20,Phc2.2,G02,166.6544172
control 2,shCd4.4,E10,140.385439
plate 16,Smarcd3.3,E05,166.9186057
plate 3,Carm1.4,G08,86.40751588
plate 17,Suv39h1.4,G11,167.1783067
plate 17,Ssrp1.4,G10,167.4230435
plate 20,Phc3.2,C02,167.9008278
control 3,shmll2.1,C02,168.1866111
plate 6,Gtf2b.4,G07,86.62702622
plate 4,Chd3.2,C04,86.66162183
plate 4,Dnmt3l.4,G06,86.78363478
plate 6,Hdac1.1,B04,86.81134392
plate 2,Brd4.2,D08,86.83747408
plate 1,Asxl3.1,B03,86.85982714
control 2,shWdr82.4,G09,142.462461
plate 4,Chd5.4,G08,86.90960452
control 2,shBrd8.4,C09,142.5220639
plate 5,Elp3.4,G07,86.97673798
plate 15,Setd2.1,D05,169.8650302
plate 12,Phf1.2,D09,142.9699094
plate 14,Prmt7.2,D09,143.0786635
control 2,shKlf2.2,E07,143.1616911
plate 15,Sin3a.1,C09,170.5193339
plate 15,Sfmbt2.2,C05,170.9005626
plate 12,Prdm1.2,D11,143.5430123
plate 16,Smarca1.1,C11,170.9909822
plate 14,Rnf217.1,C09,143.6698307
plate 8,Kdm5a.3,F03,143.8012112
plate 17,Suv39h1.1,B05,171.4881758
plate 15,Setdb2.4,F04,172.2558102
control 3,shBptf.3,B04,172.4170551
plate 20,Jmjd8.1,G10,172.7650551
plate 10,Mtf2.1,B04,144.9360688
plate 5,Ezh2.2,C05,87.61579218
plate 8,Kat2b.2,D06,145.2836219
plate 15,Sfmbt1.4,F07,173.4647002
control 2,shNcor1.3,D04,145.5305231
plate 1,Ash1l.4,G07,87.79139751
plate 9,L3mbtl4.2,C10,145.6651886
control 3,shWhsc1.1,B06,174.0408116
plate 1,Ash2l.1,B09,87.8749377
plate 18,Usp51.1,B07,174.1241224
plate 1,Atrx.1,C09,87.96026036
plate 17,Supt16h.4,G03,174.767605
plate 5,Fbxl19.3,D07,88.0806074
plate 11,Ncor1.1,D05,146.9316577
plate 17,Sp110.1,C03,175.6361705
plate 15,Setd5.3,F09,175.6661012
plate 11,Pcgf1.4,G05,147.1693656
control 2,shKlf2.1,E06,147.2289005
plate 12,Phf2.2,E03,147.2679968
plate 19,Wbp7.3,D10,176.0782931
plate 16,Smyd2.4,G06,176.3920891
plate 14,Psip1.1,B05,147.6350252
plate 5,Ehmt1.2,C08,88.39317676
plate 12,Phf19.3,F09,147.8445084
plate 14,Rnf20.3,E09,147.8790541
plate 16,Smarcd3.4,F07,176.7366454
plate 11,Padi6.2,D08,147.9653119
plate 17,Ssrp1.2,D09,177.0160111
plate 19,Wbp7.1,B02,177.0416424
plate 15,Setd2.4,G07,177.309435
plate 4,Cxxc1.1,B03,88.67381924
plate 15,Setdb2.2,C07,178.1305454
control 2,shSmarca4.4,E05,149.3426518
plate 3,Brwd3.3,E08,88.87506807
plate 14,Prmt1.4,E04,149.4327012
plate 17,Ssrp1.1,B09,179.0086216
plate 18,Tet1.1,B10,179.027617
plate 2,Baz2b.1,C03,89.03176308
plate 2,Brd1.3,F08,89.03330266
plate 17,Suv420h1.4,F04,179.6542275
plate 17,Suv39h2.4,G09,179.8632849
plate 19,Chd7.3,C05,180.5537607
plate 14,Prmt5.3,F06,150.8331235
plate 11,Pbrm1.1,C09,151.0545375
plate 14,Ring1.1,B08,151.1400828
plate 8,Kdm3a.1,B04,151.2773807
plate 5,Elp3.1,D05,89.42652199
control 3,shCd4.1,B10,181.5572029
plate 1,Atrx.2,D03,89.50555999
control 3,shNcor1.1,D02,181.8440053
plate 5,Ehmt1.3,F02,89.61248652
plate 6,Fkbp1a.3,E08,89.62176181
plate 13,Prdm14.3,F05,152.0905688
plate 15,Sin3a.3,D07,182.4113143
plate 15,Scml4.1,B06,182.4918053
plate 18,Ube2e1.3,E06,182.661806
plate 5,Elp4.3,E11,89.70740682
plate 11,Ncor2.3,E11,153.1800471
plate 3,Cbx6.4,G11,90.0145883
plate 12,Pcgf5.3,E08,153.5378205
control 2,shKlf2.3,E08,153.5836365
plate 15,Scml2.1,B10,184.5604171
plate 8,Kdm4c.4,F11,153.9048055
plate 16,Sirt7.4,G10,184.7865518
control 2,shWhsc1.3,B08,154.2439883
plate 16,Smarcc2.1,B04,185.3530564
plate 13,Prdm8.1,C06,154.6255223
control 2,shCd4.3,D10,154.6737559
plate 17,Tcea1.1,B07,185.8657862
plate 20,H2afz.2,C03,185.9220635
plate 1,Atad2b.4,G02,90.40792517
plate 17,Smyd4.3,D10,186.1061387
plate 18,Usp51.4,G05,186.3135005
plate 7,Hdac9.1,B06,90.48035153
plate 16,Sirt3.4,G04,186.4770559
plate 1,Asxl1.1,C11,90.5844751
plate 8,Kdm5a.1,B07,155.5177583
plate 12,Phf8.3,E10,156.4241556
plate 20,Fkbp2.1,D10,188.2225517
plate 16,Smarca4.4,G11,189.0312413
plate 12,Pcgf6.3,F02,157.220345
plate 11,Orc1.1,B05,157.3394866
plate 8,Kdm2b.4,G09,157.6946391
plate 10,Mta2.3,F08,157.8939725
plate 20,Hdac5.2,F05,190.2444315
plate 8,Kdm4a.4,F07,158.3070062
plate 19,Zmynd8.4,G03,190.7312044
plate 17,Taf1.1,B11,190.9265106
plate 20,Iws1.3,E11,193.1266984
plate 7,Hdac8.2,D02,91.96169295
plate 1,Atm.2,C02,91.96388119
plate 11,Nap1l2.4,E04,160.4722379
plate 11,Ncoa1.1,B06,160.5807777
plate 11,Ncoa1.4,G08,160.742487
plate 14,Prmt3.2,C08,160.7723184
Control 1,shWhsc1.1,B06,92.25353967
plate 12,Phf2.3,F08,161.4455009
plate 9,L3mbtl3.2,E03,161.7939788
control 3,shWdr82.4,G09,195.4461202
plate 20,Parp2.2,C06,196.0576903
plate 20,Phf10.3,C05,196.168433
plate 9,Mbd2.2,D08,162.5036929
plate 4,Dnmt3a.3,E05,92.59001389
plate 20,H2afz.1,G08,196.3428685
plate 14,Ring1.3,E05,162.7156624
plate 9,L3mbtl1.3,E11,162.858614
plate 15,Setdb1.4,G09,196.9727709
plate 8,Kdm2a.2,E03,163.9039647
plate 7,Jmjd4.4,G05,92.98226341
plate 8,Jmjd5.4,E04,164.8015921
control 2,shCd4.1,B11,165.1310941
plate 18,Uhrf1.1,B08,199.9599955
plate 18,Trim28.4,G10,200.0370398
plate 8,Jmjd5.1,B02,165.5362944
plate 17,Suv39h1.2,E03,200.3870099
control 2,shWhsc1.4,B09,165.6823911
plate 5,Epc2.2,C07,93.49639253
plate 19,Arid1a.1,F08,200.9051218
plate 11,Padi6.3,E10,166.2397104
plate 14,Rbbp5.3,E06,166.2442488
plate 12,Ppargc1a.2,D03,166.2554382
plate 16,Sirt6.4,G07,201.3040583
plate 20,Mecp2.2,F08,201.8281216
plate 17,Tcea1.4,G05,202.1530673
plate 16,Sirt5.3,F06,202.5989994
plate 6,Fbxw9.3,D10,93.93863636
plate 4,Dnmt3l.1,C09,94.01187567
plate 6,Gtf2f1.4,G10,94.04800806
plate 4,Dnmt3a.1,B08,94.05558923
control 3,shBrd8.4,C09,203.264881
control 3,shSp140.2,F07,203.4098646
plate 9,Mbd2.4,G02,168.1579949
plate 15,Setd1a.2,D06,203.7162675
plate 7,Ino80.4,G02,94.20757383
plate 9,Mbd3.1,B08,168.6225053
plate 13,Prdm11.3,E08,168.7119285
plate 9,L3mbtl3.4,G11,168.8433821
plate 15,Sfmbt1.1,B08,205.0463884
plate 7,Ing5.1,B04,94.7998813
plate 2,Brd8.3,E05,94.85116255
control 3,shCd4.1,B11,207.0296545
plate 18,Usp22.1,B11,207.1261727
plate 5,Ercc5.2,D08,94.95112941
plate 9,L3mbtl2.1,C11,171.0961116
plate 20,Phf17.1,E09,207.8474791
plate 11,Ncoa1.3,F02,171.4699902
plate 17,Sp100.4,G08,208.1896872
plate 12,Pcgf5.2,D02,171.8982943
plate 4,Chd9.1,B09,95.22727108
plate 16,Smarcd1.3,E10,209.1946309
plate 14,Rbbp5.2,C07,172.3118716
control 3,shKlf2.1,E06,209.3378861
plate 14,Prmt3.4,G08,172.3992431
plate 19,Whsc1.3,F06,209.4697665
plate 2,Brpf3.3,F03,95.44701693
plate 14,Prmt3.1,B06,172.7637267
plate 16,Smyd3.4,G05,209.9350693
plate 16,Sirt4.2,C08,210.3016419
plate 3,Chaf1a.2,D08,95.61769164
control 2,shSp140.1,F06,173.6437051
plate 12,Phf8.2,D08,173.7070761
plate 17,Sp100.3,F02,211.5885656
plate 2,Brpf3.4,G05,95.83846602
plate 13,Prdm15.3,E11,174.1418139
plate 19,Chd7.2,B11,211.682564
plate 8,Kat2a.2,C08,174.8276736
plate 1,Aff4.4,G08,96.09382789
plate 6,Gadd45a.3,F02,96.09760528
plate 14,Rnf217.2,D03,175.8205885
plate 6,Hdac3.3,E09,96.33768253
control 3,shBrd8.3,C08,214.953933
plate 12,Phc1.4,G07,176.6560073
plate 19,Brd7.2,B04,215.0554524
plate 9,Mbd3.4,F07,177.5842816
plate 7,Jmjd1c.3,D07,96.86470131
plate 15,Scml4.3,F02,216.4531564
plate 10,Nap1l1.3,F03,177.8809247
plate 1,Actl6b.2,C04,96.91217868
plate 16,Smyd3.3,F03,216.9379371
plate 15,Setd8.4,G11,216.960905
plate 18,Tet1.4,G04,217.6761922
control 2,shCd4.4,E11,179.3023561
plate 12,Pcmt1.4,F10,179.428675
plate 9,Mbd1.1,B04,179.6587425
control 2,shNcor1.2,D03,179.906128
plate 16,Smyd2.1,C09,220.3101437
plate 11,Paxip1.3,E09,181.1549616
control 3,shSmarca4.4,E05,220.9967029
plate 15,Setd5.4,G03,221.3087432
plate 9,Kdm6a.1,C03,182.3718436
plate 18,Ube2e1.1,B04,222.9610025
plate 20,Phf10.1,F07,223.2664586
plate 15,Sin3b.1,B07,223.3479908
plate 4,Chd4.4,G04,98.37137621
plate 17,Taf3.2,D03,223.622418
plate 5,Dub2a.3,D10,98.52959691
plate 12,Polr2b.2,C05,183.7387612
control 2,shWhsc1.1,B06,183.8436732
plate 18,Uhrf1.4,F07,224.6309015
plate 10,Myst1.4,G02,184.2104262
plate 10,Mta3.2,C10,184.2746078
plate 20,Prdm16.2,D03,225.5170276
plate 19,Brd7.1,G09,226.0004827
plate 16,Smarca1.3,F09,226.3750334
plate 13,Prdm13.1,C03,185.5505879
plate 10,Myst2.2,C02,185.5851449
plate 16,Sirt5.4,F10,227.1329348
plate 14,Prmt5.1,C03,186.0508193
control 3,shKlf2.2,E07,227.5136226
control 2,shWhsc1.2,B07,186.1316967
plate 18,Trim66.3,F08,227.6674049
plate 20,Jmjd8.3,E02,228.3102068
plate 5,Fbxo44.1,B07,99.3859275
plate 2,Brd9.3,E09,99.43579
control 3,shWhsc1.4,B09,229.4381499
plate 13,Prdm6.2,C07,187.6771518
plate 19,Arid1b.2,C10,229.7454094
plate 17,Suv420h1.3,E06,229.8402329
plate 17,Suv420h2.3,E10,230.0170351
plate 16,Smarcd1.4,G02,230.049912
plate 1,Atad2b.1,C06,99.76807636
plate 16,Smarcd1.1,C06,230.262411
plate 6,Hdac3.2,C05,99.80151239
plate 15,Sin3b.4,G05,230.2815318
plate 8,Kat2a.1,B06,188.2117361
plate 10,Mll1.2,C04,188.5676874
plate 9,L3mbtl3.3,F08,188.7337245
plate 6,Hdac4.2,D03,100.0335816
plate 11,Parp1.4,F07,189.1432327
plate 3,Chd1.3,E09,100.1336311
control 2,shWdr82.2,G07,189.5070309
plate 18,Tet3.3,F06,232.1800264
plate 15,Setd1a.1,C03,232.2924761
plate 13,Prdm14.1,D05,189.8943618
plate 8,Kat5.2,E07,190.107523
plate 3,Brwd1.1,B02,100.3830125
Control 1,shWhsc1.2,B07,100.4110106
plate 6,Hdac3.4,F11,100.4162417
plate 16,Sirt6.3,F05,233.3002555
plate 12,Prdm1.3,F03,190.6909278
plate 4,Crebbp.3,F09,100.5519343
plate 14,Prmt6.2,E07,190.851333
plate 5,Fbxo44.3,F03,100.5683344
plate 15,Setmar.3,E10,233.9155148
plate 19,Clock.2,F11,234.1574502
plate 16,Sirt1.2,C04,234.2491504
plate 2,Brd3.3,E06,100.659571
plate 14,Psip1.4,G11,191.2194982
plate 2,Bmi1.3,F05,100.6740756
plate 13,Prdm12.2,C08,191.5608364
plate 19,Chd7.1,F07,234.9658903
plate 15,Sin3a.4,G06,235.0208535
plate 7,Jmjd4.3,F03,100.8669603
plate 2,Bptf.4,G03,100.8999855
plate 18,Ube2e1.4,F04,235.8549741
plate 17,Taf3.3,D07,235.8626852
plate 4,Chd8.1,D05,101.0074707
plate 18,Trim66.4,G11,236.5021636
plate 17,Smyd4.2,C04,236.5734523
plate 8,Kdm3b.2,D08,192.8742557
plate 19,Fbxo17.1,G05,236.7172815
plate 17,Sp140.1,D05,238.1322601
plate 18,Trim33.1,C11,238.1665928
plate 11,Padi1.1,B03,194.355416
plate 9,Mbd3.2,C02,194.7458622
plate 16,Smarca1.4,G03,239.1494266
plate 12,Phf8.1,C06,194.8420786
plate 15,Scml2.4,G04,239.4360673
plate 17,Taf1.2,C05,239.5574328
plate 15,Setd5.2,E02,239.7795926
plate 3,Cbx3.2,E07,101.9144353
plate 7,Hdac9.3,F02,101.9183177
plate 14,Prmt5.2,D06,196.2079396
plate 8,Jmjd5.3,D10,196.2643311
plate 15,Setd1a.4,F10,241.3353508
plate 20,Phf17.2,F11,241.7203606
plate 18,Tet1.3,E08,241.7492817
plate 16,Sirt4.4,G08,242.1399424
plate 10,Myst1.2,D08,197.0953319
plate 18,Trim33.3,F09,242.4321188
plate 3,Cbx8.3,E06,102.4475651
plate 6,Fkbp1a.2,D02,102.4689126
plate 6,Gtf3c4.2,E02,102.5116695
plate 11,Ncor1.3,F05,197.7916703
plate 19,Arid1b.3,D04,243.5292269
plate 19,Whsc1.1,C03,243.8579674
control 3,shWhsc1.3,B08,244.0757514
control 3,shKlf2.4,E09,244.2805981
