plate,shRNA,Well,GeoMean
control screen 2,Runx3.1,F02,153.2655912
CR-pLMPd-A-P06,Fkbp1a.2,D02,62.0679679
control screen 2,Smarca4.2,E03,190.1020699
control screen 2,Runx3.3,F04,201.1984849
control screen 2,Smarca4.1,E02,235.8917007
control screen 2,Smarce1.2,G03,250.3319226
control screen 2,Runx3.2,F03,251.2419448
control screen 2,Smarce1.3,G04,260.8078761
control screen 1,Runx3.1,F02,129.4225401
control screen 1,Smarca4.1,E02,131.6446314
control screen 1,Smarca4.2,E03,154.2390822
CR-pLMPd-A-P19,Arid1a.2,G11,94.78485638
control screen 2,Smarca4.4,E05,337.7887023
control screen 2,mll2.2,C03,345.1308533
CR-pLMPd-A-P10,Mll2.2,D02,360.4755321
control screen 3,Smarca4.1,E02,106.5724601
control screen 1,Runx3.3,F04,178.0113884
control screen 2,Smarce1.4,G05,383.1189673
control screen 2,Smarca4.3,E04,384.3504811
CR-pLMPd-A-P16,Smarca4.1,B05,119.6899059
control screen 3,Smarca4.2,E03,126.7279538
CR-pLMPd-A-P08,Kdm4c.2,C05,405.6522782
CR-pLMPd-A-P11,Padi6.4,G02,405.8149798
CR-pLMPd-A-P01,Asxl1.3,F09,194.7602237
CR-pLMPd-A-P11,Ncoa1.3,F02,412.4639847
control screen 1,mll2.2,C03,198.4357371
control screen 1,Smarce1.2,G03,198.5236944
CR-pLMPd-A-P11,Pcgf1.4,G05,417.9616344
control screen 1,Runx3.2,F03,201.4592315
control screen 3,Smarce1.2,G03,139.1208686
control screen 1,Smarce1.3,G04,203.0272874
CR-pLMPd-A-P11,Pcgf1.3,F03,428.1358342
control screen 3,Runx3.1,F02,145.3849126
CR-pLMPd-A-P08,Kdm3b.4,G02,435.8169742
control screen 2,Klf2.4,E09,436.9194315
CR-pLMPd-A-P10,Mll2.1,B10,442.3662308
CR-pLMPd-A-P02,Brd2.4,G09,217.1572334
CR-pLMPd-A-P15,Sin3a.4,G06,158.2929811
control screen 1,Smarca4.4,E05,218.4765995
CR-pLMPd-A-P16,Smarca4.2,E03,161.943304
CR-pLMPd-A-P16,Smarce1.3,E09,162.1229518
CR-pLMPd-A-P05,Ep300.4,G03,225.3943284
CR-pLMPd-A-P06,Hdac2.2,C02,225.4094898
CR-pLMPd-A-P12,Prdm1.4,G05,460.836375
CR-pLMPd-A-P11,Nsd1.4,G03,461.6394241
CR-pLMPd-A-P08,Kdm5a.4,G05,462.1839147
CR-pLMPd-A-P17,Taf1.3,E09,170.4661289
CR-pLMPd-A-P16,Smarca4.4,G11,171.595515
control screen 2,Sp140.3,F08,468.2642979
CR-pLMPd-A-P11,Pcgf1.1,B07,469.5941674
control screen 2,mll2.1,C02,470.9409724
CR-pLMPd-A-P21,Smarcd2.3,B09,177.6426344
CR-pLMPd-A-P02,Brd2.1,B03,237.1737473
control screen 1,Smarce1.4,G05,239.119632
CR-pLMPd-A-P08,Kdm4a.4,F07,484.9079989
CR-pLMPd-A-P05,Ep300.3,F09,239.2013129
control screen 3,Smarce1.3,G04,184.0755367
control screen 1,Smarca4.3,E04,239.6581796
CR-pLMPd-A-P11,Nsd1.2,E02,486.5176907
CR-pLMPd-A-P05,Elp4.3,E11,240.190502
CR-pLMPd-A-P02,Brd3.1,B04,240.6829329
CR-pLMPd-A-P06,Hdac4.1,C09,240.8949086
CR-pLMPd-A-P14,Prmt3.1,B06,488.7575243
CR-pLMPd-A-P15,Sin3a.2,D03,187.3492927
CR-pLMPd-A-P06,Hat1.1,B05,242.7117124
CR-pLMPd-A-P12,Phf20.4,G09,492.460351
CR-pLMPd-A-P16,Smarce1.2,C05,190.1256562
control screen 3,mll2.2,C03,191.418305
CR-pLMPd-A-P11,Nap1l2.4,E04,498.9446506
CR-pLMPd-A-P17,Taf3.3,D07,194.0661534
CR-pLMPd-A-P11,Padi4.4,F04,500.8340862
CR-pLMPd-A-P16,Smarcd1.3,E10,194.8176396
CR-pLMPd-A-P06,Fkbp1a.1,B10,250.0561679
CR-pLMPd-A-P08,Kdm4c.3,E09,504.3719007
CR-pLMPd-A-P11,Ncoa3.1,C03,504.5120069
CR-pLMPd-A-P11,Nap1l2.1,B02,508.7727247
CR-pLMPd-A-P06,Gadd45b.1,C03,253.4003535
CR-pLMPd-A-P05,Ehmt2.1,C03,254.7615153
CR-pLMPd-A-P02,Bop1.1,B09,254.9322697
CR-pLMPd-A-P09,L3mbtl3.4,G11,516.6274025
CR-pLMPd-A-P05,Elp4.4,G10,258.4012645
CR-pLMPd-A-P08,Kdm5a.3,F03,519.5777887
control screen 1,mll2.1,C02,258.9622656
CR-pLMPd-A-P08,Kdm2a.3,F08,520.7008539
CR-pLMPd-A-P11,Pbrm1.4,G06,521.9593709
CR-pLMPd-A-P05,Eed.1,B10,261.6316944
CR-pLMPd-A-P16,Smarce1.4,F11,211.6518943
CR-pLMPd-A-P06,Fbxw9.2,C04,263.5531222
CR-pLMPd-A-P05,Epc2.1,B04,263.6240776
CR-pLMPd-A-P09,Kdm5d.3,F02,529.0983256
CR-pLMPd-A-P06,Fbxw9.1,B02,264.6546421
CR-pLMPd-A-P16,Sirt7.3,E11,214.0799865
CR-pLMPd-A-P19,Whsc1l1.1,D05,241.0970768
CR-pLMPd-A-P06,Hdac1.2,C07,265.5329098
CR-pLMPd-A-P11,Ncoa1.1,B06,533.879139
CR-pLMPd-A-P09,Men1.2,D11,534.2259172
CR-pLMPd-A-P17,Taf3.4,G06,217.7535958
CR-pLMPd-A-P11,Paxip1.2,C05,536.4175944
CR-pLMPd-A-P08,Kdm1b.4,G03,536.4524975
CR-pLMPd-A-P11,Nap1l2.3,D10,536.8544294
CR-pLMPd-A-P11,Orc1.2,E03,538.0598573
control screen 3,Runx3.3,F04,220.727802
