plate,shRNA,Well,GeoMean
7,Hdac8.4,G04,66.81771614
15,Sfmbt2.4,F11,64.43813828
4,Ctsl.2,E03,68.16200608
2,Brd2.4,G09,68.52056822
2,Baz2a.4,G08,68.84367749
13,Prdm11.1,B10,82.23237067
13,Prdm8.4,G02,83.59282682
20,Mecp2.1,E03,67.10900367
13,Prdm12.4,G08,84.75270475
10,Myst1.1,C06,84.92377682
13,Prdm2.2,E02,85.12158817
7,Ing2.1,C11,71.15966942
2,Baz1a.2,C04,71.47329208
5,Eed.3,E08,72.14586567
6,Hat1.3,F08,72.72001134
13,Prdm13.4,F10,88.0706844
6,Gadd45b.2,D06,72.98017607
9,Mecom.4,G06,88.44757793
6,Gtf2b.3,F05,73.33221598
7,Hdac9.3,F02,73.3903844
17,Suv39h2.3,D04,70.41735505
control,Klf2.4,E09,89.96779809
10,Msl3.3,E11,89.99626033
6,Gadd45a.1,B06,74.23972563
6,Hdac10.3,E10,74.41230338
7,Hdac7.2,C04,74.68334758
control,Sp140.4,F09,91.23300969
2,Brpf1.4,G06,74.91068078
6,Fkbp1a.3,E08,75.01570643
6,Gtf2f1.2,D09,75.17407356
6,Hdac1.4,F04,75.54040024
control,Klf2.2,E07,93.00059646
2,Brd2.2,C10,76.45032628
17,Suz12.3,E05,73.06564761
7,Jmjd1c.3,D07,76.61779293
6,Hdac2.1,B08,76.66662368
10,Mll5.1,C03,94.95449061
20,Padi2.2,C10,73.60959286
13,Prkaa1.4,F11,95.26917766
2,Brpf3.3,F03,77.27566279
control,Brd8.3,C08,95.55489747
6,Gtf3c4.2,E02,77.46330062
20,Parp2.2,C06,74.12693113
10,Mtf2.2,C07,96.24061394
6,Hat1.1,B05,77.8540598
2,Bmi1.2,E07,78.20799897
7,Hdac7.3,D10,78.24233705
20,Paf1.3,E06,74.88145259
control 3,Whsc1.2,B07,75.44689974
2,Bmi1.4,G07,79.41997548
control,Cxxcl.2,D07,99.26181814
15,Sfmbt2.3,E09,76.21162327
2,Baz1b.4,G04,79.66218344
4,Dnmt1.1,C06,79.70090369
11,Ncoa1.2,C08,99.97188143
2,Brpf1.1,C09,80.124711
control 3,Bptf.3,B04,77.0220415
7,Jmjd1c.4,G06,80.76870874
2,Brd3.1,B04,81.03687095
7,Ino80.1,C06,81.13256606
control 3,Whsc1.1,B06,78.09824795
8,Kdm4a.1,B08,103.4758175
20,Iws1.3,E11,78.77946781
7,Hdac9.4,G08,82.28151502
10,Mtf2.4,F04,104.1370602
15,Setd2.4,G07,79.30858268
control 3,shCd4.2,C11,79.32023798
7,Ing5.1,B04,82.68850941
6,Hdac6.4,G05,82.90371885
2,Bptf.3,F09,82.90884163
10,Myst1.3,E10,105.0427326
20,Prdm16.3,D07,79.72085298
7,Jhdm1d.3,E09,83.11122115
4,Chd9.1,B09,83.27311002
19,Clock.1,E09,80.22743101
16,Smarca1.3,F09,80.24880455
13,Prdm12.3,F02,106.5221415
2,Brd3.4,F04,84.00600806
control 1,Sp140.4,F09,84.0136143
2,Brd9.3,E09,84.02008206
13,Prkaa1.2,C05,107.5764931
4,Cxxc1.1,B03,84.43615403
6,Hdac2.2,C02,84.77467949
9,Mbd1.2,C07,109.3734382
2,Baz2a.1,B06,85.70426245
2,Brpf3.4,G05,86.37138287
7,Hltf.3,E11,86.37557342
2,Baz1a.4,E04,86.54166522
6,Hdac4.1,C09,86.69328463
11,Padi1.1,B03,111.5310965
7,Hdac8.3,E08,87.08222958
5,Epc2.3,E06,87.40251326
20,Padi2.1,B03,84.46759335
6,Fbxw9.4,E04,88.05982916
10,Mtf2.3,E06,114.0451783
19,Arid1a.1,F08,85.10481467
13,Prdm9.2,C02,114.5091612
7,Jarid2.3,E05,88.63316464
10,Myst2.4,F07,115.3374268
control,Brd8.1,C06,115.339899
17,Smyd5.3,E08,86.04335272
10,Myst2.3,E05,115.7629167
6,Hdac4.3,D07,89.33879892
2,Brd3.2,C07,89.53096421
19,Chd7.2,B11,86.56786192
control 3,Bptf.2,B03,86.86841986
19,Arid1b.3,D04,86.95895966
control 3,Cxxcl.1,D06,87.0269146
6,Hdac1.2,C07,90.27130561
4,Chd3.1,B02,90.36768985
13,Prdm13.3,F06,118.3031012
control,Runx3.1,F02,118.4908935
6,Hdac2.4,F07,90.91821599
13,Prdm15.1,B09,118.5645747
19,Brdt.1,E06,87.8711002
17,Ssrp1.1,B09,87.88300196
15,Setd5.4,G03,88.16154557
2,Bptf.1,C11,91.50012364
4,Dnmt3a.1,B08,91.53171202
5,Fbxo44.3,F03,91.62276614
5,Ehmt2.2,D06,91.71869976
10,Myst1.4,G02,119.9155935
2,Baz2b.4,F10,92.01641745
2,Brd1.3,F08,92.20238115
13,Prkcd.3,F03,120.8165655
7,Ino80.3,E10,92.41562626
7,Ing4.2,C10,92.60661372
5,Ezh2.3,E09,92.64273567
9,Kdm6a.1,C03,121.5534499
7,Jmjd4.1,B07,92.86307864
7,Hira.3,F05,92.86333209
6,Gtf3c4.3,F09,93.02311479
10,Nap1l1.3,F03,122.4486658
13,Prdm9.3,E05,122.8893154
19,Whsc1l1.1,D05,90.59834021
15,Setd2.2,E07,91.28053963
12,Phip.3,E05,124.9010279
12,Pcgf6.4,G08,125.1392331
6,Fbxw9.1,B02,94.84214237
7,Jhdm1d.4,F11,94.86989816
2,Baz2b.2,D06,95.26505383
13,Prdm10.3,D10,125.9351026
15,Sfmbt1.4,F07,92.30422109
control,Bptf.4,B05,126.0680337
18,Usp51.1,B07,92.38974652
11,Paxip1.4,F11,126.3072635
2,Baz2b.1,C03,95.57866813
9,Mbd4.1,B11,126.6279703
6,Hcfc1.4,G09,95.70986079
13,Prdm8.3,E10,126.8971349
11,Paxip1.1,B11,127.3986396
13,Prdm5.4,G09,127.6478198
13,Prdm13.2,D06,128.1214405
2,Bop1.1,B09,96.69516384
20,Gtf2h1.3,F02,93.91104439
17,Suv420h1.3,E06,93.9285258
10,Myst4.1,C09,128.7992354
6,Hdac1.3,E06,97.05861388
11,Parp1.1,B08,129.4463564
2,Bop1.3,E11,97.5959651
11,Pcgf1.2,D11,129.8754886
18,Ube2i.1,C06,94.79698499
control,Brd8.4,C09,130.158724
18,Usp27x.4,G06,94.85264821
13,Prdm4.2,E03,130.3760463
7,Ing4.1,B03,98.08922628
9,Kdm5d.3,F02,130.6827924
2,Brd4.1,C06,98.1664539
20,Parp2.3,D08,95.22782825
7,Jmjd4.2,D11,98.20136703
15,Setd5.3,F09,95.39399495
18,Ube2e1.2,C07,95.50977466
9,L3mbtl2.1,C11,131.569788
19,Cbx2.2,E10,95.86764528
12,Phip.2,C02,131.9484562
10,Mll5.4,F10,132.0568155
18,Trim66.1,B05,96.00108659
5,Ep300.4,G03,98.98830702
5,Eed.4,G04,99.06654155
control,Cxxcl.1,D06,132.477877
11,Ncoa3.3,F06,132.5153158
7,Hira.4,G07,99.367495
15,Setdb2.3,E06,96.62616637
13,Prdm5.1,B03,133.4047079
17,Suv39h2.2,C10,96.86546432
20,Kdm4b.1,F09,97.45547352
9,Mbd3.3,E05,134.8002821
6,Hdac6.2,D11,100.8148755
2,Bmi1.3,F05,101.0525893
10,Myst3.1,B11,135.8416188
9,Men1.4,G05,136.0246199
2,Bop1.2,D09,101.3550378
6,Gadd45a.4,G08,101.779605
16,Sirt5.1,C03,98.89145884
5,Fbxo44.2,D11,101.7978434
11,Pcgf1.3,F03,137.0199718
16,Sirt6.2,E07,99.02205894
16,Sirt7.1,B09,99.05927935
10,Nap1l1.2,D11,137.2365353
11,Orc1.3,F08,137.3005388
10,Myst4.4,G06,137.5222903
21,Ube2a.2,E02,99.34213459
6,Gtf2f1.3,E11,102.387024
4,Dnmt3b.2,C05,102.5638714
19,Eaf1.1,B07,100.4520433
control,Klf2.1,E06,139.6283618
11,Pcgf1.1,B07,139.9337252
8,Kdm2b.3,D04,139.979749
11,Padi6.1,C06,140.1294336
13,Prkaa2.4,G06,140.1983671
10,Mll1.1,B02,140.2167691
10,Mll2.3,E08,140.2470421
10,Morf4l1.3,F05,140.4004613
4,Chd3.2,C04,104.4903421
7,Ing3.1,B05,104.5233316
20,H2afz.3,D06,101.7170033
7,Hdac7.1,B02,104.6292841
20,Hdac11.2,F10,102.1023358
2,Brd1.1,B05,105.1170927
19,Brdt.2,F04,102.4169906
control 3,Sp140.1,F06,102.4638623
16,Sirt4.2,C08,102.5483835
9,L3mbtl4.1,B03,143.0221837
2,Brd9.4,F11,105.5681576
19,Brd7.3,C07,102.8656894
20,Fbxo17.3,C04,103.0143441
18,Tdg.2,C04,103.0322164
10,Mta3.4,G09,144.0803705
control,shCd4.2,C10,144.2801803
13,Prdm14.3,F05,144.9421857
13,Prdm11.3,E08,145.2164334
19,Whsc1.4,F10,103.9143381
9,Mbd3.2,C02,145.3484819
control 3,Bptf.1,B02,104.1063818
12,Phf2.1,B05,145.8422004
7,Hdac8.1,B10,107.158867
10,Mta2.2,E03,146.7938137
19,Actl6a,E03,104.9164972
12,Prdm1.4,G05,146.9230906
control 3,Klf2.2,E07,105.1545035
2,Brpf3.1,B07,108.0039008
12,Pcgf6.3,F02,147.6306771
12,Phf19.3,F09,147.8605524
16,Sirt3.4,G04,105.5901826
10,Msl3.4,G10,148.0387258
20,Phf10.2,B11,105.626205
13,Prdm10.4,E04,148.2324624
19,Zmynd11.2,D09,105.9174221
13,Prkaa2.1,C09,148.6084567
11,Ncoa3.2,D06,148.6246443
4,Chd6.1,C03,108.7366566
control,Smarca4.1,E02,148.7460279
10,Mta3.1,B03,148.853673
19,Zmynd8.3,F09,106.0980605
19,Eaf1.2,D11,106.146574
13,Prdm11.2,D02,149.4284012
19,Clock.3,C09,106.501255
18,Usp22.2,C05,106.6494123
20,Fkbp2.3,B10,106.6949393
2,Brd9.2,C05,109.428828
20,H2afz.1,G08,106.7149413
2,Baz2a.3,F02,109.7770035
12,Pcmt1.3,F06,150.5876059
16,Sirt5.2,D06,107.3232519
11,Padi4.4,F04,151.0915504
11,Padi6.4,G02,151.2016642
6,Gadd45b.3,F06,110.2442001
control 3,shCd4.2,C10,107.6566827
19,Whsc1l1.2,E07,107.8312784
control 3,Klf2.3,E08,107.8350113
4,Crebbp.4,G03,110.5831333
9,Mbd1.4,F04,151.8184043
5,Ep300.2,E02,110.622497
7,Hdac8.2,D02,110.6570253
19,Whsc1.3,F06,108.1461036
20,Iws1.2,D09,108.1849181
20,H2afz.2,C03,108.234909
control,Klf2.3,E08,152.9908387
4,Chd5.3,F02,111.5437397
9,L3mbtl4.4,G09,153.489061
9,Kdm5d.1,B06,154.1542432
10,Mtf2.1,B04,154.2458463
19,Zmynd11.4,G10,109.4241158
6,Hdac10.2,D08,112.1308538
20,Phf17.2,F11,109.7052504
10,Mta2.1,B05,154.8779812
10,Myst3.4,F11,155.0495554
12,Phf20l1.4,F04,155.0542675
20,Hdac5.2,F05,109.8637386
control 3,Cxxcl.3,D08,110.1702619
18,Tet2.2,C08,110.3031085
17,Sp100.4,G08,110.4043454
17,Sp110.1,C03,110.5443736
6,Hat1.4,G11,113.2114106
8,Kdm2b.1,B03,156.2749471
13,Prdm10.2,C04,156.4236903
9,Kdm5b.1,B02,156.7685253
10,Morf4l1.2,E07,157.1037428
control 1,Bptf.3,B04,113.7524074
18,Ube2i.3,E10,111.1677931
12,Pcgf5.2,D02,157.7869523
21,Smarcb1.2,F06,111.6249826
control,Bptf.2,B03,158.0839231
12,Phip.1,B08,158.2151855
20,Padi3,G09,112.1588211
9,Kdm6b.3,F05,158.9836366
10,Morf4l1.4,G07,159.2678488
19,Arid1b.1,B03,112.4680058
17,Suv420h2.2,D08,112.5623448
19,Whsc1.2,D06,112.5956013
12,Prdm1.2,D11,159.6601902
12,Phc1.4,G07,159.8526435
18,Uhrf1.1,B08,112.7749377
19,Whsc1l1.4,G07,112.8654725
16,Sirt1.4,E04,113.3271475
17,Suv420h1.2,C07,113.453701
12,Pcgf2.4,E04,161.0726938
6,Gtf2f1.4,G10,116.135204
9,Kdm5c.2,D02,161.221433
9,Mecom.3,D07,161.7889862
15,Setdb2.4,F04,114.3308323
13,Prdm12.1,B06,162.595739
20,Parp2.1,F04,114.4019063
19,Wbp7.3,D10,114.5008984
4,Dnmt3b.1,B11,117.131736
10,Mll2.4,G04,163.086589
7,Jarid2.1,B08,117.3529326
20,Phc2.1,E10,114.8209159
11,Pcgf1.4,G05,163.8401632
9,Kdm5b.2,C04,163.9980787
control 3,Whsc1.3,B08,115.4458785
9,Mbd2.4,G02,164.507171
10,Mll3.3,F02,165.0096632
19,Wbp7.2,C04,115.8899003
7,Jarid2.4,F07,118.8193252
13,Prdm6.1,B04,165.9062781
21,Smyd1.2,E11,116.4354194
10,Mta3.2,C10,166.1651022
control,Cxxcl.3,D08,166.2411783
13,Prdm4.1,B05,166.414796
16,Smarcc2.2,C07,116.8577828
17,Tcea1.3,F03,117.0469638
17,Smyd4.2,C04,117.0955327
11,Ncoa3.4,F10,167.1575711
7,Ing2.4,G03,119.6805223
20,Paf1.2,C07,117.2401416
20,Mecp2.3,G11,117.8913587
15,Scml2.1,B10,117.9353173
8,Kat5.3,F05,168.7328808
9,Mbd4.2,C05,168.7664656
10,Mta2.4,G11,169.5698199
13,Prkaa1.3,E09,169.7675192
13,Prdm6.4,F04,169.8723529
6,Fkbp1a.1,B10,121.2978911
control 3,Runx3.1,F02,118.9034611
5,Ehmt2.3,F06,121.4108708
19,Zmynd11.3,E11,118.9817019
control 1,Brd8.4,C09,121.554405
13,Prdm15.3,E11,170.4177724
control 3,Smarce1.4,G05,119.1288561
2,Baz1a.3,D10,121.6940571
2,Brd4.2,D08,122.0524222
12,Pcgf5.3,E08,171.2849891
15,Setd1a.3,F06,119.9215017
11,Nsd1.4,G03,171.7956638
17,Sp110.3,F06,119.9901802
11,Padi6.3,E10,171.9429902
2,Baz1b.1,B10,122.5095556
11,Padi1.4,G09,172.1692127
5,Ehmt1.3,F02,122.7797663
9,L3mbtl1.3,E11,172.425416
19,Zmynd8.1,C11,120.6695959
7,Ing2.3,F09,123.2529325
16,Smarca1.1,C11,120.8580911
15,Setd8.2,E03,120.8999128
11,Ncoa1.4,G08,173.5280462
21,Smyd1.3,G10,121.0896323
control 3,Klf2.4,E09,121.2179338
19,Arid1b.2,C10,121.2570245
12,Pcgf5.1,B10,174.130869
9,Kdm5d.4,G08,174.4897094
control 3,shCd4.3,D10,121.7917663
9,L3mbtl4.3,D04,175.0280509
control,Smarca4.4,E05,175.0490612
15,Sfmbt1.3,E05,121.9168855
9,L3mbtl3.4,G11,175.5750164
12,Phf19.2,E02,175.8918073
7,Hltf.2,D09,124.9256452
13,Prkcd.1,B07,177.2015358
20,Paf1.1,B04,123.2840503
5,Epc2.2,C07,125.8829675
9,Mbd4.3,E09,178.1846234
13,Prdm6.3,E06,178.7072819
11,Padi1.3,D04,178.8315122
7,Jhdm1d.1,B11,126.6304335
8,Kdm3b.3,E10,179.4314013
13,Prkaa2.3,D07,179.6910585
11,Nap1l3.4,G04,180.3865062
9,L3mbtl4.2,C10,181.0621112
control,Whsc1.1,B06,181.0625884
20,Fkbp5.3,G04,125.5545757
7,Hltf.4,G10,128.0628452
11,Padi1.2,C10,181.393941
control,shCd4.1,B10,181.5435847
9,Men1.1,B07,181.5849103
21,Setd7.1,G04,125.8666621
16,Sirt4.4,G08,125.8704815
10,Mll5.2,D06,181.6879479
20,Jmjd8.3,E02,125.9804515
12,Phf20l1.3,E06,182.2671811
9,Kdm6a.4,F10,182.3575069
11,Ncor2.4,G10,182.5045473
20,Fkbp2.1,D10,126.4270629
17,Sp100.2,C08,126.4607166
6,Hdac4.4,G06,128.8929593
11,Parp1.4,F07,183.0724059
control,shCd4.1,B11,183.2773478
12,Phf1.2,D09,183.2858053
9,Men1.3,F03,183.8972536
4,Dnmt3l.2,D03,129.6318611
17,Suv39h2.4,G09,127.4378019
17,Suv39h1.1,B05,127.6564907
control,Sp140.3,F08,184.7854806
13,Prkcd.2,D11,184.8896575
20,Iws1.1,B09,127.9065454
13,Prdm14.4,G07,185.2308415
6,Hcfc1.3,D04,130.3554406
21,Setd3.1,B10,128.1065516
control,Whsc1.2,B07,185.5110329
17,Taf3.4,G06,128.4658357
12,Phf8.2,D08,186.0504473
control,Bptf.3,B04,186.1442071
control,Cxxcl.4,D09,186.349235
12,Phf2.2,E03,186.6400648
12,Phf8.3,E10,186.7218434
16,Smarcd1.4,G02,128.9840381
control,mll2.3,C04,186.8175793
4,Cxxc1.3,D04,131.3955837
21,Smarcc1.1,F10,129.404282
control 1,Brd8.3,C08,131.7517605
17,Sp140.2,E07,129.5157495
control,Smarce1.1,G02,187.6776444
16,Sirt1.3,D10,129.6247324
16,Sirt7.4,G10,129.7950588
18,Usp51.3,F03,130.1285082
20,Jmjd8.1,G10,130.1442254
9,Kdm5c.1,B10,188.8551285
12,Phf1.3,E11,189.1999324
9,Mbd4.4,F11,189.6681157
13,Prkaa1.1,B11,189.8725984
13,Prkaa2.2,D03,189.9421717
20,Mecp2.2,F08,131.256817
6,Fbxw9.3,D10,133.7402904
4,Dot1l.1,B07,133.7942745
4,Dmap1.3,E06,133.8971026
16,Sirt5.3,F06,131.6918968
17,Smyd4.3,D10,132.0017103
8,Kdm5a.3,F03,192.3504922
18,Ube2b.2,C10,132.4699566
5,Ezh1.4,F07,134.7170607
2,Brd1.2,E03,134.8526971
16,Smarcd1.2,D08,132.7251276
12,Phf20l1.1,B04,193.1036313
8,Kat2b.1,C03,193.4614067
7,Hells.4,F10,135.5366551
9,Mbd2.3,E10,194.602817
15,Sfmbt1.2,C02,134.1239235
12,Phf8.1,C06,195.3173442
13,Prdm13.1,C03,195.698063
6,Hdac4.2,D03,136.6929562
10,Myst4.2,D03,196.1014069
control 3,Smarca4.4,E05,134.8151508
17,Suz12.2,C02,134.8832002
12,Polr2b.1,B11,196.6152634
12,Phip.4,F07,196.640349
control 3,Sp140.2,F07,135.1283481
18,Trim33.3,F09,135.1444216
9,Kdm6b.4,G07,197.1373379
5,Epc1.1,B03,137.5024744
11,Nap1l3.3,E08,197.5248902
4,Chd3.4,E04,137.7132121
17,Suv39h1.2,E03,135.6846768
17,Tcea1.4,G05,135.8498414
20,Hdac11.3,D05,135.8930844
10,Mll1.4,E04,198.2620608
9,L3mbtl3.2,E03,198.3094087
9,Kdm5c.3,E08,198.7618832
12,Phf19.4,G03,198.7649925
17,Taf3.1,C09,136.3384798
11,Nap1l2.4,E04,199.0314694
11,Nap1l3.1,B10,199.1450102
2,Brd8.2,C02,138.6421429
17,Sp100.1,B06,136.5828035
9,Kdm5d.2,C08,199.6395432
10,Morf4l1.1,D05,199.8035151
control,shCd4.2,C11,200.0252752
17,Sp140.1,D05,137.0695478
16,Smarcc2.1,B04,137.1068208
10,Mll3.2,C08,200.2561172
20,Phf17.1,E09,137.1567419
13,Prdm9.1,B08,200.6465349
16,Smarca5.1,B03,137.5485834
19,Chd7.1,F07,137.6090871
control 1,Cxxcl.3,D08,139.7728558
6,Gadd45a.2,C08,140.0110149
control 1,Klf2.2,E07,140.1177053
11,Ncoa1.3,F02,201.8152904
8,Kat5.2,E07,202.1311655
12,Pcmt1.4,F10,202.1469509
16,Smarca5.4,G09,138.3554642
11,Paxip1.2,C05,202.3312316
9,Mbd1.3,E06,203.1105869
control 3,shCd4.1,B10,138.8828409
9,L3mbtl1.1,B09,203.1845773
10,Mta1.3,F09,203.3622323
control,Sp140.1,F06,203.4575683
8,Kdm2b.4,G09,203.4738766
15,Sin3b.3,F03,139.1313992
10,Mll1.2,C04,203.6599799
9,L3mbtl3.1,B05,203.6835719
8,Jmjd5.2,C04,203.699907
19,Whsc1.1,C03,139.321257
17,Smyd4.4,E04,139.3238375
12,Ppargc1a.1,C09,204.1203197
15,Setd2.1,D05,139.4677561
16,Smarca5.3,D04,139.5570621
8,Kat2a.3,F02,204.5529215
17,Suv39h2.1,B03,139.7676161
18,Trim28.4,G10,139.7726472
9,L3mbtl3.3,F08,204.8298252
12,Phc1.1,D05,204.8518784
20,Rnf2.2,B07,140.2924862
5,Ep400.2,E03,142.4806874
6,Hdac10.1,C06,142.8036012
12,Prdm1.1,B07,206.3108011
19,Cbx2.1,D08,140.894938
13,Prdm14.1,D05,206.6454834
11,Ncoa1.1,B06,206.8016758
20,Rnf2.1,G06,141.1271635
control 1,Bptf.4,B05,143.2025238
12,Phf2.3,F08,206.9988637
19,Zmynd8.2,E02,141.1933523
10,Mll3.1,B06,207.0719883
control 3,mll2.3,C04,141.2388302
16,Smarcd1.1,C06,141.3543409
18,Ube2b.1,B03,141.3921769
12,Ppargc1a.3,D07,207.4612021
7,Jmjd4.4,G05,143.5107343
16,Smarcd3.2,C02,141.7027598
12,Polr2b.3,E09,207.8651965
8,Kat2a.4,G08,208.1345015
control,shCd4.3,D10,208.1896177
12,Phc1.2,E07,208.3457117
8,Kat5.4,G07,208.3593152
8,Kdm4c.1,B11,208.5051952
19,Dpy30.3,G06,142.1852086
control 3,Klf2.1,E06,142.248653
9,Kdm5b.4,E04,209.0034267
20,Hdac11.1,F06,142.4400015
2,Baz1a.1,B02,144.5083556
11,Parp1.2,C02,209.50452
control,Whsc1.4,B09,209.5090157
11,Padi4.2,C07,209.6706904
9,L3mbtl2.3,F09,209.828442
9,Kdm6a.3,F06,210.1127956
4,Dnmt3l.3,D07,145.3010503
8,Kat2b.4,F10,210.6061117
12,Phc1.3,F05,210.965117
19,Dpy30.1,D03,143.6124796
13,Prdm4.4,G11,211.5041869
11,Pbrm1.2,D03,211.5959957
11,Pbrm1.3,D07,212.2651398
2,Brd4.4,G02,146.3495304
13,Prdm15.4,G10,212.4016771
control,Whsc1.3,B08,212.4123346
control 1,Cxxcl.1,D06,146.5735053
20,Hdac5.1,E07,144.6092474
12,Ppargc1a.2,D03,212.818284
control,shCd4.3,D11,213.0198031
4,Dnmt3a.2,C02,146.7886956
control 3,Brd8.2,C07,145.0066774
3,Cbx1.1,C03,147.0285221
4,Chd3.3,D10,147.0626574
20,Kdm4b.2,G03,145.2439456
12,Pcmt1.1,C03,213.8247762
12,Phf2.4,G11,214.2752016
11,Padi6.2,D08,214.3677633
15,Sin3b.2,D11,145.7466397
13,Prdm9.4,F07,214.6392108
16,Smyd3.4,G05,145.9157585
13,Prdm2.3,F09,214.8460041
9,L3mbtl2.2,E02,215.0013462
12,Pcgf5.4,G04,215.1127102
17,Suv39h1.3,F08,146.401353
control,Smarce1.4,G05,215.8447802
18,Trim28.2,D09,146.5990128
5,Epc2.1,B04,148.6932914
9,Mbd2.2,D08,216.6289061
20,Phc2.2,G02,147.2940475
21,Setd7.2,B06,147.3711265
18,Ube2e1.4,F04,147.6303044
12,Prdm1.3,F03,217.7434811
15,Setd4.3,E11,147.7987143
18,Tet3.1,C03,148.0118381
10,Mll5.3,F06,218.4207654
18,Tet2.1,B06,148.7212557
19,Brd7.2,B04,148.9359068
9,Kdm6a.2,D06,219.8784884
control 3,shCd4.3,D11,148.9785089
4,Chd4.2,D02,150.8703762
16,Smyd3.1,B07,149.0259669
13,Prdm4.3,F08,221.0501326
control 3,Sp140.3,F08,149.6947114
2,Brpf1.3,D07,151.5707799
15,Scml2.3,E08,149.7199553
16,Smarcc2.3,E06,149.8600142
12,Phf1.4,G10,221.5387663
19,Cbx2.3,G02,150.0210027
control,Wdr82.3,G08,221.7635309
8,Kdm1b.2,E02,221.8988024
12,Pcgf6.1,B06,222.1520801
19,Clock.2,F11,150.5716863
17,Taf3.2,D03,150.956068
12,Pcgf6.2,C08,223.6345482
8,Kdm4d.1,C09,223.7984579
control 1,Cxxcl.2,D07,153.2327225
control,Sp140.2,F07,224.0966918
7,Jmjd1c.2,D03,153.4604502
11,Parp1.3,E05,224.6426791
11,Padi4.3,E06,224.6909003
12,Phf20.4,G09,224.9924076
19,Chd7.3,C05,152.247543
15,Setdb1.2,C10,152.401873
15,Setmar.3,E10,152.4341008
17,Taf1.2,C05,152.6003811
control 1,Whsc1.2,B07,154.4330454
2,Brd4.3,E10,154.600984
20,Prdm16.2,D03,152.8986854
5,Ezh2.2,C05,154.9098228
12,Polr2b.4,F11,227.4090102
16,Smarce1.4,F11,153.6450411
4,Chd8.3,F05,155.4553773
17,Smyd5.4,G04,153.7339639
control,Runx3.2,F03,228.1323269
11,Nap1l2.3,D10,228.4079525
19,Cecr2.2,C02,154.6843876
21,Setd3.3,E08,155.0943674
3,Cbx3.1,D05,157.32318
18,Usp22.3,E09,155.7326134
13,Prdm11.4,G04,231.2828936
8,Kdm4d.4,G06,232.3147952
20,Fkbp5.2,E08,156.4723009
4,Dnmt3l.1,C09,158.3963599
16,Smyd3.3,F03,157.1559302
9,L3mbtl1.2,D09,233.593765
9,L3mbtl1.4,G10,233.7161644
12,Phf20.3,D04,233.907443
13,Prdm6.2,C07,234.308186
4,Dmap1.2,C07,159.5994557
control,Brd8.2,C07,235.3128546
8,Kdm3a.2,C07,235.5813671
6,Fbxw9.2,C04,160.1468891
control,Smarca4.3,E04,237.1667901
20,Hdac5.3,G07,159.4600126
8,Kdm3b.2,D08,237.2835643
17,Suv420h1.4,F04,159.5114671
17,Sp110.2,D06,159.5439284
16,Sirt7.2,D09,159.6822069
4,Chd8.2,E07,161.5434131
12,Pcgf2.3,D10,238.0555641
13,Prdm5.2,C10,238.4682
control 3,Smarca4.2,E03,160.48019
