plate_well,shRNA,GeoMean
5_F05,Elp3.3,10.05866397
2_E05,Brd8.3,27.0797959
2_C08,Baz2a.2,31.20977968
7_D08,Ino80.2,33.05140941
4_C10,Cxxc1.2,34.99916111
7_C05,Jhdm1d.2,42.71356278
2_G03,Bptf.4,43.87178789
7_E02,Ing2.2,44.38019872
7_B06,Hdac9.1,44.42816365
2_B11,Brd9.1,44.75574682
2_D04,Brd2.3,46.34131328
18_C09,Usp27x.1,42.39365474
6_F03,Hdac6.3,46.57200617
control3_F09,Sp140.4,42.57329539
2_F07,Brd8.4,47.65850458
7_D05,Hira.1,47.99871372
control3_C09,Brd8.4,44.25176903
6_E03,Hat1.2,50.22401229
2_D05,Bmi1.1,50.65092843
6_G04,Fkbp1a.4,50.84466837
7_F04,Ing5.4,51.24309957
7_C07,Ing5.2,51.46369828
14_G09,Rbbp4.4,53.16314836
2_E06,Brd3.3,52.30235411
2_B03,Brd2.1,53.24511487
7_E03,Ing3.2,53.52163974
2_E02,Bptf.2,54.62598385
17_G07,Sp140.4,52.18183172
2_G10,Bop1.4,56.29899054
2_F06,Baz2b.3,56.39446146
6_B03,Hcfc1.1,56.98378678
13_D09,Prdm15.2,61.33426203
7_G02,Ino80.4,57.47536715
4_B06,Chd5.1,57.54199359
control3_D07,Cxxcl.2,53.78918397
6_B04,Hdac1.1,58.32047906
6_G07,Gtf2b.4,58.86439224
4_B04,Dmap1.1,59.00927554
7_F06,Hells.3,59.08520745
7_D06,Hells.2,59.55127538
4_B10,Chd4.1,61.0752916
7_E07,Hira.2,61.0765062
control3_C08,Brd8.3,57.39046215
6_B07,Hdac6.1,61.66085529
7_D04,Ing4.3,61.93944603
6_D05,Gtf2b.1,62.06532243
10_G08,Mll3.4,69.90871637
7_F03,Jmjd4.3,62.1872874
6_E05,Hdac2.3,62.19594687
7_E06,Ing5.3,62.27665588
2_D11,Brpf3.2,62.69049528
control3_B05,Bptf.4,59.27882287
4_B05,Ctsl.1,63.11647389
6_D02,Fkbp1a.2,63.42243419
7_C08,Hdac9.2,63.61259981
control_B02,Bptf.1,72.55507857
6_C03,Gadd45b.1,63.97604345
12_G02,Phf8.4,73.77646922
7_F08,Ing3.3,64.78247216
7_E04,Hdac7.4,65.05648461
6_F02,Gadd45a.3,65.21414784
7_C03,Hells.1,65.49315486
2_D02,Baz1b.2,65.61175886
6_G03,Gtf3c4.4,65.86270146
7_G04,Hdac8.4,66.81771614
15_F11,Sfmbt2.4,64.43813828
4_E03,Ctsl.2,68.16200608
2_G09,Brd2.4,68.52056822
2_G08,Baz2a.4,68.84367749
13_B10,Prdm11.1,82.23237067
13_G02,Prdm8.4,83.59282682
20_E03,Mecp2.1,67.10900367
13_G08,Prdm12.4,84.75270475
10_C06,Myst1.1,84.92377682
13_E02,Prdm2.2,85.12158817
7_C11,Ing2.1,71.15966942
2_C04,Baz1a.2,71.47329208
5_E08,Eed.3,72.14586567
6_F08,Hat1.3,72.72001134
13_F10,Prdm13.4,88.0706844
6_D06,Gadd45b.2,72.98017607
9_G06,Mecom.4,88.44757793
6_F05,Gtf2b.3,73.33221598
7_F02,Hdac9.3,73.3903844
17_D04,Suv39h2.3,70.41735505
control_E09,Klf2.4,89.96779809
10_E11,Msl3.3,89.99626033
6_B06,Gadd45a.1,74.23972563
6_E10,Hdac10.3,74.41230338
7_C04,Hdac7.2,74.68334758
control_F09,Sp140.4,91.23300969
2_G06,Brpf1.4,74.91068078
6_E08,Fkbp1a.3,75.01570643
6_D09,Gtf2f1.2,75.17407356
6_F04,Hdac1.4,75.54040024
control_E07,Klf2.2,93.00059646
2_C10,Brd2.2,76.45032628
17_E05,Suz12.3,73.06564761
7_D07,Jmjd1c.3,76.61779293
6_B08,Hdac2.1,76.66662368
10_C03,Mll5.1,94.95449061
20_C10,Padi2.2,73.60959286
13_F11,Prkaa1.4,95.26917766
2_F03,Brpf3.3,77.27566279
control_C08,Brd8.3,95.55489747
6_E02,Gtf3c4.2,77.46330062
20_C06,Parp2.2,74.12693113
10_C07,Mtf2.2,96.24061394
6_B05,Hat1.1,77.8540598
2_E07,Bmi1.2,78.20799897
7_D10,Hdac7.3,78.24233705
20_E06,Paf1.3,74.88145259
control3_B07,Whsc1.2,75.44689974
2_G07,Bmi1.4,79.41997548
control_D07,Cxxcl.2,99.26181814
15_E09,Sfmbt2.3,76.21162327
2_G04,Baz1b.4,79.66218344
4_C06,Dnmt1.1,79.70090369
11_C08,Ncoa1.2,99.97188143
2_C09,Brpf1.1,80.124711
control3_B04,Bptf.3,77.0220415
7_G06,Jmjd1c.4,80.76870874
