plate,shRNA,Well,GeoMean
CR-pLMPd-A-P19,Cecr2.1,B08,228.0709674
CR-pLMPd-A-P17,Taf1.3,E09,228.1062181
CR-pLMPd-A-P03,Brwd3.3,E08,170.2208257
control screen 2,shCd4.1+pMig,B11,395.7860225
CR-pLMPd-A-P09,Mbd4.1,B11,395.8089768
CR-pLMPd-A-P15,Sin3b.4,G05,229.0071121
CR-pLMPd-A-P07,Hira.2,E07,171.8482378
CR-pLMPd-A-P11,Padi4.2,C07,397.0637197
CR-pLMPd-A-P13,Prdm5.2,C10,397.3519389
CR-pLMPd-A-P05,Dub2a.1,B02,172.3226216
CR-pLMPd-A-P11,Ncor1.4,G07,398.0394893
control screen 1,Smarca4.4,E05,174.2652273
CR-pLMPd-A-P04,Crebbp.2,E02,174.3744574
CR-pLMPd-A-P05,Epc1.1,B03,174.5437127
CR-pLMPd-A-P14,Rnf20.2,C05,400.8938498
CR-pLMPd-A-P18,Tdg.1,B02,233.0473943
CR-pLMPd-A-P11,Nap1l3.4,G04,401.3864499
CR-pLMPd-A-P19,Arid1b.1,B03,233.6066458
CR-pLMPd-A-P14,Psip1.3,F08,402.417448
CR-pLMPd-A-P20,Fkbp5.2,E08,234.53258
CR-pLMPd-A-P18,Usp27x.4,G06,235.523172
CR-pLMPd-A-P13,Prdm2.1,C11,405.3368544
control screen 2,Brd8.4,C09,405.9237073
CR-pLMPd-A-P13,Prdm14.4,G07,406.8058309
CR-pLMPd-A-P14,Rnf40.2,D11,406.9660866
control screen 2,Smarce1.1,G02,407.0978158
CR-pLMPd-A-P11,Padi4.4,F04,407.9629847
CR-pLMPd-A-P17,Taf1.2,C05,238.2715466
CR-pLMPd-A-P15,Scml4.2,C08,238.9336506
CR-pLMPd-A-P01,Asxl2.1,B05,184.2471935
CR-pLMPd-A-P05,Epc2.1,B04,184.6794611
CR-pLMPd-A-P11,Orc1.3,F08,410.075179
CR-pLMPd-A-P10,Mtf2.3,E06,410.2879342
control screen 1,shCd4.2+pMig,C11,185.5578145
CR-pLMPd-A-P02,Brpf3.4,G05,186.0366918
CR-pLMPd-A-P16,Smarca4.3,F08,240.5580058
CR-pLMPd-A-P03,Cbx8.1,B04,186.3580858
CR-pLMPd-A-P12,Phip.1,B08,411.2438972
CR-pLMPd-A-P16,Smarca5.4,G09,240.9281758
control screen 2,Cxxcl.4,D09,411.4860642
CR-pLMPd-A-P04,Chd3.1,B02,186.8076415
CR-pLMPd-A-P11,Pcgf1.4,G05,411.8356828
control screen 2,Bptf.2,B03,412.0423757
CR-pLMPd-A-P20,Parp2.2,C06,241.6940641
CR-pLMPd-A-P16,Smyd3.1,B07,242.2924883
CR-pLMPd-A-P17,Suv39h2.1,B03,242.4002596
CR-pLMPd-A-P02,Brd2.3,D04,188.657177
CR-pLMPd-A-P17,Sp140.2,E07,243.2875994
control screen 1,Smarca4.1,E02,189.8089399
CR-pLMPd-A-P05,Ehmt1.1,B06,190.2007608
CR-pLMPd-A-P15,Setmar.2,D08,244.0446222
CR-pLMPd-A-P08,Kdm5a.4,G05,415.4837657
CR-pLMPd-A-P02,Baz1b.3,E08,191.2447031
CR-pLMPd-A-P18,Trim66.3,F08,244.7458623
CR-pLMPd-A-P15,Setd4.1,B09,245.8725756
CR-pLMPd-A-P17,Smyd4.4,E04,246.5177521
CR-pLMPd-A-P02,Bmi1.2,E07,194.0264895
CR-pLMPd-A-P11,Ncor2.1,B09,418.8510589
CR-pLMPd-A-P16,Smyd2.4,G06,247.1370046
CR-pLMPd-A-P09,Kdm5c.4,G04,419.9915208
CR-pLMPd-A-P18,Trim66.1,B05,247.9082241
CR-pLMPd-A-P17,Taf1.4,F11,247.9848047
CR-pLMPd-A-P18,Tet1.3,E08,248.6671268
CR-pLMPd-A-P16,Sirt4.2,C08,248.7377477
CR-pLMPd-A-P03,Cbx1.1,C03,196.8918088
CR-pLMPd-A-P08,Kdm4c.1,B11,421.7179275
CR-pLMPd-A-P02,Baz1a.3,D10,197.3113726
CR-pLMPd-A-P04,Dmap1.1,B04,198.0696677
CR-pLMPd-A-P19,Arid1a.1,F08,250.0537539
CR-pLMPd-A-P08,Kdm1b.3,F09,423.8217322
CR-pLMPd-A-P13,Prdm4.4,G11,423.9658918
control screen 1,mll2.3,C04,199.6178219
CR-pLMPd-A-P11,Parp1.1,B08,424.4330976
CR-pLMPd-A-P19,Dpy30.3,G06,251.4998517
CR-pLMPd-A-P16,Smarca4.2,E03,251.5829619
CR-pLMPd-A-P09,Mecom.2,D03,424.810536
CR-pLMPd-A-P09,L3mbtl3.3,F08,425.0953926
CR-pLMPd-A-P09,L3mbtl2.4,G03,425.3060556
CR-pLMPd-A-P18,Ube2b.1,B03,252.0536686
CR-pLMPd-A-P02,Bop1.1,B09,201.0106449
CR-pLMPd-A-P01,Atad2.3,E06,201.1402041
CR-pLMPd-A-P10,Msl3.1,B09,426.9400101
CR-pLMPd-A-P08,Kdm5a.1,B07,427.1728871
CR-pLMPd-A-P07,Jmjd1c.4,G06,202.7858755
CR-pLMPd-A-P17,Suv420h2.2,D08,253.5861128
CR-pLMPd-A-P17,Sp110.1,C03,253.6123559
CR-pLMPd-A-P02,Bop1.2,D09,203.3223633
CR-pLMPd-A-P08,Kat2a.1,B06,427.9366309
CR-pLMPd-A-P15,Setmar.1,C06,254.2006309
CR-pLMPd-A-P07,Ing4.1,B03,204.0368693
CR-pLMPd-A-P15,Scml2.3,E08,254.4614255
CR-pLMPd-A-P08,Kdm4c.2,C05,428.7394655
CR-pLMPd-A-P18,Tdg.3,D10,254.8283942
control screen 1,Whsc1.2,B07,204.6430176
CR-pLMPd-A-P02,Brpf1.3,D07,205.5122122
CR-pLMPd-A-P10,Mta3.2,C10,429.9062409
CR-pLMPd-A-P18,Ube2b.4,G09,255.6587756
CR-pLMPd-A-P14,Prmt6.2,E07,430.0773104
CR-pLMPd-A-P03,Carm1.1,B06,205.7960054
CR-pLMPd-A-P13,Prdm9.2,C02,430.1754942
CR-pLMPd-A-P17,Suv420h1.2,C07,255.9720686
control screen 1,Bptf.4,B05,206.2062341
CR-pLMPd-A-P20,Padi2.3,D04,256.9428376
CR-pLMPd-A-P03,Cbx4.2,D09,208.1422864
CR-pLMPd-A-P12,Phf20l1.1,B04,432.7578279
CR-pLMPd-A-P07,Ing4.3,D04,209.0378486
control screen 3,Sp140.3,F08,258.4863419
CR-pLMPd-A-P16,Smarcd1.1,C06,258.8065936
CR-pLMPd-A-P08,Kdm1b.2,E02,433.9856792
CR-pLMPd-A-P21,Ube2a.1,C11,259.0506381
control screen 2,Klf2.2,E07,434.5048094
CR-pLMPd-A-P12,Ppargc1a.4,G06,434.6343289
CR-pLMPd-A-P05,Ehmt2.1,C03,210.8149163
CR-pLMPd-A-P11,Pbrm1.4,G06,435.3348548
CR-pLMPd-A-P02,Brd3.1,B04,211.1455725
CR-pLMPd-A-P16,Sirt3.1,B10,260.1309369
CR-pLMPd-A-P07,Hltf.1,B09,211.930531
CR-pLMPd-A-P07,Hdac7.4,E04,212.283694
CR-pLMPd-A-P07,Jarid2.4,F07,212.3275369
CR-pLMPd-A-P07,Jmjd4.3,F03,213.4867455
CR-pLMPd-A-P19,Cbx2.2,E10,261.8220132
CR-pLMPd-A-P04,Dnmt1.4,G02,213.6656083
CR-pLMPd-A-P12,Phf20l1.3,E06,437.9073772
CR-pLMPd-A-P07,Ing3.3,F08,213.7536994
CR-pLMPd-A-P14,Rbbp5.2,C07,438.2807841
CR-pLMPd-A-P06,Fbxw9.2,C04,214.1605223
CR-pLMPd-A-P08,Kat2b.3,F06,438.4868376
CR-pLMPd-A-P08,Kdm5a.3,F03,438.8085397
CR-pLMPd-A-P08,Jmjd5.1,B02,438.9423707
control screen 1,Smarca4.3,E04,215.0311963
CR-pLMPd-A-P04,Chd4.1,B10,215.0357027
CR-pLMPd-A-P19,Zmynd8.1,C11,263.1001636
CR-pLMPd-A-P09,Kdm5c.3,E08,439.8467724
CR-pLMPd-A-P15,Setdb2.1,B04,263.4885809
CR-pLMPd-A-P17,Suv39h2.4,G09,263.9362922
CR-pLMPd-A-P09,L3mbtl1.2,D09,440.7831878
CR-pLMPd-A-P08,Kdm3b.1,C06,440.8108138
CR-pLMPd-A-P15,Scml2.2,D02,264.7479337
control screen 2,Brd8.2,C07,441.5127018
CR-pLMPd-A-P20,Hdac5.1,E07,265.0390531
CR-pLMPd-A-P02,Baz2b.2,D06,218.3978184
CR-pLMPd-A-P15,Sfmbt1.4,F07,266.0858269
CR-pLMPd-A-P16,Smarcc2.2,C07,266.3601624
control screen 2,Whsc1.2,B07,443.7160453
CR-pLMPd-A-P04,Crebbp.1,C11,219.9526935
CR-pLMPd-A-P20,Mecp2.2,F08,266.9377827
CR-pLMPd-A-P09,Kdm6b.3,F05,444.3807154
CR-pLMPd-A-P08,Jmjd5.2,C04,444.4218149
CR-pLMPd-A-P17,Suz12.3,E05,267.1343671
CR-pLMPd-A-P02,Brpf3.2,D11,220.7067463
control screen 1,Brd8.3,C08,221.1173575
CR-pLMPd-A-P11,Pbrm1.1,C09,445.7156973
CR-pLMPd-A-P01,Aff4.2,C08,222.5049191
CR-pLMPd-A-P17,Sp140.1,D05,268.8486423
CR-pLMPd-A-P03,Cbx1.2,D06,222.7680555
CR-pLMPd-A-P15,Setmar.4,G02,269.1791706
CR-pLMPd-A-P18,Tet2.4,G08,269.3545703
CR-pLMPd-A-P02,Brd4.4,G02,223.3845123
CR-pLMPd-A-P08,Kdm1a.3,E11,447.4120578
CR-pLMPd-A-P02,Bmi1.3,F05,223.6963703
CR-pLMPd-A-P17,Taf1.1,B11,269.7800762
CR-pLMPd-A-P01,Atm.1,B08,224.1343851
CR-pLMPd-A-P16,Smarcc2.4,F04,270.0977717
CR-pLMPd-A-P15,Sfmbt2.3,E09,270.6686748
CR-pLMPd-A-P06,Hdac1.4,F04,225.3210624
CR-pLMPd-A-P07,Ing3.2,E03,225.8088027
CR-pLMPd-A-P09,Kdm5c.1,B10,449.7794854
CR-pLMPd-A-P19,Wbp7.2,C04,271.525326
CR-pLMPd-A-P17,Sp110.2,D06,271.5556498
CR-pLMPd-A-P15,Sin3a.3,D07,271.5723492
CR-pLMPd-A-P11,Ncor2.4,G10,450.1069854
CR-pLMPd-A-P02,Brd2.4,G09,226.4205857
CR-pLMPd-A-P16,Sirt4.4,G08,271.9927078
CR-pLMPd-A-P02,Brpf1.2,D03,226.7992419
CR-pLMPd-A-P12,Pcgf6.4,G08,450.7084936
CR-pLMPd-A-P16,Smarce1.4,F11,272.1738435
CR-pLMPd-A-P01,Aurkb.1,B07,227.3353682
CR-pLMPd-A-P18,Trim33.1,C11,272.6487816
CR-pLMPd-A-P17,Smyd4.2,C04,272.7340879
CR-pLMPd-A-P16,Sirt6.2,E07,272.8963069
CR-pLMPd-A-P16,Smarca4.1,B05,273.553466
CR-pLMPd-A-P11,Padi6.3,E10,453.1253138
CR-pLMPd-A-P02,Brd1.3,F08,229.6514983
CR-pLMPd-A-P14,Ring1.4,F07,453.58122
CR-pLMPd-A-P15,Setd2.2,E07,274.4358538
CR-pLMPd-A-P19,Wbp7.1,B02,274.493162
CR-pLMPd-A-P17,Smyd4.1,B02,274.5058884
CR-pLMPd-A-P16,Sirt1.4,E04,274.6590411
CR-pLMPd-A-P05,Elp3.2,E07,230.2451905
CR-pLMPd-A-P19,Cbx2.3,G02,274.7986792
CR-pLMPd-A-P06,Fbxw9.4,E04,230.6256292
CR-pLMPd-A-P21,Setd7.2,B06,275.0416007
CR-pLMPd-A-P01,Aff4.3,F02,230.8382996
CR-pLMPd-A-P07,Hltf.4,G10,231.0005159
CR-pLMPd-A-P01,Aff1.2,D02,231.1630606
CR-pLMPd-A-P02,Bmi1.4,G07,231.2894337
CR-pLMPd-A-P07,Hells.3,F06,231.6196642
CR-pLMPd-A-P06,Gadd45b.3,F06,231.888278
CR-pLMPd-A-P17,Smyd5.3,E08,276.4883
CR-pLMPd-A-P13,Prkaa2.1,C09,456.6071296
CR-pLMPd-A-P03,Chaf1a.3,E10,232.9251348
CR-pLMPd-A-P12,Phf19.3,F09,456.7898291
CR-pLMPd-A-P05,Ezh1.4,F07,233.0671577
CR-pLMPd-A-P01,Actl6b.1,B02,233.1417824
CR-pLMPd-A-P06,Hdac6.4,G05,233.4130083
CR-pLMPd-A-P14,Rbbp5.1,B04,457.2344779
control screen 1,shCd4.2+Runx3,C10,233.9041462
CR-pLMPd-A-P17,Suv39h1.3,F08,277.811557
control screen 1,Smarce1.1,G02,234.3483718
CR-pLMPd-A-P20,Fbxo17.2,B02,278.0945535
CR-pLMPd-A-P17,Suv39h1.2,E03,278.5139157
CR-pLMPd-A-P12,Phf20l1.2,C07,459.1319386
CR-pLMPd-A-P17,Tcea1.2,D11,279.7245528
control screen 1,Sp140.1,F06,236.8277037
CR-pLMPd-A-P19,Eaf1.3,F03,279.9327662
CR-pLMPd-A-P11,Padi1.2,C10,460.7599322
CR-pLMPd-A-P02,Brd2.1,B03,237.1599712
CR-pLMPd-A-P18,Usp27x.3,D07,280.0884442
CR-pLMPd-A-P09,Mbd1.1,B04,461.2642414
CR-pLMPd-A-P05,Ezh2.1,B11,237.8315117
CR-pLMPd-A-P01,Arid2.1,C03,237.9048809
CR-pLMPd-A-P12,Prdm1.4,G05,461.5605535
CR-pLMPd-A-P20,Hdac5.2,F05,280.6723841
CR-pLMPd-A-P06,Gtf3c4.4,G03,238.0986312
control screen 2,shCd4.1+Runx3,B10,461.8037828
CR-pLMPd-A-P02,Baz2a.1,B06,238.1982008
CR-pLMPd-A-P13,Prkcd.2,D11,461.9174571
control screen 1,Klf2.3,E08,238.6713838
CR-pLMPd-A-P07,Hdac9.3,F02,238.7007053
CR-pLMPd-A-P12,Pcgf2.4,E04,462.4490083
CR-pLMPd-A-P20,H2afz.3,D06,281.7145231
CR-pLMPd-A-P08,Kdm3a.1,B04,462.9082184
CR-pLMPd-A-P19,Fbxo17.1,G05,281.9209477
CR-pLMPd-A-P01,Asxl3.3,D04,239.6426588
control screen 3,shCd4.2+pMig,C11,282.091177
CR-pLMPd-A-P09,Kdm5d.4,G08,463.4870428
CR-pLMPd-A-P05,Fbxo44.2,D11,240.2018423
CR-pLMPd-A-P11,Nap1l2.4,E04,463.8921826
CR-pLMPd-A-P14,Rbbp7.2,D08,464.100644
CR-pLMPd-A-P10,Morf4l1.2,E07,464.3348211
CR-pLMPd-A-P21,Smarca2.3,C03,283.3047176
CR-pLMPd-A-P03,Cbx4.1,B09,241.7675438
CR-pLMPd-A-P17,Supt16h.4,G03,283.6651708
CR-pLMPd-A-P12,Phf19.2,E02,465.370536
CR-pLMPd-A-P07,Ing2.4,G03,241.89842
CR-pLMPd-A-P19,Zmynd11.3,E11,284.1370431
CR-pLMPd-A-P15,Setd2.4,G07,284.2747322
CR-pLMPd-A-P10,Nap1l1.4,G05,466.1940247
CR-pLMPd-A-P07,Ing5.2,C07,242.7733784
CR-pLMPd-A-P02,Baz1b.1,B10,243.0118571
CR-pLMPd-A-P15,Sin3b.1,B07,284.6007319
CR-pLMPd-A-P02,Brd8.3,E05,243.1534856
control screen 1,Smarce1.4,G05,243.230614
CR-pLMPd-A-P20,Rnf2.2,B07,284.7677313
CR-pLMPd-A-P01,Aff4.4,G08,243.2744596
CR-pLMPd-A-P04,Crebbp.4,G03,243.4620537
CR-pLMPd-A-P13,Prdm12.4,G08,466.9618359
CR-pLMPd-A-P16,Smarca4.4,G11,284.9671743
CR-pLMPd-A-P07,Jmjd4.1,B07,243.5112871
CR-pLMPd-A-P08,Kdm3a.4,F04,467.6104935
CR-pLMPd-A-P20,Hdac5.3,G07,285.6776275
CR-pLMPd-A-P06,Hdac10.4,G02,244.5307455
CR-pLMPd-A-P03,Carm1.4,G08,244.8507111
CR-pLMPd-A-P13,Prdm2.4,G03,468.4974626
CR-pLMPd-A-P16,Smyd2.1,C09,286.2119297
CR-pLMPd-A-P08,Jmjd6.1,B10,468.6100442
control screen 3,Smarca4.1,E02,286.2442532
CR-pLMPd-A-P09,L3mbtl4.2,C10,468.8171039
CR-pLMPd-A-P09,Kdm6a.4,F10,468.8483335
CR-pLMPd-A-P02,Brpf3.1,B07,245.5559877
CR-pLMPd-A-P21,Smarca2.2,G08,286.6129847
CR-pLMPd-A-P17,Supt16h.1,C11,287.0153986
CR-pLMPd-A-P16,Sirt1.3,D10,287.0257698
CR-pLMPd-A-P19,Brd7.1,G09,287.2075782
CR-pLMPd-A-P18,Tet3.4,F10,287.6598515
CR-pLMPd-A-P07,Ing5.4,F04,247.2172251
CR-pLMPd-A-P02,Brd8.4,F07,247.3466557
control screen 2,Bptf.1,B02,471.0483253
CR-pLMPd-A-P21,Smyd1.2,E11,288.2020912
CR-pLMPd-A-P07,Jarid2.3,E05,248.1287493
CR-pLMPd-A-P14,Prmt3.1,B06,471.5848572
CR-pLMPd-A-P08,Kdm2a.2,E03,471.5867049
CR-pLMPd-A-P07,Ing2.2,E02,248.3725278
CR-pLMPd-A-P02,Brd2.2,C10,248.5774754
control screen 1,Brd8.2,C07,248.6375971
CR-pLMPd-A-P01,Asxl1.4,G03,249.2760046
CR-pLMPd-A-P16,Smarcd1.3,E10,289.436744
CR-pLMPd-A-P05,Eed.1,B10,249.3470851
control screen 2,shCd4.4+pMig,E11,472.9136668
CR-pLMPd-A-P13,Prdm10.3,D10,473.0136722
CR-pLMPd-A-P03,Cbx3.2,E07,249.7163983
control screen 2,Klf2.3,E08,473.7733497
CR-pLMPd-A-P09,Men1.2,D11,474.0309251
CR-pLMPd-A-P20,Parp2.1,F04,290.752263
CR-pLMPd-A-P20,Hdac11.3,D05,290.8243452
CR-pLMPd-A-P01,Ash1l.1,D05,251.3729066
CR-pLMPd-A-P09,Mbd3.2,C02,475.1491111
CR-pLMPd-A-P02,Bptf.1,C11,251.912016
CR-pLMPd-A-P04,Dnmt3a.3,E05,251.9500265
CR-pLMPd-A-P18,Trim28.4,G10,291.4984611
CR-pLMPd-A-P18,Usp51.2,D11,291.5003539
CR-pLMPd-A-P11,Ncoa1.3,F02,475.4462154
CR-pLMPd-A-P17,Sp110.3,F06,291.6527166
CR-pLMPd-A-P21,Sirt2,C08,291.7160102
CR-pLMPd-A-P06,Hdac6.3,F03,252.5898871
CR-pLMPd-A-P05,Ezh2.2,C05,252.7085886
CR-pLMPd-A-P04,Chd8.2,E07,252.9740169
CR-pLMPd-A-P12,Phf1.3,E11,476.2892463
CR-pLMPd-A-P17,Suv420h1.3,E06,292.5089495
control screen 1,shCd4.3+pMig,D11,253.6108607
CR-pLMPd-A-P10,Mta2.4,G11,477.0287303
CR-pLMPd-A-P03,Chd1.1,B11,254.1590107
CR-pLMPd-A-P06,Hdac4.2,D03,254.1994594
CR-pLMPd-A-P15,Setmar.3,E10,293.2512347
CR-pLMPd-A-P05,Elp4.1,B09,254.5470012
CR-pLMPd-A-P14,Prmt2.1,B10,478.3157803
CR-pLMPd-A-P01,Arid2.2,D06,255.2555946
CR-pLMPd-A-P02,Baz1a.2,C04,255.3268335
CR-pLMPd-A-P16,Sirt1.1,B02,294.2829239
CR-pLMPd-A-P20,Jmjd8.3,E02,294.3029274
CR-pLMPd-A-P06,Hdac4.3,D07,255.5933048
CR-pLMPd-A-P05,Eed.4,G04,255.6814324
control screen 1,Bptf.3,B04,255.7157269
CR-pLMPd-A-P19,Whsc1.2,D06,294.4805317
CR-pLMPd-A-P09,Mbd1.3,E06,479.2329499
CR-pLMPd-A-P16,Sirt6.4,G07,294.7535061
CR-pLMPd-A-P20,Fbxo17.3,C04,294.7917518
CR-pLMPd-A-P07,Hdac8.4,G04,256.5987564
CR-pLMPd-A-P18,Tet3.1,C03,295.2099434
CR-pLMPd-A-P02,Brd1.2,E03,256.7787457
CR-pLMPd-A-P15,Sin3a.1,C09,295.2939799
CR-pLMPd-A-P12,Phip.2,C02,480.0589269
CR-pLMPd-A-P12,Pcgf2.3,D10,480.1060706
CR-pLMPd-A-P09,Mbd4.3,E09,480.3414392
CR-pLMPd-A-P01,Atm.4,F07,257.4173949
CR-pLMPd-A-P05,Epc2.2,C07,257.4252989
CR-pLMPd-A-P08,Kat2a.3,F02,480.6863837
CR-pLMPd-A-P19,Zmynd11.4,G10,295.9174034
CR-pLMPd-A-P14,Prmt2.3,E08,480.8487456
CR-pLMPd-A-P05,Fbxl19.4,G06,257.6800351
CR-pLMPd-A-P07,Jmjd1c.2,D03,257.7633087
CR-pLMPd-A-P09,L3mbtl3.2,E03,481.1334122
CR-pLMPd-A-P08,Kdm2a.4,G11,481.2642725
control screen 3,Ncor1.4,D05,296.3627961
