plate_well,shRNA,Percentage
11_D02,Nap1l3.2,32.48693055
17_C03,Sp110.1,37.10323575
1_E05,Atm.3,25.62724014
18_B09,Trim28.1,37.1120108
19_C02,Cecr2.2,37.11562116
4_E04,Chd3.4,25.67018684
16_D02,Sirt3.2,37.16632444
8_E08,Jmjd6.3,32.54786451
3_F03,Chd2.3,25.69089048
5_C09,Fbxl19.1,25.69565217
3_E09,Chd1.3,25.70760234
18_E07,Trim24.2,37.20126692
control3_D05,shNcor1.4,37.22627737
4_B05,Ctsl.1,25.75757576
2_F03,Brpf3.3,25.75757576
7_G06,Jmjd1c.4,25.7581163
20_B09,Iws1.1,37.25617685
11_C07,Padi4.2,32.65543289
9_F05,Kdm6b.3,32.66666667
9_C03,Kdm6a.1,32.69090909
18_D09,Trim28.2,37.3265157
10_E08,Mll2.3,32.69367448
17_G02,Suv420h2.4,37.33624454
control1_B07,shWhsc1.2,25.85291888
9_D05,Kdm6b.1,32.72727273
3_G10,Cbx4.4,25.87014726
7_E04,Hdac7.4,25.8812168
19_F11,Clock.2,37.38707436
19_B02,Wbp7.1,37.40549144
7_B09,Hltf.1,25.90304183
12_F04,Phf20l1.4,32.77082199
9_F10,Kdm6a.4,32.77310924
1_C09,Atrx.1,25.91695502
control2_B10,shCd4.1,32.79515641
8_G04,Jmjd6.4,32.80757098
21_B09,Smarcd2.3,37.47184685
6_C10,Hcfc1.2,25.96153846
12_D04,Phf20.3,32.82758621
8_D02,Jmjd6.2,32.83464567
7_F03,Jmjd4.3,25.97254005
7_C03,Hells.1,25.98371777
5_B06,Ehmt1.1,25.99687256
5_B05,Ep400.1,26.00063032
19_B09,Zmynd11.1,37.51515152
2_G03,Bptf.4,26.00375235
17_G03,Supt16h.4,37.52665245
15_D07,Sin3a.3,37.53375338
5_G02,Ercc5.4,26.02427921
11_F04,Padi4.4,32.89183223
3_E08,Brwd3.3,26.04166667
4_D08,Dnmt1.2,26.07192254
4_D10,Chd3.3,26.08257805
5_C06,Ercc5.1,26.09343936
14_G10,Prmt7.4,32.97101449
12_D03,Ppargc1a.2,32.97993184
12_B03,Phf20.1,32.98633702
1_E06,Atad2.3,26.12826603
5_D07,Fbxl19.3,26.15803815
6_C04,Fbxw9.2,26.15830116
5_F11,Ezh2.4,26.16487455
13_D09,Prdm15.2,33.06908267
4_G10,Chd9.4,26.24810893
15_C03,Setd1a.1,37.79179811
14_E10,Rbbp7.3,33.13653137
7_G02,Ino80.4,26.2756444
control3_D02,shNcor1.1,37.8164557
9_F02,Kdm5d.3,33.15565032
16_D03,Smyd2.2,37.84271284
5_D11,Fbxo44.2,26.3029316
6_C06,Hdac10.1,26.30744849
21_G04,Setd7.1,37.86026201
17_E05,Suz12.3,37.86516854
17_C08,Sp100.2,37.86539769
3_F11,Chd1.4,26.32575758
6_G11,Hat1.4,26.34408602
control1_C07,shBrd8.2,26.41509434
3_B09,Cbx4.1,26.43935159
3_E03,Cbx6.2,26.44817073
control2_E09,shKlf2.4,33.33333333
control2_D06,shCxxcl.1,33.36944745
17_C11,Supt16h.1,38.06646526
3_G08,Carm1.4,26.51612903
7_C07,Ing5.2,26.52329749
1_F07,Atm.4,26.53061224
control3_B11,shCd4.1,38.0952381
10_E05,Myst2.3,33.39824732
4_G08,Chd5.4,26.53612424
3_D09,Cbx4.2,26.55462185
4_C11,Crebbp.1,26.56406825
18_C08,Tet2.2,38.14685315
16_F10,Sirt5.4,38.20667285
6_F06,Gadd45b.3,26.64700098
2_C09,Brpf1.1,26.64756447
17_G11,Suv39h1.4,38.2243791
19_B07,Eaf1.1,38.23296355
control3_D04,shNcor1.3,38.24390244
control3_B04,shBptf.3,38.2602546
6_B06,Gadd45a.1,26.68863262
1_C05,Atr.2,26.70157068
21_E11,Smyd1.2,38.28676696
16_B06,Sirt4.1,38.29959514
18_B11,Usp22.1,38.30022075
15_B09,Setd4.1,38.30065359
20_C05,Phf10.3,38.30392715
9_G10,L3mbtl1.4,33.59375
11_G08,Ncoa1.4,33.59621451
7_C04,Hdac7.2,26.73553719
17_F07,Suz12.4,38.32271762
20_B10,Fkbp2.3,38.36096939
15_G09,Setdb1.4,38.37548638
19_G02,Cbx2.3,38.39099625
10_E02,Mta1.2,33.67098865
2_E09,Brd9.3,26.8161435
17_C09,Taf3.1,38.41489822
11_E10,Padi6.3,33.69036027
12_B04,Phf20l1.1,33.69339427
15_C07,Setdb2.2,38.42609004
17_C05,Taf1.2,38.45378151
9_C07,Mbd1.2,33.73101952
16_E07,Sirt6.2,38.46153846
6_E08,Fkbp1a.3,26.87022901
13_D10,Prdm10.3,33.73435996
20_E09,Phf17.1,38.46501129
control3_G05,shSmarce1.4,38.46928499
10_E10,Myst1.3,33.74233129
3_E04,Brwd1.4,26.88719254
9_F06,Kdm6a.3,33.78803778
2_F09,Bptf.3,26.94859038
5_E04,Dub2a.4,26.95214106
control3_E11,shCd4.4,38.55421687
7_E10,Ino80.3,26.95623342
10_D08,Myst1.2,33.82352941
5_F10,Ehmt2.4,27
6_E02,Gtf3c4.2,27.01181767
3_E07,Cbx3.2,27.02380952
13_C02,Prdm9.2,33.89550265
16_D09,Sirt7.2,38.65336658
13_F10,Prdm13.4,33.9088729
4_D07,Dnmt3l.3,27.04995287
19_F10,Whsc1.4,38.70427255
6_F02,Gadd45a.3,27.09302326
17_E08,Smyd5.3,38.73343152
11_D08,Padi6.2,33.98558187
18_E06,Ube2e1.3,38.75598086
16_E02,Smarca1.2,38.76194433
17_G08,Sp100.4,38.77659574
6_B04,Hdac1.1,27.16366752
10_F08,Mta2.3,34.05114401
8_B11,Kdm4c.1,34.08314351
10_F03,Nap1l1.3,34.08978786
20_E03,Mecp2.1,38.86029412
control2_B09,shWhsc1.4,34.10606542
7_B11,Jhdm1d.1,27.24935733
7_B05,Ing3.1,27.25080386
3_D11,Chd2.2,27.25558001
15_B10,Scml2.1,38.88261851
19_D03,Dpy30.1,38.88363292
15_B11,Sfmbt2.1,38.89541716
1_F09,Asxl1.3,27.27272727
control1_B02,shBptf.1,27.27666956
15_G03,Setd5.4,38.90977444
16_C09,Smyd2.1,38.92595063
9_E07,Kdm6b.2,34.16496945
16_G04,Sirt3.4,38.96103896
8_D10,Jmjd5.3,34.19139915
19_B04,Brd7.2,38.97207608
11_E03,Orc1.2,34.21474359
1_G04,Aff1.4,27.37169518
5_D10,Dub2a.3,27.37835875
14_F02,Prmt3.3,34.2408377
15_G06,Sin3a.4,39.05579399
17_D04,Suv39h2.3,39.06390639
10_B02,Mll1.1,34.29697766
12_E11,Phf1.3,34.31568432
9_C05,Mbd4.2,34.32657926
15_B06,Scml4.1,39.13875598
2_F04,Brd3.4,27.5
17_D03,Taf3.2,39.15379449
17_C04,Smyd4.2,39.16083916
16_F11,Smarce1.4,39.18533605
4_F10,Chd6.4,27.55461593
control3_D11,shCd4.3,39.21568627
3_F05,Cbx3.3,27.58235623
10_D09,Msl3.2,34.46428571
6_D02,Fkbp1a.2,27.60736196
17_E04,Smyd4.4,39.29139223
