plate_well,shRNA,GeoMean
12_C02,Phip.2,7466.366978
14_D02,Prmt2.2,7472.957003
17_C05,Taf1.2,4524.426271
18_G10,Trim28.4,4526.805926
8_B09,Kdm1a.1,7504.274686
1_E03,Asxl2.2,3407.000873
12_B10,Pcgf5.1,7519.503525
18_E06,Ube2e1.3,4546.539689
15_E07,Setd2.2,4548.696856
10_B11,Myst3.1,7538.653207
4_C11,Crebbp.1,3417.596427
21_D02,Setd3.2,4558.869449
19_F11,Clock.2,4558.902348
16_G05,Smyd3.4,4561.035515
control1_E10,shCd4.4,3423.100345
control2_D11,shCd4.3,7565.316878
14_E02,Prmt8.2,7568.772396
control2_G05,shSmarce1.4,7572.148798
16_F11,Smarce1.4,4579.532748
12_D10,Pcgf2.3,7589.535499
21_B02,Satb1.3,4588.319418
11_G10,Ncor2.4,7599.184093
12_F07,Phip.4,7602.037716
14_F03,Rnf40.3,7612.199683
15_D07,Sin3a.3,4600.413061
12_E11,Phf1.3,7619.495421
4_C05,Dnmt3b.2,3457.790351
1_D03,Atrx.2,3461.640495
15_D10,Rpa3.3,4615.236684
19_D08,Cbx2.1,4617.646832
control1_D11,shCd4.3,3475.944499
16_D03,Smyd2.2,4635.761166
14_G10,Prmt7.4,7672.986297
6_F11,Hdac3.4,3484.272386
1_B04,Atad2.1,3484.434208
8_C05,Kdm4c.2,7688.930361
9_B08,Mbd3.1,7697.754619
4_F03,Dot1l.3,3495.931653
21_D10,Scmh1.2,4665.100632
15_F06,Setd1a.3,4665.751927
14_C07,Rbbp5.2,7726.870792
11_D09,Ncor2.2,7731.046802
4_E07,Chd8.2,3511.438687
11_E11,Ncor2.3,7744.375855
17_B04,Suv420h1.1,4688.123863
15_G05,Sin3b.4,4688.923491
12_B04,Phf20l1.1,7764.32445
9_C09,Mecom.1,7769.519418
control2_D06,shCxxcl.1,7777.577601
14_F04,Rbbp5.4,7779.677992
8_F04,Kdm3a.4,7785.17509
16_B02,Sirt1.1,4702.13363
19_E03,Actl6a,4703.285863
17_E06,Suv420h1.3,4703.653361
16_F06,Sirt5.3,4704.509022
1_G05,Aurkb.4,3537.872575
17_C08,Sp100.2,4719.575094
15_E10,Setmar.3,4719.706585
1_F04,Atad2.4,3549.095364
20_D06,H2afz.3,4727.332435
16_G07,Sirt6.4,4729.373711
19_C05,Chd7.3,4729.649468
control2_B07,shWhsc1.2,7846.110476
1_G08,Aff4.4,3563.093605
16_F05,Sirt6.3,4739.0021
8_F07,Kdm4a.4,7853.206852
8_E07,Kat5.2,7858.637936
8_E06,Kdm3a.3,7859.850401
10_B07,Nap1l1.1,7864.6157
8_G10,Kdm1a.4,7870.788952
11_E05,Parp1.3,7873.284822
16_E10,Smarcd1.3,4758.288931
16_G02,Smarcd1.4,4759.103925
9_E02,L3mbtl2.2,7892.906511
4_G03,Crebbp.4,3588.609421
18_G04,Tet1.4,4770.331273
16_B04,Smarcc2.1,4776.748929
19_G02,Cbx2.3,4778.560711
2_E11,Bop1.3,3601.277791
11_E02,Nsd1.2,7927.347707
17_G10,Ssrp1.4,4786.335875
15_F08,Setd8.3,4790.618505
control1_C08,shBrd8.3,3607.091663
17_G05,Tcea1.4,4792.317732
control1_F04,shRunx3.3,3609.501694
19_C11,Zmynd8.1,4797.288538
control1_F06,shSp140.1,3614.270028
19_E11,Zmynd11.3,4801.817215
21_C03,Smarca2.3,4803.227778
12_F04,Phf20l1.4,7960.518799
4_C08,Chd5.2,3618.833614
4_G06,Dnmt3l.4,3621.643945
17_E03,Suv39h1.2,4813.062565
4_F05,Chd8.3,3627.939155
16_C04,Sirt1.2,4823.466796
14_E04,Prmt1.4,7993.212821
12_D07,Ppargc1a.3,7994.973001
4_C03,Chd6.1,3634.099163
control1_D10,shCd4.3,3639.398944
17_F06,Sp110.3,4834.667957
8_B10,Jmjd6.1,8011.51692
15_B04,Setdb2.1,4842.412537
16_F04,Smarcc2.4,4847.005799
15_G07,Setd2.4,4848.153777
control1_F02,shRunx3.1,3653.626877
12_G07,Phc1.4,8040.270926
15_E02,Setd5.2,4857.443449
1_F11,Atr.4,3659.92108
17_F02,Sp100.3,4867.614749
9_C11,L3mbtl2.1,8069.416139
4_F04,Dmap1.4,3669.21308
control2_G02,shSmarce1.1,8073.601992
2_G11,Brd1.4,3673.39847
15_D03,Sin3a.2,4875.312726
16_D06,Sirt5.2,4875.686515
2_D03,Brpf1.2,3676.955301
18_E07,Trim24.2,4879.692045
11_G05,Pcgf1.4,8090.7633
9_C04,Kdm5b.2,8092.72533
12_E03,Phf2.2,8094.965692
5_G11,Ep400.4,3684.224798
6_C10,Hcfc1.2,3686.032225
15_C06,Setmar.1,4891.95728
4_D10,Chd3.3,3690.93033
2_C10,Brd2.2,3692.352928
10_B09,Msl3.1,8120.659827
10_D07,Myst4.3,8121.882199
16_D05,Sirt6.1,4901.245226
11_E08,Nap1l3.3,8128.823987
2_B09,Bop1.1,3709.658153
4_F08,Ctsl.3,3715.432095
10_D08,Myst1.2,8172.34755
control2_B02,shBptf.1,8172.912377
10_D09,Msl3.2,8174.958489
control1_E04,shSmarca4.3,3725.486923
15_G04,Scml2.4,4945.157202
control1_D07,shCxxcl.2,3732.597963
4_F10,Chd6.4,3735.749436
12_C06,Phf8.1,8218.729095
12_D03,Ppargc1a.2,8219.001582
8_F09,Kdm1b.3,8220.020499
18_E08,Tet1.3,4960.281429
control1_D05,shNcor1.4,3744.079264
4_E11,Chd9.3,3745.245669
12_C09,Ppargc1a.1,8234.054785
17_D06,Sp110.2,4965.959005
2_F05,Bmi1.3,3749.487539
2_E03,Brd1.2,3750.879007
6_C05,Hdac3.2,3752.054793
11_G06,Pbrm1.4,8244.897429
12_E02,Phf19.2,8247.960838
19_E08,Wdr5.3,4976.845119
16_E11,Sirt7.3,4980.694187
control1_F08,shSp140.3,3761.572431
2_D04,Brd2.3,3762.00555
19_F09,Zmynd8.3,4985.341401
6_F04,Hdac1.4,3765.208471
4_B07,Dot1l.1,3770.472783
2_D10,Baz1a.3,3778.977595
19_C10,Arid1b.2,5008.095923
11_B02,Nap1l2.1,8312.359464
12_B03,Phf20.1,8316.631084
11_F04,Padi4.4,8321.395905
8_D09,Kdm1a.2,8323.849389
19_G06,Dpy30.3,5018.997651
8_E03,Kdm2a.2,8334.432856
19_C04,Wbp7.2,5024.742478
16_E03,Smarca4.2,5026.726789
1_D11,Aurkb.2,3797.416615
12_B08,Phip.1,8343.212139
8_B05,Kdm2a.1,8346.925877
8_G03,Kdm1b.4,8347.985896
2_B10,Baz1b.1,3802.622403
9_F09,L3mbtl2.3,8357.103351
17_F04,Suv420h1.4,5040.702157
4_D03,Dnmt3l.2,3808.505883
12_E09,Polr2b.3,8365.143663
control2_C07,shBrd8.2,8371.501985
1_G06,Atrx.4,3814.170636
1_B10,Aff1.1,3814.968503
12_D05,Phc1.1,8379.86879
10_D06,Mll5.2,8381.202906
11_E10,Padi6.3,8387.045034
17_C04,Smyd4.2,5059.826087
9_E11,L3mbtl1.3,8398.266079
18_F03,Usp51.3,5067.18555
18_E10,Ube2i.3,5067.711965
8_E10,Kdm3b.3,8411.636407
control2_E04,shSmarca4.3,8413.361565
9_B04,Mbd1.1,8421.215716
12_G08,Pcgf6.4,8421.903258
control1_B10,shCd4.1,3836.387022
11_E06,Padi4.3,8423.30083
9_B03,L3mbtl4.1,8424.248524
5_G02,Ercc5.4,3840.546581
4_E05,Dnmt3a.3,3840.947025
18_C08,Tet2.2,5083.128392
9_C03,Kdm6a.1,8437.77018
11_F11,Paxip1.4,8442.90874
control2_F07,shSp140.2,8459.464838
2_D02,Baz1b.2,3859.100516
control3_D11,shCd4.3,5106.444747
16_G08,Sirt4.4,5106.562502
16_E06,Smarcc2.3,5110.313633
20_D11,Rnf2.3,5110.538048
11_C07,Padi4.2,8484.033737
8_D05,Kat5.1,8490.620699
6_B10,Fkbp1a.1,3870.382802
15_B08,Sfmbt1.1,5119.42177
15_C09,Sin3a.1,5119.56064
control1_B06,shWhsc1.1,3882.558012
16_G04,Sirt3.4,5135.686167
19_G04,Wdr5.4,5138.361565
control1_B05,shBptf.4,3888.281697
8_E02,Kdm1b.2,8534.871539
2_F08,Brd1.3,3891.017571
17_D04,Suv39h2.3,5144.110559
9_E06,Mbd1.3,8542.925364
control2_C10,shCd4.2,8548.288064
4_F02,Chd5.3,3896.449723
18_D08,Ube2i.2,5155.73383
10_C02,Myst2.2,8561.680097
9_C08,Kdm5d.2,8574.600145
8_C08,Kat2a.2,8580.703882
1_D05,Ash1l.1,3914.847427
10_E07,Morf4l1.2,8591.454846
11_B09,Ncor2.1,8593.565465
control3_D07,shCxxcl.2,5176.834109
16_F07,Smarcd3.4,5178.390898
21_F06,Smarcb1.2,5179.555873
1_C05,Atr.2,3920.758316
4_G02,Dnmt1.4,3923.762386
17_B02,Smyd4.1,5186.585424
8_F08,Kdm2a.3,8616.545133
8_F11,Kdm4c.4,8618.778081
12_C11,Phf19.1,8622.212116
8_D02,Jmjd6.2,8634.386724
control1_E03,shSmarca4.2,3936.903343
19_F07,Chd7.1,5200.663223
18_G11,Trim66.4,5201.193994
9_D09,L3mbtl1.2,8639.703282
17_F08,Suv39h1.3,5205.203517
5_F10,Ehmt2.4,3941.757342
10_B03,Mta3.1,8653.941916
8_D06,Kat2b.2,8659.006742
9_F08,L3mbtl3.3,8664.888731
14_D06,Prmt5.2,8673.912357
16_D10,Sirt1.3,5225.199896
3_E11,Cbx4.3,3958.488665
20_G08,H2afz.1,5231.729671
19_D11,Eaf1.2,5232.170302
9_C02,Mbd3.2,8688.313176
12_F08,Phf2.3,8692.245167
control2_F06,shSp140.1,8693.638857
11_D03,Pbrm1.2,8697.544268
control2_C11,shCd4.2,8707.104284
5_C10,Epc1.2,3975.925528
7_C02,Jarid2.2,3979.323737
11_B08,Parp1.1,8729.733468
16_E07,Sirt6.2,5256.855506
5_B03,Epc1.1,3982.347883
8_D03,Kdm4d.2,8730.736561
11_D02,Nap1l3.2,8730.778519
8_F03,Kdm5a.3,8741.668157
control3_E10,shCd4.4,5266.587866
15_F05,Setd2.3,5269.569578
1_B08,Atm.1,3994.724403
17_E02,Supt16h.2,5272.664427
9_D03,Mecom.2,8757.164713
15_C02,Sfmbt1.2,5273.952589
9_D10,Kdm5b.3,8763.005552
8_F06,Kat2b.3,8770.72842
control2_E10,shCd4.4,8771.369287
control1_C10,shCd4.2,4002.304824
8_B07,Kdm5a.1,8787.403314
13_F07,Prdm9.4,8790.929784
18_B03,Ube2b.1,5295.573896
1_E10,Atad2b.3,4017.289187
15_G09,Setdb1.4,5302.576488
14_C06,Rbbp7.1,8809.626837
control1_B09,shWhsc1.4,4020.627846
11_F10,Ncoa3.4,8815.195645
control3_D06,shCxxcl.1,5307.957083
6_D07,Hdac4.3,4024.754898
16_C08,Sirt4.2,5310.181165
6_F06,Gadd45b.3,4026.853971
2_C05,Brd9.2,4034.109203
5_F11,Ezh2.4,4035.15832
2_G09,Brd2.4,4037.491836
3_E09,Chd1.3,4038.736665
21_B10,Setd3.1,5328.568378
16_G10,Sirt7.4,5332.619905
11_E07,Ncor1.2,8859.284436
16_D02,Sirt3.2,5340.872197
11_F06,Ncoa3.3,8875.30173
2_F11,Brd9.4,4051.451053
11_D04,Padi1.3,8876.828212
6_B04,Hdac1.1,4053.170911
7_E06,Ing5.3,4054.568275
4_F06,Chd6.3,4056.75827
11_C03,Ncoa3.1,8887.751511
21_E04,Scmh1.3,5349.779271
16_C11,Smarca1.1,5350.622598
6_C06,Hdac10.1,4059.313684
18_B04,Ube2e1.1,5356.497477
18_F02,Tet2.3,5359.131426
17_E05,Suz12.3,5361.975521
9_G03,L3mbtl2.4,8914.428761
17_B11,Taf1.1,5367.200967
8_F02,Kat2a.3,8925.31401
5_B02,Dub2a.1,4075.56215
control1_F09,shSp140.4,4075.924446
2_B05,Brd1.1,4077.104351
11_G08,Ncoa1.4,8945.030406
17_G03,Supt16h.4,5384.000617
2_E02,Bptf.2,4084.91236
1_C03,Arid2.1,4087.47272
control2_D07,shCxxcl.2,8951.981534
6_B08,Hdac2.1,4088.78467
20_G07,Hdac5.3,5389.199188
12_D11,Prdm1.2,8957.882433
17_C07,Suv420h1.2,5392.246065
control1_E06,shKlf2.1,4092.035463
control3_B11,shCd4.1,5401.531682
17_F09,Supt16h.3,5404.966536
18_F06,Tet3.3,5405.541531
1_G10,Ash2l.4,4104.192735
10_E08,Mll2.3,8991.286293
19_E07,Whsc1l1.2,5414.651578
control2_B03,shBptf.2,9000.947897
11_G07,Ncor1.4,9002.89627
19_C07,Brd7.3,5423.376665
15_F07,Sfmbt1.4,5425.57521
2_G05,Brpf3.4,4118.792315
12_G02,Phf8.4,9019.218711
14_D07,Rnf217.3,9027.916751
17_C06,Suv420h2.1,5432.514189
15_G03,Setd5.4,5432.931217
11_C08,Ncoa1.2,9038.172798
11_C06,Padi6.1,9041.364459
1_F03,Aurkb.3,4132.700854
14_D04,Rbbp4.3,9048.639988
14_B10,Prmt2.1,9052.705417
17_B03,Suv39h2.1,5448.894057
6_D02,Fkbp1a.2,4137.672538
11_E03,Orc1.2,9060.156939
4_C02,Dnmt3a.2,4139.32884
5_E03,Ep400.2,4144.949117
control2_B08,shWhsc1.3,9080.747764
1_G09,Asxl3.4,4149.347319
19_C06,Brdt.3,5463.945302
15_C07,Setdb2.2,5469.488115
3_B09,Cbx4.1,4155.887108
1_C09,Atrx.1,4156.127787
3_D11,Chd2.2,4158.548279
20_G11,Mecp2.3,5480.294262
7_E03,Ing3.2,4163.044974
2_G08,Baz2a.4,4163.643817
14_F11,Rnf20.4,9112.65014
11_G04,Nap1l3.4,9112.704278
control1_E05,shSmarca4.4,4166.346556
9_F10,Kdm6a.4,9120.021579
9_F07,Mbd3.4,9120.391061
11_C05,Paxip1.2,9127.121615
8_C11,Kdm1b.1,9127.706829
17_E08,Smyd5.3,5491.262226
19_D10,Wbp7.3,5491.397395
16_D11,Smyd3.2,5493.407875
17_D07,Taf3.3,5497.868968
6_E09,Hdac3.3,4179.69951
9_G02,Mbd2.4,9146.906996
1_D06,Arid2.2,4182.260679
5_G05,Fbxo44.4,4182.732942
16_C03,Sirt5.1,5507.219019
8_G04,Jmjd6.4,9161.015543
16_D08,Smarcd1.2,5511.185687
17_G04,Smyd5.4,5512.508697
10_D10,Mll1.3,9165.510904
2_D11,Brpf3.2,4190.77115
21_D05,Smarcc1.2,5515.711971
1_B02,Actl6b.1,4191.475813
17_D11,Tcea1.2,5519.434025
15_F04,Setdb2.4,5519.947601
15_B02,Rpa3.1,5522.343601
17_G02,Suv420h2.4,5525.093479
10_D03,Myst4.2,9192.66956
14_E06,Rbbp5.3,9196.649739
15_D08,Setmar.2,5535.784576
10_F11,Myst3.4,9207.472568
1_C04,Actl6b.2,4212.157067
17_D08,Suv420h2.2,5541.93037
17_D02,Smyd5.2,5542.87932
8_B06,Kat2a.1,9222.333898
7_E07,Hira.2,4216.754304
8_D10,Jmjd5.3,9226.174639
10_G05,Nap1l1.4,9226.576254
14_C08,Prmt3.2,9228.041881
3_F06,Cbx1.3,4220.347841
21_F02,Smarca2.1,5554.990664
6_C02,Hdac2.2,4230.310683
16_C02,Smarcd3.2,5564.177197
18_C05,Usp22.2,5564.644416
19_E02,Zmynd8.2,5566.054178
14_B11,Rnf20.1,9258.391915
17_D05,Sp140.1,5567.653366
2_E07,Bmi1.2,4233.642275
9_G11,L3mbtl3.4,9263.906068
8_E04,Jmjd5.4,9271.817947
15_E03,Setd8.2,5576.543603
18_G02,Ube2i.4,5576.808248
8_G05,Kdm5a.4,9275.515426
2_C04,Baz1a.2,4243.034213
11_B11,Paxip1.1,9280.088456
9_G10,L3mbtl1.4,9280.408955
8_G02,Kdm3b.4,9280.409533
15_E05,Sfmbt1.3,5583.404513
17_C02,Suz12.2,5583.716411
6_G10,Gtf2f1.4,4246.764107
3_G05,Chd2.4,4249.530152
9_B11,Mbd4.1,9295.033769
15_C05,Sfmbt2.2,5590.534391
8_C04,Jmjd5.2,9299.044996
9_C07,Mbd1.2,9308.500463
6_G07,Gtf2b.4,4258.581084
2_B06,Baz2a.1,4259.534714
8_F10,Kat2b.4,9320.838901
1_E05,Atm.3,4263.102156
control2_E03,shSmarca4.2,9326.785194
15_C08,Scml4.2,5611.200858
18_D03,Usp27x.2,5611.476854
1_F07,Atm.4,4270.777472
14_E11,Prmt7.3,9345.315754
2_C07,Brd3.2,4274.421611
6_D04,Hcfc1.3,4275.226859
3_E10,Chaf1a.3,4276.4036
9_B05,L3mbtl3.1,9359.87877
5_D03,Fbxl19.2,4281.961741
21_G10,Smyd1.3,5630.627406
10_F05,Morf4l1.3,9372.784259
16_B06,Sirt4.1,5637.250734
control2_D10,shCd4.3,9382.045651
5_F02,Ehmt1.3,4291.457528
11_F02,Ncoa1.3,9387.267498
7_D08,Ino80.2,4294.659116
6_B02,Fbxw9.1,4294.924784
18_G06,Usp27x.4,5653.378188
18_B09,Trim28.1,5655.363695
18_E02,Trim33.2,5655.954656
19_F06,Whsc1.3,5659.086094
4_E08,Chd4.3,4307.144803
9_D07,Mecom.3,9415.559673
1_G11,Asxl2.4,4309.167398
control3_F06,shSp140.1,5665.9807
3_G10,Cbx4.4,4314.000706
14_F07,Ring1.4,9432.921448
2_F10,Baz2b.4,4316.714717
7_E02,Ing2.2,4317.661604
19_F03,Eaf1.3,5674.366411
control2_B10,shCd4.1,9442.061049
9_C10,L3mbtl4.2,9442.580328
20_E05,Phc3.3,5676.994003
4_D11,Dot1l.2,4323.407508
7_B02,Hdac7.1,4323.868575
