plate,shRNA,Well,GeoMean
4,Ctsl.2,E03,906.4491605
16,Sirt5.1,C03,1056.044477
21,Smarca2.3,C03,1057.133191
control 1,shCd4.2,C10,911.3021138
11,Paxip1.4,F11,1743.245437
18,Ube2b.2,C10,1058.035743
1,Aff1.4,G04,912.4902096
19,Clock.2,F11,1060.149039
14,Rnf217.1,C09,1746.123669
14,Prmt3.4,G08,1748.41007
15,Sin3b.4,G05,1063.374979
4,Cxxc1.4,G09,919.5458854
10,Myst1.3,E10,1751.66744
17,Tcea1.2,D11,1065.946507
15,Setd5.4,G03,1066.185571
21,Smyd1.3,G10,1067.021156
control 1,shSp140.1,F06,923.1793044
control 3,shSmarce1.2,G03,1067.525266
20,H2afz.1,G08,1068.261842
3,Brwd1.1,B02,926.1569698
18,Ube2b.1,B03,1070.012712
control 1,shCd4.1,B10,927.3341471
1,Aff4.4,G08,931.7703182
4,Dnmt3l.4,G06,933.4273391
19,Wdr82.4,G08,1075.454736
2,Brd2.3,D04,933.8327956
control 1,shWdr82.1,G06,934.2608347
control 1,shKlf2.1,E06,935.1177563
2,Brd2.1,B03,935.7362562
4,Chd9.3,E11,936.5807946
control 3,shRunx3.1,F02,1078.967619
control 1,shBrd8.1,C06,938.3911127
15,Sin3a.2,D03,1082.155918
4,Crebbp.4,G03,943.8943421
12,Phf20.2,C10,1773.676744
21,Setd3.2,D02,1085.550932
14,Prmt6.3,F05,1774.606189
19,Zmynd11.3,E11,1086.198651
1,Atr.4,F11,948.3741267
16,Sirt7.1,B09,1089.335077
12,Ppargc1a.1,C09,1781.173908
16,Sirt4.2,C08,1091.883324
2,Bmi1.1,D05,954.7044271
19,Cbx2.3,G02,1092.647153
12,Pcgf6.3,F02,1784.919763
1,Asxl3.3,D04,958.5807823
control 1,shmll2.4,C05,960.0647334
3,Carm1.4,G08,960.9287143
11,Nap1l3.3,E08,1791.197855
9,Mbd4.1,B11,1791.311837
17,Suv39h1.4,G11,1102.760317
4,Chd3.2,C04,968.2444268
control 1,shCd4.4,E10,968.371732
control 3,shSmarca4.3,E04,1104.287653
9,Mbd4.4,F11,1798.979039
9,L3mbtl3.4,G11,1799.586393
control 1,shKlf2.3,E08,973.6840741
21,Ube2a.2,E02,1108.058152
21,Sirt2,C08,1108.210238
1,Actl6b.4,E04,974.6018343
control 1,shBrd8.2,C07,974.6297146
1,Atad2.2,C07,975.9931694
11,Pcgf1.2,D11,1802.257042
4,Dnmt3b.2,C05,976.2534971
12,Phf2.2,E03,1802.629673
9,Mbd2.4,G02,1803.443479
4,Dot1l.3,F03,980.4449877
9,Mbd4.2,C05,1806.625836
16,Smyd2.2,D03,1114.310163
16,Sirt6.2,E07,1114.558401
2,Brd3.1,B04,982.2828658
control 2,shCd4.2,C11,1808.418525
control 2,shSmarca4.1,E02,1810.867605
1,Ash2l.4,G10,986.7960532
18,Trim28.4,G10,1119.6205
3,Cbx6.4,G11,989.5952962
12,Pcgf2.4,E04,1815.452639
10,Morf4l1.2,E07,1817.111159
20,Paf1.1,B04,1123.95351
control 1,shBptf.1,B02,993.8743882
19,Wbp7.2,C04,1124.394483
16,Sirt1.1,B02,1124.809481
14,Ring1.4,F07,1819.465046
5,Epc1.1,B03,995.0226017
16,Sirt1.3,D10,1125.577434
14,Prmt7.3,E11,1821.021579
1,Asxl2.1,B05,997.6560079
1,Atad2.1,B04,998.2708886
19,Wbp7.1,B02,1127.854096
10,Nap1l1.3,F03,1823.239158
control 2,shCxxcl.4,D09,1823.579663
4,Ctsl.3,F08,1000.152444
9,Kdm6a.3,F06,1825.16281
1,Atr.2,C05,1002.137175
8,Kdm4c.2,C05,1826.122778
14,Psip1.4,G11,1826.461128
10,Mtf2.3,E06,1828.560546
19,Zmynd11.2,D09,1133.199901
3,Carm1.1,B06,1005.142605
11,Orc1.4,G11,1828.944626
20,Mecp2.1,E03,1134.76842
16,Sirt3.4,G04,1135.64042
10,Mtf2.4,F04,1831.530376
5,Ep300.2,E02,1008.34621
9,Kdm6b.2,E07,1832.153464
10,Myst2.1,B08,1833.000961
14,Prmt6.2,E07,1833.461384
8,Kdm3a.2,C07,1835.06966
control 1,shWhsc1.1,B06,1012.989097
16,Smarca1.4,G03,1140.101525
21,Smarcd2.2,G07,1140.380844
9,Kdm5d.4,G08,1837.497571
15,Setd2.3,F05,1143.263278
9,L3mbtl2.1,C11,1841.497555
16,Sirt3.2,D02,1144.881609
16,Smarca1.2,E02,1144.996604
18,Tet1.4,G04,1145.501058
12,Phip.2,C02,1842.596744
9,Kdm6a.2,D06,1843.171118
10,Mtf2.2,C07,1846.388283
19,Clock.3,C09,1149.954628
19,Wdr82.3,F02,1150.250972
13,Prdm2.2,E02,1849.12368
10,Nap1l1.1,B07,1849.690736
17,Taf3.3,D07,1152.077222
18,Usp27x.1,C09,1152.083625
14,Prmt6.4,G07,1851.2651
control 3,shCxxcl.4,D09,1153.773253
control 1,shCxxcl.2,D07,1030.544888
8,Kat5.3,F05,1852.908139
11,Nap1l3.1,B10,1853.919035
4,Chd4.4,G04,1032.658688
12,Polr2b.2,C05,1856.482808
control 1,shWdr82.3,G08,1035.537191
15,Setdb1.1,B03,1158.279681
21,Satb1.3,B02,1162.252443
14,Rnf217.4,G06,1862.972071
16,Sirt5.3,F06,1164.566892
9,Kdm5b.2,C04,1865.094134
2,Brpf1.2,D03,1046.580167
15,Sfmbt1.4,F07,1167.336596
8,Kdm1b.2,E02,1869.445758
7,Ing5.2,C07,1049.848778
1,Asxl1.1,C11,1051.940853
1,Actl6b.2,C04,1052.755482
1,Arid2.1,C03,1052.84676
14,Prmt1.4,E04,1873.412597
control 1,shBptf.4,B05,1054.498497
21,Smarcc1.1,F10,1174.121406
10,Mll5.2,D06,1875.056923
1,Asxl1.4,G03,1056.184793
11,Padi1.2,C10,1876.132791
20,Mecp2.3,G11,1175.225667
9,Mbd3.4,F07,1876.236081
9,Kdm6a.4,F10,1878.065742
7,Ing2.2,E02,1059.772003
control 3,shSmarca4.1,E02,1178.119847
9,Mbd1.3,E06,1880.829561
2,Brd3.3,E06,1062.126799
11,Pbrm1.1,C09,1881.741845
17,Smyd5.1,B10,1180.845515
1,Aff4.3,F02,1064.763281
11,Pbrm1.4,G06,1883.568637
11,Ncor2.2,D09,1885.024383
1,Ash2l.3,E11,1069.752677
4,Chd6.1,C03,1070.925339
10,Myst4.1,C09,1891.259881
10,Myst1.2,D08,1892.928892
19,Whsc1l1.4,G07,1190.187023
11,Ncor1.1,D05,1894.443347
8,Kdm3b.4,G02,1895.400266
1,Arid2.4,F10,1078.558028
15,Setdb2.3,E06,1193.374216
17,Smyd4.3,D10,1193.535541
10,Mta3.4,G09,1897.493466
3,Cbx7.3,D04,1080.510321
control 1,shKlf2.2,E07,1082.228813
18,Tdg.2,C04,1196.028623
21,Smarcb1.2,F06,1196.39114
11,Parp1.1,B08,1900.313719
10,Morf4l1.4,G07,1902.087855
11,Parp1.2,C02,1904.376027
3,Brwd3.3,E08,1088.616391
3,Chd2.3,F03,1088.880096
11,Padi1.4,G09,1906.774348
15,Setdb2.4,F04,1203.392176
7,Ing3.2,E03,1091.903932
1,Atad2b.2,D08,1091.918522
6,Hdac3.4,F11,1093.409191
16,Smarcd3.4,F07,1206.587599
11,Orc1.2,E03,1912.78427
3,Cbx7.2,C10,1097.066848
16,Sirt7.4,G10,1208.174984
1,Actl6b.1,B02,1097.963462
4,Chd8.2,E07,1098.703338
19,Arid1b.2,C10,1209.089279
14,Prmt8.3,F09,1914.680089
10,Mll2.4,G04,1915.606499
17,Supt16h.3,F09,1210.319867
8,Kdm4c.3,E09,1917.487511
3,Chd1.1,B11,1103.402335
11,Ncoa1.3,F02,1920.116201
10,Nap1l1.4,G05,1920.495327
10,Myst3.4,F11,1921.257594
3,Cbx5.4,G03,1106.227194
8,Kat2b.3,F06,1922.066236
12,Phc1.4,G07,1923.397973
3,Chd1.4,F11,1108.68901
16,Smarcd3.2,C02,1217.054359
12,Phf19.3,F09,1923.704114
7,Hira.2,E07,1109.01276
12,Pcgf6.4,G08,1924.082042
9,Mbd3.2,C02,1924.362716
9,Kdm5d.2,C08,1925.077806
3,Cbx4.2,D09,1111.427264
19,Clock.1,E09,1219.623971
5,Ep300.3,F09,1113.529051
8,Kdm3a.3,E06,1928.520344
1,Atrx.4,G06,1115.524059
11,Pbrm1.3,D07,1930.236134
9,Kdm6b.1,D05,1930.691924
11,Pbrm1.2,D03,1931.503038
12,Polr2b.4,F11,1931.771251
20,Phf10.2,B11,1224.683655
21,Smarcc1.3,E07,1225.399559
16,Smyd3.1,B07,1226.048021
17,Smyd5.3,E08,1226.22366
19,Wbp7.4,E04,1226.38097
1,Atm.3,E05,1120.389097
17,Sp140.2,E07,1226.632321
1,Atm.1,B08,1120.624794
20,Iws1.3,E11,1226.720462
19,Fbxo17.1,G05,1228.243387
3,Chd2.1,B07,1123.132562
19,Whsc1.3,F06,1229.271764
1,Atad2b.3,E10,1124.450165
control 2,shCxxcl.1,D06,1940.109466
3,Cbx4.1,B09,1126.727197
12,Pcgf5.1,B10,1940.739028
10,Mta1.1,C11,1941.315407
8,Kat2a.3,F02,1941.331377
4,Chd3.3,D10,1129.049195
control 2,shSmarca4.3,E04,1942.63961
8,Kdm4a.1,B08,1943.240512
13,Prkaa2.1,C09,1944.170724
3,Brwd1.3,D10,1131.241396
18,Usp22.4,F11,1235.5055
3,Brwd3.2,D02,1131.636018
4,Crebbp.3,F09,1131.672837
16,Sirt1.4,E04,1236.011715
9,L3mbtl1.2,D09,1945.683752
14,Prmt8.4,G03,1945.758834
3,Brwd1.2,C04,1133.013576
8,Kdm3b.1,C06,1946.127552
20,Hdac11.1,F06,1237.828579
15,Setdb1.4,G09,1238.096991
7,Hdac9.1,B06,1135.243319
10,Mta3.1,B03,1948.695689
4,Dnmt1.4,G02,1136.172006
16,Sirt5.2,D06,1239.51776
3,Cbx8.1,B04,1137.291107
control 3,shSmarca4.4,E05,1240.896535
9,Kdm6b.3,F05,1950.943405
12,Polr2b.1,B11,1951.029657
12,Phf1.3,E11,1952.236963
1,Asxl3.1,B03,1140.162004
19,Wdr5.3,E08,1244.539424
12,Pcmt1.4,F10,1955.056411
2,Baz1a.2,C04,1143.633323
4,Dnmt3l.2,D03,1144.091869
3,Carm1.2,C08,1144.620267
9,Mecom.4,G06,1956.847173
21,Smarca2.2,G08,1246.470799
3,Cbx7.1,B03,1145.639009
1,Asxl3.4,G09,1145.916744
1,Aurkb.3,F03,1146.38328
11,Ncoa1.4,G08,1959.600245
1,Atad2b.1,C06,1148.397225
17,Smyd4.2,C04,1249.179108
14,Rnf40.2,D11,1962.181777
12,Phf1.2,D09,1962.473212
4,Dnmt3a.3,E05,1151.330511
16,Smarca5.3,D04,1251.534066
7,Ing4.3,D04,1151.429613
3,Chd1.2,C05,1151.798683
10,Mta1.3,F09,1963.090744
control 3,shCxxcl.3,D08,1252.019967
19,Zmynd8.4,G03,1252.1638
10,Myst1.4,G02,1964.090918
16,Sirt4.4,G08,1252.838865
3,Chd2.2,D11,1154.932685
16,Sirt6.4,G07,1254.890281
10,Mll2.1,B10,1967.312302
18,Ube2b.4,G09,1255.705698
1,Aff4.2,C08,1156.558552
3,Cbx7.4,G09,1156.841577
3,Cbx4.4,G10,1158.52405
12,Pcgf2.2,C04,1969.495539
18,Tet2.2,C08,1258.071958
12,Pcgf5.2,D02,1970.116112
control 2,shSmarce1.1,G02,1970.123914
3,Cbx1.3,F06,1159.621747
control 2,shCd4.4,E11,1972.005262
16,Sirt3.3,E08,1259.886877
4,Chd5.3,F02,1161.759039
9,Mbd1.2,C07,1972.819876
20,Hdac5.3,G07,1260.831471
8,Kat5.2,E07,1973.554688
4,Dot1l.2,D11,1163.30729
2,Brd9.2,C05,1163.644595
16,Smarcc2.1,B04,1261.84757
15,Setmar.1,C06,1261.849242
3,Cbx4.3,E11,1164.432992
21,Ube2a.1,C11,1263.264276
10,Mta2.2,E03,1976.390401
15,Sfmbt1.3,E05,1263.751818
5,Ezh1.1,B08,1169.401992
18,Trim66.4,G11,1266.481583
10,Myst1.1,C06,1979.852434
3,Cbx1.4,F10,1170.411015
20,Jmjd8.3,E02,1267.745595
17,Suv39h1.3,F08,1268.415395
19,Eaf1.3,F03,1268.517983
17,Smyd4.4,E04,1268.753768
14,Prmt2.3,E08,1982.900696
11,Parp1.3,E05,1983.047021
4,Chd8.3,F05,1174.169549
17,Suv39h2.4,G09,1270.07846
16,Sirt4.1,B06,1270.270034
4,Dmap1.2,C07,1174.750776
11,Nsd1.4,G03,1984.577666
16,Smyd3.4,G05,1270.935481
19,Brd7.3,C07,1271.66871
18,Ube2i.3,E10,1271.870985
16,Smarcc2.2,C07,1272.252019
18,Usp27x.4,G06,1274.695957
7,Ino80.4,G02,1180.475883
control 3,shSp140.3,F08,1276.110199
19,Eaf1.1,B07,1276.276623
19,Dpy30.3,G06,1276.668138
7,Hdac9.4,G08,1183.617973
9,Kdm5b.1,B02,1992.746473
12,Phf2.4,G11,1993.683817
1,Aff1.1,B10,1185.287781
11,Padi6.1,C06,1994.744536
8,Kdm5a.3,F03,1995.488139
12,Phf2.1,B05,1995.632298
18,Ube2i.4,G02,1281.111889
12,Phf20l1.4,F04,1996.226689
3,Chaf1b.3,E05,1188.201566
19,Wbp7.3,D10,1282.271969
18,Usp51.3,F03,1283.240902
20,Paf1.2,C07,1283.999931
4,Dnmt3l.1,C09,1192.851414
11,Padi6.2,D08,2000.707969
12,Phf1.4,G10,2000.852015
2,Brd8.4,F07,1193.956433
9,Mbd1.4,F04,2001.755562
21,Smarca2.1,F02,1286.207168
6,Hdac4.1,C09,1194.307209
3,Cbx3.4,G07,1194.825969
17,Tcea1.3,F03,1286.722508
3,Cbx5.3,F09,1195.193901
control 2,shCd4.2,C10,2003.10017
18,Tet1.3,E08,1287.226514
control 2,shCxxcl.3,D08,2005.160831
12,Prdm1.3,F03,2005.59544
11,Pcgf1.3,F03,2006.489476
3,Chd1l.2,D03,1199.198481
2,Brd9.3,E09,1199.628826
11,Padi4.3,E06,2007.478162
15,Sin3a.1,C09,1291.506457
11,Nsd1.2,E02,2008.208524
18,Trim33.4,G03,1291.805368
15,Sin3b.3,F03,1293.893559
20,Parp2.3,D08,1294.496642
19,Brd7.2,B04,1294.735572
17,Suv39h2.1,B03,1295.65041
7,Ing3.3,F08,1206.371648
19,Eaf1.2,D11,1296.382208
9,Mbd1.1,B04,2014.273284
9,Men1.2,D11,2014.833555
19,Chd7.2,B11,1297.808267
18,Tdg.1,B02,1298.339107
1,Ash1l.3,F05,1210.623149
10,Mta1.2,E02,2017.921553
control 3,shWdr82.4,G09,1300.717233
10,Myst2.3,E05,2018.583765
12,Phf8.2,D08,2019.696658
17,Ssrp1.4,G10,1302.395197
3,Cbx1.2,D06,1214.802286
control 1,shKlf2.4,E09,1215.362314
12,Pcmt1.1,C03,2022.10544
18,Trim66.2,E03,1304.167126
4,Chd9.4,G10,1217.006292
1,Arid2.2,D06,1218.989594
1,Aurkb.1,B07,1220.189863
6,Gadd45a.1,B06,1221.031251
13,Prdm13.3,F06,2027.791108
20,Paf1.3,E06,1309.037487
18,Usp22.1,B11,1309.460768
12,Phip.1,B08,2028.386423
16,Smyd2.1,C09,1310.517826
20,Padi3,G09,1311.403303
3,Cbx5.2,E02,1225.601069
11,Ncoa3.4,F10,2031.746625
17,Ssrp1.2,D09,1312.45454
11,Ncor1.4,G07,2031.797065
12,Pcgf6.1,B06,2032.574668
8,Kdm2a.4,G11,2032.823123
control 3,shWhsc1.4,B09,1313.818718
3,Cbx8.4,F04,1229.949731
control 2,shWdr82.1,G06,2034.994424
1,Asxl2.3,F08,1230.763237
3,Cbx3.1,D05,1231.557544
16,Smarca5.1,B03,1317.243982
5,Ep400.1,B05,1233.244793
13,Prdm12.4,G08,2038.183048
16,Smarce1.1,B11,1319.826945
8,Kdm4d.3,D07,2042.748271
5,Ercc5.4,G02,1239.160831
5,Ep400.3,F08,1239.358174
18,Tet1.2,D02,1323.072585
19,Zmynd8.2,E02,1323.306506
3,Cbx6.2,E03,1240.241077
1,Atrx.1,C09,1240.805192
3,Carm1.3,F02,1241.538785
10,Myst3.3,E09,2045.761987
20,Satb1.2,G05,1325.160803
10,Morf4l1.1,D05,2046.155168
11,Padi1.3,D04,2046.499606
20,Phc2.1,E10,1325.562485
20,Hdac11.3,D05,1326.134252
19,Arid1a.1,F08,1326.553747
8,Kat5.1,D05,2048.469162
17,Suv420h1.2,C07,1327.286929
11,Nap1l3.4,G04,2049.069208
4,Dnmt3a.4,F07,1247.002464
control 2,shCd4.3,D11,2050.510667
16,Smarca1.1,C11,1329.467092
7,Ino80.3,E10,1248.704148
20,Prdm16.1,C09,1331.117759
4,Chd9.2,D09,1252.446051
11,Nsd1.3,F09,2055.44269
9,Kdm5b.4,E04,2055.604731
10,Myst3.1,B11,2055.731105
4,Chd6.3,F06,1253.285396
15,Scml2.4,G04,1334.53052
8,Jmjd5.2,C04,2057.612702
16,Sirt6.1,D05,1335.555699
10,Mta2.3,F08,2058.050188
4,Dot1l.4,G05,1255.603159
19,Dpy30.2,D07,1336.014269
6,Gadd45b.2,D06,1257.704339
9,Kdm6b.4,G07,2061.590091
2,Baz1b.2,D02,1259.611766
4,Chd3.4,E04,1260.023568
19,Wdr82.1,B06,1340.305685
16,Smarca1.3,F09,1340.691272
10,Mta1.4,G03,2064.308734
2,Baz2b.2,D06,1262.542295
11,Padi4.2,C07,2065.186609
11,Ncoa1.2,C08,2065.528321
2,Brpf1.1,C09,1265.082807
1,Aurkb.2,D11,1265.825018
4,Dnmt3b.3,E09,1266.471022
16,Smyd2.4,G06,1344.972025
10,Mll2.3,E08,2069.940158
19,Brdt.2,F04,1346.36917
11,Pcgf1.1,B07,2070.197465
12,Prdm1.4,G05,2070.623233
3,Cbx1.1,C03,1269.37123
3,Chd1.3,E09,1269.414709
1,Atad2.3,E06,1269.735692
9,Mbd4.3,E09,2071.484325
1,Aff4.1,B06,1270.868277
9,Mecom.2,D03,2073.14554
10,Mll5.3,F06,2073.717829
1,Aff1.3,E08,1272.56587
17,Sp110.1,C03,1349.83693
15,Sfmbt1.1,B08,1350.077662
3,Chd1l.4,G06,1273.975004
7,Ing5.4,F04,1274.328742
1,Atrx.3,D07,1274.396781
4,Chd6.4,F10,1274.847169
17,Ssrp1.1,B09,1352.179649
13,Prdm10.2,C04,2076.961542
12,Phc1.2,E07,2077.41131
9,Mbd3.1,B08,2078.051035
control 3,shCd4.4,E11,1353.528137
9,Mecom.3,D07,2078.443227
3,Cbx3.3,F05,1278.401597
20,Fkbp5.3,G04,1355.980869
11,Nsd1.1,C11,2081.941594
14,Prmt5.4,F10,2082.18534
19,Wdr5.1,B10,1356.959299
8,Kdm4d.4,G06,2085.095222
control 2,shSp140.4,F09,2085.605988
9,L3mbtl4.2,C10,2086.575581
4,Dnmt3b.4,F11,1286.784463
19,Chd7.1,F07,1361.161322
control 3,shCxxcl.1,D06,1362.537338
6,Gadd45b.4,F10,1288.862997
20,Rnf2.2,B07,1362.689285
16,Sirt5.4,F10,1362.712272
9,L3mbtl3.2,E03,2088.912095
10,Mll5.1,C03,2090.293101
12,Phf19.2,E02,2090.443442
10,Myst2.4,F07,2090.797386
17,Sp140.4,G07,1365.639506
13,Prdm8.4,G02,2092.057222
control 3,shCxxcl.2,D07,1367.008684
4,Dmap1.4,F04,1294.563006
control 2,shWdr82.3,G08,2093.88079
11,Ncor2.1,B09,2094.004763
18,Trim24.1,D05,1367.985991
15,Setmar.4,G02,1369.24286
17,Suv420h1.3,E06,1370.692337
20,Padi2.2,C10,1370.752121
18,Trim28.3,E11,1370.760016
1,Actl6b.3,D10,1299.146532
15,Scml2.2,D02,1371.566557
1,Atm.2,C02,1299.977271
9,L3mbtl1.4,G10,2100.480207
2,Brd3.2,C07,1301.916658
20,H2afz.2,C03,1373.592618
12,Ppargc1a.4,G06,2101.238401
