plate,shRNA,Well,GeoMean
Control 1,shSmarca4.3,E04,2235.608126
plate 13,Prdm10.1,B02,2786.313602
Control 1,shSmarca4.1,E02,2248.442138
plate 13,Prdm4.4,G11,2811.756338
plate 13,Prkcd.3,F03,2824.449538
plate 13,Prdm6.2,C07,2836.907922
Control 1,shWhsc1.2,B07,2287.036252
Control 1,shBrd8.4,C09,2288.240669
plate 19,Whsc1.4,F10,2417.588459
plate 13,Prdm4.1,B05,2856.983509
control 3,shWdr82.3,G08,2424.588536
plate 15,Setd5.1,C11,2434.133157
plate 13,Prdm11.4,G04,2880.7885
plate 2,Brd4.1,C06,2326.122089
plate 17,Taf1.2,C05,2472.665101
Control 1,shCd4.4,E11,2361.779017
plate 15,Setd5.3,F09,2485.506973
plate 13,Prdm2.1,C11,2941.984698
control 3,shSmarce1.3,G04,2498.178179
plate 20,Paf1.1,B04,2502.929984
plate 12,Pcgf2.1,B02,2979.370206
control 3,shCd4.2,C11,2527.990173
plate 13,Prdm2.3,F09,2988.305376
control 3,shSmarca4.1,E02,2533.570233
Control 1,shSmarce1.4,G05,2427.393091
Control 1,shSp140.3,F08,2431.559093
Control 1,shNcor1.1,D02,2434.642274
plate 13,Prkaa1.1,B11,3014.350353
plate 18,Ube2b.2,C10,2552.912578
Control 1,shBrd8.3,C08,2450.592659
plate 13,Prdm6.1,B04,3034.376434
control 3,shSmarce1.2,G03,2571.027492
Control 1,shSmarce1.1,G02,2461.752703
plate 13,Prdm9.3,E05,3052.05395
control 2,shWhsc1.4,B09,3056.21194
plate 19,Whsc1.3,F06,2591.833241
control 3,shCd4.4,E11,2593.136854
plate 13,Prkaa2.4,G06,3068.980069
plate 1,Ash1l.1,D05,2488.279274
plate 7,Hdac8.1,B10,2495.563726
Control 1,shCd4.1,B11,2500.383755
control 3,shCd4.2,C10,2607.929664
plate 13,Prdm12.1,B06,3086.598183
control 2,shWdr82.3,G08,3093.991687
plate 13,Prkcd.1,B07,3097.178513
plate 19,Wdr82.3,F02,2629.636068
control 2,shCxxcl.1,D06,3114.506528
plate 12,Polr2b.2,C05,3116.651936
Control 1,shSp140.4,F09,2541.772392
plate 7,Hdac9.4,G08,2545.250293
plate 21,Smarcd2.1,F05,2656.146373
plate 15,Setd5.2,E02,2657.132631
plate 9,Kdm5b.3,D10,3154.343236
control 2,shCxxcl.3,D08,3177.691073
plate 15,Sin3a.4,G06,2690.938199
plate 17,Taf1.1,B11,2691.840195
Control 1,shRunx3.1,F02,2612.130756
plate 19,Whsc1l1.2,E07,2718.714075
plate 13,Prdm2.2,E02,3221.355532
plate 13,Prdm5.1,B03,3226.244124
Control 1,shKlf2.1,E06,2635.154291
plate 15,Setmar.2,D08,2729.452349
plate 5,Ep300.1,C11,2637.849853
plate 16,Smarca4.1,B05,2732.827342
plate 6,Gadd45b.2,D06,2642.101343
Control 1,shCd4.3,D11,2643.821078
plate 13,Prdm9.1,B08,3246.898795
control 3,shCxxcl.2,D07,2746.343426
plate 14,Prmt5.3,F06,3270.697394
Control 1,shKlf2.3,E08,2670.30954
control 2,shWhsc1.3,B08,3275.799556
plate 15,Sin3a.2,D03,2766.684124
plate 2,Brd2.1,B03,2678.412933
plate 13,Prdm15.1,B09,3298.753055
Control 1,shmll2.2,C03,2698.149834
Control 1,shCd4.4,E10,2699.199591
plate 16,Smarce1.3,E09,2788.89382
Control 1,shSmarca4.4,E05,2702.906924
control 3,shWhsc1.1,B06,2828.388339
plate 14,Prmt3.3,F02,3374.895799
Control 1,shKlf2.4,E09,2771.415032
plate 10,Myst4.1,C09,3386.590767
plate 13,Prdm6.4,F04,3387.238087
plate 4,Cxxc1.1,B03,2775.637494
Control 1,shSp140.2,F07,2784.993959
Control 1,shCd4.3,D10,2788.749856
Control 1,shBrd8.2,C07,2789.624132
Control 1,shmll2.3,C04,2794.975507
control 3,shWhsc1.2,B07,2875.495306
Control 1,shBrd8.1,C06,2805.216533
plate 16,Smarce1.2,C05,2884.997528
plate 19,Chd7.2,B11,2889.195225
control 2,shSmarca4.2,E03,3432.747417
Control 1,shKlf2.2,E07,2818.783132
Control 1,shCd4.1,B10,2823.622005
control 3,shNcor1.2,D03,2907.482661
control 3,shCd4.1,B11,2907.849903
plate 6,Hdac3.1,B11,2838.418249
plate 14,Prmt1.3,D10,3472.338021
plate 12,Polr2b.4,F11,3476.248684
plate 6,Fkbp1a.2,D02,2853.663519
plate 6,Gadd45a.1,B06,2863.553042
plate 6,Fbxw9.3,D10,2870.593168
Control 1,shSp140.1,F06,2872.491576
plate 2,Brd2.4,G09,2881.964889
plate 15,Scml4.4,G08,2960.754321
plate 15,Rpa3.3,D10,2973.701721
plate 17,Suv420h2.2,D08,2978.228776
plate 10,Nap1l1.1,B07,3547.201855
plate 6,Gtf2b.1,D05,2917.12009
plate 14,Rbbp7.4,G02,3553.359589
plate 11,Paxip1.2,C05,3555.019688
plate 1,Atad2.4,F04,2933.139865
Control 1,shRunx3.3,F04,2939.469963
plate 14,Prmt8.1,C11,3576.204333
plate 19,Zmynd8.1,C11,3040.702617
plate 12,Ppargc1a.1,C09,3623.614764
plate 19,Dpy30.1,D03,3054.847084
control 2,shSmarca4.1,E02,3640.31283
plate 6,Hdac1.4,F04,3010.47249
plate 16,Smarcd1.2,D08,3072.749018
plate 11,Ncoa3.3,F06,3671.635582
control 2,shSmarce1.3,G04,3673.904646
Control 1,shBptf.3,B04,3035.738038
plate 17,Smyd5.1,B10,3097.625833
plate 14,Rnf217.3,D07,3690.657027
plate 14,Rnf20.2,C05,3695.253984
plate 21,Smarcb1.2,F06,3108.768967
plate 13,Prdm13.2,D06,3709.421096
plate 1,Atad2b.4,G02,3070.56966
plate 14,Prmt5.1,C03,3724.793132
plate 10,Mta2.2,E03,3747.419573
plate 17,Tcea1.2,D11,3147.520783
control 2,shCxxcl.2,D07,3749.187294
plate 12,Pcgf2.3,D10,3751.070945
plate 3,Cbx3.4,G07,3101.768609
Control 1,shmll2.1,C02,3105.311446
plate 6,Hdac4.1,C09,3106.391063
plate 7,Ing2.3,F09,3111.154122
plate 17,Sp100.2,C08,3169.240817
plate 19,Whsc1.2,D06,3174.745786
plate 1,Atad2b.2,D08,3124.620999
plate 12,Ppargc1a.3,D07,3799.197304
plate 20,Iws1.1,B09,3195.481845
plate 18,Trim66.1,B05,3204.205078
plate 14,Prmt1.1,B02,3821.608556
plate 7,Ing5.2,C07,3161.61214
plate 21,Scmh1.1,C04,3213.752201
Control 1,shBptf.4,B05,3166.798044
plate 14,Prmt1.2,C04,3834.650073
plate 1,Ash1l.2,E07,3179.371121
control 3,shBrd8.4,C09,3226.10623
plate 5,Ep300.4,G03,3192.124505
plate 19,Wbp7.1,B02,3238.155098
control 3,shSmarca4.3,E04,3238.584683
plate 8,Kat2a.4,G08,3870.544231
plate 16,Smarca4.4,G11,3251.834745
plate 19,Cbx2.2,E10,3255.882699
plate 4,Cxxc1.3,D04,3223.441207
plate 20,Prdm16.3,D07,3266.67946
control 3,shRunx3.1,F02,3267.484844
plate 2,Brd3.3,E06,3233.155401
plate 13,Prkcd.4,G05,3906.971322
plate 15,Sin3a.1,C09,3285.826026
control 2,shSmarce1.2,G03,3923.579162
plate 11,Nap1l2.2,C04,3926.114758
plate 6,Gadd45a.2,C08,3258.65531
plate 13,Prdm11.1,B10,3936.409122
plate 21,Smarca2.1,F02,3313.831563
plate 5,Fbxo44.1,B07,3287.295568
plate 6,Gtf3c4.3,F09,3289.669729
plate 19,Zmynd11.1,B09,3333.860271
plate 16,Sirt1.3,D10,3337.065802
plate 14,Prmt8.4,G03,3982.042987
plate 16,Smarca5.3,D04,3340.908822
control 2,shWhsc1.2,B07,3985.76019
plate 6,Hdac3.3,E09,3307.402829
plate 7,Ing2.1,C11,3308.950333
plate 16,Smarca4.3,F08,3347.50074
plate 15,Setdb2.3,E06,3348.976927
control 3,shCd4.3,D11,3362.342982
plate 17,Taf3.2,D03,3366.156926
plate 16,Sirt3.2,D02,3368.089864
plate 8,Kat5.3,F05,4020.505322
plate 6,Hdac4.3,D07,3337.480049
plate 3,Brwd1.4,E04,3342.346062
plate 1,Ash2l.1,B09,3349.420166
control 3,shmll2.1,C02,3384.169245
control 3,shCd4.4,E10,3399.908744
plate 4,Chd3.1,B02,3372.352617
plate 15,Sin3a.3,D07,3403.930215
plate 14,Rbbp7.3,E10,4063.078884
plate 7,Ing5.4,F04,3384.937433
plate 14,Rbbp5.1,B04,4079.945275
control 2,shCd4.2,C10,4081.08207
control 2,shCd4.2,C11,4081.230649
plate 6,Fkbp1a.3,E08,3392.658526
plate 19,Brd7.2,B04,3420.326391
plate 6,Hdac1.3,E06,3404.875346
plate 12,Phf20.2,C10,4099.529692
Control 1,shBptf.2,B03,3416.778542
plate 12,Phip.1,B08,4110.124775
plate 2,Brd3.1,B04,3427.533684
plate 12,Phf1.1,B09,4124.478607
plate 18,Ube2i.1,C06,3454.955801
plate 19,Actl6a,E03,3455.220278
plate 14,Rbbp7.1,C06,4126.83725
plate 12,Phf20.1,B03,4127.900423
plate 2,Brd9.3,E09,3438.001391
plate 6,Hat1.3,F08,3442.46563
plate 3,Brwd1.1,B02,3443.518988
plate 15,Setmar.3,E10,3468.691827
plate 10,Mta3.4,G09,4144.683343
plate 15,Rpa3.2,C04,3471.588929
plate 11,Nsd1.1,C11,4153.861234
plate 16,Sirt5.1,C03,3479.383667
plate 1,Asxl2.4,G11,3458.257914
plate 6,Hdac2.1,B08,3464.244372
plate 16,Smyd2.1,C09,3487.000511
control 3,shSp140.3,F08,3488.951241
plate 14,Prmt6.4,G07,4169.049288
plate 16,Smarcd1.4,G02,3494.766882
plate 19,Clock.3,C09,3496.512088
plate 15,Setdb1.3,D04,3498.156645
plate 18,Usp22.1,B11,3500.880758
plate 7,Jarid2.1,B08,3491.935763
plate 2,Brpf1.2,D03,3492.817184
plate 20,Kdm4b.3,B05,3515.987889
plate 3,Chaf1b.2,C02,3502.793181
plate 6,Hdac10.3,E10,3503.784781
plate 1,Arid2.2,D06,3504.232092
plate 11,Paxip1.1,B11,4208.553751
plate 1,Aurkb.2,D11,3508.673679
plate 17,Suz12.2,C02,3526.920511
plate 11,Ncor1.2,E07,4218.36463
plate 7,Ing4.3,D04,3519.509025
plate 7,Jhdm1d.3,E09,3519.978617
plate 14,Prmt3.4,G08,4228.261019
plate 21,Smarcc1.1,F10,3539.531676
plate 8,Kdm4c.2,C05,4230.269707
Control 1,shRunx3.2,F03,3527.415446
plate 15,Sin3b.4,G05,3548.828146
plate 1,Actl6b.1,B02,3537.927134
control 2,shNcor1.4,D05,4248.352286
control 2,shBrd8.4,C09,4248.532271
plate 7,Jmjd4.2,D11,3543.244174
plate 6,Hdac1.1,B04,3544.514117
control 2,shRunx3.1,F02,4255.355495
plate 1,Ash2l.3,E11,3548.186549
plate 16,Smarca1.4,G03,3564.155105
plate 15,Sfmbt1.1,B08,3567.879981
plate 9,L3mbtl3.3,F08,4267.769561
plate 7,Ing4.1,B03,3559.382476
plate 18,Ube2e1.2,C07,3573.32786
plate 7,Jmjd1c.3,D07,3563.922347
plate 12,Pcgf6.1,B06,4275.591621
plate 2,Brd8.4,F07,3565.928048
plate 3,Cbx3.1,D05,3570.71838
plate 7,Ing5.1,B04,3572.662323
plate 7,Hdac7.1,B02,3576.047237
plate 5,Ep400.3,F08,3582.6146
plate 2,Brd9.2,C05,3585.368359
plate 19,Wbp7.3,D10,3596.142476
plate 14,Ring1.2,C02,4302.594909
plate 12,Phf2.1,B05,4307.447635
plate 14,Ring1.3,E05,4308.648115
plate 12,Prdm1.3,F03,4308.670661
plate 18,Ube2b.1,B03,3607.315333
plate 8,Kdm2b.4,G09,4314.040096
plate 7,Hltf.1,B09,3600.159823
plate 19,Cecr2.1,B08,3609.76284
plate 6,Hcfc1.4,G09,3603.20811
control 3,shCd4.1,B10,3613.909541
control 3,shSmarce1.4,G05,3616.134581
plate 18,Usp22.4,F11,3616.289813
plate 11,Pcgf1.3,F03,4327.985552
plate 15,Sfmbt2.1,B11,3619.717762
plate 7,Hdac9.2,C08,3612.465097
control 2,shSmarca4.3,E04,4331.037165
plate 6,Hdac6.1,B07,3615.361377
plate 10,Mll3.3,F02,4332.554718
plate 20,Parp2.3,D08,3623.743912
plate 8,Jmjd6.4,G04,4334.249703
plate 17,Suv420h1.1,B04,3626.023192
control 2,shWhsc1.1,B06,4337.123256
plate 9,Mbd2.2,D08,4337.374456
plate 19,Chd7.1,F07,3628.164491
plate 16,Smarce1.4,F11,3628.499101
plate 14,Rbbp4.4,G09,4339.037955
plate 1,Actl6b.2,C04,3628.174011
plate 8,Kdm4d.3,D07,4346.991057
plate 2,Brd1.2,E03,3630.071033
plate 2,Baz1b.2,D02,3634.146141
control 3,shKlf2.4,E09,3641.799602
plate 3,Chd1l.1,C09,3637.486183
plate 19,Brdt.2,F04,3643.534923
plate 16,Sirt1.1,B02,3643.651001
plate 8,Kdm3b.1,C06,4358.046567
plate 4,Chd8.3,F05,3638.876089
plate 3,Brwd3.2,D02,3640.942203
Control 1,shBptf.1,B02,3644.982014
plate 12,Ppargc1a.2,D03,4366.335906
plate 6,Hdac10.4,G02,3648.265737
plate 8,Kdm2a.4,G11,4371.054226
plate 21,Smyd1.3,G10,3655.536367
plate 19,Cbx2.1,D08,3657.804138
plate 7,Hells.1,C03,3653.924861
plate 2,Brpf1.1,C09,3655.456673
plate 3,Chd2.1,B07,3655.620267
plate 3,Cbx7.2,C10,3668.695764
plate 7,Ing3.3,F08,3669.220321
plate 7,Hdac8.3,E08,3674.444883
plate 18,Tdg.2,C04,3677.327534
plate 1,Atm.3,E05,3675.74705
plate 18,Usp51.2,D11,3680.68982
plate 14,Prmt6.2,E07,4403.957509
plate 21,Setd7.2,B06,3681.681048
plate 17,Sp140.3,F05,3682.896745
plate 15,Sin3b.1,B07,3682.950268
plate 19,Clock.2,F11,3685.95091
plate 7,Ino80.2,D08,3685.530598
plate 7,Jarid2.3,E05,3686.717394
plate 6,Hat1.1,B05,3689.841247
plate 7,Jhdm1d.1,B11,3692.152769
plate 14,Rbbp5.3,E06,4418.164391
control 3,shNcor1.4,D05,3694.293884
plate 6,Hdac6.2,D11,3694.719012
plate 16,Sirt7.2,D09,3698.677904
plate 15,Sin3b.2,D11,3699.968952
plate 19,Whsc1.1,C03,3700.533186
plate 16,Smyd3.3,F03,3700.59469
plate 7,Ing3.1,B05,3702.492992
plate 7,Ino80.3,E10,3706.403625
plate 8,Kdm2b.2,C10,4437.242847
control 2,shNcor1.2,D03,4439.41649
plate 15,Setd2.3,F05,3713.046952
plate 3,Chd1.1,B11,3720.633238
plate 15,Sin3b.3,F03,3720.117589
plate 5,Elp4.2,D09,3722.488719
plate 12,Phf19.2,E02,4453.553819
plate 15,Setd4.2,D09,3722.886489
Control 1,shmll2.4,C05,3725.599193
control 2,shSmarce1.1,G02,4456.322841
plate 16,Sirt5.4,F10,3724.609139
plate 16,Sirt6.1,D05,3724.854956
plate 14,Rbbp7.2,D08,4458.285419
control 3,shRunx3.3,F04,3726.777471
plate 7,Hltf.2,D09,3730.084455
plate 16,Smarcd1.1,C06,3730.590404
plate 1,Aff1.2,D02,3735.484786
plate 10,Mll3.1,B06,4470.312454
plate 17,Suv39h2.1,B03,3737.45667
plate 19,Arid1a.1,F08,3741.530793
plate 11,Pcgf1.1,B07,4485.4893
plate 1,Aff1.3,E08,3753.223892
plate 7,Ing4.2,C10,3753.614716
plate 14,Rbbp5.4,F04,4487.242747
plate 5,Ezh1.4,F07,3754.200409
plate 14,Psip1.1,B05,4489.280859
plate 3,Cbx3.2,E07,3758.627604
plate 6,Gadd45a.4,G08,3759.449405
plate 14,Prmt3.1,B06,4493.988378
plate 7,Jmjd1c.4,G06,3760.254719
plate 21,Smarca2.3,C03,3758.043645
plate 12,Phf19.1,C11,4498.153834
plate 1,Atrx.3,D07,3763.968568
control 2,shSp140.3,F08,4498.760637
plate 18,Trim24.4,G07,3759.947586
plate 12,Polr2b.3,E09,4501.329475
plate 4,Dnmt3b.1,B11,3770.12057
plate 2,Brd2.2,C10,3772.311251
plate 19,Brd7.1,G09,3767.714534
plate 11,Ncoa1.3,F02,4510.425932
plate 1,Atad2b.3,E10,3775.83235
plate 16,Smarce1.1,B11,3770.233434
plate 3,Chaf1a.4,G02,3780.190771
plate 6,Hcfc1.1,B03,3781.650332
plate 6,Hat1.4,G11,3783.171512
plate 12,Phf2.2,E03,4521.742132
plate 6,Fbxw9.2,C04,3785.69144
plate 15,Setd2.2,E07,3787.594926
plate 6,Gtf3c4.2,E02,3796.876673
plate 12,Phf20.3,D04,4539.624147
plate 8,Kdm3b.4,G02,4541.250208
plate 18,Uhrf1.3,E05,3793.259717
plate 6,Gadd45b.3,F06,3804.892687
plate 2,Baz2a.2,C08,3805.675454
plate 12,Phf1.2,D09,4546.01111
plate 11,Ncoa1.1,B06,4547.070901
plate 6,Hat1.2,E03,3810.673445
plate 19,Zmynd11.2,D09,3803.425528
plate 11,Ncor1.4,G07,4555.851265
plate 11,Pcgf1.2,D11,4559.924573
plate 7,Hdac9.1,B06,3818.774857
plate 15,Sfmbt2.3,E09,3809.222901
plate 1,Atrx.1,C09,3821.584336
plate 14,Prmt6.3,F05,4568.197949
plate 9,L3mbtl2.2,E02,4569.811814
plate 18,Tet2.1,B06,3817.213907
plate 14,Rnf40.1,B07,4571.003675
plate 8,Kdm4d.1,C09,4571.478527
plate 1,Atr.4,F11,3830.13707
plate 14,Prmt7.3,E11,4576.300117
control 2,shCd4.1,B11,4576.678049
plate 14,Rnf40.4,G05,4578.765594
plate 3,Carm1.1,B06,3835.693927
plate 3,Chd2.4,G05,3838.481176
control 2,shSp140.4,F09,4586.853411
plate 16,Smyd3.1,B07,3832.073265
plate 10,Mll3.4,G08,4590.119692
plate 19,Fbxo17.1,G05,3833.585437
plate 11,Padi1.1,B03,4591.45248
control 3,shSmarca4.4,E05,3835.942661
plate 6,Hdac1.2,C07,3849.671609
plate 18,Trim24.2,E07,3837.939149
plate 5,Eed.2,D02,3853.154917
plate 9,Mecom.2,D03,4598.612777
plate 14,Rbbp5.2,C07,4601.281508
plate 12,Phf20l1.3,E06,4605.213379
plate 21,Setd3.1,B10,3848.793291
plate 15,Scml4.2,C08,3851.454042
plate 14,Prmt7.2,D09,4613.392242
plate 14,Prmt8.2,E02,4615.237439
plate 5,Epc2.1,B04,3869.577738
plate 12,Phc1.1,D05,4617.039528
plate 2,Brd1.3,F08,3870.13912
plate 6,Hdac2.2,C02,3870.994529
plate 12,Pcmt1.4,F10,4618.978065
plate 2,Baz2a.1,B06,3872.143257
plate 6,Hdac6.3,F03,3873.056888
plate 19,Actb,B05,3859.783263
plate 16,Sirt7.1,B09,3864.197623
plate 17,Smyd4.4,E04,3868.928205
plate 20,Fkbp5.1,D02,3870.701133
plate 17,Suv420h2.4,G02,3873.074416
plate 6,Hdac10.1,C06,3890.502821
plate 16,Sirt3.4,G04,3873.906907
plate 19,Eaf1.1,B07,3874.094957
plate 15,Scml2.2,D02,3874.714325
plate 15,Scml2.1,B10,3880.164522
plate 10,Morf4l1.3,F05,4652.969512
plate 3,Cbx1.1,C03,3902.766253
plate 21,Smarca2.2,G08,3888.588028
plate 7,Jhdm1d.4,F11,3907.258758
plate 3,Chd2.3,F03,3909.357928
plate 8,Kdm1b.4,G03,4664.633717
plate 17,Smyd4.2,C04,3894.293923
plate 18,Trim24.1,D05,3894.494141
plate 14,Prmt3.2,C08,4668.121599
plate 12,Phc1.2,E07,4669.951617
plate 21,Ube2a.1,C11,3899.570882
plate 20,Padi2.1,B03,3899.793612
plate 10,Myst2.4,F07,4672.978831
plate 17,Sp110.1,C03,3900.645462
plate 19,Clock.1,E09,3905.473313
plate 1,Atm.1,B08,3930.393855
plate 8,Kdm2b.3,D04,4686.39988
plate 21,Setd3.3,E08,3920.566046
plate 5,Ezh1.2,C02,3944.84643
plate 6,Gadd45b.1,C03,3946.918151
plate 11,Nap1l3.3,E08,4705.12292
plate 2,Brd3.2,C07,3948.408031
plate 4,Dnmt3b.2,C05,3949.67782
plate 10,Mll5.2,D06,4710.604695
plate 5,Epc2.4,F04,3955.064075
control 3,shmll2.3,C04,3932.746646
plate 16,Smyd3.4,G05,3932.833982
control 3,shSp140.1,F06,3933.489311
plate 12,Phf8.3,E10,4714.010168
control 2,shCd4.4,E11,4714.442305
plate 15,Setdb1.2,C10,3934.875967
plate 21,Setd3.2,D02,3935.125946
plate 6,Gtf2f1.1,B09,3958.675996
plate 3,Chaf1a.1,C06,3963.767417
plate 12,Pcgf2.4,E04,4722.827772
plate 3,Chd1.4,F11,3965.619976
plate 19,Zmynd11.3,E11,3942.855223
plate 7,Hdac9.3,F02,3966.629571
plate 2,Brd8.3,E05,3967.000663
plate 18,Uhrf1.2,C02,3943.861083
plate 12,Ppargc1a.4,G06,4728.525798
plate 7,Hira.2,E07,3970.975987
plate 10,Mll5.1,C03,4731.048881
plate 17,Suv39h1.4,G11,3950.678647
plate 12,Polr2b.1,B11,4735.403004
plate 1,Arid2.3,F06,3976.892037
plate 3,Carm1.2,C08,3977.394354
plate 14,Rnf217.4,G06,4741.142143
plate 14,Psip1.3,F08,4744.870725
plate 7,Hltf.3,E11,3985.486528
plate 14,Prmt2.1,B10,4747.239518
plate 10,Mta1.4,G03,4749.210891
plate 1,Arid2.4,F10,3989.759889
plate 16,Smarca1.2,E02,3965.493052
plate 16,Smarca1.1,C11,3965.886559
plate 15,Scml2.3,E08,3967.43656
plate 3,Carm1.4,G08,3993.770009
plate 12,Prdm1.2,D11,4756.384908
plate 19,Wdr5.1,B10,3968.689067
plate 21,Setd7.1,G04,3969.408006
plate 15,Setd8.1,B05,3970.175463
plate 7,Ino80.4,G02,3997.465218
plate 20,Fkbp5.2,E08,3972.119694
plate 6,Gadd45a.3,F02,3999.570918
plate 12,Phf2.4,G11,4765.514614
control 2,shBrd8.3,C08,4768.31259
control 2,shSmarce1.4,G05,4768.840417
plate 6,Gadd45b.4,F10,4005.415016
plate 16,Sirt7.3,E11,3978.749355
control 3,shBptf.3,B04,3985.18115
plate 4,Dnmt3l.3,D07,4014.525066
plate 10,Msl3.2,D09,4779.708899
plate 8,Kdm4d.2,D03,4781.944537
plate 20,H2afz.1,G08,3992.369819
plate 11,Ncoa1.2,C08,4787.649222
plate 20,H2afz.3,D06,3993.75655
plate 10,Msl3.3,E11,4787.813625
plate 8,Kdm2a.3,F08,4788.286736
plate 19,Wbp7.4,E04,3999.30869
plate 14,Prmt7.1,B09,4797.555807
plate 12,Phip.2,C02,4798.841768
plate 15,Setmar.1,C06,4002.871474
plate 7,Hdac7.3,D10,4033.563627
plate 3,Brwd3.3,E08,4035.240413
plate 4,Crebbp.1,C11,4036.864482
plate 7,Hira.3,F05,4036.910768
plate 11,Pcgf1.4,G05,4804.805242
plate 2,Brd1.1,B05,4038.550646
plate 11,Ncor2.2,D09,4807.100075
plate 21,Satb1.3,B02,4011.357037
plate 8,Kdm4d.4,G06,4810.546482
plate 16,Smarcd3.2,C02,4015.28177
plate 2,Brd2.3,D04,4046.409284
plate 12,Phf1.3,E11,4815.664185
plate 20,Mecp2.1,E03,4018.766304
plate 7,Hdac8.4,G04,4050.454405
plate 7,Jmjd1c.2,D03,4051.480333
plate 3,Cbx8.3,E06,4052.357586
