plate_well,shRNA,Percentage
control3_B05,shBptf.4,16.37478598
13_F05,Prdm14.3,1.149425287
control3_E06,shKlf2.1,16.39279385
3_F04,Cbx8.4,0.452488688
2_E09,Brd9.3,0.453857791
12_F02,Pcgf6.3,1.154734411
2_E11,Bop1.3,0.454338937
14_G05,Rnf40.4,1.164021164
10_G04,Mll2.4,1.166407465
10_F03,Nap1l1.3,1.168647995
13_C10,Prdm5.2,1.173222912
19_C02,Cecr2.2,16.5125564
16_D06,Sirt5.2,16.51362768
3_E08,Brwd3.3,0.471698113
control_D11,shCd4.3,1.177536232
10_D10,Mll1.3,1.179203145
1_F03,Aurkb.3,0.474683544
9_G06,Mecom.4,1.182931981
11_G05,Pcgf1.4,1.183791167
control_E02,Smarca4.1,1.184366364
13_E06,Prdm6.3,1.185277604
9_G09,L3mbtl4.4,1.18556701
11_B06,Ncoa1.1,1.187111362
15_G08,Scml4.4,16.59684871
control3_B09,shWhsc1.4,16.60378926
14_E08,Prmt2.3,1.194712761
11_D06,Ncoa3.2,1.195344448
15_B04,Setdb2.1,16.6289559
12_F07,Phip.4,1.199261993
4_E07,Chd8.2,0.488599349
7_F02,Hdac9.3,0.490677134
13_C03,Prdm13.1,1.202034212
10_E07,Morf4l1.2,1.203208556
14_F09,Prmt8.3,1.204281891
9_F11,Mbd4.4,1.205156951
12_F09,Phf19.3,1.212908815
11_G09,Padi1.4,1.213592233
5_C09,Fbxl19.1,0.502272184
12_F04,Phf20l1.4,1.222596965
12_D11,Prdm1.2,1.223845243
8_B10,Jmjd6.1,1.225490196
16_E06,Smarcc2.3,16.79748494
5_G05,Fbxo44.4,0.511182109
11_B02,Nap1l2.1,1.233793392
12_E06,Phf20l1.3,1.234567901
3_C09,Chd1l.1,0.516224189
1_C08,Aff4.2,0.516605166
control_C05,mll2.4,1.235465116
7_G04,Hdac8.4,0.520632472
control1_D04,shNcor1.3,0.521059488
16_E04,Sirt1.4,16.86465283
10_F08,Mta2.3,1.242027526
6_D07,Hdac4.3,0.523560209
4_C05,Dnmt3b.2,0.524475524
2_C03,Baz2b.1,0.526513727
12_D05,Phc1.1,1.25
11_D07,Pbrm1.3,1.252184042
2_C09,Brpf1.1,0.532978015
4_G07,Chd8.4,0.535475234
4_G11,Ctsl.4,0.535782625
9_E04,Kdm5b.4,1.261092947
2_C10,Brd2.2,0.53667263
control_F06,Sp140.1,1.266551526
14_E05,Ring1.3,1.267387944
16_F06,Sirt5.3,17.00861787
13_E11,Prdm15.3,1.269451269
4_B09,Chd9.1,0.543970988
3_B11,Chd1.1,0.547945205
control_E08,Klf2.3,1.276452805
16_B08,Smarcd3.1,17.05197445
control_F07,Sp140.2,1.277515723
11_D11,Pcgf1.2,1.279279279
2_B10,Baz1b.1,0.55157198
8_E04,Jmjd5.4,1.281588448
5_E03,Ep400.2,0.552486188
7_G10,Hltf.4,0.553797468
2_B03,Brd2.1,0.554715078
control3_E02,shSmarca4.1,17.10537274
11_D03,Pbrm1.2,1.290738948
control1_E05,shSmarca4.4,0.563027839
15_F09,Setd5.3,17.14661606
9_F04,Mbd1.4,1.298205422
1_D09,Ash2l.2,0.566572238
5_C06,Ercc5.1,0.566973777
12_G06,Ppargc1a.4,1.301518438
8_C05,Kdm4c.2,1.30172013
5_D11,Fbxo44.2,0.569166048
13_B09,Prdm15.1,1.305970149
12_B09,Phf1.1,1.306477953
10_G05,Nap1l1.4,1.307800093
13_D09,Prdm15.2,1.308411215
control_D02,Ncor1.1,1.308971912
3_G05,Chd2.4,0.573613767
3_G03,Cbx5.4,0.574241181
control3_F08,shSp140.3,17.22243652
15_E02,Setd5.2,17.22300248
control3_E11,shCd4.4,17.23095974
6_F03,Hdac6.3,0.576368876
9_C10,L3mbtl4.2,1.315519013
control_D04,Ncor1.3,1.319894408
5_E11,Elp4.3,0.58411215
13_F07,Prdm9.4,1.322678424
6_D05,Gtf2b.1,0.585121204
control1_D02,shNcor1.1,0.587544066
control3_F06,shSp140.1,17.32704875
11_F02,Ncoa1.3,1.331853496
18_D02,Tet1.2,17.34296482
7_F07,Jarid2.4,0.59347181
7_F11,Jhdm1d.4,0.593548387
20_F02,Gtf2h1.3,17.36731892
control_E04,Smarca4.3,1.343196418
15_B05,Setd8.1,17.39856207
7_G05,Jmjd4.4,0.600885515
17_C06,Suv420h2.1,17.40074559
6_B07,Hdac6.1,0.602006689
19_D03,Dpy30.1,17.40789327
2_F07,Brd8.4,0.60296846
control3_E08,shKlf2.3,17.41315314
5_G07,Elp3.4,0.603188281
16_E05,Smarcd3.3,17.41621709
4_D06,Chd6.2,0.605449041
4_B04,Dmap1.1,0.606060606
12_D08,Phf8.2,1.351351351
12_C06,Phf8.1,1.351808043
19_B08,Cecr2.1,17.44756632
15_C03,Setd1a.1,17.48561736
6_B11,Hdac3.1,0.614124872
5_C03,Ehmt2.1,0.615611918
9_E03,L3mbtl3.2,1.363193768
3_F11,Chd1.4,0.616246499
3_D04,Cbx7.3,0.617283951
12_B11,Polr2b.1,1.368343195
6_C07,Hdac1.2,0.620155039
6_B02,Fbxw9.1,0.620915033
5_B04,Epc2.1,0.621393697
20_E04,Fkbp2.2,17.5528947
17_F09,Supt16h.3,17.55450175
16_D11,Smyd3.2,17.56465278
17_D03,Taf3.2,17.57138149
1_F08,Asxl2.3,0.626740947
4_D05,Chd8.1,0.628019324
2_F09,Bptf.3,0.628930818
10_F11,Myst3.4,1.381449112
16_C06,Smarcd1.1,17.61118226
8_G05,Kdm5a.4,1.386511469
16_F04,Smarcc2.4,17.62393986
5_F02,Ehmt1.3,0.634920635
6_E04,Fbxw9.4,0.635395253
2_D11,Brpf3.2,0.636132316
11_B08,Parp1.1,1.390860062
2_G10,Bop1.4,0.638297872
15_C05,Sfmbt2.2,17.65060444
1_D10,Actl6b.3,0.640439158
control_E05,Smarca4.4,1.395471301
21_C03,Smarca2.3,17.66602441
19_F03,Eaf1.3,17.67652234
1_E10,Atad2b.3,0.643915003
8_D08,Kdm3b.2,1.400329489
15_C08,Scml4.2,17.69179337
3_F09,Cbx5.3,0.650406504
20_B06,Gtf2h1.1,17.73144502
10_G03,Mta1.4,1.408450704
18_F08,Trim66.3,17.7551601
12_G10,Phf1.4,1.414979263
4_D10,Chd3.3,0.658761528
control_D05,Ncor1.4,1.424211597
1_G07,Ash1l.4,0.663176265
control_B09,Whsc1.4,1.425460305
5_C08,Ehmt1.2,0.664451827
17_D05,Sp140.1,17.83944008
16_C09,Smyd2.1,17.84793346
11_D05,Ncor1.1,1.430976431
3_E03,Cbx6.2,0.670241287
control1_G02,shSmarce1.1,0.670337563
control1_E02,shSmarca4.1,0.670498084
9_C02,Mbd3.2,1.437290805
10_C09,Myst4.1,1.439864483
8_C02,Kdm4a.2,1.441641253
9_G05,Men1.4,1.443547001
20_C08,Gtf2h1.2,17.92391684
15_E05,Sfmbt1.3,17.93711701
20_C03,H2afz.2,17.93767822
16_G06,Smyd2.4,17.94356075
2_F02,Baz2a.3,0.682593857
11_B05,Orc1.1,1.451421801
4_B07,Dot1l.1,0.684150513
9_F05,Kdm6b.3,1.454445664
4_G10,Chd9.4,0.686498856
5_D08,Ercc5.2,0.686498856
3_E04,Brwd1.4,0.687285223
20_E05,Phc3.3,17.98855043
4_F05,Chd8.3,0.689061154
6_F05,Gtf2b.3,0.692041522
3_E11,Cbx4.3,0.692383778
control3_F03,shRunx3.2,18.01298861
9_G08,Kdm5d.4,1.463414634
9_B03,L3mbtl4.1,1.475641803
11_G11,Orc1.4,1.476468779
control3_D10,shCd4.3,18.09434222
9_F07,Mbd3.4,1.481481481
3_C10,Cbx7.2,0.707964602
6_G07,Gtf2b.4,0.708215297
14_F08,Psip1.3,1.485992692
2_G05,Brpf3.4,0.713012478
10_D06,Mll5.2,1.488981537
4_F02,Chd5.3,0.713386488
12_B10,Pcgf5.1,1.489361702
13_D03,Prkaa2.2,1.490066225
10_G08,Mll3.4,1.493670886
20_F05,Hdac5.2,18.17640302
4_F09,Crebbp.3,0.717547293
13_C09,Prkaa2.1,1.497299951
16_B11,Smarce1.1,18.19615087
12_E11,Phf1.3,1.500223914
control_B07,Whsc1.2,1.50332466
11_B10,Nap1l3.1,1.503759398
6_E09,Hdac3.3,0.725426188
7_B04,Ing5.1,0.725725726
4_F07,Dnmt3a.4,0.725952813
14_E07,Prmt6.2,1.50562226
7_B07,Jmjd4.1,0.729483283
1_B05,Asxl2.1,0.729927007
1_E09,Atr.3,0.729927007
7_D11,Jmjd4.2,0.729927007
11_E09,Paxip1.3,1.511969761
control1_B02,shBptf.1,0.735539953
4_G08,Chd5.4,0.73664825
18_E05,Uhrf1.3,18.32739168
16_E03,Smarca4.2,18.33652716
3_D11,Chd2.2,0.741198271
18_F11,Usp22.4,18.33987396
15_B09,Setd4.1,18.34690768
16_C02,Smarcd3.2,18.35358464
1_B04,Atad2.1,0.743931088
3_E05,Chaf1b.3,0.744416873
14_C06,Rbbp7.1,1.529535865
6_E11,Gtf2f1.3,0.745434215
20_D03,Prdm16.2,18.37660719
control1_E03,shSmarca4.2,0.747198007
control_C09,Brd8.4,1.534466478
17_D07,Taf3.3,18.3895569
19_E02,Zmynd8.2,18.39424204
5_F07,Ezh1.4,0.75103267
4_F04,Dmap1.4,0.751445087
17_B07,Tcea1.1,18.40968624
12_E10,Phf8.3,1.539538139
1_G06,Atrx.4,0.753669179
2_F03,Brpf3.3,0.755287009
20_C11,Jmjd8.2,18.43779688
2_G03,Bptf.4,0.757134537
11_C06,Padi6.1,1.546157344
3_B10,Brwd3.1,0.758396533
11_E03,Orc1.2,1.547531319
3_G08,Carm1.4,0.758725341
17_C11,Supt16h.1,18.45737928
6_G10,Gtf2f1.4,0.758853288
control1_E04,shSmarca4.3,0.759361089
2_F08,Brd1.3,0.759668508
12_D07,Ppargc1a.3,1.551991723
9_C08,Kdm5d.2,1.553449184
16_G02,Smarcd1.4,18.49164482
5_G10,Elp4.4,0.764175455
18_F06,Tet3.3,18.49523594
control3_C09,shBrd8.4,18.49668972
20_F07,Phf10.1,18.50334309
8_C11,Kdm1b.1,1.558935361
14_D06,Prmt5.2,1.56043956
control_F02,Runx3.1,1.560501407
1_D06,Arid2.2,0.770218228
12_E09,Polr2b.3,1.5651679
20_E02,Jmjd8.3,18.54871629
14_G06,Rnf217.4,1.566820276
16_B06,Sirt4.1,18.56087937
7_C06,Ino80.1,0.775775776
12_G05,Prdm1.4,1.57116451
18_G04,Tet1.4,18.59020891
10_D07,Myst4.3,1.574560049
2_B05,Brd1.1,0.779816514
18_C04,Tdg.2,18.60907481
12_E05,Phip.3,1.577669903
3_D02,Brwd3.2,0.782268579
7_F03,Jmjd4.3,0.782472613
10_C03,Mll5.1,1.579077227
control_F09,Sp140.4,1.582591494
11_B09,Ncor2.1,1.582887701
18_D08,Ube2i.2,18.64123431
6_C11,Gtf3c4.1,0.786516854
19_C03,Whsc1.1,18.64590261
17_B11,Taf1.1,18.67115913
2_C04,Baz1a.2,0.791556728
control3_E09,shKlf2.4,18.6803945
11_C10,Padi1.2,1.594720924
11_C08,Ncoa1.2,1.595375723
12_D06,Pcmt1.2,1.597444089
15_E08,Scml2.3,18.7290914
16_C08,Sirt4.2,18.72995015
13_C07,Prdm6.2,1.601671309
control3_C04,shmll2.3,18.73814621
control3_E04,shSmarca4.3,18.74359802
6_F08,Hat1.3,0.801644399
10_G06,Myst4.4,1.605839416
6_F02,Gadd45a.3,0.803858521
14_C08,Prmt3.2,1.608533695
8_F05,Kat5.3,1.611535199
8_F09,Kdm1b.3,1.612903226
8_E08,Jmjd6.3,1.614832536
control_B11,shCd4.1,1.617440225
13_D06,Prdm13.2,1.617795753
17_D06,Sp110.2,18.82039801
15_B06,Scml4.1,18.83290939
9_B07,Men1.1,1.623875357
11_C05,Paxip1.2,1.625441696
4_B05,Ctsl.1,0.819672131
2_G06,Brpf1.4,0.821917808
16_D05,Sirt6.1,18.88655286
2_E04,Baz1a.4,0.823045267
1_C06,Atad2b.1,0.82400169
9_F08,L3mbtl3.3,1.632406288
18_C07,Ube2e1.2,18.90748149
3_G09,Cbx7.4,0.82697201
3_B04,Cbx8.1,0.828025478
7_E04,Hdac7.4,0.828088771
20_C06,Parp2.2,18.92450636
13_C05,Prkaa1.2,1.64305949
15_D08,Setmar.2,18.95306043
8_E05,Kdm4a.3,1.643426295
20_E03,Mecp2.1,18.96454129
8_C04,Jmjd5.2,1.648460775
17_C10,Suv39h2.2,18.99039277
6_F11,Hdac3.4,0.838769804
3_D05,Cbx3.1,0.838926174
10_E05,Myst2.3,1.651917404
19_F05,Whsc1l1.3,19.01388801
20_C05,Phf10.3,19.03561529
15_F03,Sin3b.3,19.04608767
8_F10,Kat2b.4,1.661392405
4_F11,Dnmt3b.4,0.847457627
6_C06,Hdac10.1,0.847457627
9_G04,Kdm5c.4,1.662292213
3_C07,Cbx8.2,0.847970927
3_D09,Cbx4.2,0.848563969
13_B04,Prdm6.1,1.667181229
13_E05,Prdm9.3,1.667257893
5_F10,Ehmt2.4,0.851621356
20_D02,Fkbp5.1,19.08808937
15_C06,Setmar.1,19.09166849
5_F11,Ezh2.4,0.854229815
6_G02,Hdac10.4,0.854700855
18_B08,Uhrf1.1,19.10357914
control_B05,Bptf.4,1.674546887
14_D05,Prmt6.1,1.678154031
16_C07,Smarcc2.2,19.13481468
control1_F02,shRunx3.1,0.861793808
19_B02,Wbp7.1,19.15982762
9_B06,Kdm5d.1,1.683840161
11_E04,Nap1l2.4,1.684164479
17_C04,Smyd4.2,19.16759187
16_C11,Smarca1.1,19.17110018
15_C07,Setdb2.2,19.18959796
16_G03,Smarca1.4,19.19931315
12_D04,Phf20.3,1.691331924
16_D09,Sirt7.2,19.20299306
3_B09,Cbx4.1,0.871898055
control_B10,shCd4.1,1.696389735
13_C02,Prdm9.2,1.697571167
control1_F06,shSp140.1,0.876753507
1_B03,Asxl3.1,0.877192982
5_E07,Elp3.2,0.878594249
2_D07,Brpf1.3,0.88691796
18_C05,Usp22.2,19.31676976
6_B05,Hat1.1,0.890507994
10_G02,Myst1.4,1.71990172
3_E09,Chd1.3,0.897363993
12_C02,Phip.2,1.729355815
2_G07,Bmi1.4,0.900163666
6_G05,Hdac6.4,0.900900901
9_F10,Kdm6a.4,1.732026144
18_B06,Tet2.1,19.43453777
20_G02,Phc2.2,19.44404608
14_E10,Rbbp7.3,1.739130435
16_E09,Smarce1.3,19.45331064
12_E07,Phc1.2,1.740733156
control_F04,Runx3.3,1.74379611
16_D10,Sirt1.3,19.47655133
13_D05,Prdm14.1,1.746724891
13_F09,Prdm2.3,1.746842247
18_G05,Usp51.4,19.4920908
13_F04,Prdm6.4,1.748351963
10_G09,Mta3.4,1.748606183
13_F03,Prkcd.3,1.749095296
15_G10,Setd4.4,19.50933802
9_G07,Kdm6b.4,1.752190238
1_F05,Ash1l.3,0.917431193
control_E06,Klf2.1,1.753034097
6_C09,Hdac4.1,0.919117647
17_C05,Taf1.2,19.54034123
17_F05,Sp140.3,19.55270273
19_E05,Cecr2.3,19.56653593
14_C09,Rnf217.1,1.761719916
18_D04,Ube2b.3,19.56833924
5_E10,Ercc5.3,0.925925926
11_F10,Ncoa3.4,1.76366843
4_G03,Crebbp.4,0.926705981
11_D09,Ncor2.2,1.764535725
11_E11,Ncor2.3,1.7645576
17_C03,Sp110.1,19.58624271
15_C04,Rpa3.2,19.58911188
1_E11,Ash2l.3,0.929839391
10_F04,Mtf2.4,1.770196331
6_E08,Fkbp1a.3,0.932066679
4_C08,Chd5.2,0.932090546
18_C03,Tet3.1,19.61969693
10_E11,Msl3.3,1.772600658
16_E08,Sirt3.3,19.62435745
20_E09,Phf17.1,19.62765878
20_G04,Fkbp5.3,19.63425555
control1_B07,shWhsc1.2,0.93723374
12_D03,Ppargc1a.2,1.779053085
17_B06,Sp100.1,19.65778333
control3_C07,shBrd8.2,19.67848658
14_F03,Rnf40.3,1.783466219
6_E05,Hdac2.3,0.942126514
4_F10,Chd6.4,0.942408377
10_F06,Mll5.3,1.785714286
17_C07,Suv420h1.2,19.70068675
18_F02,Tet2.3,19.70096413
17_D10,Smyd4.3,19.70688514
control_C07,Brd8.2,1.788532351
11_G02,Padi6.4,1.790216843
11_D04,Padi1.3,1.792357119
3_E06,Cbx8.3,0.950118765
16_F02,Sirt4.3,19.74839022
15_D11,Sin3b.2,19.75434589
12_F08,Phf2.3,1.79910045
15_C09,Sin3a.1,19.76368578
7_G03,Ing2.4,0.956388676
10_E06,Mtf2.3,1.803512103
control_G08,Wdr82.3,1.806810285
control1_C09,shBrd8.4,0.960412275
3_G11,Cbx6.4,0.96069869
11_B03,Padi1.1,1.810176125
17_E02,Supt16h.2,19.81994638
8_F04,Kdm3a.4,1.811346548
4_B11,Dnmt3b.1,0.963149079
1_G09,Asxl3.4,0.965665236
18_F03,Usp51.3,19.84700563
7_F10,Hells.4,0.967741935
16_C05,Smarce1.2,19.85851319
1_D02,Aff1.2,0.97020097
16_G08,Sirt4.4,19.88480323
1_E08,Aff1.3,0.972972973
12_G08,Pcgf6.4,1.824632539
control1_C05,shmll2.4,0.973481034
control1_E08,shKlf2.3,0.973882249
11_F07,Parp1.4,1.82574532
4_B08,Dnmt3a.1,0.975292588
8_F07,Kdm4a.4,1.828410689
14_C05,Rnf20.2,1.831854994
18_D06,Tet3.2,19.93956089
20_C10,Padi2.2,19.93997103
15_E11,Setd4.3,19.96433533
2_G09,Brd2.4,0.984251969
control3_B08,shWhsc1.3,19.96891979
1_B07,Aurkb.1,0.984455959
2_D03,Brpf1.2,0.986500519
19_B07,Eaf1.1,19.99200189
18_B10,Tet1.1,19.99209344
18_D03,Usp27x.2,20.00522759
16_F05,Sirt6.3,20.00635866
7_D04,Ing4.3,0.99009901
17_E08,Smyd5.3,20.01308492
15_D05,Setd2.1,20.01368604
13_G02,Prdm8.4,1.848739496
18_F05,Trim24.3,20.0227803
4_C04,Chd3.2,0.993377483
1_F10,Arid2.4,0.994035785
9_B04,Mbd1.1,1.851851852
19_C04,Wbp7.2,20.04142837
5_B06,Ehmt1.1,0.996796013
13_B07,Prkcd.1,1.856017998
10_B03,Mta3.1,1.857097891
4_B02,Chd3.1,0.998751561
6_C03,Gadd45b.1,0.998864926
10_B02,Mll1.1,1.857749469
5_E09,Ezh2.3,1.000834028
11_E05,Parp1.3,1.861821445
19_D09,Zmynd11.2,20.10617995
2_B06,Baz2a.1,1.007705987
3_C08,Carm1.2,1.007787448
2_B02,Baz1a.1,1.01010101
19_D04,Arid1b.3,20.14607339
20_B08,Phc3.1,20.1540611
20_F06,Hdac11.1,20.17578585
14_E06,Rbbp5.3,1.879404855
5_B07,Fbxo44.1,1.015965167
19_B03,Arid1b.1,20.19022269
control_B08,Whsc1.3,1.88347564
1_G10,Ash2l.4,1.019935095
control_G02,Smarce1.1,1.888828926
16_F08,Smarca4.3,20.23444877
7_D06,Hells.2,1.028013364
1_G08,Aff4.4,1.029269862
6_G03,Gtf3c4.4,1.029269862
control1_D10,shCd4.3,1.031873424
control1_B10,shCd4.1,1.033591731
15_E10,Setmar.3,20.30641675
4_E06,Dmap1.3,1.035196687
5_F03,Fbxo44.3,1.036757776
14_B05,Psip1.1,1.908467667
18_D10,Tdg.3,20.34005177
control3_D08,shCxxcl.3,20.34203082
11_G10,Ncor2.4,1.910828025
19_E04,Wbp7.4,20.35074441
17_G05,Tcea1.4,20.3653268
20_F03,Satb1.1,20.36671596
9_E07,Kdm6b.2,1.916537867
15_B03,Setdb1.1,20.3773756
3_G07,Cbx3.4,1.046207498
18_B04,Ube2e1.1,20.39344475
control3_F04,shRunx3.3,20.41368232
19_C07,Brd7.3,20.42644712
9_C07,Mbd1.2,1.932756191
8_D02,Jmjd6.2,1.933145389
12_F03,Prdm1.3,1.934731935
8_F02,Kat2a.3,1.939753537
11_C07,Padi4.2,1.940252541
13_D11,Prkcd.2,1.940545004
9_G03,L3mbtl2.4,1.941747573
4_C09,Dnmt3l.1,1.065162907
15_F05,Setd2.3,20.55508438
control_F03,Runx3.2,1.952214452
6_G06,Hdac4.4,1.072858287
15_G05,Sin3b.4,20.57028983
11_G08,Ncoa1.4,1.955434288
8_D11,Kdm5a.2,1.958589815
3_F05,Cbx3.3,1.078167116
5_D06,Ehmt2.2,1.078932425
12_C03,Pcmt1.1,1.961265016
16_C03,Sirt5.1,20.60796211
9_D04,L3mbtl4.3,1.962387572
20_B11,Phf10.2,20.62103813
control_E09,Klf2.4,1.969407266
20_G07,Hdac5.3,20.6498841
17_B04,Suv420h1.1,20.65108549
7_G07,Hira.4,1.086587436
17_E05,Suz12.3,20.65993833
3_B07,Chd2.1,1.090047393
control_E10,shCd4.4,1.976528721
7_G02,Ino80.4,1.092150171
2_C02,Brd8.2,1.094890511
14_B09,Prmt7.1,1.981736934
6_D03,Hdac4.2,1.097361662
5_D03,Fbxl19.2,1.098901099
7_E07,Hira.2,1.098901099
12_G03,Phf19.4,1.989247312
20_B10,Fkbp2.3,20.74966729
16_B10,Sirt3.1,20.75389326
6_D09,Gtf2f1.2,1.101783841
control3_C11,shCd4.2,20.77537809
18_B05,Trim66.1,20.77880229
control1_F04,shRunx3.3,1.105311636
control1_E07,shKlf2.2,1.105408606
16_G05,Smyd3.4,20.78951704
8_B07,Kdm5a.1,1.99803472
7_E06,Ing5.3,1.10821382
17_F03,Tcea1.3,20.81050548
15_F04,Setdb2.4,20.81218037
17_F06,Sp110.3,20.82171024
10_D09,Msl3.2,2.00477327
8_D04,Kdm2b.3,2.005571031
17_E04,Smyd4.4,20.85862638
