plate_well,shRNA,Percentage
1_E04,Actl6b.4,1.119515885
15_B10,Scml2.1,20.87483141
16_G07,Sirt6.4,20.88199403
17_E10,Suv420h2.3,20.8997742
18_F04,Ube2e1.4,20.92880836
9_B09,L3mbtl1.1,2.024291498
19_E03,Actl6a,20.93708275
11_G03,Nsd1.4,2.026221692
19_C06,Brdt.3,20.9488094
1_G05,Aurkb.4,1.132686084
2_F10,Baz2b.4,1.134089393
control3_F07,shSp140.2,20.97240706
18_F07,Uhrf1.4,20.975233
15_B08,Sfmbt1.1,20.99231179
6_B03,Hcfc1.1,1.137225171
14_B08,Ring1.1,2.037845706
19_G02,Cbx2.3,21.00321357
20_D11,Rnf2.3,21.00483354
18_D09,Trim28.2,21.01723841
9_G11,L3mbtl3.4,2.043726236
13_E04,Prdm10.4,2.045520023
5_C05,Ezh2.2,1.147315282
20_B05,Kdm4b.3,21.06470558
17_G06,Taf3.4,21.0686667
20_E11,Iws1.3,21.07017415
control_E03,Smarca4.2,2.051282051
13_F02,Prdm12.3,2.051551815
18_C11,Trim33.1,21.08994403
15_F07,Sfmbt1.4,21.09209802
20_B07,Rnf2.2,21.11178465
3_B03,Cbx7.1,1.158940397
2_D06,Baz2b.2,1.162790698
6_C02,Hdac2.2,1.163692785
17_E07,Sp140.2,21.17096604
15_E07,Setd2.2,21.17379229
13_G04,Prdm11.4,2.071881607
6_G04,Fkbp1a.4,1.167315175
7_E02,Ing2.2,1.167315175
18_G09,Ube2b.4,21.20107261
7_C04,Hdac7.2,1.168614357
5_E02,Ep300.2,1.169590643
16_D02,Sirt3.2,21.23261593
3_F08,Cbx6.3,1.173020528
control3_C08,shBrd8.3,21.25107869
control1_G05,shSmarce1.4,1.176866174
6_G08,Gadd45a.4,1.178451178
16_F10,Sirt5.4,21.28714817
7_C10,Ing4.2,1.182432432
control1_D11,shCd4.3,1.182795699
13_F11,Prkaa1.4,2.096869462
control1_E09,shKlf2.4,1.185552798
6_C08,Gadd45a.2,1.189296333
12_F10,Pcmt1.4,2.104630186
11_D08,Padi6.2,2.10688592
1_F02,Aff4.3,1.192131929
8_E03,Kdm2a.2,2.109053498
17_C09,Taf3.1,21.37759047
12_E04,Pcgf2.4,2.111984283
1_B10,Aff1.1,1.197023617
6_F10,Gadd45b.4,1.197080292
control_B04,Bptf.3,2.11337643
13_C11,Prdm2.1,2.114803625
6_D08,Hdac10.2,1.198630137
11_F04,Padi4.4,2.116153304
20_F10,Hdac11.2,21.41912072
control1_B09,shWhsc1.4,1.201298701
15_G04,Scml2.4,21.43081992
11_E02,Nsd1.2,2.120640905
9_E11,L3mbtl1.3,2.121771218
18_B11,Usp22.1,21.44865801
control3_G05,shSmarce1.4,21.46569628
9_E09,Mbd4.3,2.130681818
6_C04,Fbxw9.2,1.210653753
6_E10,Hdac10.3,1.213389121
18_B07,Usp51.1,21.51341218
21_C11,Ube2a.1,21.51450217
7_C08,Hdac9.2,1.215153681
18_D07,Usp27x.3,21.5209313
18_D11,Usp51.2,21.54047481
9_F09,L3mbtl2.3,2.142857143
15_E09,Sfmbt2.3,21.58033188
12_D10,Pcgf2.3,2.149382053
20_B03,Padi2.1,21.59780101
20_D09,Iws1.2,21.60292528
13_B06,Prdm12.1,2.153846154
15_G02,Setmar.4,21.61123312
12_B08,Phip.1,2.155928804
18_E04,Tdg.4,21.6312285
14_B11,Rnf20.1,2.159161012
20_D05,Hdac11.3,21.6363574
11_E08,Nap1l3.3,2.160493827
6_D10,Fbxw9.3,1.234567901
7_E11,Hltf.3,1.236217842
6_E02,Gtf3c4.2,1.238861117
2_D05,Bmi1.1,1.240694789
12_C11,Phf19.1,2.17020239
14_B10,Prmt2.1,2.170283806
18_E08,Tet1.3,21.71177092
20_E08,Fkbp5.2,21.71616392
8_D10,Jmjd5.3,2.176278564
12_G11,Phf2.4,2.176696543
14_F07,Ring1.4,2.177068215
13_G06,Prkaa2.4,2.177751619
20_G05,Satb1.2,21.735176
1_B06,Aff4.1,1.248049922
8_G09,Kdm2b.4,2.189781022
14_F11,Rnf20.4,2.192381474
18_G02,Ube2i.4,21.80887792
7_F08,Ing3.3,1.259445844
7_B08,Jarid2.1,1.263219741
12_C04,Pcgf2.2,2.19890055
17_F04,Suv420h1.4,21.83881352
12_B06,Pcgf6.1,2.200880352
6_B09,Gtf2f1.1,1.269265639
16_G11,Smarca4.4,21.90237004
17_F02,Sp100.3,21.91109381
19_D08,Cbx2.1,21.9273068
control1_F08,shSp140.3,1.283101283
19_C05,Chd7.3,21.97409007
4_D02,Chd4.2,1.289566237
11_G07,Ncor1.4,2.233625113
14_E03,Psip1.2,2.236966825
5_D10,Dub2a.3,1.293588301
12_D09,Phf1.2,2.241962775
17_B10,Smyd5.1,22.06393032
16_B09,Sirt7.1,22.06715231
12_E02,Phf19.2,2.246181491
4_B06,Chd5.1,1.300479124
9_F06,Kdm6a.3,2.24955009
21_E11,Smyd1.2,22.11258528
13_F08,Prdm4.3,2.252401457
17_F08,Suv39h1.3,22.12645069
17_G09,Suv39h2.4,22.14935305
19_G03,Zmynd8.4,22.17349378
20_E10,Phc2.1,22.18531673
19_D06,Whsc1.2,22.19510668
5_B03,Epc1.1,1.319796954
9_C11,L3mbtl2.1,2.272727273
17_D11,Tcea1.2,22.22493608
18_G10,Trim28.4,22.23740303
18_F10,Tet3.4,22.23840257
17_B09,Ssrp1.1,22.24363353
1_B02,Actl6b.1,1.325019486
9_C04,Kdm5b.2,2.279677509
4_C06,Dnmt1.1,1.326259947
13_B08,Prdm9.1,2.281502282
9_D09,L3mbtl1.2,2.282749676
9_C09,Mecom.1,2.285951787
20_G10,Jmjd8.1,22.30718475
15_D03,Sin3a.2,22.31218473
13_B05,Prdm4.1,2.292526364
1_C03,Arid2.1,1.336675021
control_G05,Smarce1.4,2.294747578
13_G10,Prdm15.4,2.294792586
11_E10,Padi6.3,2.296964725
1_D11,Aurkb.2,1.34529148
15_D06,Setd1a.2,22.39657051
14_D09,Prmt7.2,2.310231023
9_B05,L3mbtl3.1,2.312138728
14_F04,Rbbp5.4,2.312239221
9_B11,Mbd4.1,2.316006176
15_F02,Scml4.3,22.45051222
4_C02,Dnmt3a.2,1.355206847
7_E03,Ing3.2,1.356102461
10_C11,Mta1.1,2.321582115
control_B06,Whsc1.1,2.32359838
control1_G06,shWdr82.1,1.360946746
9_D07,Mecom.3,2.325581395
17_G02,Suv420h2.4,22.5263123
18_E02,Trim33.2,22.52832283
4_B03,Cxxc1.1,1.366742597
8_B11,Kdm4c.1,2.335279399
19_G09,Brd7.1,22.57345677
20_G09,Padi3,22.58914635
7_F05,Hira.3,1.376146789
13_C04,Prdm10.2,2.351247601
14_F05,Prmt6.3,2.355396541
19_E06,Brdt.1,22.65719058
17_B03,Suv39h2.1,22.66113169
7_B11,Jhdm1d.1,1.386377336
17_G11,Suv39h1.4,22.67246034
18_G08,Tet2.4,22.68171242
18_C02,Uhrf1.2,22.68316388
5_B02,Dub2a.1,1.394052045
17_G03,Supt16h.4,22.71388021
8_G02,Kdm3b.4,2.36869207
control_D08,Cxxcl.3,2.377841651
1_D04,Asxl3.3,1.40291807
1_F06,Arid2.3,1.404494382
4_D03,Dnmt3l.2,1.40562249
7_E05,Jarid2.3,1.40567201
5_D07,Fbxl19.3,1.408450704
10_C06,Myst1.1,2.38625517
7_D03,Jmjd1c.2,1.412566975
15_F10,Setd1a.4,22.83939912
7_G06,Jmjd1c.4,1.415571284
1_B08,Atm.1,1.415797317
13_B11,Prkaa1.1,2.395964691
8_G04,Jmjd6.4,2.396514161
1_B11,Atr.1,1.417434444
1_D07,Atrx.3,1.417434444
9_G02,Mbd2.4,2.40352065
18_E07,Trim24.2,22.9062005
18_B09,Trim28.1,22.92481651
18_G11,Trim66.4,22.94614694
control_C11,shCd4.2,2.414654455
8_D05,Kat5.1,2.415566987
1_C10,Asxl3.2,1.433915212
3_C03,Cbx1.1,1.436781609
1_G11,Asxl2.4,1.437290805
15_D04,Setdb1.3,23.00971041
19_D11,Eaf1.2,23.01501485
1_G02,Atad2b.4,1.442190174
8_B02,Jmjd5.1,2.429514097
14_E09,Rnf20.3,2.430044183
15_D02,Scml2.2,23.06935064
control1_G08,shWdr82.3,1.450151057
10_B05,Mta2.1,2.440924435
control_C08,Brd8.3,2.442428472
1_C04,Actl6b.2,1.452712719
9_E06,Mbd1.3,2.443609023
15_E04,Rpa3.4,23.11433735
17_C02,Suz12.2,23.21143715
21_E04,Scmh1.3,23.21647107
19_C09,Clock.3,23.23117129
5_F06,Ehmt2.3,1.47299509
20_F04,Parp2.1,23.24687909
16_F11,Smarce1.4,23.25411558
20_D04,Padi2.3,23.27148693
20_C07,Paf1.2,23.2781279
13_G11,Prdm4.4,2.479338843
14_C07,Rbbp5.2,2.481143311
14_G07,Prmt6.4,2.485609628
7_F04,Ing5.4,1.487491548
19_F10,Whsc1.4,23.36138916
control1_G07,shWdr82.2,1.491547895
5_B11,Ezh2.1,1.492537313
11_C03,Ncoa3.1,2.497027348
19_F06,Whsc1.3,23.40254379
11_F11,Paxip1.4,2.502001601
10_C05,Myst3.2,2.503816794
19_G06,Dpy30.3,23.42509985
13_E02,Prdm2.2,2.505219207
4_D07,Dnmt3l.3,1.501976285
control1_E06,shKlf2.1,1.504334523
3_B06,Carm1.1,1.50801131
19_B04,Brd7.2,23.48246808
3_F06,Cbx1.3,1.509433962
5_D05,Elp3.1,1.513622603
11_B11,Paxip1.1,2.521929825
5_D02,Eed.2,1.515151515
11_E06,Padi4.3,2.523995734
14_D04,Rbbp4.3,2.526215443
4_D09,Chd9.2,1.517241379
9_D03,Mecom.2,2.527472527
4_E11,Chd9.3,1.521164021
8_G06,Kdm4d.4,2.532299742
10_C04,Mll1.2,2.532790592
20_E07,Hdac5.1,23.60862444
control3_G04,shSmarce1.3,23.61081208
8_D06,Kat2b.2,2.544270303
11_F08,Orc1.3,2.548882682
8_E07,Kat5.2,2.550663871
1_E05,Atm.3,1.53621068
8_E06,Kdm3a.3,2.551127978
15_F06,Setd1a.3,23.67378775
17_D08,Suv420h2.2,23.68070766
4_E09,Dnmt3b.3,1.542207792
6_G11,Hat1.4,1.542416452
5_B05,Ep400.1,1.543784935
8_F08,Kdm2a.3,2.561394243
8_B08,Kdm4a.1,2.562801319
5_C02,Ezh1.2,1.546212648
12_C10,Phf20.2,2.568093385
20_F11,Phf17.2,23.77493991
11_D02,Nap1l3.2,2.571860817
control3_C10,shCd4.2,23.79595432
1_C09,Atrx.1,1.556676168
19_B10,Wdr5.1,23.81435975
10_D08,Myst1.2,2.588996764
3_B02,Brwd1.1,1.566364386
1_G04,Aff1.4,1.569506726
14_E11,Prmt7.3,2.598566308
16_G10,Sirt7.4,23.94279814
20_G03,Kdm4b.2,23.95935528
9_D06,Kdm6a.2,2.608695652
15_G07,Setd2.4,23.97876792
5_E04,Dub2a.4,1.587301587
8_F06,Kat2b.3,2.61928934
6_F07,Hdac2.4,1.591674319
19_C10,Arid1b.2,24.04103865
15_G09,Setdb1.4,24.06936627
7_B02,Hdac7.1,1.597744361
19_G10,Zmynd11.4,24.09900525
5_D04,Epc1.3,1.602373887
7_G09,Ing4.4,1.603017445
4_E08,Chd4.3,1.605758583
17_G04,Smyd5.4,24.14302122
14_D07,Rnf217.3,2.643171806
7_C07,Ing5.2,1.611603546
10_E10,Myst1.3,2.649690296
14_E04,Prmt1.4,2.650845746
control1_E10,shCd4.4,1.614114114
6_D11,Hdac6.2,1.616978272
control1_F03,shRunx3.2,1.617954071
17_E06,Suv420h1.3,24.22408871
20_F09,Kdm4b.1,24.24009428
20_G08,H2afz.1,24.24210346
7_C11,Ing2.1,1.623686724
15_D07,Sin3a.3,24.25753802
control1_B06,shWhsc1.1,1.632282929
5_C07,Epc2.2,1.636469901
16_G04,Sirt3.4,24.34841788
17_E11,Ssrp1.3,24.3855109
15_B11,Sfmbt2.1,24.39211427
18_C08,Tet2.2,24.40212831
12_B03,Phf20.1,2.693726937
control3_D06,shCxxcl.1,24.44094021
9_D11,Men1.2,2.702702703
20_D10,Fkbp2.1,24.46939466
9_B10,Kdm5c.1,2.706057597
2_E08,Baz1b.3,1.657458564
17_D09,Ssrp1.2,24.49296063
19_E07,Whsc1l1.2,24.56096447
3_B08,Chaf1b.1,1.679306609
20_G06,Rnf2.1,24.63195005
21_D10,Scmh1.2,24.63431187
18_E06,Ube2e1.3,24.64828161
8_E02,Kdm1b.2,2.762264151
4_D04,Cxxc1.3,1.703163017
1_C02,Atm.2,1.704545455
7_E08,Hdac8.3,1.70794193
control_G07,Wdr82.2,2.772887324
10_D04,Mta3.3,2.775665399
7_D08,Ino80.2,1.712328767
20_F08,Mecp2.2,24.85615911
7_C03,Hells.1,1.715871814
9_C05,Mbd4.2,2.783474949
10_B09,Msl3.1,2.783915157
2_E06,Brd3.3,1.718213058
20_C09,Prdm16.1,24.89138478
control3_F09,shSp140.4,24.89210416
5_E05,Ezh1.3,1.724137931
control1_C07,shBrd8.2,1.724964063
control_G09,Wdr82.4,2.798053528
4_F08,Ctsl.3,1.729399797
21_D05,Smarcc1.2,24.97025292
3_F10,Cbx1.4,1.733576642
15_B02,Rpa3.1,25.00073959
19_F04,Brdt.2,25.00540591
18_E09,Usp22.3,25.00786373
16_C10,Smarca5.2,25.0171373
6_F09,Gtf3c4.3,1.740740741
5_F04,Epc2.4,1.757910598
13_D02,Prdm11.2,2.839295855
3_D08,Chaf1a.2,1.760176018
8_G07,Kat5.4,2.840646651
3_B05,Cbx6.1,1.762114537
19_G05,Fbxo17.1,25.18298846
14_D02,Prmt2.2,2.843846949
1_C05,Atr.2,1.765409934
21_F02,Smarca2.1,25.20999091
7_C05,Jhdm1d.2,1.770736253
1_D05,Ash1l.1,1.771812081
19_B09,Zmynd11.1,25.25185327
control_B03,Bptf.2,2.864583333
12_C07,Phf20l1.2,2.870159453
2_B04,Brd3.1,1.785714286
4_D08,Dnmt1.2,1.788375559
19_E09,Clock.1,25.41137498
15_E06,Setdb2.3,25.42509074
19_E10,Cbx2.2,25.42603944
5_G04,Eed.4,1.803005008
18_F09,Trim33.3,25.51090981
control1_B11,shCd4.1,1.818181818
7_C02,Jarid2.2,1.818181818
19_F02,Wdr82.3,25.55544524
2_F05,Bmi1.3,1.821493625
19_B05,Actb,25.59938208
16_E11,Sirt7.3,25.62828484
18_C10,Ube2b.2,25.63464576
19_F09,Zmynd8.3,25.65204886
19_D07,Dpy30.2,25.6629832
8_B04,Kdm3a.1,2.935903182
1_E02,Asxl1.2,1.835443038
15_E03,Setd8.2,25.69238997
15_C10,Setdb1.2,25.70946978
6_B04,Hdac1.1,1.844593037
14_F06,Prmt5.3,2.949190575
8_G03,Kdm1b.4,2.952696595
7_D10,Hdac7.3,1.854714065
19_D10,Wbp7.3,25.83738665
21_C04,Scmh1.1,25.86334372
control3_G03,shSmarce1.2,25.87929759
21_F10,Smarcc1.1,25.88141226
9_D10,Kdm5b.3,2.980284273
control_D06,Cxxcl.1,2.992776058
16_F09,Smarca1.3,25.97966065
1_C07,Atad2.2,1.88172043
6_E03,Hat1.2,1.903735632
control1_C08,shBrd8.3,1.913337085
5_G06,Fbxl19.4,1.916167665
20_B04,Paf1.1,26.2236442
17_G08,Sp100.4,26.23265926
3_C05,Chd1.2,1.919720768
10_E09,Myst3.3,3.048297704
20_G11,Mecp2.3,26.25654672
15_G06,Sin3a.4,26.26917925
13_D10,Prdm10.3,3.052250388
8_C10,Kdm2b.2,3.057353269
9_B08,Mbd3.1,3.058929375
1_B09,Ash2l.1,1.933404941
12_B04,Phf20l1.1,3.066151618
control_C10,shCd4.2,3.07603018
17_D04,Suv39h2.3,26.42954067
5_C04,Dub2a.2,1.951219512
10_E08,Mll2.3,3.094875698
1_D08,Atad2b.2,1.960784314
10_C02,Myst2.2,3.131401814
control1_D08,shCxxcl.3,1.986754967
20_B09,Iws1.1,26.72851614
control3_G08,shWdr82.3,26.7385743
21_B06,Setd7.2,26.73988837
5_E08,Eed.3,2
14_C04,Prmt1.2,3.153239762
15_G11,Setd8.4,26.80236277
1_F11,Atr.4,2.012711864
2_G04,Baz1b.4,2.013422819
control1_E11,shCd4.4,2.014218009
19_F11,Clock.2,26.8933157
control1_C02,shmll2.1,2.029975337
20_D06,H2afz.3,26.99290354
8_F11,Kdm4c.4,3.191819027
18_G07,Trim24.4,26.99748072
19_E11,Zmynd11.3,27.00885148
4_E02,Crebbp.2,2.040816327
21_G08,Smarca2.2,27.06251537
6_C10,Hcfc1.2,2.048417132
19_C11,Zmynd8.1,27.1305275
16_D04,Smarca5.3,27.15043197
4_F06,Chd6.3,2.063492063
2_E03,Brd1.2,2.067183463
3_D03,Chd1l.2,2.081665332
19_F08,Arid1a.1,27.32529324
2_D08,Brd4.2,2.083333333
6_B08,Hdac2.1,2.090371622
8_G11,Kdm2a.4,3.274288782
17_G07,Sp140.4,27.49489409
control_G06,Wdr82.1,3.293297172
13_B03,Prdm5.1,3.300455235
10_B10,Mll2.1,3.301237964
4_E04,Chd3.4,2.12244898
14_E02,Prmt8.2,3.309137489
14_D11,Rnf40.2,3.312172233
1_C11,Asxl1.1,2.126905353
14_C03,Prmt5.1,3.314679294
10_B07,Nap1l1.1,3.317334839
5_G02,Ercc5.4,2.132998745
8_D07,Kdm4d.3,3.330184223
14_B03,Rbbp4.1,3.333333333
5_F09,Ep300.3,2.159827214
9_E08,Kdm5c.3,3.356247473
12_C05,Polr2b.2,3.357314149
9_G10,L3mbtl1.4,3.375712407
19_D02,Wdr5.2,27.98512815
20_E06,Paf1.3,28.00083263
13_G08,Prdm12.4,3.404255319
19_B11,Chd7.2,28.13388638
control1_B05,shBptf.4,2.2121384
21_E08,Setd3.3,28.23665888
7_E09,Jhdm1d.3,2.227722772
8_E09,Kdm4c.3,3.470483005
19_G04,Wdr5.4,28.46801354
5_E06,Epc2.3,2.260044643
10_F07,Myst2.4,3.489889106
2_D02,Baz1b.2,2.276707531
4_G05,Dot1l.4,2.276867031
17_B08,Suz12.1,28.72113767
17_G10,Ssrp1.4,28.77574534
17_C08,Sp100.2,28.81352612
control1_C03,shmll2.2,2.308265078
17_F07,Suz12.4,28.87332298
21_G10,Smyd1.3,28.97554412
21_G04,Setd7.1,29.00980054
14_D03,Rnf217.2,3.585757272
10_E02,Mta1.2,3.593145384
4_C11,Crebbp.1,2.344454463
6_D06,Gadd45b.2,2.34705656
19_G07,Whsc1l1.4,29.10451712
11_C11,Nsd1.1,3.622106049
21_B02,Satb1.3,29.24270545
7_B03,Ing4.1,2.378176731
13_G03,Prdm2.4,3.641207815
7_B09,Hltf.1,2.39390642
1_D03,Atrx.2,2.394000577
2_E07,Bmi1.2,2.406417112
11_D10,Nap1l2.3,3.679369251
7_B10,Hdac8.1,2.422611036
13_G07,Prdm14.4,3.709743172
9_B02,Kdm5b.1,3.727008712
14_G08,Prmt3.4,3.76818507
21_F06,Smarcb1.2,30.03853505
14_D08,Rbbp7.2,3.78042465
9_E10,Mbd2.3,3.794369645
control1_F07,shSp140.2,2.501157943
15_D09,Setd4.2,30.26931513
control3_C06,shBrd8.1,30.30008598
19_E08,Wdr5.3,30.41471182
control1_C10,shCd4.2,2.553626149
15_F08,Setd8.3,30.49844924
15_D10,Rpa3.3,30.56379341
5_D09,Elp4.2,2.572096648
21_F05,Smarcd2.1,30.61022858
8_F03,Kdm5a.3,3.898754848
21_D02,Setd3.2,30.68015504
7_D05,Hira.1,2.592971682
10_E03,Mta2.2,3.928266439
19_F07,Chd7.1,31.09928404
3_F03,Chd2.3,2.651515152
7_B05,Ing3.1,2.674094708
13_G09,Prdm5.4,4.049844237
18_G03,Trim33.4,31.4973104
11_C02,Parp1.2,4.06504065
21_D06,Smarcb1.1,31.53533298
control1_G04,shSmarce1.3,2.719821162
20_D07,Prdm16.3,31.62174659
15_F11,Sfmbt2.4,31.70090599
14_B06,Prmt3.1,4.104549855
8_B05,Kdm2a.1,4.132009659
18_C06,Ube2i.1,31.89184848
7_F09,Ing2.3,2.764976959
2_F06,Baz2b.3,2.785923754
6_F06,Gadd45b.3,2.786624204
21_G07,Smarcd2.2,32.04926148
19_C08,Wdr82.2,32.28916539
control1_G03,shSmarce1.2,2.825745683
control1_B08,shWhsc1.3,2.836879433
21_B10,Setd3.1,32.47839811
2_E02,Bptf.2,2.857142857
control_C02,mll2.1,4.259980526
2_E05,Brd8.3,2.877697842
10_D02,Mll2.2,4.286145487
14_G11,Psip1.4,4.288464905
8_D03,Kdm4d.2,4.29326288
19_G08,Wdr82.4,32.7390108
4_G04,Chd4.4,2.891566265
control1_F09,shSp140.4,2.891791045
control3_G02,shSmarce1.1,32.85194185
21_B09,Smarcd2.3,32.87310046
7_D09,Hltf.2,2.934537246
19_D05,Whsc1l1.1,33.04559055
control3_D09,shCxxcl.4,33.09996604
11_G04,Nap1l3.4,4.387131082
18_G06,Usp27x.4,33.26816323
1_E07,Ash1l.2,2.990224267
14_G10,Prmt7.4,4.428341385
8_E10,Kdm3b.3,4.440559441
4_C07,Dmap1.2,3.003754693
8_B03,Kdm2b.1,4.444444444
20_D08,Parp2.3,33.51905719
2_E10,Brd4.3,3.03030303
5_G11,Ep400.4,3.051106026
control3_G09,shWdr82.4,33.86546936
control1_D09,shCxxcl.4,3.059866962
control_C03,mll2.2,4.580690627
8_E11,Kdm1a.3,4.583754634
1_E03,Asxl2.2,3.125
10_G11,Mta2.4,4.610898487
13_E09,Prkaa1.3,4.623287671
4_D11,Dot1l.2,3.247631935
control3_G06,shWdr82.1,35.21699737
control_D09,Cxxcl.4,4.780719083
7_G11,Ing3.4,3.266157054
control1_G09,shWdr82.4,3.271861987
6_F04,Hdac1.4,3.280067283
21_D09,Smyd1.1,35.7120155
8_B06,Kat2a.1,4.876483799
9_D02,Kdm5c.2,4.917111548
control3_D07,shCxxcl.2,36.03009671
control3_G07,shWdr82.2,36.13789225
6_E06,Hdac1.3,3.455083909
13_B02,Prdm10.1,5.101214575
2_C06,Brd4.1,3.58974359
14_B04,Rbbp5.1,5.220228385
14_G09,Rbbp4.4,5.263157895
control1_C04,shmll2.3,3.652597403
19_B06,Wdr82.1,38.37138749
4_E03,Ctsl.2,3.784693019
12_F11,Polr2b.4,5.454545455
4_G02,Dnmt1.4,3.838383838
4_G09,Cxxc1.4,3.868031854
10_B08,Myst2.1,5.567300916
1_G03,Asxl1.4,3.90070922
10_B11,Myst3.1,5.615482234
4_B10,Chd4.1,3.914590747
control1_C11,shCd4.2,3.929824561
5_B10,Eed.1,3.935860058
9_D08,Mbd2.2,5.835397743
13_E10,Prdm8.3,5.85106383
13_D04,Prdm5.3,5.859375
14_F10,Prmt5.4,5.987096774
9_E05,Mbd3.3,6.064930432
control3_C02,shmll2.1,42.96414844
14_G02,Rbbp7.4,6.387867647
14_B02,Prmt1.1,6.602990033
2_G02,Brd4.4,4.733727811
16_B03,Smarca5.1,46.06595505
14_F02,Prmt3.3,6.965354616
17_F10,Sp110.4,47.17460803
19_G11,Arid1a.2,48.0084858
18_C09,Usp27x.1,49.00064476
control_G03,Smarce1.2,7.630769231
10_D11,Nap1l1.2,7.639836289
9_D05,Kdm6b.1,7.673860911
14_D10,Prmt1.3,7.937877481
13_G05,Prkcd.4,7.967032967
11_E07,Ncor1.2,8.108108108
6_D04,Hcfc1.3,6.079027356
16_G09,Smarca5.4,54.63144087
18_E03,Trim66.2,54.92016374
control_G04,Smarce1.3,8.643678161
18_E10,Ube2i.3,55.39458876
18_D05,Trim24.1,55.8202073
3_C06,Chaf1a.1,6.515151515
6_G09,Hcfc1.4,6.516853933
control_C04,mll2.3,9.661835749
5_F08,Ep400.3,7.142857143
8_B09,Kdm1a.1,10.01788909
15_C11,Setd5.1,64.69992291
control_D07,Cxxcl.2,10.93607306
control1_D06,shCxxcl.1,8.069844266
3_C02,Chaf1b.2,8.139534884
9_E02,L3mbtl2.2,11.11111111
8_G08,Kat2a.4,11.11111111
control_C06,Brd8.1,11.12047178
13_F10,Prdm13.4,11.59874608
3_G02,Chaf1a.4,8.912188729
control1_D07,shCxxcl.2,9.193154034
control1_C06,shBrd8.1,10.07751938
21_E07,Smarcc1.3,85.26845423
3_E10,Chaf1a.3,11.28798842
8_G10,Kdm1a.4,16.42638707
13_F06,Prdm13.3,20
control3_D03,shNcor1.2,127.2097653
6_E07,Gtf2b.2,17.98063624
11_C04,Nap1l2.2,26.94610778
3_F07,Chaf1b.4,20.91503268
16_D07,Smyd2.3,188.140584
3_G06,Chd1l.4,NaN
