plate,shRNA,Well,Percentage
3,Cbx3.3,F05,27.58235623
10,Msl3.2,D09,34.46428571
6,Fkbp1a.2,D02,27.60736196
17,Smyd4.4,E04,39.29139223
1,Actl6b.4,E04,27.64109986
1,Ash2l.2,D09,27.66151046
2,Baz2a.4,G08,27.6647681
2,Baz1b.3,E08,27.66798419
2,Bop1.1,B09,27.68895349
17,Suv39h1.3,F08,39.35536295
20,Mecp2.3,G11,39.38814532
7,Hira.2,E07,27.72643253
15,Sin3a.1,C09,39.40936864
19,Arid1b.1,B03,39.43422914
20,Padi2.2,C10,39.46208113
8,Kat2a.3,F02,34.65346535
8,Kdm3a.4,F04,34.65959328
13,Prdm4.2,E03,34.69387755
14,Rnf20.1,B11,34.7107438
16,Smarca1.4,G03,39.53907094
3,Carm1.2,C08,27.86570743
control 1,shCd4.3,D10,27.86848073
4,Dot1l.4,G05,27.86885246
18,Tet2.3,F02,39.58023774
15,Scml2.3,E08,39.58641064
15,Setd5.3,F09,39.62210942
2,Baz1b.4,G04,27.94117647
7,Hltf.2,D09,27.946593
11,Pbrm1.1,C09,34.80732786
11,Ncor2.2,D09,34.82554312
control 1,shSp140.3,F08,27.97363141
1,Asxl1.1,C11,27.98315395
control 3,shCxxcl.2,D07,39.70588235
19,Eaf1.3,F03,39.70762544
6,Hdac4.4,G06,28.0334728
16,Sirt1.3,D10,39.7340253
control 3,shCd4.3,D10,39.7752809
13,Prkaa2.2,D03,34.98607242
3,Cbx7.4,G09,28.14883291
1,Actl6b.3,D10,28.1512605
2,Brd2.4,G09,28.1598513
7,Jmjd4.2,D11,28.18217205
control 3,shCd4.4,E10,39.90284525
9,Men1.1,B07,35.06355932
11,Nap1l3.1,B10,35.0877193
7,Hells.3,F06,28.23682498
control 2,shWhsc1.2,B07,35.10355815
1,Ash1l.4,G07,28.25342466
15,Scml4.3,F02,39.99260081
15,Scml4.4,G08,40
16,Sirt1.2,C04,40.00740192
4,Chd6.1,C03,28.29694323
control 2,shBrd8.4,C09,35.16890329
15,Setmar.2,D08,40.06410256
17,Suv420h2.2,D08,40.12572027
1,Arid2.2,D06,28.40150856
18,Ube2e1.4,F04,40.13722127
11,Padi4.3,E06,35.28277635
control 2,shSmarca4.3,E04,35.28855251
21,Smarcc1.2,D05,40.16790442
control 2,shSmarca4.4,E05,35.29810298
19,Wdr5.1,B10,40.17241379
17,Sp110.3,F06,40.17429194
18,Trim66.1,B05,40.1793339
7,Hira.3,F05,28.45373891
5,Elp4.3,E11,28.46392209
12,Phc1.1,D05,35.33408834
1,Ash1l.1,D05,28.48189415
17,Smyd5.2,D02,40.21978022
1,Arid2.1,C03,28.5054678
19,Chd7.2,B11,40.2490887
10,Nap1l1.4,G05,35.37284895
1,Atad2b.4,G02,28.53513971
5,Epc1.3,D04,28.55573861
12,Pcgf2.2,C04,35.41666667
1,Aff1.1,B10,28.57762359
6,Hdac3.3,E09,28.5814116
4,Chd6.3,F06,28.58286629
8,Kdm1b.3,F09,35.45072396
6,Gtf2f1.3,E11,28.59315589
3,Cbx1.4,F10,28.59874351
13,Prdm4.4,G11,35.46437659
18,Tet3.2,D06,40.3584392
6,Hdac2.2,C02,28.63636364
7,Hltf.3,E11,28.63910422
14,Prmt7.2,D09,35.51171393
17,Suv39h2.4,G09,40.40942232
12,Ppargc1a.3,D07,35.52631579
3,Cbx3.1,D05,28.67036011
20,Jmjd8.3,E02,40.45599152
19,Clock.3,C09,40.5
4,Crebbp.3,F09,28.74576271
4,Chd4.2,D02,28.77604167
4,Ctsl.3,F08,28.77805486
16,Sirt7.4,G10,40.55360281
15,Setd1a.3,F06,40.57266343
20,Kdm4b.2,G03,40.58823529
8,Jmjd5.1,B02,35.6846473
10,Msl3.1,B09,35.69004525
4,Ctsl.2,E03,28.84811417
control 1,shCd4.4,E11,28.85154062
19,Chd7.3,C05,40.63987308
9,Mbd4.1,B11,35.75268817
21,Smarca2.3,C03,40.68387997
4,Chd3.1,B02,28.91440501
control 1,shSmarce1.1,G02,28.92561983
control 2,shKlf2.2,E07,35.80901857
7,Ino80.2,D08,28.9632729
1,Aurkb.4,G05,28.96551724
5,Dub2a.2,C04,28.98550725
20,Gtf2h1.2,C08,40.78947368
2,Bptf.1,C11,29.01785714
19,Brd7.1,G09,40.80717489
1,Atr.4,F11,29.02439024
3,Cbx5.2,E02,29.02813299
3,Cbx8.1,B04,29.02927581
14,Rnf20.4,F11,35.90391909
1,Ash2l.1,B09,29.06038101
8,Kdm4a.1,B08,35.93145384
9,L3mbtl3.2,E03,35.93637021
19,Cecr2.1,B08,40.8751334
14,Rbbp7.4,G02,35.95730487
16,Sirt5.1,C03,40.89294774
control 1,shKlf2.3,E08,29.10195814
control 2,shBptf.4,B05,35.96491228
control 1,shSmarce1.3,G04,29.13249892
8,Jmjd5.4,E04,36.00102276
2,Bop1.3,E11,29.15512465
18,Trim33.2,E02,40.95319635
8,Kdm3b.4,G02,36.05176664
15,Setdb2.4,F04,40.99773243
8,Kdm2a.1,B05,36.05970149
7,Hira.1,D05,29.21306607
4,Crebbp.2,E02,29.22077922
20,Hdac11.2,F10,41.03139013
6,Fbxw9.4,E04,29.23219241
3,Cbx8.2,C07,29.23614847
15,Rpa3.4,E04,41.04234528
7,Ing4.2,C10,29.24137931
17,Tcea1.4,G05,41.05195638
1,Aff1.3,E08,29.26018288
6,Fbxw9.1,B02,29.27631579
15,Rpa3.1,B02,41.09816972
7,Hdac8.4,G04,29.29232607
15,Setd1a.4,F10,41.11082274
13,Prkaa2.3,D07,36.15922212
9,Kdm5b.4,E04,36.16907437
16,Sirt5.3,F06,41.12998815
5,Ep400.2,E03,29.32098765
3,Cbx1.2,D06,29.36422414
1,Aff4.1,B06,29.36660269
control 2,shSmarce1.2,G03,36.22818221
control 2,shCd4.1,B11,36.23445826
6,Hdac10.3,E10,29.38254081
9,Kdm5c.1,B10,36.2720403
6,Hcfc1.3,D04,29.42345924
20,Fkbp2.1,D10,41.25719345
12,Pcgf6.3,F02,36.31078224
7,Hdac8.3,E08,29.45787067
5,Eed.4,G04,29.47761194
6,Hdac1.4,F04,29.49308756
17,Sp100.3,F02,41.34658834
1,Asxl3.3,D04,29.51724138
5,Elp3.2,E07,29.5254833
17,Suv39h2.2,C10,41.3730804
2,Brd3.2,C07,29.55202312
20,Parp2.2,C06,41.38565297
13,Prdm9.3,E05,36.4099949
control 1,shCd4.4,E10,29.55454026
control 1,shBrd8.4,C09,29.60133683
1,Asxl2.4,G11,29.61418144
6,Gadd45b.1,C03,29.66442953
9,Mbd3.2,C02,36.52795292
control 1,shSp140.1,F06,29.67843964
9,Mbd4.3,E09,36.54033042
14,Prmt3.2,C08,36.55328798
3,Cbx8.4,F04,29.71952535
1,Ash2l.4,G10,29.72136223
14,Prmt7.3,E11,36.61593554
3,Brwd1.2,C04,29.78723404
1,Ash2l.3,E11,29.78947368
18,Trim28.4,G10,41.6925949
11,Ncoa1.3,F02,36.70256835
16,Sirt5.2,D06,41.70731707
15,Setmar.4,G02,41.75313059
19,Wdr5.4,G04,41.77863084
16,Smyd3.1,B07,41.79292929
19,Cbx2.2,E10,41.80967239
18,Tdg.3,D10,41.81636727
11,Pbrm1.4,G06,36.80511182
15,Sin3b.1,B07,41.85786234
11,Nap1l2.2,C04,36.84210526
2,Brd9.4,F11,30
11,Nsd1.3,F09,36.85897436
control 2,shSmarce1.1,G02,36.86255464
11,Ncoa3.3,F06,36.86567164
3,Chaf1b.3,E05,30.0209205
control 2,shKlf2.3,E08,36.88823959
14,Rbbp4.3,D04,36.89979123
5,Epc2.4,F04,30.04709576
19,Arid1a.2,G11,41.93548387
18,Trim66.2,E03,41.93548387
3,Carm1.3,F02,30.06263048
10,Morf4l1.1,D05,36.92043503
5,Ezh2.2,C05,30.07280785
5,Eed.2,D02,30.09404389
1,Aurkb.1,B07,30.1050175
12,Phip.3,E05,36.96844993
10,Mll1.4,E04,36.97337378
18,Tet1.3,E08,42.04167925
3,Chd1l.2,D03,30.23992757
12,Phip.2,C02,37.11229947
7,Hells.2,D06,30.26444662
6,Fbxw9.3,D10,30.26819923
14,Prmt2.1,B10,37.14721587
13,Prdm14.4,G07,37.15220949
12,Phc1.2,E07,37.15377268
7,Jarid2.3,E05,30.37142857
7,Ing4.1,B03,30.37306042
19,Zmynd8.1,C11,42.29670044
6,Hdac2.3,E05,30.40115998
5,Ezh1.3,E05,30.4109589
8,Kdm5a.4,G05,37.27459016
17,Suv420h1.3,E06,42.350248
8,Kdm1b.2,E02,37.30991085
18,Usp51.2,D11,42.40819209
17,Sp140.3,F05,42.46849943
10,Mll2.4,G04,37.40376958
3,Brwd3.1,B10,30.57915058
20,Phf10.1,F07,42.53246753
5,Ezh1.4,F07,30.62063296
15,Setd2.2,E07,42.55431902
19,Zmynd11.2,D09,42.56935271
control 2,shSmarce1.3,G04,37.49484961
8,Kdm3a.2,C07,37.56267713
18,Ube2i.3,E10,42.66666667
9,L3mbtl4.1,B03,37.59036145
2,Baz1a.2,C04,30.74433657
12,Pcgf5.3,E08,37.60171306
16,Sirt1.4,E04,42.69851952
14,Rnf20.2,C05,37.61980831
19,Chd7.1,F07,42.74245344
5,Ehmt2.1,C03,30.80433542
13,Prdm6.1,B04,37.67421603
7,Ing3.3,F08,30.82191781
3,Cbx7.3,D04,30.82474227
control 1,shNcor1.3,D04,30.83257091
11,Ncor1.3,F05,37.71626298
19,Zmynd11.3,E11,42.82615432
control 2,shCxxcl.2,D07,37.73195876
16,Smarce1.3,E09,42.8410372
6,Hdac6.4,G05,30.89233754
9,L3mbtl1.3,E11,37.75956284
17,Suv420h1.4,F04,42.87028519
12,Phf19.2,E02,37.81376518
10,Mta3.1,B03,37.81800391
1,Atm.1,B08,30.98177543
20,Hdac5.3,G07,42.94444444
12,Phf1.1,B09,37.84078517
3,Cbx5.3,F09,31.00081367
8,Jmjd6.1,B10,37.86785119
2,Bop1.4,G10,31.02564103
19,Zmynd8.4,G03,43.03912648
9,Mecom.3,D07,37.94375288
14,Rnf20.3,E09,37.94416244
15,Sfmbt1.4,F07,43.06220096
21,Ube2a.1,C11,43.07024681
21,Smarcc1.1,F10,43.12835328
1,Atad2b.3,E10,31.18756937
15,Scml2.4,G04,43.16840672
1,Atad2b.1,C06,31.195801
control 2,shSmarce1.4,G05,38.05742211
16,Sirt4.3,F02,43.20719603
19,Brdt.1,E06,43.22402213
1,Aff4.3,F02,31.24826244
14,Rnf217.2,D03,38.12131424
1,Actl6b.2,C04,31.30553657
2,Brd2.3,D04,31.33265514
13,Prdm9.1,B08,38.19604234
2,Brd2.2,C10,31.35313531
9,Kdm6b.4,G07,38.21138211
20,Kdm4b.1,F09,43.36324988
13,Prdm12.4,G08,38.23038397
control 1,shSmarce1.4,G05,31.38918346
3,Chd1l.1,C09,31.39356815
2,Brd1.2,E03,31.40028289
18,Ube2e1.1,B04,43.41563786
9,Mbd3.4,F07,38.30426939
18,Usp22.2,C05,43.46028934
1,Arid2.3,F06,31.46603099
7,Ing4.4,G09,31.47359455
1,Atrx.4,G06,31.50605886
14,Prmt8.4,G03,38.4085213
6,Hat1.2,E03,31.57439446
2,Brd9.1,B11,31.57894737
2,Bmi1.2,E07,31.58953722
21,Scmh1.1,C04,43.60867559
14,Psip1.3,F08,38.45076995
1,Asxl2.2,E03,31.60377358
control 2,shCd4.4,E11,38.46153846
9,L3mbtl2.2,E02,38.46153846
control 2,shBrd8.2,C07,38.46473029
7,Ing4.3,D04,31.62162162
control 3,shSp140.1,F06,43.64326376
4,Chd4.4,G04,31.62650602
1,Asxl3.1,B03,31.66869671
16,Sirt6.1,D05,43.70319946
3,Chd1.2,C05,31.69209431
12,Phf20l1.3,E06,38.56143856
control 1,shRunx3.3,F04,31.74603175
18,Tet3.1,C03,43.78135727
control 1,shCd4.2,C11,31.76751592
1,Aurkb.3,F03,31.78807947
15,Sfmbt2.3,E09,43.82284382
12,Pcmt1.1,C03,38.64713486
13,Prdm4.3,F08,38.65466604
4,Dmap1.1,B04,31.80592992
18,Trim66.4,G11,43.8419504
4,Crebbp.4,G03,31.83352081
7,Hltf.4,G10,31.83704263
20,Satb1.2,G05,43.94197952
16,Smarcc2.4,F04,43.94463668
control 1,shBrd8.1,C06,31.91489362
6,Hdac1.3,E06,31.93181818
13,Prdm8.4,G02,38.80208333
21,Satb1.3,B02,44.08092983
17,Suv39h2.1,B03,44.09783765
16,Smarca5.2,C10,44.16814683
control 2,shCd4.4,E10,38.97477624
7,Jarid2.1,B08,32.18150087
2,Bmi1.4,G07,32.1875
control 2,shSp140.2,F07,39.03976722
6,Gtf2b.2,E07,32.22003929
control 1,shBrd8.3,C08,32.22523745
control 3,shCd4.1,B10,44.30027804
12,Pcgf5.1,B10,39.07869482
17,Suv39h1.2,E03,44.30417794
18,Uhrf1.4,F07,44.32234432
17,Sp140.4,G07,44.34550312
18,Ube2b.1,B03,44.35135821
11,Paxip1.3,E09,39.17647059
19,Clock.1,E09,44.43010753
18,Usp27x.1,C09,44.44444444
18,Tet1.2,D02,44.47494852
10,Myst2.2,C02,39.24930491
13,Prkaa1.4,F11,39.27457098
14,Ring1.3,E05,39.29824561
20,Paf1.3,E06,44.54810496
19,Dpy30.3,G06,44.58333333
9,Mbd1.3,E06,39.35064935
9,Kdm5b.3,D10,39.37341236
6,Gtf3c4.3,F09,32.55687974
13,Prdm4.1,B05,39.41860465
19,Arid1a.1,F08,44.69726186
2,Bmi1.3,F05,32.59259259
9,L3mbtl1.2,D09,39.4485684
11,Ncoa3.1,C03,39.49416342
10,Mll5.2,D06,39.53880765
19,Zmynd11.4,G10,44.81891348
10,Myst1.4,G02,39.57879448
control 3,shBptf.2,B03,44.84944532
13,Prdm2.2,E02,39.6002161
19,Whsc1.3,F06,44.91877597
6,Gtf2f1.2,D09,32.81114012
1,Atad2b.2,D08,32.82937365
20,Rnf2.1,G06,44.96029322
15,Setd4.3,E11,45
18,Usp27x.4,G06,45.00466853
20,Padi2.3,D04,45.02541757
8,Kdm1b.4,G03,39.78159126
19,Fbxo17.1,G05,45.07099391
6,Gadd45a.4,G08,32.99565847
6,Hdac4.2,D03,33.02207131
10,Mtf2.3,E06,39.88069876
7,Jmjd1c.2,D03,33.03482587
15,Rpa3.2,C04,45.19774011
8,Kdm2a.2,E03,39.90173261
19,Whsc1l1.4,G07,45.23517382
17,Taf3.4,G06,45.25183631
8,Kdm1a.4,G10,39.98005982
17,Suz12.2,C02,45.31607007
1,Asxl1.4,G03,33.17990027
18,Usp27x.2,D03,45.34401768
3,Chd2.4,G05,33.25581395
14,Prmt6.2,E07,40.10739364
6,Hcfc1.1,B03,33.26572008
19,Brdt.3,C06,45.4787234
20,Iws1.3,E11,45.48463357
18,Tdg.2,C04,45.49253731
5,Dub2a.1,B02,33.33333333
19,Brd7.3,C07,45.58659218
19,Wbp7.2,C04,45.61355562
15,Scml4.2,C08,45.62551104
6,Hdac10.4,G02,33.44370861
5,Ep300.3,F09,33.46080306
control 2,shBptf.1,B02,40.31007752
5,Fbxl19.2,D03,33.4663626
2,Baz1a.4,E04,33.48864298
13,Prdm2.4,G03,40.34165572
20,Prdm16.3,D07,45.76584914
1,Atr.3,E09,33.66013072
3,Cbx5.4,G03,33.6677116
control 2,shCxxcl.3,D08,40.52989617
20,Gtf2h1.3,F02,45.90792839
16,Sirt6.4,G07,45.91046786
10,Mll5.3,F06,40.56895485
13,Prkcd.3,F03,40.57110004
13,Prdm13.3,F06,40.625
5,Ezh2.1,B11,33.78995434
7,Jarid2.4,F07,33.79557146
11,Padi6.4,G02,40.6463642
19,Wbp7.3,D10,46.04519774
control 2,shBrd8.1,C06,40.70317782
13,Prkcd.2,D11,40.71856287
13,Prdm9.4,F07,40.72874494
control 2,shCd4.3,D10,40.73339941
14,Rnf217.4,G06,40.80108622
17,Supt16h.3,F09,46.18717504
18,Ube2i.4,G02,46.19217082
19,Whsc1l1.2,E07,46.2419114
15,Setd8.2,E03,46.31927213
3,Cbx1.3,F06,34.10351201
13,Prdm14.1,D05,40.97560976
15,Sin3b.3,F03,46.37822071
control 3,shSp140.4,F09,46.38949672
8,Kdm1a.3,E11,41
8,Kdm3a.1,B04,41.12970711
5,Ezh2.3,E09,34.28741801
13,Prdm12.3,F02,41.13785558
14,Rnf217.3,D07,41.14391144
1,Asxl1.2,E02,34.30742256
2,Baz1a.3,D10,34.35804702
11,Orc1.4,G11,41.21376812
3,Brwd1.1,B02,34.37412096
8,Kdm4d.4,G06,41.22539507
9,Mbd4.4,F11,41.2285883
21,Setd3.1,B10,46.66011788
control 2,shRunx3.2,F03,41.25984252
7,Ing3.4,G11,34.42444081
1,Atad2.1,B04,34.44003964
21,Smarcd2.2,G07,46.74285714
15,Setd2.3,F05,46.7525196
16,Smarcd3.4,F07,46.77049931
8,Kat5.2,E07,41.35416667
control 2,shCd4.3,D11,41.38943249
6,Hdac6.3,F03,34.57943925
17,Sp140.1,D05,46.87355257
1,Ash1l.3,F05,34.59915612
18,Tet1.4,G04,46.90585912
5,Eed.3,E08,34.62709285
13,Prdm5.4,G09,41.50390625
9,Men1.2,D11,41.50943396
8,Kdm2a.3,F08,41.52298851
6,Hat1.3,F08,34.68667255
17,Tcea1.3,F03,46.98242934
10,Mll2.1,B10,41.66943798
control 1,shRunx3.2,F03,34.88516449
1,Asxl2.1,B05,34.88636364
10,Mta2.2,E03,41.73728814
12,Phf2.2,E03,41.76610979
16,Smarcd1.3,E10,47.24387528
16,Sirt6.3,F05,47.25028058
control 1,shCd4.2,C10,34.93852459
8,Kat2a.1,B06,41.79743224
14,Rnf40.3,F03,41.82242991
20,Fkbp5.2,E08,47.31707317
18,Tet2.4,G08,47.33292459
2,Bop1.2,D09,35.07326007
13,Prkcd.4,G05,41.94649972
18,Tet3.3,F06,47.47942387
8,Kdm4a.4,F07,41.995842
5,Epc2.1,B04,35.15296941
14,Prmt5.2,D06,42.01930215
8,Kdm3a.3,E06,42.04911933
8,Kdm4a.3,E05,42.05146281
2,Brd9.2,C05,35.25073746
8,Kat2b.2,D06,42.12492528
7,Jmjd1c.3,D07,35.29411765
7,Hdac9.4,G08,35.29411765
18,Ube2b.4,G09,47.6584022
19,Arid1b.2,C10,47.66584767
20,Hdac5.1,E07,47.69560557
21,Scmh1.3,E04,47.70114943
14,Prmt8.3,F09,42.20623501
control 3,shSp140.3,F08,47.74907749
8,Kdm4d.3,D07,42.29352972
control 1,shmll2.4,C05,35.44986516
20,Prdm16.2,D03,47.86767637
control 1,shNcor1.1,D02,35.518591
19,Zmynd8.2,E02,47.90343075
18,Trim33.4,G03,47.94366197
3,Cbx6.3,F08,35.65121413
7,Hdac8.2,D02,35.66546039
20,Mecp2.2,F08,48.05031447
10,Myst3.4,F11,42.53112033
14,Rbbp5.4,F04,42.54568772
6,Gtf3c4.4,G03,35.73180703
12,Pcgf5.2,D02,42.58503401
20,Parp2.1,F04,48.13059505
9,Kdm5c.3,E08,42.58760108
14,Rbbp5.3,E06,42.60834346
6,Gtf2b.3,F05,35.82677165
2,Bmi1.1,D05,35.85196608
10,Myst4.3,D07,42.7184466
control 2,shCd4.2,C10,42.77023865
8,Kdm1a.1,B09,42.77899344
20,Fkbp2.2,E04,48.36817015
20,Hdac11.3,D05,48.38858195
13,Prdm5.3,D04,42.82178218
control 1,shmll2.3,C04,36.03646833
13,Prdm6.4,F04,42.89422453
control 2,shNcor1.4,D05,42.89919058
13,Prdm10.1,B02,42.96057924
17,Suv420h2.1,C06,48.60801782
14,Prmt2.3,E08,43.02258251
9,Kdm6a.2,D06,43.04102977
control 3,shBptf.1,B02,48.64864865
16,Sirt7.3,E11,48.64864865
21,Smarca2.1,F02,48.65853659
9,Kdm5b.1,B02,43.08855292
13,Prdm14.3,F05,43.1211499
18,Ube2b.3,D04,48.7245841
6,Hdac10.2,D08,36.30454968
19,Zmynd8.3,F09,48.79482657
10,Mta2.4,G11,43.19564521
20,Prdm16.1,C09,48.83093525
15,Setmar.1,C06,48.84393064
21,Smarcb1.2,F06,48.85993485
15,Sin3b.4,G05,48.95503483
20,Hdac11.1,F06,48.99665552
16,Smarca1.3,F09,49.04109589
14,Prmt3.4,G08,43.42473419
control 1,shmll2.1,C02,36.6215253
15,Setd2.4,G07,49.23076923
control 2,shmll2.4,C05,43.59351988
17,Sp140.2,E07,49.29195541
2,Brd3.1,B04,36.88888889
13,Prdm15.4,G10,43.76693767
10,Morf4l1.2,E07,43.78563284
2,Brd1.3,F08,36.9966443
18,Usp27x.3,D07,49.50652658
control 1,shSp140.2,F07,37.01793171
2,Baz2b.2,D06,37.01883702
control 2,shNcor1.3,D04,43.93530997
8,Kdm5a.1,B07,43.9686172
control 1,shNcor1.4,D05,37.13720317
19,Wdr5.3,E08,49.69378828
12,Pcgf2.4,E04,44.03318443
control 2,shBrd8.3,C08,44.08866995
16,Smarca5.3,D04,49.94517544
8,Kdm2a.4,G11,44.28806005
21,Smarcb1.1,D06,50
17,Sp110.4,F10,50
19,Wbp7.4,E04,50.01969279
18,Usp51.3,F03,50.11952191
20,Paf1.2,C07,50.13404826
8,Kat2a.4,G08,44.44444444
control 2,shmll2.1,C02,44.46222791
1,Atad2.2,C07,37.62318841
13,Prdm11.4,G04,44.49042938
16,Smyd2.4,G06,50.23510972
9,Mbd3.3,E05,44.57640538
control 2,shBptf.2,B03,44.68085106
9,L3mbtl4.3,D04,44.72681067
9,Mbd1.1,B04,44.76961395
16,Smarca5.1,B03,50.55668016
2,Brd8.3,E05,38.13813814
21,Setd3.3,E08,50.74816937
19,Cecr2.3,E05,50.82304527
20,Iws1.2,D09,50.83333333
21,Setd3.2,D02,50.98814229
16,Smarca5.4,G09,51.02381947
10,Mta1.4,G03,45.31722054
6,Fkbp1a.4,G04,38.54166667
8,Kdm4d.2,D03,45.40356011
control 2,shmll2.2,C03,45.43946932
14,Prmt5.3,F06,45.49516009
11,Nap1l3.4,G04,45.61200924
12,Pcgf5.4,G04,45.67364678
14,Prmt6.3,F05,45.68845619
2,Brpf3.2,D11,38.90577508
13,Prkaa2.4,G06,45.89295178
20,H2afz.3,D06,51.76950998
5,Epc1.1,B03,39.33962264
9,Mecom.2,D03,46.20155039
control 2,shCd4.2,C11,46.25228519
10,Mll3.1,B06,46.26865672
20,Hdac5.2,F05,52.3556231
1,Aff4.4,G08,39.73996608
control 1,shmll2.2,C03,39.78425718
14,Psip1.2,E03,46.67903525
18,Trim24.1,D05,52.63157895
7,Jmjd1c.1,C09,40
14,Prmt2.2,D02,46.84601113
10,Mta1.1,C11,46.86512118
21,Smyd1.1,D09,52.89875973
8,Kat5.1,D05,46.96485623
control 2,shRunx3.3,F04,47.00342466
21,Setd7.2,B06,52.99600533
19,Whsc1l1.3,F05,53.05010893
control 1,shBptf.2,B03,40.26845638
21,Smyd1.3,G10,53.13038484
21,Scmh1.2,D10,53.24497258
10,Myst4.2,D03,47.35729387
10,Morf4l1.3,F05,47.36842105
9,Mbd3.1,B08,47.42647059
control 2,shNcor1.1,D02,47.66283525
14,Prmt6.1,D05,47.67822106
2,Brd3.3,E06,41.0130719
control 3,shSp140.2,F07,53.97760754
20,Parp2.3,D08,54.33843738
20,Phc3.3,E05,54.35370471
20,H2afz.1,G08,54.4709098
10,Mll2.2,D02,48.48484848
21,Smarca2.2,G08,54.80065094
7,Jarid2.2,C02,41.98895028
20,Fkbp5.3,G04,55.1754386
control 3,shRunx3.3,F04,55.5907173
2,Baz2a.2,C08,42.85714286
14,Rbbp4.4,G09,50
12,Pcgf2.1,B02,50
10,Mta3.3,D04,50
8,Kdm3b.1,C06,50
control 2,shRunx3.1,F02,50.25553663
8,Kdm4c.3,E09,50.49469965
control 3,shRunx3.2,F03,57.06161137
9,Mbd2.1,C06,51.35135135
14,Prmt8.2,E02,51.47826087
14,Prmt1.4,E04,51.50485437
21,Smarcd2.1,F05,58.33333333
14,Ring1.4,F07,52.13675214
control 1,shRunx3.1,F02,45.33642691
13,Prdm11.1,B10,53.33333333
1,Atad2.4,F04,48.14814815
12,Pcmt1.2,D06,55
19,Whsc1.2,D06,62.16216216
control 3,shSmarce1.1,G02,62.5
8,Kdm2b.1,B03,56.14035088
control 3,shRunx3.1,F02,62.94363257
2,Brd4.4,G02,49.80916031
15,Sfmbt2.4,F11,63.63636364
11,Ncor1.2,E07,57.14285714
7,Hdac9.1,B06,52.63157895
control 3,shNcor1.2,D03,66.66666667
21,Ube2a.2,E02,66.66666667
14,Ring1.2,C02,60
2,Brd4.3,E10,53.30926594
21,Smarcc1.3,E07,68.75
control 1,shNcor1.2,D03,55.55555556
2,Brd4.1,C06,55.6675063
2,Brd4.2,D08,56.3559322
19,Dpy30.2,D07,72.72727273
5,Ezh1.1,B08,66.66666667
control 2,shNcor1.2,D03,92.30769231
5,Elp3.3,F05,100
5,Ep300.4,G03,100
