shRNA,count,pctg,nbPctg
Bcl6,5373,0.07477304023451987,62.69542532875867
Bcl6.2,6027,0.08387439298221688,64.06009871179086
Bcl6.3,1371,0.01907944131053913,48.17603635757667
CD4.1,164,0.002282296407679371,31.670119522555098
CD4.2,10309,0.14346459552906482,70.67768071849856
CD4.3,17858,0.2485198124898671,77.70950531893669
CD4.4,10290,0.14320018314037028,70.65440639528056
CDK9.1,18330,0.25508837288270036,78.04472977244808
CDK9.2,3060,0.0425843110213346,56.318037041273975
CDK9.3,8659,0.12050246703716873,68.4888143550886
Ccnt1,16730,0.23282206646631629,76.87052189790013
Ccnt1.2,86509,1.2038974386093577,95.23376746511411
Ccnt1.3,65260,0.9081869729582667,92.84341991777254
Ccnt1.4,39030,0.5431587121446697,87.41753432344176
Cd14,12884,0.179299432417933,73.51518963123216
Cd14.2,19849,0.2762274475367551,79.06611794575917
Cd19,19031,0.26484379838137867,78.5265383686801
Cd19.3,1039,0.014459182729139429,45.624078512429215
Cd19.4,12422,0.1728700364402021,73.0481551863704
Fosb,12185,0.1695718398022752,72.8020272530293
Fosb.2,632,0.008795191034471721,41.36669937363864
Hes1,12538,0.17448434365538995,73.16694497960118
Hes1.3,6954,0.09677493426220941,65.78733444347084
Id2,3017,0.04198590403639428,56.164556870793135
Id2.2,4388,0.061065345346933406,60.34011720870026
Id2.3,4328,0.060230358856319006,60.182427754892096
Id2.4,7660,0.1065999419684389,66.9709570350005
Id2.5,4492,0.06251265526399838,60.609068312277394
Id3,11799,0.16420009337932254,72.39141540987049
Id3.2,8079,0.1124309309612295,67.62807458563387
Id3.3,33090,0.46049504957384374,85.46344552488155
Id3.4,2548,0.03545909296809169,54.361431267698876
Id3.5,717,0.009978088562842128,42.40982830825336
Klf12,1793,0.024952179627860435,50.77168617131635
Klf12.4,87213,1.2136946134325668,95.29514641674808
Klf12.5,10626,0.14787610748781094,71.06087016978405
Klf2,3068,0.04269564255341653,56.346279241044215
Klf2.2,3098,0.04311313579872372,56.45208303651451
Klf2.3,1751,0.024367689084430356,50.53717222588546
Klf2.4,1954,0.027192726711009085,51.629755123320095
Klf2.5,6,8.349864906144038e-05,16.420814513359964
Klf2.6,44428,0.6182796634169456,88.89020549049066
Klf2.7,21982,0.3059112172780971,80.37016689602915
Ms4a1,27882,0.3880182221885135,83.36522253912086
Nfatc3.2,38864,0.5408485828539699,87.36810677210562
Nfatc3.3,11124,0.15480649535991048,71.64176012175395
Nfatc3.7,3326,0.04628608446305846,57.22829190539622
Nfatc3.8,8184,0.11389215731980469,67.78802328428777
Rpa3.1,7185,0.09998963225107486,66.1859750849359
Rpa3.2,17536,0.2440387183235698,77.47560688248856
Rpa3.3,21932,0.3052153952025851,80.34115471073231
Rpa3.4,29109,0.405093695921578,83.89854733309745
Runx3,17548,0.24420571562169266,77.48440194629408
Runx3.2,6295,0.08760399930696121,64.58213966336281
Satb1.1,3971,0.0552621892371633,59.203695621728826
Satb1.2,4097,0.05701566086745355,59.55730522216385
Satb1.3,4039,0.056208507259859625,59.3956855393446
Scmh1.1,15087,0.20995735306499186,75.54090527520111
Scmh1.2,76130,1.0594586921745763,94.21013157069203
Scmh1.3,7038,0.09794391534906957,65.93362494629173
Scml2.1,20822,0.2897681451262186,79.67847456727158
Scml2.2,45239,0.6295658974817504,89.09096986993143
Scml2.3,6334,0.08814674052586058,64.65652399108099
