shRNA,count,pctg
Bcl6.2,67555,0.977819258241118
Bcl6.3,25146,0.36397369650997197
CD4.1,3877,0.05611731573089801
CD4.2,85,0.0012303254674042637
CD4.3,10170,0.14720482357060424
CD4.4,17300,0.2504074186599266
CDK9.1,59472,0.8608225434996043
CDK9.2,188,0.0027211904455529596
CDK9.3,24286,0.3515256976632935
Ccnt1,17455,0.2526509533357814
Ccnt1.2,61083,0.8841408297112311
Ccnt1.3,5596,0.08099883900699129
Ccnt1.4,22512,0.32584808143770333
Cd14,1055,0.015270510213076448
Cd14.2,126,0.0018237765752110262
Cd19,436,0.006310845926920694
Cd19.3,1934,0.027993522987762896
Cd19.4,2903,0.0420192333161715
Fosb,4,5.7897669054318286e-05
Fosb.2,851,0.012317729091306217
Hes1,265,0.0038357205748485866
Hes1.2,1726,0.02498284419693834
Hes1.3,525,0.007599069063379276
Id2,34,0.0004921301869617055
Id2.2,49,0.0007092464459153991
Id2.3,607,0.008785971278992801
Id2.4,1079,0.01561789622740236
Id2.5,107,0.0015487626472030142
Id3,46808,0.6775185232736326
Id3.2,1799,0.02603947665717965
Id3.3,5359,0.07756840211552293
Id3.4,210,0.00303962762535171
Id3.5,94,0.0013605952227764798
Jmjd5.1,2179,0.03153975521733989
Jmjd5.2,2852,0.04128103803572894
Jmjd5.3,90627,1.311773013346426
Jmjd5.4,36799,0.5326440808824647
Jmjd6.1,7505,0.10863050156316469
Jmjd6.2,35830,0.518618370554056
Jmjd6.3,2242,0.03245164350494541
Jmjd6.4,779,0.011275571048328487
Jmjd8.1,0,0.0
Jmjd8.2,0,0.0
Jmjd8.3,79,0.0011434789638227862
Kat2a.1,6,8.684650358147744e-05
Kat2a.2,0,0.0
Kat2a.3,66236,0.9587275018704565
Kat2b.1,5684,0.0822725877261863
Kat2b.3,76981,1.114255115367619
Kat2b.4,1431,0.020712891104182368
Kat5.1,3731,0.05400405081041539
Kat5.3,780,0.011290045465592067
Kat5.4,118301,1.712338036698727
Kdm1a.1,31169,0.4511531116885117
Kdm1a.2,28696,0.41535787779567945
Kdm1a.3,98384,1.4240510680600127
Kdm1a.4,56089,0.8118555898969146
Kdm1b.1,55560,0.804198623164481
Kdm1b.2,8241,0.11928367266915926
Kdm1b.3,543,0.00785960857412371
Kdm1b.4,9389,0.1359003036877486
Kdm2a.1,5482,0.07934875543894322
Kdm2a.2,7074,0.1023920277225619
Kdm2a.3,12451,0.18022096934882925
Kdm2a.4,1323,0.019149654039715774
Kdm2b.1,32,0.0004631813524345463
Kdm2b.2,6005,0.08691887566779534
Kdm2b.3,574,0.008308315509294674
Kdm2b.4,3894,0.056363380824378854
Kdm3a.1,7259,0.10506979491632412
Kdm3a.2,42167,0.6103427527533598
Kdm3a.3,101867,1.4744654633890604
Kdm3a.4,17426,0.25223119523513765
