type,shRNA,count
target,Pbrm1.2,15130
target,Prmt8.4,12296
target,Morf4l1.2,12279
target,Prmt3.2,11124
target,Pcgf6.3,11073
target,Mll5.1,10455
target,Phf8.2,9900
target,Rbbp4.3,8991
target,Pcmt1.4,8097
target,Prdm4.2,6945
target,Prdm15.4,6909
target,Phf20.3,6447
target,Kdm1a.1,6324
target,Prdm8.1,6261
target,Parp1.3,5958
target,L3mbtl1.3,5720
target,Pbrm1.1,5570
target,Nap1l3.1,5332
target,Mbd4.1,5322
target,Kdm4d.1,4769
target,Prdm9.4,4506
target,Kat2a.3,4472
target,Phc1.2,4396
target,Nap1l1.4,4366
target,Kdm4a.3,4357
target,Jmjd5.4,4143
target,L3mbtl3.3,4020
target,Prmt5.3,4005
target,Nap1l3.2,3953
target,Ncor1.4,3908
target,Psip1.1,3804
target,Phip.1,3708
target,Kdm3a.3,3618
target,Ppargc1a.4,3599
target,Prmt5.2,3439
target,Padi1.4,3320
target,Mta3.1,3174
target,Psip1.4,3159
target,Rbbp7.1,3078
target,Prdm13.1,3074
target,Paxip1.4,2954
target,Prmt3.4,2900
target,Rnf217.4,2876
target,Mta1.4,2856
target,Kdm4c.1,2824
target,Mll2.2,2750
target,Myst1.2,2711
target,Nsd1.1,2702
target,Phf20l1.4,2657
target,Prkaa2.3,2657
target,Ncor2.1,2646
target,Prdm6.4,2642
target,Kdm4c.2,2562
target,Mll1.3,2557
target,Kdm5b.3,2548
target,Kdm1a.3,2525
target,Rnf20.3,2516
target,Mbd3.2,2482
target,Kat2b.3,2361
target,Jmjd6.2,2353
target,Phf1.3,2305
target,Rnf217.1,2278
target,Nap1l3.4,2238
target,Phip.2,2223
target,Ncoa1.2,2212
target,Myst3.2,2176
target,Ncor1.1,2169
target,Mbd1.4,2155
target,Men1.4,2135
target,Prkcd.1,2115
target,Kdm4d.4,2062
target,L3mbtl3.4,2058
target,Prdm10.2,2010
target,Kdm5a.2,2001
target,Nap1l2.1,1966
target,Kdm5a.1,1959
target,Rbbp7.4,1929
target,Phf19.3,1892
target,Prmt3.3,1885
target,Phc1.1,1864
target,Ncor1.3,1837
target,Prmt2.4,1830
target,Mta2.2,1764
target,Mll1.2,1696
target,Kdm2a.2,1647
target,Kdm5c.2,1636
target,Mtf2.1,1610
target,Myst4.3,1601
target,Padi6.1,1584
target,Morf4l1.3,1512
target,Prdm10.4,1511
target,Prdm2.4,1490
target,Kdm5a.3,1367
target,Kdm5c.1,1361
target,Prmt3.1,1322
target,Prdm10.1,1311
target,Kdm5c.3,1308
target,Prkcd.3,1303
target,Kdm4a.1,1270
target,Kdm5d.1,1248
target,Myst4.1,1212
target,Prkaa2.2,1181
target,Msl3.3,1160
target,Mll5.2,1151
target,Orc1.2,1151
target,Prdm1.2,1143
target,Prkaa1.2,1142
target,Rbbp4.1,1142
target,Prdm1.4,1073
target,Polr2b.3,1059
target,L3mbtl3.2,1051
target,Rbbp7.2,1032
target,Myst2.1,983
target,Mtf2.2,981
target,Pcgf1.1,962
target,Nsd1.4,952
target,Rbbp5.1,924
target,Ncoa1.3,923
target,Phf19.1,913
target,Kdm1a.2,880
target,Myst1.4,876
target,Mll2.1,873
target,Rbbp5.3,859
target,Mecom.4,858
target,Kat5.1,848
target,Mbd1.1,847
target,Kat2b.4,846
target,Prmt2.3,844
target,Rnf40.1,830
target,Mta2.1,826
target,Ncoa1.1,823
target,Kdm1b.4,817
target,Mbd4.3,811
target,Nap1l2.4,790
target,L3mbtl4.2,779
target,Orc1.3,774
