type,shRNA,count,ZScore
control,Bcl6,25660,0.00168869432745615
control,Bcl6.2,7737,-0.32234941259032385
control,Bcl6.3,24911,-0.011852818928216295
control,CD4.1,36109,0.19060093999971434
control,CD4.2,0,-0.4622301710137387
control,CD4.3,2161,-0.4231604645444354
control,CD4.4,17573,-0.1445198740285159
control,CDK9.1,197629,3.1107948265901193
control,CDK9.2,14002,-0.20908161479754966
control,CDK9.3,32098,0.11808423817260862
control,Ccnt1,48258,0.41024826248725044
control,Ccnt1.2,217999,3.4790733646649494
control,Ccnt1.3,9930,-0.28270116349861535
control,Ccnt1.4,132014,1.9245112588051427
control,Cd14,4556,-0.3798601651487939
control,Cd14.2,3,-0.4621759326428882
control,Cd19,0,-0.4622301710137387
control,Cd19.3,0,-0.4622301710137387
control,Cd19.4,5,-0.46213977372898785
control,Fosb,2,-0.46219401209983835
control,Fosb.2,1,-0.4622120915567885
control,Hes1,0,-0.4622301710137387
control,Hes1.2,2,-0.46219401209983835
control,Hes1.3,2,-0.46219401209983835
control,Id2,0,-0.4622301710137387
control,Id2.2,0,-0.4622301710137387
control,Id2.3,13,-0.46199513807338655
control,Id2.4,0,-0.4622301710137387
control,Id2.5,0,-0.4622301710137387
control,Id3,68294,0.772488261940726
control,Id3.2,0,-0.4622301710137387
control,Id3.3,2,-0.46219401209983835
control,Id3.4,7218,-0.3317326507474587
control,Id3.5,1,-0.4622120915567885
target,Jmjd5.1,2594,-0.41533205968501463
target,Jmjd5.2,2614,-0.4149704705460113
target,Jmjd5.3,58832,0.6014204402782791
target,Jmjd5.4,14256,-0.20448943273220815
target,Jmjd6.1,8905,-0.3012326068725329
target,Jmjd6.2,63307,0.6823260101302606
target,Jmjd6.3,11300,-0.2579323074768914
target,Jmjd6.4,543,-0.4524130258897999
target,Jmjd8.1,0,-0.4622301710137387
target,Jmjd8.2,3,-0.4621759326428882
target,Jmjd8.3,5,-0.46213977372898785
target,Kat2a.1,4,-0.46215785318593805
target,Kat2a.2,0,-0.4622301710137387
target,Kat2a.3,45739,0.3647061104297886
target,Kat2b.1,2019,-0.4257277474313586
target,Kat2b.2,86813,1.1073017252008033
target,Kat2b.3,52516,0.4872305901810465
target,Kat2b.4,7511,-0.3264353698610608
target,Kat5.1,8853,-0.3021727386339414
target,Kat5.2,72749,0.8530322426537043
target,Kat5.3,3281,-0.4029114727602523
target,Kat5.4,75923,0.9104164390135231
target,Kdm1a.1,10071,-0.2801519600686423
target,Kdm1a.2,21530,-0.07297946287671901
target,Kdm1a.3,177541,2.747614695375235
target,Kdm1a.4,14922,-0.19244851440339927
target,Kdm1b.1,101426,1.3714968296135421
target,Kdm1b.2,14333,-0.20309731454704555
target,Kdm1b.3,5229,-0.36769269062133386
target,Kdm1b.4,1002,-0.44411455514967485
target,Kdm2a.1,2307,-0.42052086382971154
target,Kdm2a.2,26859,0.02336596321070216
target,Kdm2a.3,12366,-0.2386596063680171
target,Kdm2a.4,3114,-0.4059307420709296
target,Kdm2b.1,0,-0.4622301710137387
target,Kdm2b.2,7375,-0.328894176006283
target,Kdm2b.3,176,-0.4590481865905099
target,Kdm2b.4,1643,-0.43252562324462007
target,Kdm3a.1,10772,-0.2674782607465777
target,Kdm3a.2,19937,-0.10178003779832943
target,Kdm3a.3,77589,0.9405368142924955
target,Kdm3a.4,23107,-0.04446815926631121
target,Kdm3b.2,11488,-0.2545333695702606
target,Kdm3b.3,6253,-0.34917932670436647
target,Kdm3b.4,2807,-0.4114811353546298
target,Kdm4a.1,43562,0.3253471326492827
target,Kdm4a.2,689,-0.44977342517507607
target,Kdm4a.3,30003,0.08020777586201613
target,Kdm4a.4,3354,-0.4015916724028904
target,Kdm4b.1,1,-0.4622120915567885
target,Kdm4b.2,0,-0.4622301710137387
target,Kdm4b.3,0,-0.4622301710137387
target,Kdm4c.1,193057,3.028135549413972
target,Kdm4c.2,28435,0.0518591873641598
target,Kdm4c.3,28876,0.059832227879181896
target,Kdm4c.4,2529,-0.41650722438677523
target,Kdm4d.1,69157,0.788090833288717
target,Kdm4d.2,13587,-0.2165845894318675
target,Kdm4d.3,1910,-0.42769840823892646
target,Kdm4d.4,43509,0.32438892143092407
target,Kdm5a.1,75141,0.8962783036784953
target,Kdm5a.2,266048,4.347773191663355
target,Kdm5a.3,3466,-0.39956677322447204
target,Kdm5a.4,5624,-0.3605513051260193
target,Kdm5b.1,2,-0.46219401209983835
target,Kdm5b.2,12703,-0.23256682937581202
target,Kdm5b.3,36164,0.1915953101319733
target,Kdm5b.4,5252,-0.3672768631114801
target,Kdm5c.1,122384,1.7504060883750685
target,Kdm5c.2,139228,2.054936461243622
target,Kdm5c.3,1572,-0.4338092646880817
target,Kdm5c.4,7287,-0.3304851682178974
target,Kdm5d.1,28948,0.06113394877959366
target,Kdm5d.2,4437,-0.38201162052586335
target,Kdm5d.3,29537,0.07178274892323995
target,Kdm5d.4,75,-0.4608742117424764
target,Kdm6a.1,11026,-0.2628860786812362
target,Kdm6a.2,21165,-0.07957846466352868
target,Kdm6a.3,1381,-0.43726244096556294
target,Kdm6a.4,12240,-0.24093761794373772
target,Kdm6b.1,39,-0.4615250721926823
target,Kdm6b.2,4831,-0.37488831448749893
target,Kdm6b.3,5099,-0.3700430200248551
target,Kdm6b.4,1516,-0.4348217142772908
control,Klf12,0,-0.4622301710137387
control,Klf12.4,0,-0.4622301710137387
control,Klf12.5,2,-0.46219401209983835
control,Klf2,0,-0.4622301710137387
control,Klf2.2,1,-0.4622120915567885
control,Klf2.3,0,-0.4622301710137387
control,Klf2.4,0,-0.4622301710137387
control,Klf2.5,1,-0.4622120915567885
control,Klf2.6,2,-0.46219401209983835
control,Klf2.7,0,-0.4622301710137387
target,L3mbtl1.1,726,-0.44910448526792
target,L3mbtl1.2,4687,-0.37749175628832243
target,L3mbtl1.3,172760,2.6611768116965036
target,L3mbtl1.4,70083,0.8048324104245683
target,L3mbtl2.1,5910,-0.35538058043827253
target,L3mbtl2.3,4936,-0.3729899715077318
target,L3mbtl2.4,2473,-0.4175196739759844
target,L3mbtl3.1,15524,-0.18156468131940084
target,L3mbtl3.2,1658,-0.4322544313903676
target,L3mbtl3.3,386,-0.4552515006309756
target,L3mbtl3.4,21997,-0.06453635648099267
target,L3mbtl4.1,14253,-0.20454367110305863
target,L3mbtl4.2,26682,0.020165899330523224
target,L3mbtl4.3,3977,-0.3903281707229385
target,L3mbtl4.4,655,-0.4503881267113816
target,Mbd1.1,37054,0.2076860268176188
target,Mbd1.2,405,-0.4549079909489225
target,Mbd1.3,1216,-0.4402455513623399
target,Mbd1.4,5968,-0.354331971935163
target,Mbd2.2,18211,-0.1329851804943116
target,Mbd2.3,75583,0.9042694236504675
target,Mbd2.4,1636,-0.4326521794432712
target,Mbd3.1,1252,-0.439594690912134
target,Mbd3.2,149598,2.2424204298168173
target,Mbd3.3,3409,-0.4005973022706314
