Position,Pool,shRNA,GeoMean
control2_B02,2,Bptf.1,2175.433789
control2_B03,2,Bptf.2,2149.256532
control2_B04,2,Bptf.3,1816.29945
control2_B05,2,Bptf.4,1960.983411
control2_B06,2,Whsc1.1,1734.043042
control2_B07,2,Whsc1.2,1686.752999
control2_B08,2,Whsc1.3,1339.225188
control2_B09,2,Whsc1.4,1289.739927
control2_B10,2,Cd4.1,1683.347448
control2_B11,2,Cd4.1,3375.173632
control2_C02,2,Mll2.1,2358.044266
control2_C03,2,Mll2.2,2934.117027
control2_C04,2,Mll2.3,2284.105571
control2_C05,2,Mll2.4,2237.734063
control2_C06,2,Brd8.1,2201.128019
control2_C07,2,Brd8.2,1949.919237
control2_C08,2,Brd8.3,1939.411457
control2_C09,2,Brd8.4,1821.491289
control2_C10,2,Cd4.2,1347.341271
control2_C11,2,Cd4.2,2749.948436
control2_D02,2,Ncor1.1,2109.293369
control2_D03,2,Ncor1.2,1262.125445
control2_D04,2,Ncor1.3,2305.036661
control2_D05,2,Ncor1.4,1828.86071
control2_D06,2,Cxxcl.1,1524.880638
control2_D07,2,Cxxcl.2,1846.355329
control2_D08,2,Cxxcl.3,1595.434304
control2_D09,2,Cxxcl.4,1371.123459
control2_D10,2,Cd4.3,2337.401857
control2_D11,2,Cd4.3,2920.281117
control2_E02,2,Smarca4.1,1759.802885
control2_E03,2,Smarca4.2,1857.331137
control2_E04,2,Smarca4.3,1555.013815
control2_E05,2,Smarca4.4,1620.742173
control2_E06,2,Klf2.1,1805.46228
control2_E07,2,Klf2.2,1542.360436
control2_E08,2,Klf2.3,2030.197894
control2_E09,2,Klf2.4,2011.088373
control2_E10,2,Cd4.4,1661.954328
control2_E11,2,Cd4.4,2737.915517
control2_F02,2,Runx3.1,1158.754856
control2_F03,2,Runx3.2,3186.374213
control2_F04,2,Runx3.3,2848.046004
control2_F05,2,Empty,2665.208642
control2_F06,2,Sp140.1,1888.296268
control2_F07,2,Sp140.2,1975.774502
control2_F08,2,Sp140.3,1477.040849
control2_F09,2,Sp140.4,1430.596686
control2_F10,2,Empty,2828.193228
control2_F11,2,Empty,2073.797607
control2_G02,2,Smarce1.1,1358.93071
control2_G03,2,Smarce1.2,1372.252517
control2_G04,2,Smarce1.3,1426.504422
control2_G05,2,Smarce1.4,1212.882162
control2_G06,2,Wdr82.1,1045.951184
control2_G07,2,Wdr82.2,1119.058901
control2_G08,2,Wdr82.3,1430.006406
control2_G09,2,Wdr82.4,1402.586971
control2_G10,2,Empty,1340.31119
control2_G11,2,Empty,676.7330375
12_B02,2,Pcgf2.1,1742.296314
12_B03,2,Phf20.1,1322.933136
12_B04,2,Phf20l1.1,1830.105189
12_B05,2,Phf2.1,1413.107305
12_B06,2,Pcgf6.1,1423.777787
12_B07,2,Prdm1.1,1564.504639
12_B08,2,Phip.1,1623.350309
12_B09,2,Phf1.1,1533.971799
12_B10,2,Pcgf5.1,1856.507256
12_B11,2,Polr2b.1,1272.65246
12_C02,2,Phip.2,1503.370734
12_C03,2,Pcmt1.1,1619.611915
12_C04,2,Pcgf2.2,1746.576754
12_C05,2,Polr2b.2,1348.96929
12_C06,2,Phf8.1,1706.341045
12_C07,2,Phf20l1.2,1577.951694
12_C08,2,Pcgf6.2,1571.843282
12_C09,2,Ppargc1a.1,1188.426727
12_C10,2,Phf20.2,774.2020881
12_C11,2,Phf19.1,1396.500041
12_D02,2,Pcgf5.2,1877.870638
12_D03,2,Ppargc1a.2,1557.192631
12_D04,2,Phf20.3,1652.004853
12_D05,2,Phc1.1,1579.15223
12_D06,2,Pcmt1.2,1250.695517
12_D07,2,Ppargc1a.3,1359.126605
12_D08,2,Phf8.2,1453.210883
12_D09,2,Phf1.2,1194.859696
12_D10,2,Pcgf2.3,1372.574995
12_D11,2,Prdm1.2,1414.982829
12_E02,2,Phf19.2,1618.048104
12_E03,2,Phf2.2,1523.840777
12_E04,2,Pcgf2.4,1588.935668
12_E05,2,Phip.3,1299.995538
12_E06,2,Phf20l1.3,1371.393942
12_E07,2,Phc1.2,1464.740527
12_E08,2,Pcgf5.3,1448.945384
12_E09,2,Polr2b.3,1368.26927
12_E10,2,Phf8.3,1374.083878
12_E11,2,Phf1.3,1228.696492
12_F02,2,Pcgf6.3,1456.513824
12_F03,2,Prdm1.3,1753.331568
12_F04,2,Phf20l1.4,1828.995801
12_F05,2,Phc1.3,1648.049778
12_F06,2,Pcmt1.3,1582.728653
12_F07,2,Phip.4,1687.634921
12_F08,2,Phf2.3,1452.781146
12_F09,2,Phf19.3,1173.598885
12_F10,2,Pcmt1.4,1316.838677
12_F11,2,Polr2b.4,1150.851168
12_G02,2,Phf8.4,1261.887072
12_G03,2,Phf19.4,1772.749708
12_G04,2,Pcgf5.4,2703.19377
12_G05,2,Prdm1.4,1937.334579
12_G06,2,Ppargc1a.4,1502.893262
12_G07,2,Phc1.4,1363.914696
12_G08,2,Pcgf6.4,1304.965578
12_G09,2,Phf20.4,1263.39236
12_G10,2,Phf1.4,1283.888822
12_G11,2,Phf2.4,1329.251474
11_B02,2,Nap1l2.1,1257.604695
11_B03,2,Padi1.1,1208.500896
11_B04,2,Padi4.1,1203.134808
11_B05,2,Orc1.1,1946.464772
11_B06,2,Ncoa1.1,1732.046756
11_B07,2,Pcgf1.1,1475.532492
11_B08,2,Parp1.1,1804.094267
11_B09,2,Ncor2.1,1645.498961
11_B10,2,Nap1l3.1,1300.938573
11_B11,2,Paxip1.1,1358.184261
11_C02,2,Parp1.2,1804.040842
11_C03,2,Ncoa3.1,1868.723266
11_C04,2,Nap1l2.2,2013.752624
11_C05,2,Paxip1.2,1170.837199
11_C06,2,Padi6.1,1536.934459
11_C07,2,Padi4.2,1638.985877
11_C08,2,Ncoa1.2,1505.495526
11_C09,2,Pbrm1.1,1670.001473
11_C10,2,Padi1.2,1534.081792
11_C11,2,Nsd1.1,1662.506575
11_D02,2,Nap1l3.2,1332.370277
11_D03,2,Pbrm1.2,1504.478425
11_D04,2,Padi1.3,1426.942143
11_D05,2,Ncor1.1,1807.368743
11_D06,2,Ncoa3.2,1638.547714
11_D07,2,Pbrm1.3,1530.171194
11_D08,2,Padi6.2,1720.649006
11_D09,2,Ncor2.2,1611.550356
11_D10,2,Nap1l2.3,1766.48784
11_D11,2,Pcgf1.2,1053.262115
11_E02,2,Nsd1.2,1777.058124
11_E03,2,Orc1.2,1508.621459
11_E04,2,Nap1l2.4,1485.807181
11_E05,2,Parp1.3,1637.048422
11_E06,2,Padi4.3,1796.738135
11_E07,2,Ncor1.2,2339.192227
11_E08,2,Nap1l3.3,1319.518305
11_E09,2,Paxip1.3,1997.873995
11_E10,2,Padi6.3,1826.786814
11_E11,2,Ncor2.3,1905.055836
11_F02,2,Ncoa1.3,1225.303019
11_F03,2,Pcgf1.3,1210.112877
11_F04,2,Padi4.4,1415.387349
11_F05,2,Ncor1.3,1857.735601
11_F06,2,Ncoa3.3,985.0828609
11_F07,2,Parp1.4,1519.891661
11_F08,2,Orc1.3,2073.98382
11_F09,2,Nsd1.3,1537.950884
11_F10,2,Ncoa3.4,1480.434052
11_F11,2,Paxip1.4,1429.117116
11_G02,2,Padi6.4,1507.708931
11_G03,2,Nsd1.4,1407.066922
11_G04,2,Nap1l3.4,1803.635296
11_G05,2,Pcgf1.4,1429.870507
11_G06,2,Pbrm1.4,1299.173024
11_G07,2,Ncor1.4,1348.102105
11_G08,2,Ncoa1.4,1388.198677
11_G09,2,Padi1.4,1266.522204
11_G10,2,Ncor2.4,1162.795299
11_G11,2,Orc1.4,1231.315634
9_B02,2,Kdm5b.1,1675.852202
9_B03,2,L3mbtl4.1,1122.461582
9_B04,2,Mbd1.1,1888.908892
9_B05,2,L3mbtl3.1,2053.37041
9_B06,2,Kdm5d.1,1580.53724
9_B07,2,Men1.1,2196.430966
9_B08,2,Mbd3.1,2017.207056
9_B09,2,L3mbtl1.1,1776.345061
9_B10,2,Kdm5c.1,2159.281694
9_B11,2,Mbd4.1,1543.21482
9_C02,2,Mbd3.2,1683.065394
9_C03,2,Kdm6a.1,1509.169169
9_C04,2,Kdm5b.2,1550.558538
9_C05,2,Mbd4.2,1622.76562
9_C06,2,Mbd2.1,1392.579116
9_C07,2,Mbd1.2,1667.660879
9_C08,2,Kdm5d.2,1496.703864
9_C09,2,Mecom.1,1868.088199
9_C10,2,L3mbtl4.2,1665.527707
9_C11,2,L3mbtl2.1,1411.892039
9_D02,2,Kdm5c.2,1620.211334
9_D03,2,Mecom.2,1737.903354
9_D04,2,L3mbtl4.3,1962.413154
9_D05,2,Kdm6b.1,1987.858296
9_D06,2,Kdm6a.2,1856.183253
9_D07,2,Mecom.3,1873.504113
9_D08,2,Mbd2.2,1457.361226
9_D09,2,L3mbtl1.2,1651.419888
9_D10,2,Kdm5b.3,1214.551869
9_D11,2,Men1.2,1715.706858
9_E02,2,L3mbtl2.2,494.3906455
9_E03,2,L3mbtl3.2,1561.4281
9_E04,2,Kdm5b.4,1801.279454
9_E05,2,Mbd3.3,2214.217882
9_E06,2,Mbd1.3,1452.682197
9_E07,2,Kdm6b.2,1812.479136
9_E08,2,Kdm5c.3,1585.217775
9_E09,2,Mbd4.3,1507.330817
9_E10,2,Mbd2.3,1191.267535
9_E11,2,L3mbtl1.3,1407.016594
9_F02,2,Kdm5d.3,1320.298603
9_F03,2,Men1.3,1501.921108
9_F04,2,Mbd1.4,1497.721579
9_F05,2,Kdm6b.3,1623.926783
9_F06,2,Kdm6a.3,1792.383398
9_F07,2,Mbd3.4,1419.417105
9_F08,2,L3mbtl3.3,1516.484908
9_F09,2,L3mbtl2.3,1666.914046
9_F10,2,Kdm6a.4,1675.193595
9_F11,2,Mbd4.4,1311.429315
9_G02,2,Mbd2.4,1214.723023
9_G03,2,L3mbtl2.4,1830.883832
9_G04,2,Kdm5c.4,2102.683905
9_G05,2,Men1.4,1535.802265
9_G06,2,Mecom.4,1379.11903
9_G07,2,Kdm6b.4,1419.99346
9_G08,2,Kdm5d.4,1269.219707
9_G09,2,L3mbtl4.4,1442.998732
9_G10,2,L3mbtl1.4,1741.587921
9_G11,2,L3mbtl3.4,1470.322708
14_B02,2,Prmt1.1,1384.21349
14_B03,2,Rbbp4.1,1288.011781
14_B04,2,Rbbp5.1,1290.83498
14_B05,2,Psip1.1,471.7274996
14_B06,2,Prmt3.1,1020.039766
14_B07,2,Rnf40.1,1143.688083
14_B08,2,Ring1.1,907.3618926
14_B09,2,Prmt7.1,1138.153004
14_B10,2,Prmt2.1,1244.589634
14_B11,2,Rnf20.1,1130.401643
14_C02,2,Ring1.2,1367.349246
14_C03,2,Prmt5.1,1443.318261
14_C04,2,Prmt1.2,1130.276037
14_C05,2,Rnf20.2,1218.741492
14_C06,2,Rbbp7.1,1247.082623
14_C07,2,Rbbp5.2,1627.131346
14_C08,2,Prmt3.2,1191.484626
14_C09,2,Rnf217.1,1082.420213
14_C10,2,Rbbp4.2,1235.775917
14_C11,2,Prmt8.1,1562.059367
14_D02,2,Prmt2.2,1263.585004
14_D03,2,Rnf217.2,1096.630015
14_D04,2,Rbbp4.3,1362.713181
14_D05,2,Prmt6.1,1170.493442
14_D06,2,Prmt5.2,1315.417522
14_D07,2,Rnf217.3,1355.099272
14_D08,2,Rbbp7.2,1253.571682
14_D09,2,Prmt7.2,1309.1632
14_D10,2,Prmt1.3,1229.119286
14_D11,2,Rnf40.2,1342.363848
14_E02,2,Prmt8.2,1599.394416
14_E03,2,Psip1.2,992.9570929
14_E04,2,Prmt1.4,1423.412736
14_E05,2,Ring1.3,1064.15845
14_E06,2,Rbbp5.3,1201.202428
14_E07,2,Prmt6.2,1232.635147
14_E08,2,Prmt2.3,1146.016143
14_E09,2,Rnf20.3,1037.635861
14_E10,2,Rbbp7.3,1434.560707
14_E11,2,Prmt7.3,1243.137753
14_F02,2,Prmt3.3,1583.387305
14_F03,2,Rnf40.3,1386.648539
14_F04,2,Rbbp5.4,1363.375887
14_F05,2,Prmt6.3,795.6449502
14_F06,2,Prmt5.3,1122.667286
14_F07,2,Ring1.4,392.4364267
14_F08,2,Psip1.3,1252.278895
14_F09,2,Prmt8.3,1429.225445
14_F10,2,Prmt5.4,1248.846998
14_F11,2,Rnf20.4,1283.866958
14_G02,2,Rbbp7.4,522.7155266
14_G03,2,Prmt8.4,1286.474167
14_G04,2,Prmt2.4,1371.786296
14_G05,2,Rnf40.4,
14_G06,2,Rnf217.4,
14_G07,2,Prmt6.4,
14_G08,2,Prmt3.4,
14_G09,2,Rbbp4.4,
14_G10,2,Prmt7.4,
14_G11,2,Psip1.4,
8_B02,2,Jmjd5.1,1699.559404
8_B03,2,Kdm2b.1,1050.784794
8_B04,2,Kdm3a.1,1543.106062
8_B05,2,Kdm2a.1,1755.396149
8_B06,2,Kat2a.1,1771.408321
8_B07,2,Kdm5a.1,1788.650085
8_B08,2,Kdm4a.1,1538.942675
8_B09,2,Kdm1a.1,2257.950334
8_B10,2,Jmjd6.1,1680.379339
8_B11,2,Kdm4c.1,1647.465542
8_C02,2,Kdm4a.2,1641.056608
8_C03,2,Kat2b.1,1735.608811
8_C04,2,Jmjd5.2,1363.046285
8_C05,2,Kdm4c.2,1251.958504
8_C06,2,Kdm3b.1,1179.710923
8_C07,2,Kdm3a.2,1439.176212
8_C08,2,Kat2a.2,1667.124741
8_C09,2,Kdm4d.1,1142.226108
8_C10,2,Kdm2b.2,1222.430169
8_C11,2,Kdm1b.1,1506.285706
8_D02,2,Jmjd6.2,1512.054615
8_D03,2,Kdm4d.2,1637.243804
8_D04,2,Kdm2b.3,1157.793827
8_D05,2,Kat5.1,1608.559841
8_D06,2,Kat2b.2,2163.820974
8_D07,2,Kdm4d.3,1454.190576
8_D08,2,Kdm3b.2,1368.001523
8_D09,2,Kdm1a.2,1874.192482
8_D10,2,Jmjd5.3,1707.351626
8_D11,2,Kdm5a.2,1647.192536
8_E02,2,Kdm1b.2,1311.214663
8_E03,2,Kdm2a.2,1256.753298
8_E04,2,Jmjd5.4,1714.324004
8_E05,2,Kdm4a.3,1671.430065
8_E06,2,Kdm3a.3,1541.878604
8_E07,2,Kat5.2,1500.831877
8_E08,2,Jmjd6.3,1885.949028
8_E09,2,Kdm4c.3,1805.62024
8_E10,2,Kdm3b.3,1399.508976
8_E11,2,Kdm1a.3,2013.743231
8_F02,2,Kat2a.3,1182.497451
8_F03,2,Kdm5a.3,1375.73101
8_F04,2,Kdm3a.4,1812.497452
8_F05,2,Kat5.3,1311.557279
8_F06,2,Kat2b.3,1640.755457
8_F07,2,Kdm4a.4,1835.901084
8_F08,2,Kdm2a.3,1621.570007
8_F09,2,Kdm1b.3,1629.201272
8_F10,2,Kat2b.4,1810.004196
8_F11,2,Kdm4c.4,2035.807811
8_G02,2,Kdm3b.4,1182.562704
8_G03,2,Kdm1b.4,1421.367813
8_G04,2,Jmjd6.4,1331.982962
8_G05,2,Kdm5a.4,1363.492829
8_G06,2,Kdm4d.4,1461.601419
8_G07,2,Kat5.4,1573.160023
8_G08,2,Kat2a.4,1388.068586
8_G09,2,Kdm2b.4,1438.477463
8_G10,2,Kdm1a.4,2588.921068
8_G11,2,Kdm2a.4,1439.490233
10_B02,2,Mll1.1,1975.426163
10_B03,2,Mta3.1,1583.996245
10_B04,2,Mtf2.1,1924.118642
10_B05,2,Mta2.1,1974.810922
10_B06,2,Mll3.1,2212.952401
10_B07,2,Nap1l1.1,1285.550733
10_B08,2,Myst2.1,1418.433105
10_B09,2,Msl3.1,1991.613396
10_B10,2,Mll2.1,2492.243909
10_B11,2,Myst3.1,1779.402214
10_C02,2,Myst2.2,1859.541757
10_C03,2,Mll5.1,1838.777967
10_C04,2,Mll1.2,1949.994168
10_C05,2,Myst3.2,1811.310133
10_C06,2,Myst1.1,1557.079609
10_C07,2,Mtf2.2,2196.820465
10_C08,2,Mll3.2,1574.779209
10_C09,2,Myst4.1,1520.27661
10_C10,2,Mta3.2,1634.414025
10_C11,2,Mta1.1,2545.741573
10_D02,2,Mll2.2,2576.194144
10_D03,2,Myst4.2,2078.508312
10_D04,2,Mta3.3,2090.288084
10_D05,2,Morf4l1.1,1670.848112
10_D06,2,Mll5.2,1607.452791
10_D07,2,Myst4.3,1906.484057
10_D08,2,Myst1.2,1633.045069
10_D09,2,Msl3.2,2410.66049
10_D10,2,Mll1.3,2376.726848
10_D11,2,Nap1l1.2,1616.439876
10_E02,2,Mta1.2,1553.146298
10_E03,2,Mta2.2,1758.594551
10_E04,2,Mll1.4,1802.608509
10_E05,2,Myst2.3,1618.581688
10_E06,2,Mtf2.3,1638.564608
10_E07,2,Morf4l1.2,1718.708522
10_E08,2,Mll2.3,1490.13424
10_E09,2,Myst3.3,1654.921859
10_E10,2,Myst1.3,1338.389005
10_E11,2,Msl3.3,1510.954742
10_F02,2,Mll3.3,1995.666178
10_F03,2,Nap1l1.3,1392.557635
10_F04,2,Mtf2.4,1460.535177
10_F05,2,Morf4l1.3,1836.897633
10_F06,2,Mll5.3,1914.676044
10_F07,2,Myst2.4,1478.14295
10_F08,2,Mta2.3,1805.261902
10_F09,2,Mta1.3,1576.270895
10_F10,2,Mll5.4,1967.599749
10_F11,2,Myst3.4,1346.157867
10_G02,2,Myst1.4,1344.279045
10_G03,2,Mta1.4,1918.981475
10_G04,2,Mll2.4,1603.329376
10_G05,2,Nap1l1.4,1437.354967
10_G06,2,Myst4.4,1391.900796
10_G07,2,Morf4l1.4,1489.057916
10_G08,2,Mll3.4,1261.582675
10_G09,2,Mta3.4,1390.770373
10_G10,2,Msl3.4,1399.104042
10_G11,2,Mta2.4,1285.864242
13_B02,2,Prdm10.1,2134.766188
13_B03,2,Prdm5.1,1939.155938
13_B04,2,Prdm6.1,1926.820236
13_B05,2,Prdm4.1,1916.542152
13_B06,2,Prdm12.1,2286.146378
13_B07,2,Prkcd.1,2206.756642
13_B08,2,Prdm9.1,2404.937614
13_B09,2,Prdm15.1,2015.933723
13_B10,2,Prdm11.1,2041.840108
13_B11,2,Prkaa1.1,2128.573823
13_C02,2,Prdm9.2,1886.194151
13_C03,2,Prdm13.1,2012.262227
13_C04,2,Prdm10.2,1954.69332
13_C05,2,Prkaa1.2,2145.694473
13_C06,2,Prdm8.1,1999.218267
13_C07,2,Prdm6.2,2000.570395
13_C08,2,Prdm12.2,2225.076217
13_C09,2,Prkaa2.1,1596.408954
13_C10,2,Prdm5.2,1903.105628
13_C11,2,Prdm2.1,2309.216193
13_D02,2,Prdm11.2,1853.814281
13_D03,2,Prkaa2.2,1997.041341
13_D04,2,Prdm5.3,2012.172015
