Position,Pool,shRNA,Percentage
12_B02,2,Pcgf2.1,40
12_B03,2,Phf20.1,37.92775665
12_B04,2,Phf20l1.1,50
12_B05,2,Phf2.1,38.88888889
12_B06,2,Pcgf6.1,41.30434783
12_B07,2,Prdm1.1,29.29399368
12_B08,2,Phip.1,48.36309524
12_B09,2,Phf1.1,37.33075435
12_B10,2,Pcgf5.1,40.99409449
12_B11,2,Polr2b.1,31.53049482
12_C02,2,Phip.2,37.59791123
12_C03,2,Pcmt1.1,33.92517438
12_C04,2,Pcgf2.2,39.86874487
12_C05,2,Polr2b.2,37.5782881
12_C06,2,Phf8.1,41.62754304
12_C07,2,Phf20l1.2,31.51943463
12_C08,2,Pcgf6.2,26.18397086
12_C09,2,Ppargc1a.1,34.3030303
12_C10,2,Phf20.2,30.00542594
12_C11,2,Phf19.1,34.11764706
12_D02,2,Pcgf5.2,37.41293532
12_D03,2,Ppargc1a.2,36.00628931
12_D04,2,Phf20.3,44.45544554
12_D05,2,Phc1.1,46.04166667
12_D06,2,Pcmt1.2,31.25
12_D07,2,Ppargc1a.3,37.64044944
12_D08,2,Phf8.2,35.84041857
12_D09,2,Phf1.2,32.41167435
12_D10,2,Pcgf2.3,34.10922113
12_D11,2,Prdm1.2,23.72107186
12_E02,2,Phf19.2,35.88621444
12_E03,2,Phf2.2,39.24611973
12_E04,2,Pcgf2.4,41.57650696
12_E05,2,Phip.3,28.54785479
12_E06,2,Phf20l1.3,31.87736245
12_E07,2,Phc1.2,37.10495513
12_E08,2,Pcgf5.3,27.79767234
12_E09,2,Polr2b.3,32.12185997
12_E10,2,Phf8.3,32.85714286
12_E11,2,Phf1.3,31.15310078
12_F02,2,Pcgf6.3,22.01509099
12_F03,2,Prdm1.3,33.4980586
12_F04,2,Phf20l1.4,30.42471042
12_F05,2,Phc1.3,28.73194222
12_F06,2,Pcmt1.3,26.86208554
12_F07,2,Phip.4,24.7043364
12_F08,2,Phf2.3,28.01461632
12_F09,2,Phf19.3,25.12640996
12_F10,2,Pcmt1.4,30.17902813
12_F11,2,Polr2b.4,26.71755725
12_G02,2,Phf8.4,7.692307692
12_G03,2,Phf19.4,31.56822811
12_G04,2,Pcgf5.4,24.50248756
12_G05,2,Prdm1.4,21.43974961
12_G06,2,Ppargc1a.4,34.01015228
12_G07,2,Phc1.4,27.91686349
12_G08,2,Pcgf6.4,24.96251874
12_G09,2,Phf20.4,21.83544304
12_G10,2,Phf1.4,27.90461695
12_G11,2,Phf2.4,29.73189276
11_B02,2,Nap1l2.1,34.33014354
11_B03,2,Padi1.1,44.72440945
11_B04,2,Padi4.1,34.14634146
11_B05,2,Orc1.1,41.70616114
11_B06,2,Ncoa1.1,46.4
11_B07,2,Pcgf1.1,43.04677623
11_B08,2,Parp1.1,41.4874552
11_B09,2,Ncor2.1,38.46694796
11_B10,2,Nap1l3.1,38.33333333
11_B11,2,Paxip1.1,45.23946913
11_C02,2,Parp1.2,43.50877193
11_C03,2,Ncoa3.1,36.61971831
11_C04,2,Nap1l2.2,49.65034965
11_C05,2,Paxip1.2,40.21071115
11_C06,2,Padi6.1,40.7635468
11_C07,2,Padi4.2,49.83432737
11_C08,2,Ncoa1.2,38.77986348
11_C09,2,Pbrm1.1,36.39733136
11_C10,2,Padi1.2,37.70604396
11_C11,2,Nsd1.1,47.20306513
11_D02,2,Nap1l3.2,41.87946885
11_D03,2,Pbrm1.2,44.44444444
11_D04,2,Padi1.3,40.64436183
11_D05,2,Ncor1.1,28.7202381
11_D06,2,Ncoa3.2,36.49805447
11_D07,2,Pbrm1.3,36.15136876
11_D08,2,Padi6.2,47.23320158
11_D09,2,Ncor2.2,44.71204188
11_D10,2,Nap1l2.3,58.62068966
11_D11,2,Pcgf1.2,35.92493298
11_E02,2,Nsd1.2,41.74757282
11_E03,2,Orc1.2,44.88448845
11_E04,2,Nap1l2.4,42.06041828
11_E05,2,Parp1.3,41.30434783
11_E06,2,Padi4.3,42.95454545
11_E07,2,Ncor1.2,80
11_E08,2,Nap1l3.3,35.60747664
11_E09,2,Paxip1.3,38.04347826
11_E10,2,Padi6.3,42.49684741
11_E11,2,Ncor2.3,34.59429825
11_F02,2,Ncoa1.3,37.72032902
11_F03,2,Pcgf1.3,35.88143526
11_F04,2,Padi4.4,45.95959596
11_F05,2,Ncor1.3,25.38071066
11_F06,2,Ncoa3.3,31.73140224
11_F07,2,Parp1.4,39.87138264
11_F08,2,Orc1.3,40.67510549
11_F09,2,Nsd1.3,32.53895509
11_F10,2,Ncoa3.4,33.86699507
11_F11,2,Paxip1.4,36.62239089
11_G02,2,Padi6.4,43.57262104
11_G03,2,Nsd1.4,35.82554517
11_G04,2,Nap1l3.4,52.39417071
11_G05,2,Pcgf1.4,53.54053188
11_G06,2,Pbrm1.4,36.43961555
11_G07,2,Ncor1.4,41.93548387
11_G08,2,Ncoa1.4,43.0075188
11_G09,2,Padi1.4,35.30499076
11_G10,2,Ncor2.4,32.91925466
11_G11,2,Orc1.4,43.89857369
9_B02,2,Kdm5b.1,48.94366197
9_B03,2,L3mbtl4.1,40.96709201
9_B04,2,Mbd1.1,50.77026122
9_B05,2,L3mbtl3.1,39.97113997
9_B06,2,Kdm5d.1,37.74555659
9_B07,2,Men1.1,40.69830878
9_B08,2,Mbd3.1,51.04551046
9_B09,2,L3mbtl1.1,39.329806
9_B10,2,Kdm5c.1,41.95652174
9_B11,2,Mbd4.1,37.43654822
9_C02,2,Mbd3.2,37.36998514
9_C03,2,Kdm6a.1,32.11991435
9_C04,2,Kdm5b.2,39.07232704
9_C05,2,Mbd4.2,32.25446429
9_C06,2,Mbd2.1,44.82758621
9_C07,2,Mbd1.2,43.47826087
9_C08,2,Kdm5d.2,33.54487761
9_C09,2,Mecom.1,39.20664207
9_C10,2,L3mbtl4.2,40.7079646
9_C11,2,L3mbtl2.1,36.90909091
9_D02,2,Kdm5c.2,42.37950499
9_D03,2,Mecom.2,48.36138175
9_D04,2,L3mbtl4.3,50.97922849
9_D05,2,Kdm6b.1,62.35093697
9_D06,2,Kdm6a.2,43.40813464
9_D07,2,Mecom.3,44.05130473
9_D08,2,Mbd2.2,54.2408377
9_D09,2,L3mbtl1.2,43.36533032
9_D10,2,Kdm5b.3,45.75045208
9_D11,2,Men1.2,56.09756098
9_E02,2,L3mbtl2.2,25
9_E03,2,L3mbtl3.2,43.79332073
9_E04,2,Kdm5b.4,45.78252033
9_E05,2,Mbd3.3,59.38086304
9_E06,2,Mbd1.3,46.27218935
9_E07,2,Kdm6b.2,38.22434875
9_E08,2,Kdm5c.3,42.92773317
9_E09,2,Mbd4.3,48.73991935
9_E10,2,Mbd2.3,41.98359433
9_E11,2,L3mbtl1.3,42.56575416
9_F02,2,Kdm5d.3,38.57605178
9_F03,2,Men1.3,32.03187251
9_F04,2,Mbd1.4,34.36489607
9_F05,2,Kdm6b.3,45.16928159
9_F06,2,Kdm6a.3,37.89411065
9_F07,2,Mbd3.4,35.86367157
9_F08,2,L3mbtl3.3,39.57564576
9_F09,2,L3mbtl2.3,36.64245359
9_F10,2,Kdm6a.4,40.41630529
9_F11,2,Mbd4.4,29.28406467
9_G02,2,Mbd2.4,38.51659076
9_G03,2,L3mbtl2.4,39.75453575
9_G04,2,Kdm5c.4,29.00763359
9_G05,2,Men1.4,30.4400978
9_G06,2,Mecom.4,33.58116481
9_G07,2,Kdm6b.4,36.22047244
9_G08,2,Kdm5d.4,30.47173821
9_G09,2,L3mbtl4.4,34.87270574
9_G10,2,L3mbtl1.4,45.0617284
9_G11,2,L3mbtl3.4,29.94594595
14_B02,2,Prmt1.1,38.51761847
14_B03,2,Rbbp4.1,38.8400703
14_B04,2,Rbbp5.1,43.53741497
14_B05,2,Psip1.1,33.33333333
14_B06,2,Prmt3.1,50.87719298
14_B07,2,Rnf40.1,44.00726392
14_B08,2,Ring1.1,37.93103448
14_B09,2,Prmt7.1,40.54487179
14_B10,2,Prmt2.1,39.60518199
14_B11,2,Rnf20.1,35.45512412
14_C02,2,Ring1.2,38.0387931
14_C03,2,Prmt5.1,47.56258235
14_C04,2,Prmt1.2,40.7079646
14_C05,2,Rnf20.2,48.28897338
14_C06,2,Rbbp7.1,44.50468211
14_C07,2,Rbbp5.2,41.50664697
14_C08,2,Prmt3.2,42.21453287
14_C09,2,Rnf217.1,36.53483992
14_C10,2,Rbbp4.2,47.93875147
14_C11,2,Prmt8.1,52.71966527
14_D02,2,Prmt2.2,45.83333333
14_D03,2,Rnf217.2,48.52817494
14_D04,2,Rbbp4.3,50.3131524
14_D05,2,Prmt6.1,47.19101124
14_D06,2,Prmt5.2,40.56886228
14_D07,2,Rnf217.3,43.3253012
14_D08,2,Rbbp7.2,47.24524622
14_D09,2,Prmt7.2,40.70450098
14_D10,2,Prmt1.3,47.14349978
14_D11,2,Rnf40.2,39.54734961
14_E02,2,Prmt8.2,56.14783227
14_E03,2,Psip1.2,34.86973948
14_E04,2,Prmt1.4,45.47717842
14_E05,2,Ring1.3,58.71559633
14_E06,2,Rbbp5.3,44.84732824
14_E07,2,Prmt6.2,41.10953058
14_E08,2,Prmt2.3,45.25018129
14_E09,2,Rnf20.3,49.68421053
14_E10,2,Rbbp7.3,40.79903148
14_E11,2,Prmt7.3,33.1639136
14_F02,2,Prmt3.3,42.12454212
14_F03,2,Rnf40.3,60.82725061
14_F04,2,Rbbp5.4,38.42592593
14_F05,2,Prmt6.3,44.98777506
14_F06,2,Prmt5.3,37.00331126
14_F07,2,Ring1.4,23.15478701
14_F08,2,Psip1.3,26.6769468
14_F09,2,Prmt8.3,39.58333333
14_F10,2,Prmt5.4,42.24806202
14_F11,2,Rnf20.4,44.45219819
14_G02,2,Rbbp7.4,16.66666667
14_G03,2,Prmt8.4,46.82080925
14_G04,2,Prmt2.4,49.64200477
14_G05,2,Rnf40.4,
14_G06,2,Rnf217.4,
14_G07,2,Prmt6.4,
14_G08,2,Prmt3.4,
14_G09,2,Rbbp4.4,
14_G10,2,Prmt7.4,
14_G11,2,Psip1.4,
8_B02,2,Jmjd5.1,42.41509434
8_B03,2,Kdm2b.1,32.20338983
8_B04,2,Kdm3a.1,43.2647334
8_B05,2,Kdm2a.1,34.98074454
8_B06,2,Kat2a.1,35.54260743
8_B07,2,Kdm5a.1,36.82656827
8_B08,2,Kdm4a.1,45.91065292
8_B09,2,Kdm1a.1,43.23413812
8_B10,2,Jmjd6.1,37.83641161
8_B11,2,Kdm4c.1,37.71043771
8_C02,2,Kdm4a.2,20.03710575
8_C03,2,Kat2b.1,17.79408393
8_C04,2,Jmjd5.2,33.93351801
8_C05,2,Kdm4c.2,29.67778406
8_C06,2,Kdm3b.1,27.27272727
8_C07,2,Kdm3a.2,32.15833574
8_C08,2,Kat2a.2,35.57971014
8_C09,2,Kdm4d.1,21.58135064
8_C10,2,Kdm2b.2,37.68636113
8_C11,2,Kdm1b.1,32.61623872
8_D02,2,Jmjd6.2,34.669443
8_D03,2,Kdm4d.2,53.21460912
8_D04,2,Kdm2b.3,31.76895307
8_D05,2,Kat5.1,46.65327979
8_D06,2,Kat2b.2,45.917142
8_D07,2,Kdm4d.3,38.88770053
8_D08,2,Kdm3b.2,36.61971831
8_D09,2,Kdm1a.2,34.03474431
8_D10,2,Jmjd5.3,45.24978342
8_D11,2,Kdm5a.2,35.59051528
8_E02,2,Kdm1b.2,36.65214686
8_E03,2,Kdm2a.2,37.00985532
8_E04,2,Jmjd5.4,34.77777778
8_E05,2,Kdm4a.3,37.45493872
8_E06,2,Kdm3a.3,47.35729387
8_E07,2,Kat5.2,37.44557329
8_E08,2,Jmjd6.3,33.87940049
8_E09,2,Kdm4c.3,35.48913043
8_E10,2,Kdm3b.3,39.24879394
8_E11,2,Kdm1a.3,36.12538541
8_F02,2,Kat2a.3,35.32878412
8_F03,2,Kdm5a.3,42.61230849
8_F04,2,Kdm3a.4,38.04855275
8_F05,2,Kat5.3,35.89977221
8_F06,2,Kat2b.3,38.37937385
8_F07,2,Kdm4a.4,28.74828061
8_F08,2,Kdm2a.3,38.78767804
8_F09,2,Kdm1b.3,37.6910017
8_F10,2,Kat2b.4,35.54675602
8_F11,2,Kdm4c.4,36.18421053
8_G02,2,Kdm3b.4,41.21863799
8_G03,2,Kdm1b.4,38.63636364
8_G04,2,Jmjd6.4,31.07692308
8_G05,2,Kdm5a.4,37.13521943
8_G06,2,Kdm4d.4,42.52136752
8_G07,2,Kat5.4,36.28979857
8_G08,2,Kat2a.4,37.09677419
8_G09,2,Kdm2b.4,44.29637527
8_G10,2,Kdm1a.4,45.54823934
8_G11,2,Kdm2a.4,39.32613169
10_B02,2,Mll1.1,32.88170922
10_B03,2,Mta3.1,37.15083799
10_B04,2,Mtf2.1,29.61124897
10_B05,2,Mta2.1,41.9721871
10_B06,2,Mll3.1,29.41176471
10_B07,2,Nap1l1.1,38.62987631
10_B08,2,Myst2.1,32.29571984
10_B09,2,Msl3.1,43.39025933
10_B10,2,Mll2.1,39.23038481
10_B11,2,Myst3.1,54.51187335
10_C02,2,Myst2.2,47.48858447
10_C03,2,Mll5.1,39.44915254
10_C04,2,Mll1.2,38.4304674
10_C05,2,Myst3.2,31.89607518
10_C06,2,Myst1.1,37.60993275
10_C07,2,Mtf2.2,24.21800948
10_C08,2,Mll3.2,40.6779661
10_C09,2,Myst4.1,30.24691358
10_C10,2,Mta3.2,33.86960203
10_C11,2,Mta1.1,39.95124594
10_D02,2,Mll2.2,47.91666667
10_D03,2,Myst4.2,48.81769641
10_D04,2,Mta3.3,50
10_D05,2,Morf4l1.1,39.99160722
10_D06,2,Mll5.2,42.37588652
10_D07,2,Myst4.3,47.23707665
10_D08,2,Myst1.2,41.45585958
10_D09,2,Msl3.2,30.11764706
10_D10,2,Mll1.3,35.81560284
10_D11,2,Nap1l1.2,36.05870021
10_E02,2,Mta1.2,43.64620939
10_E03,2,Mta2.2,30.70665989
10_E04,2,Mll1.4,47.1775573
10_E05,2,Myst2.3,46.0982659
10_E06,2,Mtf2.3,52.59784076
10_E07,2,Morf4l1.2,46.20793571
10_E08,2,Mll2.3,40.35287422
10_E09,2,Myst3.3,39.05160391
10_E10,2,Myst1.3,40.22177419
10_E11,2,Msl3.3,29.36073059
10_F02,2,Mll3.3,29.81410867
10_F03,2,Nap1l1.3,32.77734678
10_F04,2,Mtf2.4,38.10526316
10_F05,2,Morf4l1.3,30.55555556
10_F06,2,Mll5.3,52.74414851
10_F07,2,Myst2.4,32.09876543
10_F08,2,Mta2.3,30.3030303
10_F09,2,Mta1.3,28.05662806
10_F10,2,Mll5.4,36.64047151
10_F11,2,Myst3.4,32.31132075
10_G02,2,Myst1.4,38.10679612
10_G03,2,Mta1.4,19.96070727
10_G04,2,Mll2.4,31.46139119
10_G05,2,Nap1l1.4,37.96255986
10_G06,2,Myst4.4,27.7866242
10_G07,2,Morf4l1.4,24.97579864
10_G08,2,Mll3.4,20.39942939
10_G09,2,Mta3.4,32.08206024
10_G10,2,Msl3.4,34.33526012
10_G11,2,Mta2.4,39.78638184
13_B02,2,Prdm10.1,46.67721519
13_B03,2,Prdm5.1,42.78074866
13_B04,2,Prdm6.1,42.20689655
13_B05,2,Prdm4.1,48.38082902
13_B06,2,Prdm12.1,48.27586207
13_B07,2,Prkcd.1,41.24189064
13_B08,2,Prdm9.1,44.2450495
13_B09,2,Prdm15.1,46.7264574
13_B10,2,Prdm11.1,62.5
13_B11,2,Prkaa1.1,45.58521561
13_C02,2,Prdm9.2,42.53501879
13_C03,2,Prdm13.1,36.43741991
13_C04,2,Prdm10.2,40.7568508
13_C05,2,Prkaa1.2,37.53551136
13_C06,2,Prdm8.1,32.34501348
13_C07,2,Prdm6.2,31.4755413
13_C08,2,Prdm12.2,36.16666667
13_C09,2,Prkaa2.1,39.09270217
13_C10,2,Prdm5.2,33.70967742
13_C11,2,Prdm2.1,31.47679325
13_D02,2,Prdm11.2,43.32103321
13_D03,2,Prkaa2.2,40.58424622
13_D04,2,Prdm5.3,41.21405751
13_D05,2,Prdm14.1,41.64915966
13_D06,2,Prdm13.2,40.16018307
13_D07,2,Prkaa2.3,38.73646209
13_D08,2,Prdm8.2,40.53117783
13_D09,2,Prdm15.2,44.34735117
13_D10,2,Prdm10.3,54.648303
13_D11,2,Prkcd.2,36.5497076
13_E02,2,Prdm2.2,31.92360164
13_E03,2,Prdm4.2,31.83013905
13_E04,2,Prdm10.4,38.04430863
13_E05,2,Prdm9.3,34.68599034
13_E06,2,Prdm6.3,36.29424011
13_E07,2,Prdm14.2,33.20843091
13_E08,2,Prdm11.3,32.74739583
13_E09,2,Prkaa1.3,37.5813449
13_E10,2,Prdm8.3,41.91121144
13_E11,2,Prdm15.3,37.06992231
13_F02,2,Prdm12.3,39.75903614
13_F03,2,Prkcd.3,35.01491054
13_F04,2,Prdm6.4,41.29469502
13_F05,2,Prdm14.3,37.07317073
13_F06,2,Prdm13.3,35.48387097
13_F07,2,Prdm9.4,36.78373383
13_F08,2,Prdm4.3,38.32864604
13_F09,2,Prdm2.3,37.09993468
13_F10,2,Prdm13.4,40.39772727
13_F11,2,Prkaa1.4,42.47088186
13_G02,2,Prdm8.4,38.52295409
13_G03,2,Prdm2.4,42.9567643
13_G04,2,Prdm11.4,41.0326087
13_G05,2,Prkcd.4,40.6805485
13_G06,2,Prkaa2.4,43.80998081
13_G07,2,Prdm14.4,42.18958611
13_G08,2,Prdm12.4,46.07508532
13_G09,2,Prdm5.4,58.45360825
13_G10,2,Prdm15.4,43.2034632
13_G11,2,Prdm4.4,40.05924951
control1_B02,1,Bptf.1,32.38279362
control1_B03,1,Bptf.2,32.82051282
control1_B04,1,Bptf.3,27.79111645
control1_B05,1,Bptf.4,37.24559023
control1_B06,1,Whsc1.1,34.38248375
control1_B07,1,Whsc1.2,35.96153846
control1_B08,1,Whsc1.3,34.05228758
control1_B09,1,Whsc1.4,27.03804348
control1_B10,1,Cd4.1,29.84361425
control1_B11,1,Cd4.1,42.26275876
control1_C02,1,Mll2.1,41.49022801
control1_C03,1,Mll2.2,41.59862484
control1_C04,1,Mll2.3,43.82638011
control1_C05,1,Mll2.4,28.20184426
control1_C06,1,Brd8.1,40.06243496
control1_C07,1,Brd8.2,37.74509804
control1_C08,1,Brd8.3,47.85675529
control1_C09,1,Brd8.4,38.48524879
control1_C10,1,Cd4.2,49.9535172
control1_C11,1,Cd4.2,65.9676453
control1_D02,1,Ncor1.1,18.10561609
control1_D03,1,Ncor1.2,28.20512821
control1_D04,1,Ncor1.3,19.04231626
control1_D05,1,Ncor1.4,26.71546203
control1_D06,1,Cxxcl.1,43.30248417
control1_D07,1,Cxxcl.2,51.30480167
control1_D08,1,Cxxcl.3,34.99072356
control1_D09,1,Cxxcl.4,48.53556485
control1_D10,1,Cd4.3,38.60342556
control1_D11,1,Cd4.3,44.96944403
control1_E02,1,Smarca4.1,29.32575142
control1_E03,1,Smarca4.2,19.39426142
control1_E04,1,Smarca4.3,26.33128834
control1_E05,1,Smarca4.4,33.42256214
control1_E06,1,Klf2.1,37.12164477
control1_E07,1,Klf2.2,40.4494382
control1_E08,1,Klf2.3,40.56682412
control1_E09,1,Klf2.4,48.37799718
control1_E10,1,Cd4.4,35.57504873
control1_E11,1,Cd4.4,51.3818842
control1_F02,1,Runx3.1,29.78671243
control1_F03,1,Runx3.2,30.6741573
control1_F04,1,Runx3.3,31.44104803
control1_F05,1,Empty,12.5
control1_F06,1,Sp140.1,31.87630092
control1_F07,1,Sp140.2,31.96659074
control1_F08,1,Sp140.3,32.88745387
control1_F09,1,Sp140.4,39.40370669
control1_F10,1,Empty,19.04761905
control1_F11,1,Empty,24
control1_G02,1,Smarce1.1,29.19062362
control1_G03,1,Smarce1.2,24.92869367
control1_G04,1,Smarce1.3,19.54617834
control1_G05,1,Smarce1.4,32.0754717
control1_G06,1,Wdr82.1,31.1778291
control1_G07,1,Wdr82.2,26.78362573
control1_G08,1,Wdr82.3,29.87249545
control1_G09,1,Wdr82.4,22.91371994
control1_G10,1,Empty,47.82608696
control1_G11,1,Empty,40
1_B02,1,Actl6b.1,27.84
1_B03,1,Asxl3.1,31.96470987
1_B04,1,Atad2.1,29.33398629
1_B05,1,Asxl2.1,32.93591654
1_B06,1,Aff4.1,36.14864865
1_B07,1,Aurkb.1,33.91115926
1_B08,1,Atm.1,35.01758874
1_B09,1,A2l.1,37.43937924
1_B10,1,Aff1.1,30.03412969
1_B11,1,Atr.1,26.03471295
1_C02,1,Atm.2,35.05228994
1_C03,1,Arid2.1,33.47003155
1_C04,1,Actl6b.2,35.27858463
1_C05,1,Atr.2,26.05504587
1_C06,1,Atad2b.1,33.85703064
1_C07,1,Atad2.2,36.04336043
1_C08,1,Aff4.2,32.20872695
1_C09,1,Atrx.1,31.694199
1_C10,1,Asxl3.2,34.40378392
1_C11,1,Asxl1.1,33.2103321
1_D02,1,Aff1.2,27.13643178
1_D03,1,Atrx.2,32.03577065
1_D04,1,Asxl3.3,33.57958361
1_D05,1,A1l.1,41.95880014
1_D06,1,Arid2.2,35.19295302
1_D07,1,Atrx.3,35.08371385
1_D08,1,Atad2b.2,42.06787687
1_D09,1,A2l.2,32.74725275
1_D10,1,Actl6b.3,34.36823105
1_D11,1,Aurkb.2,34.65473146
1_E02,1,Asxl1.2,24.60496614
1_E03,1,Asxl2.2,33.56521739
1_E04,1,Actl6b.4,30.82392304
1_E05,1,Atm.3,34.64106845
1_E06,1,Atad2.3,39.3638171
1_E07,1,A1l.2,41.06535701
1_E08,1,Aff1.3,32.03592814
1_E09,1,Atr.3,37.6899696
1_E10,1,Atad2b.3,39.9408284
1_E11,1,A2l.3,31.17732558
1_F02,1,Aff4.3,31.06325707
1_F03,1,Aurkb.3,32.44170096
1_F04,1,Atad2.4,46.03174603
1_F05,1,A1l.3,38.58267717
1_F06,1,Arid2.3,33.60995851
1_F07,1,Atm.4,34.7826087
1_F08,1,Asxl2.3,35.78616352
1_F09,1,Asxl1.3,41.17647059
1_F10,1,Arid2.4,29.62962963
1_F11,1,Atr.4,28.69269949
1_G02,1,Atad2b.4,25.48092085
1_G03,1,Asxl1.4,32.01874268
1_G04,1,Aff1.4,26.19439868
1_G05,1,Aurkb.4,31.82926829
1_G06,1,Atrx.4,29.04428904
1_G07,1,A1l.4,24.1044323
1_G08,1,Aff4.4,26.93467337
1_G09,1,Asxl3.4,30.8968059
1_G10,1,A2l.4,29.64521948
1_G11,1,Asxl2.4,30.41130037
2_B02,1,Baz1a.1,29.34131737
2_B03,1,Brd2.1,27.07317073
2_B04,1,Brd3.1,32.92682927
2_B05,1,Brd1.1,31.41025641
2_B06,1,Baz2a.1,28.38827839
2_B07,1,Brpf3.1,20.82777036
2_B08,1,Brd8.1,10
2_B09,1,Bop1.1,23.99463807
2_B10,1,Baz1b.1,24.3496358
2_B11,1,Brd9.1,25
2_C02,1,Brd8.2,25.90027701
2_C03,1,Baz2b.1,31.27147766
2_C04,1,Baz1a.2,31.54761905
2_C05,1,Brd9.2,24.42464736
2_C06,1,Brd4.1,35.32110092
2_C07,1,Brd3.2,31.29205922
2_C08,1,Baz2a.2,33.33333333
2_C09,1,Brpf1.1,33.58531317
2_C10,1,Brd2.2,33.68421053
2_C11,1,Bptf.1,21.40992167
2_D02,1,Baz1b.2,43.49975284
2_D03,1,Brpf1.2,33
2_D04,1,Brd2.3,28.78228782
2_D05,1,Bmi1.1,31.08490566
2_D06,1,Baz2b.2,34.70394737
2_D07,1,Brpf1.3,36.81073025
2_D08,1,Brd4.2,32.27383863
2_D09,1,Bop1.2,33.05509182
2_D10,1,Baz1a.3,28.27763496
2_D11,1,Brpf3.2,30.99415205
2_E02,1,Bptf.2,28.99628253
2_E03,1,Brd1.2,45.28301887
2_E04,1,Baz1a.4,27.08985248
2_E05,1,Brd8.3,42.3880597
2_E06,1,Brd3.3,37.03256936
2_E07,1,Bmi1.2,41.68831169
2_E08,1,Baz1b.3,30
2_E09,1,Brd9.3,28.87874837
2_E10,1,Brd4.3,31.71597633
2_E11,1,Bop1.3,26.3253012
2_F02,1,Baz2a.3,28.4562212
2_F03,1,Brpf3.3,33.90868597
2_F04,1,Brd3.4,39.13043478
2_F05,1,Bmi1.3,30.80513419
2_F06,1,Baz2b.3,36.88650307
2_F07,1,Brd8.4,28.80382775
2_F08,1,Brd1.3,36.82969947
2_F09,1,Bptf.3,28.11059908
2_F10,1,Baz2b.4,37.19412724
2_F11,1,Brd9.4,18.91891892
2_G02,1,Brd4.4,34.66933868
2_G03,1,Bptf.4,34.32494279
2_G04,1,Baz1b.4,35.76522216
2_G05,1,Brpf3.4,32.33979136
2_G06,1,Brpf1.4,35.24904215
2_G07,1,Bmi1.4,28.57142857
2_G08,1,Baz2a.4,31.67420814
2_G09,1,Brd2.4,39.17597765
2_G10,1,Bop1.4,35.69023569
2_G11,1,Brd1.4,37.33333333
4_B02,1,Chd3.1,17.01000589
4_B03,1,Cxxc1.1,12.5
4_B04,1,Dmap1.1,14.55223881
4_B05,1,Ctsl.1,16.2601626
4_B06,1,Chd5.1,22.5554889
4_B07,1,Dot1l.1,22.59358289
4_B08,1,Dnmt3a.1,15.40596808
4_B09,1,Chd9.1,19.99141999
4_B10,1,Chd4.1,21.37834037
4_B11,1,Dnmt3b.1,19.04520061
