Position,Pool,shRNA,GeoMean
20_B02,3,Fbxo17.2,6.634097669
20_B03,3,Padi2.1,8.914616028
20_B04,3,Paf1.1,11.06657202
20_B05,3,Kdm4b.3,9.514255865
20_B06,3,Gtf2h1.1,6.336374438
20_B07,3,Rnf2.2,8.337920947
20_B08,3,Phc3.1,8.701717908
20_B09,3,Iws1.1,8.298524426
20_B10,3,Fkbp2.3,9.5734395
20_B11,3,Phf10.2,8.164744944
20_C02,3,Phc3.2,5.807875379
20_C03,3,H2afz.2,7.596419366
20_C04,3,Fbxo17.3,6.210483091
20_C05,3,Phf10.3,8.405102318
20_C06,3,Parp2.2,7.813291105
20_C07,3,Paf1.2,10.45666913
20_C08,3,Gtf2h1.2,8.613093095
20_C09,3,Prdm16.1,11.64610214
20_C10,3,Padi2.2,8.918411471
20_C11,3,Jmjd8.2,7.793185015
20_D02,3,Fkbp5.1,6.473853223
20_D03,3,Prdm16.2,7.658264138
20_D04,3,Padi2.3,9.645997965
20_D05,3,Hdac11.3,8.725432382
20_D06,3,H2afz.3,13.20084968
20_D07,3,Prdm16.3,16.56018135
20_D08,3,Parp2.3,13.79782832
20_D09,3,Iws1.2,10.53304063
20_D10,3,Fkbp2.1,10.426217
20_D11,3,Rnf2.3,7.719577731
20_E02,3,Jmjd8.3,6.993516086
20_E03,3,Mecp2.1,8.039274068
20_E04,3,Fkbp2.2,7.186653356
20_E05,3,Phc3.3,6.99169755
20_E06,3,Paf1.3,10.44380093
20_E07,3,Hdac5.1,8.589852337
20_E08,3,Fkbp5.2,10.37043336
20_E09,3,Phf17.1,9.298856562
20_E10,3,Phc2.1,9.335417038
20_E11,3,Iws1.3,8.605304224
20_F02,3,Gtf2h1.3,6.872366938
20_F03,3,Satb1.1,9.114652421
20_F04,3,Parp2.1,9.297431078
20_F05,3,Hdac5.2,8.052868304
20_F06,3,Hdac11.1,10.76730965
20_F07,3,Phf10.1,6.801249675
20_F08,3,Mecp2.2,9.871118913
20_F09,3,Kdm4b.1,10.05266613
20_F10,3,Hdac11.2,9.921032183
20_F11,3,Phf17.2,9.746291916
20_G02,3,Phc2.2,9.050875705
20_G03,3,Kdm4b.2,8.487642115
20_G04,3,Fkbp5.3,7.139406273
20_G05,3,Satb1.2,9.621473876
20_G06,3,Rnf2.1,9.616151158
