Position,Pool,shRNA,GeoMean
11_B02,2,Nap1l2.1,508.772724706895
11_B03,2,Padi1.1,691.065871736209
11_B04,2,Padi4.1,581.788780031712
11_B05,2,Orc1.1,812.775942456176
11_B06,2,Ncoa1.1,533.879139001687
11_B07,2,Pcgf1.1,469.594167368904
11_B08,2,Parp1.1,550.982591864291
11_B09,2,Ncor2.1,734.710648792835
11_B10,2,Nap1l3.1,820.935906848842
11_B11,2,Paxip1.1,629.376229309987
11_C02,2,Parp1.2,593.628111738164
11_C03,2,Ncoa3.1,504.51200689177
11_C04,2,Nap1l2.2,1170.83875572854
11_C05,2,Paxip1.2,536.417594420514
11_C06,2,Padi6.1,666.314199567362
11_C07,2,Padi4.2,547.931534179847
11_C08,2,Ncoa1.2,801.863305847954
11_C09,2,Pbrm1.1,768.557140880687
11_C10,2,Padi1.2,651.948997369736
11_C11,2,Nsd1.1,858.546661872543
11_D02,2,Nap1l3.2,702.620752524189
11_D03,2,Pbrm1.2,571.742035782897
11_D04,2,Padi1.3,686.476203414328
11_D05,2,Ncor1.1,688.225559667004
11_D06,2,Ncoa3.2,728.358373408717
11_D07,2,Pbrm1.3,667.216783023787
11_D08,2,Padi6.2,821.78537846129
11_D09,2,Ncor2.2,686.587698262744
11_D10,2,Nap1l2.3,536.854429447694
11_D11,2,Pcgf1.2,774.457925974086
11_E02,2,Nsd1.2,486.517690744886
11_E03,2,Orc1.2,538.059857321449
11_E04,2,Nap1l2.4,498.944650593661
11_E05,2,Parp1.3,641.55448816461
11_E06,2,Padi4.3,590.182846882536
11_E07,2,Ncor1.2,674.577821610146
11_E08,2,Nap1l3.3,748.222041566693
11_E09,2,Paxip1.3,928.847828922954
11_E10,2,Padi6.3,850.593177952126
11_E11,2,Ncor2.3,986.809707680658
11_F02,2,Ncoa1.3,412.463984662201
11_F03,2,Pcgf1.3,428.1358342295
11_F04,2,Padi4.4,500.834086164804
11_F05,2,Ncor1.3,918.768546774771
11_F06,2,Ncoa3.3,655.269677692908
11_F07,2,Parp1.4,659.719781210279
11_F08,2,Orc1.3,565.736680336787
11_F09,2,Nsd1.3,555.400197332892
11_F10,2,Ncoa3.4,708.943330925401
11_F11,2,Paxip1.4,715.560795863936
11_G02,2,Padi6.4,405.814979796143
11_G03,2,Nsd1.4,461.639424060119
11_G04,2,Nap1l3.4,665.29111265509
11_G05,2,Pcgf1.4,417.961634438861
11_G06,2,Pbrm1.4,521.959370945187
11_G07,2,Ncor1.4,645.353696960218
11_G08,2,Ncoa1.4,615.698714173645
11_G09,2,Padi1.4,542.662700983414
11_G10,2,Ncor2.4,800.260613629714
11_G11,2,Orc1.4,643.902419748246
14_B02,2,Prmt1.1,1588.22456508442
14_B03,2,Rbbp4.1,949.571209779729
14_B04,2,Rbbp5.1,1145.39694673845
14_B05,2,Psip1.1,1519.53144150628
14_B06,2,Prmt3.1,488.757524340206
14_B07,2,Rnf40.1,844.77615104097
14_B08,2,Ring1.1,936.231711998301
14_B09,2,Prmt7.1,1268.16097907388
14_B10,2,Prmt2.1,862.904718178846
14_B11,2,Rnf20.1,910.755173564152
14_C02,2,Ring1.2,794.181503403595
14_C03,2,Prmt5.1,1250.78906872402
14_C04,2,Prmt1.2,1149.49988829286
14_C05,2,Rnf20.2,1194.60509209028
14_C06,2,Rbbp7.1,731.415819802262
14_C07,2,Rbbp5.2,599.545939255062
14_C08,2,Prmt3.2,640.022110912013
14_C09,2,Rnf217.1,959.10769824957
14_C10,2,Rbbp4.2,680.533167395575
14_C11,2,Prmt8.1,983.225433183569
14_D02,2,Prmt2.2,1059.79154186388
14_D03,2,Rnf217.2,1140.85261268261
14_D04,2,Rbbp4.3,1233.49200971177
14_D05,2,Prmt6.1,976.213017390389
14_D06,2,Prmt5.2,1118.51394732578
14_D07,2,Rnf217.3,718.701416560737
14_D08,2,Rbbp7.2,768.052689789155
14_D09,2,Prmt7.2,864.238099352195
14_D10,2,Prmt1.3,1344.74327668576
14_D11,2,Rnf40.2,1430.48919733672
14_E02,2,Prmt8.2,872.948595289575
14_E03,2,Psip1.2,1171.17561271337
14_E04,2,Prmt1.4,1328.35282578914
14_E05,2,Ring1.3,1102.50820811594
14_E06,2,Rbbp5.3,1054.76582828062
14_E07,2,Prmt6.2,982.929963859733
14_E08,2,Prmt2.3,869.476998322699
14_E09,2,Rnf20.3,1330.55217238756
14_E10,2,Rbbp7.3,993.867405817122
14_E11,2,Prmt7.3,1032.79551359363
14_F02,2,Prmt3.3,946.177246409521
14_F03,2,Rnf40.3,1207.36993313992
14_F04,2,Rbbp5.4,1061.18103226192
14_F05,2,Prmt6.3,994.705952691179
14_F06,2,Prmt5.3,1286.85520814979
14_F07,2,Ring1.4,1195.10813915552
14_F08,2,Psip1.3,1115.82290905033
14_F09,2,Prmt8.3,678.056154084049
14_F10,2,Prmt5.4,739.310156948069
14_F11,2,Rnf20.4,1077.51686032618
14_G02,2,Rbbp7.4,902.579723051454
14_G03,2,Prmt8.4,759.875303559213
14_G04,2,Prmt2.4,1116.77032254673
14_G05,2,Rnf40.4,986.022175463749
14_G06,2,Rnf217.4,966.452055723927
14_G07,2,Prmt6.4,1023.93756361005
14_G08,2,Prmt3.4,1112.31570143589
14_G09,2,Rbbp4.4,674.252233409197
14_G10,2,Prmt7.4,1002.92853506365
14_G11,2,Psip1.4,1336.90552711983
10_B02,2,Mll1.1,2212.83996539661
10_B03,2,Mta3.1,1375.17896655467
10_B04,2,Mtf2.1,948.283610265591
10_B05,2,Mta2.1,667.737669945673
10_B06,2,Mll3.1,547.048075824467
10_B07,2,Nap1l1.1,1204.52608806076
10_B08,2,Myst2.1,878.836541976433
10_B09,2,Msl3.1,712.101220229138
10_B10,2,Mll2.1,442.366230842885
10_B11,2,Myst3.1,1591.5546489516
10_C02,2,Myst2.2,1026.40048140814
10_C03,2,Mll5.1,1183.75285518767
10_C04,2,Mll1.2,1330.71077825343
10_C05,2,Myst3.2,1197.70401198984
10_C06,2,Myst1.1,1259.72747330925
10_C07,2,Mtf2.2,910.467693582181
10_C08,2,Mll3.2,807.960645908979
10_C09,2,Myst4.1,1273.29834723495
10_C10,2,Mta3.2,619.793438411148
10_C11,2,Mta1.1,982.119717796411
10_D02,2,Mll2.2,360.475532050858
10_D03,2,Myst4.2,551.528542909686
10_D04,2,Mta3.3,1018.24751853044
10_D05,2,Morf4l1.1,1078.12518135647
10_D06,2,Mll5.2,1066.73697129105
10_D07,2,Myst4.3,1072.04850518623
10_D08,2,Myst1.2,1107.73233437467
10_D09,2,Msl3.2,1111.42177691682
10_D10,2,Mll1.3,1540.28576058575
10_D11,2,Nap1l1.2,1676.25116458121
10_E02,2,Mta1.2,1336.17074120227
10_E03,2,Mta2.2,988.790796598111
10_E04,2,Mll1.4,1393.64899913116
10_E05,2,Myst2.3,964.71094913875
10_E06,2,Mtf2.3,896.375644656598
10_E07,2,Morf4l1.2,935.418288371659
10_E08,2,Mll2.3,940.666802189753
10_E09,2,Myst3.3,1564.87360935591
10_E10,2,Myst1.3,1364.15829111764
10_E11,2,Msl3.3,1073.90002097165
10_F02,2,Mll3.3,825.008036432519
10_F03,2,Nap1l1.3,1075.02830551723
10_F04,2,Mtf2.4,1209.23596743167
10_F05,2,Morf4l1.3,768.984304645036
10_F06,2,Mll5.3,746.382250742498
10_F07,2,Myst2.4,1202.60363764114
10_F08,2,Mta2.3,866.978323140387
10_F09,2,Mta1.3,999.023164985303
10_F10,2,Mll5.4,936.424223923016
10_F11,2,Myst3.4,1522.57440456207
10_G02,2,Myst1.4,1120.64347060543
10_G03,2,Mta1.4,769.664127897476
10_G04,2,Mll2.4,750.646769739946
10_G05,2,Nap1l1.4,887.120557234449
10_G06,2,Myst4.4,975.513199312426
10_G07,2,Morf4l1.4,868.33073258203
10_G08,2,Mll3.4,563.355730874414
10_G09,2,Mta3.4,1202.75710249437
10_G10,2,Msl3.4,917.463378917719
10_G11,2,Mta2.4,801.672143387724
control2_B02,2,Bptf.1,1102.27376494629
control2_B03,2,Bptf.2,1181.22347376156
control2_B04,2,Bptf.3,1406.54216723467
control2_B05,2,Bptf.4,1159.90545538998
control2_B06,2,Whsc1.1,1257.73150752039
control2_B07,2,Whsc1.2,884.045755835025
control2_B08,2,Whsc1.3,1174.01752782303
control2_B09,2,Whsc1.4,973.228023722915
control2_B10,2,Cd4.1,825.200127872293
control2_B11,2,Cd4.1,673.024013743442
control2_C02,2,Mll2.1,470.940972385753
control2_C03,2,Mll2.2,345.130853315756
control2_C04,2,Mll2.3,1013.89719586239
control2_C05,2,Mll2.4,733.35650119587
control2_C06,2,Brd8.1,1240.77595830872
control2_C07,2,Brd8.2,1016.57372848327
control2_C08,2,Brd8.3,947.203615995009
control2_C09,2,Brd8.4,811.630058151693
control2_C10,2,Cd4.2,672.537282236205
control2_C11,2,Cd4.2,608.980997472143
control2_D02,2,Ncor1.1,734.922200498508
control2_D03,2,Ncor1.2,986.79079113903
control2_D04,2,Ncor1.3,1168.52603088039
control2_D05,2,Ncor1.4,598.921774393152
control2_D06,2,Cxxcl.1,656.225220727617
control2_D07,2,Cxxcl.2,913.305460917112
control2_D08,2,Cxxcl.3,754.170454381913
control2_D09,2,Cxxcl.4,859.767309693483
control2_D10,2,Cd4.3,612.517176730464
control2_D11,2,Cd4.3,633.660810144019
control2_E02,2,Smarca4.1,235.891700656833
control2_E03,2,Smarca4.2,190.102069917206
control2_E04,2,Smarca4.3,384.35048109926
control2_E05,2,Smarca4.4,337.788702269205
control2_E06,2,Klf2.1,988.173873378762
control2_E07,2,Klf2.2,707.286070971575
control2_E08,2,Klf2.3,661.430317756078
control2_E09,2,Klf2.4,436.919431516138
control2_E10,2,Cd4.4,975.151823992608
control2_E11,2,Cd4.4,811.499503600697
control2_F02,2,Runx3.1,153.265591153695
control2_F03,2,Runx3.2,251.24194479649
control2_F04,2,Runx3.3,201.198484924567
control2_F05,2,Empty,402.787891468884
control2_F06,2,Sp140.1,641.408898950898
control2_F07,2,Sp140.2,579.463895012006
control2_F08,2,Sp140.3,468.264297862684
control2_F09,2,Sp140.4,644.694558063725
control2_F10,2,Empty,677.217243104677
control2_F11,2,Empty,1216.78668438575
control2_G02,2,Smarce1.1,721.092871860192
control2_G03,2,Smarce1.2,250.331922595476
control2_G04,2,Smarce1.3,260.807876117843
control2_G05,2,Smarce1.4,383.118967315697
control2_G06,2,Wdr82.1,1386.40607307411
control2_G07,2,Wdr82.2,1348.78268178823
control2_G08,2,Wdr82.3,727.690530226352
control2_G09,2,Wdr82.4,1460.56978368349
control2_G10,2,Empty,1065.11953422842
control2_G11,2,Empty,2512.33031677626
8_B02,2,Jmjd5.1,773.367705279592
8_B03,2,Kdm2b.1,602.52952852371
8_B04,2,Kdm3a.1,614.520026473442
8_B05,2,Kdm2a.1,681.581209297148
8_B06,2,Kat2a.1,577.718243176128
8_B07,2,Kdm5a.1,586.19614788642
8_B08,2,Kdm4a.1,911.422074301539
8_B09,2,Kdm1a.1,1079.68310924683
8_B10,2,Jmjd6.1,756.944865140083
8_B11,2,Kdm4c.1,556.445530408241
8_C02,2,Kdm4a.2,582.103453935437
8_C03,2,Kat2b.1,555.380731773126
8_C04,2,Jmjd5.2,609.781485008767
8_C05,2,Kdm4c.2,405.652278183028
8_C06,2,Kdm3b.1,769.55141489363
8_C07,2,Kdm3a.2,595.909244945288
8_C08,2,Kat2a.2,684.228032762179
8_C09,2,Kdm4d.1,583.331750264338
8_C10,2,Kdm2b.2,805.895117585947
8_C11,2,Kdm1b.1,554.532844801319
8_D02,2,Jmjd6.2,885.737348927781
8_D03,2,Kdm4d.2,750.325572903765
8_D04,2,Kdm2b.3,884.916163671646
8_D05,2,Kat5.1,638.057863365802
8_D06,2,Kat2b.2,876.984871609009
8_D07,2,Kdm4d.3,762.37425635163
8_D08,2,Kdm3b.2,619.76450123783
8_D09,2,Kdm1a.2,600.657482949821
8_D10,2,Jmjd5.3,751.501943995392
8_D11,2,Kdm5a.2,831.789564274021
8_E02,2,Kdm1b.2,578.042104689173
8_E03,2,Kdm2a.2,612.676551347661
