Position,Pool,shRNA,GeoMean
14_B02,2,Prmt1.1,1738.43716966313
14_B03,2,Rbbp4.1,2314.55943459413
14_B04,2,Rbbp5.1,2294.17895808566
14_B05,2,Psip1.1,1991.72770925259
14_B06,2,Prmt3.1,2445.1153912972
14_B07,2,Rnf40.1,2032.70958153149
14_B08,2,Ring1.1,2192.51912721447
14_B09,2,Prmt7.1,2284.54307786503
14_B10,2,Prmt2.1,2085.62915802153
14_B11,2,Rnf20.1,1808.05433100654
14_C02,2,Ring1.2,964.155021837942
14_C03,2,Prmt5.1,2811.73192692965
14_C04,2,Prmt1.2,2325.87078489783
14_C05,2,Rnf20.2,2533.63555706214
14_C06,2,Rbbp7.1,1168.91933870017
14_C07,2,Rbbp5.2,2741.68736052599
14_C08,2,Prmt3.2,2635.88698547758
14_C09,2,Rnf217.1,2792.42501950547
14_C10,2,Rbbp4.2,2689.44517380122
14_C11,2,Prmt8.1,3782.74879049291
14_D02,2,Prmt2.2,2576.9350823699
14_D03,2,Rnf217.2,3850.1258295129
14_D04,2,Rbbp4.3,3339.51723577555
14_D05,2,Prmt6.1,2691.85081337699
14_D06,2,Prmt5.2,3044.88609814482
14_D07,2,Rnf217.3,2939.21541734768
14_D08,2,Rbbp7.2,2285.85622218829
14_D09,2,Prmt7.2,1921.03629212841
14_D10,2,Prmt1.3,914.239011876741
14_D11,2,Rnf40.2,2026.15145058011
14_E02,2,Prmt8.2,2181.79966888089
14_E03,2,Psip1.2,3062.0156933377
14_E04,2,Prmt1.4,2744.14075074368
14_E05,2,Ring1.3,2578.43538249697
14_E06,2,Rbbp5.3,2221.52558760098
14_E07,2,Prmt6.2,2615.42125127449
14_E08,2,Prmt2.3,2556.30434885708
14_E09,2,Rnf20.3,3549.4786690661
14_E10,2,Rbbp7.3,2663.54235226975
14_E11,2,Prmt7.3,3050.28508048276
14_F02,2,Prmt3.3,2065.36900535328
14_F03,2,Rnf40.3,2225.78446408411
14_F04,2,Rbbp5.4,2773.7991151089
14_F05,2,Prmt6.3,2993.91136929994
14_F06,2,Prmt5.3,3267.49270611724
14_F07,2,Ring1.4,2163.11658062427
14_F08,2,Psip1.3,2785.9100391021
14_F09,2,Prmt8.3,1926.92561823946
14_F10,2,Prmt5.4,2621.14852591039
14_F11,2,Rnf20.4,2038.60780486574
14_G02,2,Rbbp7.4,2481.69854815459
14_G03,2,Prmt8.4,1834.19823911525
14_G04,2,Prmt2.4,2599.74945577638
14_G05,2,Rnf40.4,2379.89502721239
14_G06,2,Rnf217.4,2873.75747576932
14_G07,2,Prmt6.4,2081.85577954958
14_G08,2,Prmt3.4,1314.3479453102
14_G09,2,Rbbp4.4,2032.86030389653
14_G10,2,Prmt7.4,2143.51837048167
14_G11,2,Psip1.4,0
9_B02,2,Kdm5b.1,1772.17832173819
9_B03,2,L3mbtl4.1,1806.09412029226
9_B04,2,Mbd1.1,2649.93623275737
9_B05,2,L3mbtl3.1,2933.81468949007
9_B06,2,Kdm5d.1,2934.81765624029
9_B07,2,Men1.1,2843.52116738619
9_B08,2,Mbd3.1,2383.0090490703
9_B09,2,L3mbtl1.1,3174.15458969554
9_B10,2,Kdm5c.1,3341.48235249119
9_B11,2,Mbd4.1,2331.44273451435
9_C02,2,Mbd3.2,1806.76869367439
9_C03,2,Kdm6a.1,1928.52473720612
9_C04,2,Kdm5b.2,2482.89770481844
9_C05,2,Mbd4.2,2444.66368378282
9_C06,2,Mbd2.1,2639.70469218461
9_C07,2,Mbd1.2,2501.37333363018
9_C08,2,Kdm5d.2,2532.48267059847
9_C09,2,Mecom.1,2356.64096525635
9_C10,2,L3mbtl4.2,2414.21405018466
9_C11,2,L3mbtl2.1,2629.16304668786
9_D02,2,Kdm5c.2,2982.28420776053
9_D03,2,Mecom.2,2607.07374240539
9_D04,2,L3mbtl4.3,2450.48296361071
9_D05,2,Kdm6b.1,2384.46426395791
9_D06,2,Kdm6a.2,1908.18233867551
9_D07,2,Mecom.3,2148.3793849784
9_D08,2,Mbd2.2,2400.09660268621
9_D09,2,L3mbtl1.2,2265.4971911666
9_D10,2,Kdm5b.3,2767.86361979835
9_D11,2,Men1.2,2303.6899205261
9_E02,2,L3mbtl2.2,171.725023339758
9_E03,2,L3mbtl3.2,2922.3143947434
9_E04,2,Kdm5b.4,2638.27168900595
9_E05,2,Mbd3.3,1941.86490222322
9_E06,2,Mbd1.3,2538.21569794509
9_E07,2,Kdm6b.2,2746.54277092678
9_E08,2,Kdm5c.3,2710.04183807631
9_E09,2,Mbd4.3,2383.22368493393
9_E10,2,Mbd2.3,2717.2040502421
9_E11,2,L3mbtl1.3,3183.17763600454
9_F02,2,Kdm5d.3,2886.07815873469
9_F03,2,Men1.3,2797.60996182813
9_F04,2,Mbd1.4,2300.53437451014
9_F05,2,Kdm6b.3,3031.88572984982
9_F06,2,Kdm6a.3,2029.60522810626
9_F07,2,Mbd3.4,2366.25702007964
9_F08,2,L3mbtl3.3,2146.76635104012
9_F09,2,L3mbtl2.3,2278.36409229538
9_F10,2,Kdm6a.4,2487.63125664239
9_F11,2,Mbd4.4,2728.74461199916
9_G02,2,Mbd2.4,2505.30086486721
9_G03,2,L3mbtl2.4,3022.81524813031
9_G04,2,Kdm5c.4,2897.03065271186
9_G05,2,Men1.4,2303.04277978117
9_G06,2,Mecom.4,2559.00866789728
9_G07,2,Kdm6b.4,3122.32707293795
9_G08,2,Kdm5d.4,2166.57138130447
9_G09,2,L3mbtl4.4,2301.64293307694
9_G10,2,L3mbtl1.4,2025.05419650275
9_G11,2,L3mbtl3.4,2410.59959821807
11_B02,2,Nap1l2.1,2991.49441562973
11_B03,2,Padi1.1,2196.02574936619
11_B04,2,Padi4.1,2406.16312655078
11_B05,2,Orc1.1,2229.21922846176
11_B06,2,Ncoa1.1,2922.6070209077
11_B07,2,Pcgf1.1,2391.47287968027
11_B08,2,Parp1.1,2074.35788975278
11_B09,2,Ncor2.1,1638.72807000058
11_B10,2,Nap1l3.1,1463.9173251843
11_B11,2,Paxip1.1,2203.82457965514
11_C02,2,Parp1.2,2558.46014685089
11_C03,2,Ncoa3.1,3093.62317119267
11_C04,2,Nap1l2.2,3364.84547954031
11_C05,2,Paxip1.2,2492.80668541311
11_C06,2,Padi6.1,2374.71103519017
11_C07,2,Padi4.2,2148.82245788374
11_C08,2,Ncoa1.2,2150.04259783766
11_C09,2,Pbrm1.1,2524.11227052975
11_C10,2,Padi1.2,2477.39665229823
11_C11,2,Nsd1.1,2871.2736010887
11_D02,2,Nap1l3.2,2874.71759340548
11_D03,2,Pbrm1.2,2224.30428131157
11_D04,2,Padi1.3,1945.81883932286
11_D05,2,Ncor1.1,1824.10172847595
11_D06,2,Ncoa3.2,2492.49244165956
11_D07,2,Pbrm1.3,2618.51329972262
11_D08,2,Padi6.2,2774.20393886191
11_D09,2,Ncor2.2,2058.42252503658
11_D10,2,Nap1l2.3,1894.29138844796
11_D11,2,Pcgf1.2,2663.64511359673
11_E02,2,Nsd1.2,3413.63990673275
11_E03,2,Orc1.2,2333.30701810588
11_E04,2,Nap1l2.4,2248.44579984235
11_E05,2,Parp1.3,2204.58973755038
11_E06,2,Padi4.3,2458.88060657038
11_E07,2,Ncor1.2,2335.52227752761
11_E08,2,Nap1l3.3,2293.62897074641
11_E09,2,Paxip1.3,2681.49357413824
11_E10,2,Padi6.3,3310.5670619233
11_E11,2,Ncor2.3,2879.6997229483
11_F02,2,Ncoa1.3,3255.22256341373
11_F03,2,Pcgf1.3,2630.50162106543
11_F04,2,Padi4.4,2174.74961951651
11_F05,2,Ncor1.3,2735.73272828221
11_F06,2,Ncoa3.3,2376.45668915015
11_F07,2,Parp1.4,2812.50133280718
11_F08,2,Orc1.3,2613.93364854587
11_F09,2,Nsd1.3,2304.62385783556
11_F10,2,Ncoa3.4,2524.70785655373
11_F11,2,Paxip1.4,2089.55978169097
11_G02,2,Padi6.4,2964.54109421407
11_G03,2,Nsd1.4,2975.06336535884
11_G04,2,Nap1l3.4,1819.51568070701
11_G05,2,Pcgf1.4,2727.10992735077
11_G06,2,Pbrm1.4,3045.07578127899
11_G07,2,Ncor1.4,2357.98212417652
11_G08,2,Ncoa1.4,2364.57622842525
11_G09,2,Padi1.4,2666.68990123804
11_G10,2,Ncor2.4,2209.31675228467
11_G11,2,Orc1.4,2345.45505707286
12_B02,2,Pcgf2.1,3923.01980513022
12_B03,2,Phf20.1,1833.08401061113
12_B04,2,Phf20l1.1,2288.67720749665
12_B05,2,Phf2.1,2460.61190318659
12_B06,2,Pcgf6.1,1992.25349471047
12_B07,2,Prdm1.1,2515.98718193796
12_B08,2,Phip.1,1773.90781645944
12_B09,2,Phf1.1,1680.90963136786
12_B10,2,Pcgf5.1,1514.54094583654
12_B11,2,Polr2b.1,2692.56749760164
12_C02,2,Phip.2,2619.6691254101
12_C03,2,Pcmt1.1,2305.48257528407
12_C04,2,Pcgf2.2,2872.01554382671
12_C05,2,Polr2b.2,2874.10695633789
12_C06,2,Phf8.1,2816.75701540428
12_C07,2,Phf20l1.2,2029.93060833427
12_C08,2,Pcgf6.2,2669.8766498402
12_C09,2,Ppargc1a.1,2037.16063944472
12_C10,2,Phf20.2,1616.33362426948
12_C11,2,Phf19.1,2119.05112009502
12_D02,2,Pcgf5.2,2797.93010827186
12_D03,2,Ppargc1a.2,2445.27927069398
12_D04,2,Phf20.3,3018.63337524383
12_D05,2,Phc1.1,2809.11489960954
12_D06,2,Pcmt1.2,1501.17965493544
12_D07,2,Ppargc1a.3,2670.09634606512
12_D08,2,Phf8.2,2925.58779973232
12_D09,2,Phf1.2,2473.95839860182
12_D10,2,Pcgf2.3,2157.35109267282
12_D11,2,Prdm1.2,1683.89326465835
12_E02,2,Phf19.2,2798.13399573521
12_E03,2,Phf2.2,2487.87986265809
12_E04,2,Pcgf2.4,2588.20695408452
12_E05,2,Phip.3,3080.96089396483
12_E06,2,Phf20l1.3,2271.25048345547
12_E07,2,Phc1.2,2910.44616265462
12_E08,2,Pcgf5.3,2826.7364803629
12_E09,2,Polr2b.3,3164.98432517971
12_E10,2,Phf8.3,2358.18901940895
12_E11,2,Phf1.3,2798.21029666305
12_F02,2,Pcgf6.3,2603.22850075633
12_F03,2,Prdm1.3,3089.3889413881
12_F04,2,Phf20l1.4,3192.51516556004
12_F05,2,Phc1.3,2991.66588900584
12_F06,2,Pcmt1.3,2715.62073644677
12_F07,2,Phip.4,3257.02309644146
12_F08,2,Phf2.3,2521.19349977125
12_F09,2,Phf19.3,2436.07818996162
12_F10,2,Pcmt1.4,2402.65261236767
12_F11,2,Polr2b.4,2526.25718803884
12_G02,2,Phf8.4,903.601951426546
12_G03,2,Phf19.4,2010.00817716426
12_G04,2,Pcgf5.4,2428.80520754361
12_G05,2,Prdm1.4,2347.07963651944
12_G06,2,Ppargc1a.4,2001.59552910818
12_G07,2,Phc1.4,1949.75497613389
12_G08,2,Pcgf6.4,2483.06429762253
12_G09,2,Phf20.4,1393.00199781453
12_G10,2,Phf1.4,1864.07083630468
12_G11,2,Phf2.4,2093.60861784301
control2_B02,2,Bptf.1,1730.40941812886
control2_B03,2,Bptf.2,1648.92897709248
control2_B04,2,Bptf.3,1911.35752060761
control2_B05,2,Bptf.4,1652.22214784599
control2_B06,2,Whsc1.1,2399.42301467977
control2_B07,2,Whsc1.2,2385.44684759004
control2_B08,2,Whsc1.3,2547.29737537514
control2_B09,2,Whsc1.4,2894.75399209
control2_B10,2,Cd4.1,2234.91146893016
control2_B11,2,Cd4.1,633.907774002517
control2_C02,2,Mll2.1,902.904581790764
control2_C03,2,Mll2.2,801.718360824444
control2_C04,2,Mll2.3,2034.62818880196
control2_C05,2,Mll2.4,1590.71813420651
control2_C06,2,Brd8.1,3141.51444312116
control2_C07,2,Brd8.2,1807.92776459589
control2_C08,2,Brd8.3,1593.54675792175
control2_C09,2,Brd8.4,1843.06063747453
control2_C10,2,Cd4.2,2228.0456468209
control2_C11,2,Cd4.2,530.393031948655
control2_D02,2,Ncor1.1,1183.74757336781
control2_D03,2,Ncor1.2,2286.26226244984
control2_D04,2,Ncor1.3,1793.62049955677
control2_D05,2,Ncor1.4,1874.88709090588
control2_D06,2,Cxxcl.1,1691.44505483139
control2_D07,2,Cxxcl.2,1155.9968554857
control2_D08,2,Cxxcl.3,2003.82354355347
control2_D09,2,Cxxcl.4,1587.82339624825
control2_D10,2,Cd4.3,1577.50263793961
control2_D11,2,Cd4.3,262.358674828659
control2_E02,2,Smarca4.1,1166.52136007747
control2_E03,2,Smarca4.2,1374.00335897409
control2_E04,2,Smarca4.3,1161.84312824796
control2_E05,2,Smarca4.4,2034.1785918089
control2_E06,2,Klf2.1,1951.74662229844
control2_E07,2,Klf2.2,1907.563008592
control2_E08,2,Klf2.3,3224.2358984703
control2_E09,2,Klf2.4,2376.20777405161
control2_E10,2,Cd4.4,2194.79767654621
control2_E11,2,Cd4.4,578.064663615592
control2_F02,2,Runx3.1,1654.51880267435
control2_F03,2,Runx3.2,1087.12246226404
control2_F04,2,Runx3.3,757.291352921958
control2_F05,2,Empty,3516.15679687522
control2_F06,2,Sp140.1,1918.66972404918
control2_F07,2,Sp140.2,2106.02627038697
control2_F08,2,Sp140.3,1805.11966001628
control2_F09,2,Sp140.4,1872.19151109286
control2_F10,2,Empty,2346.24727113314
control2_F11,2,Empty,727.13992741436
control2_G02,2,Smarce1.1,2296.69090096143
control2_G03,2,Smarce1.2,609.516841155131
control2_G04,2,Smarce1.3,485.81631455383
control2_G05,2,Smarce1.4,1012.13891447243
control2_G06,2,Wdr82.1,2019.30231820922
control2_G07,2,Wdr82.2,2399.44803931277
control2_G08,2,Wdr82.3,1918.5477585314
control2_G09,2,Wdr82.4,1568.7850724152
control2_G10,2,Empty,2650.38814687609
control2_G11,2,Empty,2145.44048460753
13_B02,2,Prdm10.1,2569.80265558562
13_B03,2,Prdm5.1,4467.35061030743
13_B04,2,Prdm6.1,2825.07540844901
13_B05,2,Prdm4.1,2720.32345529074
13_B06,2,Prdm12.1,3102.99509162844
13_B07,2,Prkcd.1,2463.87481082893
13_B08,2,Prdm9.1,2327.64050732176
13_B09,2,Prdm15.1,2825.62381526408
13_B10,2,Prdm11.1,3314.7523951922
13_B11,2,Prkaa1.1,2467.59929735771
13_C02,2,Prdm9.2,3141.32487909824
13_C03,2,Prdm13.1,3218.7421589012
13_C04,2,Prdm10.2,3407.3879788662
13_C05,2,Prkaa1.2,3100.62519296697
13_C06,2,Prdm8.1,2817.01591883789
13_C07,2,Prdm6.2,3404.71076407167
13_C08,2,Prdm12.2,2804.9649855278
13_C09,2,Prkaa2.1,2737.44228279976
13_C10,2,Prdm5.2,2452.56104818427
13_C11,2,Prdm2.1,2398.4019653967
13_D02,2,Prdm11.2,2032.2419210732
13_D03,2,Prkaa2.2,3300.9670526482
13_D04,2,Prdm5.3,2806.34551546198
13_D05,2,Prdm14.1,3236.64491952716
13_D06,2,Prdm13.2,3155.40314614087
13_D07,2,Prkaa2.3,3008.94038805029
13_D08,2,Prdm8.2,2344.18146677015
13_D09,2,Prdm15.2,3348.26704812817
