Pool,Gene,nbPctgShift
P1-7,Actb,-0.7897016469368836
P1-7,Actl6a,11.774465100981232
P1-7,Actl6b,5.9891313584214405
P1-7,Aff1,13.953508146324367
P1-7,Aff4,-1.2663862219778128
P1-7,Arid1a,5.600814854741271
P1-7,Arid1b,-6.727491014824537
P1-7,Arid2,-2.3239861534931805
P1-7,Ash1l,-12.497323797306253
P1-7,Ash2l,-11.835686806308203
P1-7,Asxl1,-3.6736744717796324
P1-7,Asxl2,-2.959689964452624
P1-7,Asxl3,-19.209997870097368
P1-7,Atad2,-5.604599810671559
P1-7,Atad2b,-13.63968783456298
P1-7,Atm,-11.346234371769924
P1-7,Atr,1.3678438259415575
P1-7,Atrx,-9.55707597001167
P1-7,Aurkb,13.798901747152279
P1-7,Baz1a,-19.09329961705898
P1-7,Baz1b,-12.482675653124197
P1-7,Baz2a,-6.470477323583435
P1-7,Baz2b,-18.35885165928932
P1-7,Bcl6,-17.46251463479853
P1-7,Bmi1,-3.7683558417910348
P1-7,Bop1,-13.582070396627795
P1-7,Bptf,-9.007342220401386
P1-7,Brd1,-9.766856139079666
P1-7,Brd2,0.19663080345157624
P1-7,Brd3,-5.950629546655705
P1-7,Brd4,14.899557797656957
P1-7,Brd7,15.715911628407488
P1-7,Brd8,-1.0597392674932156
P1-7,Brd9,-4.459783570669366
P1-7,Brdt,-3.436345718192181
P1-7,Brpf1,-5.807174238174902
P1-7,Brpf3,-0.024691916151935445
P1-7,Brwd1,-4.957283863459674
P1-7,Brwd3,-9.089117075700825
P1-7,CD4,0.62714624112302
P1-7,CDK9,-17.153443211770067
P1-7,Carm1,-4.002674760377907
P1-7,Cbx1,-7.611911977726692
P1-7,Cbx2,-5.241041143467304
P1-7,Cbx3,4.551759885128266
P1-7,Cbx4,-4.189005247857291
P1-7,Cbx5,-5.402418578240752
P1-7,Cbx6,8.128349204274393
P1-7,Cbx7,-15.50341266589677
P1-7,Cbx8,-3.2805762125183318
P1-7,Ccnt1,-1.736546626713352
P1-7,Cd14,-11.689580537984575
P1-7,Cd19,-8.173683010685396
P1-7,Cd4,-11.972988819262916
P1-7,Cecr2,-8.446351449592024
P1-7,Chaf1a,4.430967909930292
P1-7,Chaf1b,6.683676198303678
P1-7,Chd1,-1.0207427690825668
P1-7,Chd1l,4.458035665239646
P1-7,Chd2,-9.162066844526537
P1-7,Chd3,-4.009628853024989
P1-7,Chd4,-4.090319423057931
P1-7,Chd5,-8.178854529888474
P1-7,Chd6,-7.021327645967622
P1-7,Chd7,-28.980144217170146
P1-7,Chd8,-2.837707825534222
P1-7,Chd9,-6.029374170151062
P1-7,Clock,0.07073780353715442
P1-7,Crebbp,-11.632272267623817
P1-7,Ctsl,2.5064015919845524
P1-7,Cxxc1,-2.6109069496629544
P1-7,Dmap1,-12.154984822234132
P1-7,Dnmt1,8.685400217483423
P1-7,Dnmt3a,-21.134853963854138
P1-7,Dnmt3b,-1.0248868434273817
P1-7,Dnmt3l,3.2795655461497564
P1-7,Dot1l,-8.490558065683919
P1-7,Dpy30,-8.632340908105814
P1-7,Dub2a,-6.172186958512739
P1-7,Eaf1,-4.426526158918329
P1-7,Eed,-1.6976985988012647
P1-7,Ehmt1,9.002548087903776
P1-7,Ehmt2,-21.30130608527962
P1-7,Elp3,1.9106820775055553
P1-7,Elp4,-9.766064432539304
P1-7,Ep300,4.826263847829708
P1-7,Ep400,-10.715307691301563
P1-7,Epc1,2.2649730161643022
P1-7,Epc2,-26.39891611808295
P1-7,Ercc5,-12.036435312715716
P1-7,Ezh1,-21.025519751617477
P1-7,Ezh2,0.3355539989463008
P1-7,Fbxl19,8.623034261941944
P1-7,Fbxo17,-2.7970684649695468
P1-7,Fbxo44,1.7504093143589943
P1-7,Fbxw9,-12.148130364823732
P1-7,Fkbp1a,-6.873112736851032
P1-7,Fkbp2,9.655846305208028
P1-7,Fkbp5,-8.907520465686652
P1-7,Fosb,6.401534926137977
P1-7,Gadd45a,16.549947104857672
P1-7,Gadd45b,-18.89863410218265
P1-7,Gtf2b,-2.4487706364704955
P1-7,Gtf2f1,1.3120879873631353
P1-7,Gtf2h1,-10.188475884117835
P1-7,Gtf3c4,-7.85547714651022
P1-7,H2afz,3.841996607508961
P1-7,Hat1,13.326217957718802
P1-7,Hcfc1,24.437459408267625
P1-7,Hdac1,0.6236647870788463
P1-7,Hdac10,-0.36218601522238697
P1-7,Hdac11,-5.869457752365743
P1-7,Hdac2,-21.018460951907645
P1-7,Hdac3,4.196437017071835
P1-7,Hdac4,1.843863597351966
P1-7,Hdac5,-0.45649172779439934
P1-7,Hdac6,-4.880973182537449
P1-7,Hdac7,-6.681552382700552
P1-7,Hdac8,-14.849158531952943
P1-7,Hdac9,12.734509205373744
P1-7,Hells,1.8404902968804653
P1-7,Hes1,29.413580873944493
P1-7,Hes6,-26.559210984357122
P1-7,Hira,-19.16971112883568
P1-7,Hltf,-11.38289201060826
P1-7,Id2,9.349431448472208
P1-7,Id3,-2.890678884852074
P1-7,Ing2,-6.2281209740656465
P1-7,Ing3,-8.378187733128875
P1-7,Ing4,-10.681616421318552
P1-7,Ing5,-9.569466166445471
P1-7,Ino80,-12.770836642526415
P1-7,Iws1,-1.303847142907142
P1-7,Jarid2,-11.517656304939951
P1-7,Jhdm1d,-12.766715507228321
P1-7,Jmjd1c,-13.122840828709634
P1-7,Jmjd4,-8.908447272246939
P1-7,Klf12,3.8851745574405974
P1-7,Klf2,-2.978979655074668
P1-7,Ms4a1,-9.860342467765651
P1-7,Nfatc3,-0.1314024578992452
P1-7,Runx3,4.535658689009646
P1-7,Tbx21,-11.93607464795641
P8-14,Bcl6,-17.615514254178418
P8-14,CD4,1.3460850994032185
P8-14,CDK9,-2.5651359455116705
P8-14,Ccnt1,-12.582369311627644
P8-14,Cd14,27.24301154241233
P8-14,Cd19,0.71702488405005
P8-14,Fosb,39.98797850704702
P8-14,Hes1,9.10898386086734
P8-14,Id2,20.49397360346867
P8-14,Id3,5.040477555239679
P8-14,Jmjd5,7.430401871382365
P8-14,Jmjd6,6.671670758671292
P8-14,Jmjd8,-0.5230852084395453
P8-14,Kat2a,1.3355207325767093
P8-14,Kat2b,4.444546274890871
P8-14,Kat5,0.9061036111006757
P8-14,Kdm1a,0.7923537159361302
P8-14,Kdm1b,-0.7636022403377147
P8-14,Kdm2a,5.310832311352691
P8-14,Kdm2b,37.07534955909515
P8-14,Kdm3a,8.024014098906584
P8-14,Kdm3b,4.572005038218485
P8-14,Kdm4a,4.007610295458743
P8-14,Kdm4b,14.119125850368718
P8-14,Kdm4c,-1.973983779926975
P8-14,Kdm4d,-4.452712042896309
P8-14,Kdm5a,-4.721028814984675
P8-14,Kdm5b,3.6709000048276597
P8-14,Kdm5c,3.26719266532686
P8-14,Kdm5d,-3.9658422696880917
