shRNA,count,pctg,nbPctg
Bcl6,70087,1.1703383589848062,95.01631911397904
Bcl6.2,75973,1.2686249396771538,95.6227500106465
Bcl6.3,9987,0.16676657855495683,72.58914888931271
CD4.1,3013,0.05031217594734003,58.1510990493571
CD4.2,4977,0.08310776624291781,63.95020840228261
CD4.3,16153,0.2697287016519693,78.76097250764519
CD4.4,166361,2.7779568213658927,99.26600909858988
CDK9.1,22240,0.3713716538562371,82.81881201448007
CDK9.2,76,0.0012690757955518893,28.189633310290755
CDK9.3,22705,0.3791363939211269,83.07707135618435
Ccnt1,49561,0.8275877039914105,91.95407025988585
Ccnt1.2,80712,1.3477584948761065,96.04950882546817
Ccnt1.3,33800,0.5644047617059719,87.85984259472825
Ccnt1.4,3509,0.05859456534988921,59.867979748638156
Cd14,39951,0.6671164093170202,89.72519424608326
Cd14.2,11660,0.19470294442282934,74.57173537180064
Cd19,11656,0.19463615095990555,74.56738317449705
Cd19.3,5193,0.08671461324080212,64.4594789768761
Cd19.4,3027,0.05054595306757327,58.20257173891791
Fosb,5,8.349182865472956e-05,16.420814513359964
Fosb.2,346,0.005777634542907285,38.06911866253015
Hes1,349,0.005827729640100123,38.13408213745893
Hes1.2,15918,0.265804585705197,78.57300928497459
Hes1.3,13,0.00021707875450229687,19.85826660968032
Id2,402,0.006712743023840257,39.215570953305274
Id2.2,62,0.0010352986753186465,27.072181328452388
Id2.3,57300,0.9568163563832008,93.32169392956118
Id2.4,13669,0.2282499611762997,76.6153413965547
Id2.5,3,5.009509719283774e-05,14.861651094370703
Id3,13041,0.21776338749726565,76.01035946913302
Id3.2,9376,0.15656387709334887,71.7851668010723
Id3.3,24298,0.40573689053052375,83.91812245546421
Id3.4,574,0.009584861929562954,42.074093257114576
Id3.5,22,0.0003673640460808101,22.03848686714136
Klf12,5744,0.09591541275855332,65.67883610788834
Klf12.4,42,0.0007013313606997282,25.05773260358431
Klf12.5,36351,0.6070022926856149,88.68461973442463
Klf2,309,0.005159795010862287,37.22621237031537
Klf2.2,64,0.0010686954067805384,27.241325496201647
Klf2.3,0,0.0,6.259227777696147
Klf2.4,3829,0.0639380423837919,60.86895118249769
Klf2.5,1,1.6698365730945913e-05,11.909497636075173
Klf2.6,953,0.015913542541591455,46.49127432638401
Klf2.7,5,8.349182865472956e-05,16.420814513359964
Ms4a1,71085,1.1870033279842902,95.1257181162013
Ms4a1.2,6797,0.11349879187323936,67.74510098269381
Nfatc3.2,158814,2.6519342551944445,99.1559077650048
Nfatc3.3,493,0.008232294305356335,40.82984155963203
Nfatc3.7,185,0.0030891976602249937,33.62976189108278
Nfatc3.8,0,0.0,6.259227777696147
Rpa3.1,26,0.00043415750900459375,22.783827829203396
Rpa3.2,1912,0.031927275277568584,53.2668364366776
Rpa3.3,1163,0.019420199345090098,48.34353522329082
