GeneName,q3minusOther_nbPctg
Actb,-6.463247821421071
Actl6a,-3.704769454226046
Actl6b,-10.157296561758928
Aff1,-5.243197112168135
Aff4,-0.37289584509145435
Arid1a,-8.21948730203429
Arid1b,11.435939649868901
Arid2,-12.336807562963566
Ash1l,-4.965425151035149
Ash2l,1.162671963153855
Asxl1,-16.487451304782287
Asxl2,-5.797772223115899
Asxl3,-5.57630353844768
Atad2,-3.8610174696979804
Atad2b,-3.9852948731955635
Atm,-6.85609227296521
Atr,-7.247414577547868
Atrx,-8.75600340753777
Aurkb,-3.2221669555645764
Baz1a,-4.412107140369874
Baz1b,-9.981269646396905
Baz2a,-2.713109515240191
Baz2b,-9.577028872752413
Bcl6,3.339444432014446
Bmi1,-8.007559497140354
Bop1,-1.8820581640709708
Bptf,-10.282122432922174
Brd1,-6.801843950579669
Brd2,-3.7619630116208675
Brd3,-2.8913067324448427
Brd4,-6.908558504091193
Brd7,0.9873647264438384
Brd8,-7.785479403698247
Brd9,-2.164199254313625
Brdt,-1.042532363851515
Brpf1,-3.3590020118894497
Brpf3,-4.052713591403384
Brwd1,-9.190215493334872
Brwd3,-11.906581959478098
CD4,-0.7118015767828076
CDK9,-10.430658194585792
Carm1,-9.217899924867655
Cbx1,-8.296532180053294
Cbx2,-1.8353908952342692
Cbx3,-6.839104076489605
Cbx4,-5.895603386048212
Cbx5,-12.853473956119224
Cbx6,-17.693828623157618
Cbx7,-13.04154175436261
Cbx8,-8.468878641690385
Ccnt1,-1.1467855073468805
Cd14,-2.4579574006570653
Cd19,-3.540184526389647
Cd4,-21.99180845928963
Cecr2,-5.911943406821117
Chaf1a,-15.00221385742696
Chaf1b,-9.613865893160618
Chd1,-1.777557484964485
Chd1l,-13.075363576037269
Chd2,-10.163816587653564
Chd3,-6.034924689698606
Chd4,-11.023724999422486
Chd5,-1.3363376981283253
Chd6,-3.1938300270998887
Chd7,3.8626763380523053
Chd8,-5.598154253424302
Chd9,-6.880598444123073
Clock,1.5659146805288913
Crebbp,-6.517023626320466
Ctsl,-5.5683043248330115
Cxxc1,-6.654715885478568
Dmap1,-3.724613544416453
Dnmt1,-2.3332705719267537
Dnmt3a,-4.797575464093082
Dnmt3b,-10.764338999532143
Dnmt3l,-6.8947762638545385
Dot1l,-6.052649100623427
Dpy30,4.092645169021831
Dub2a,-4.9124430390215075
Eaf1,-2.1313451765694644
Eed,-9.47089108906162
Ehmt1,-7.91032554008601
Ehmt2,-7.816920838113592
Elp3,-3.167151447369335
Elp4,-5.051953952383575
Ep300,-5.640519503464901
Ep400,1.9324371161030527
Epc1,-10.311659920608873
Epc2,-0.7371677381990954
Ercc5,-2.888857875748034
Ezh1,-9.332385131786955
Ezh2,-5.409346034192357
Fbxl19,-0.8214397022054118
Fbxo17,-4.326858044817622
Fbxo44,-1.6904819530265272
Fbxw9,-0.5359207311117622
Fkbp1a,-3.0573801011529156
Fkbp2,0.7032502373686628
Fkbp5,-0.682479969310922
Fosb,-22.082849827463207
Gadd45a,-2.5972851220014785
Gadd45b,-4.489467489536828
Gtf2b,-6.603604125186966
Gtf2f1,-2.937774598592867
Gtf2h1,-3.526766222667012
Gtf3c4,-4.766271487801475
H2afz,-13.531672112384934
Hat1,5.3092172164422236
Hcfc1,-4.835697112849462
Hdac1,-3.942744239836001
Hdac10,3.403869411151341
Hdac11,3.4643603498062325
Hdac2,-3.653026415332601
Hdac3,-7.003477840235919
Hdac4,-4.749593640908536
Hdac5,1.5659257705240333
Hdac6,-4.959537145004436
Hdac7,-8.701024533294271
Hdac8,-5.537979981472592
Hdac9,-5.714307567389639
Hells,-7.247452201120827
Hes1,-5.045185957336725
Hes6,-17.558280294222623
Hira,-15.66312933304254
Hltf,-1.9113373520683676
Id2,7.549800162673682
Id3,-7.058759599759176
Ing2,-7.488489079504507
Ing3,-5.133096412294776
Ing4,-8.071261558818453
Ing5,-0.3989345469449308
Ino80,-7.782405226920677
Iws1,7.733616835336439
Jarid2,-6.1519762230497435
Jhdm1d,-7.212220378986736
Jmjd1c,-20.28637874529751
Jmjd4,-4.772108490420649
Klf12,-8.17940231971344
Klf2,-0.2755283700464654
Ms4a1,-4.624571336327563
Nfatc3,-9.926022539216117
Runx3,-2.2462849477603584
Tbx21,-7.904045032125988
