"Position","shRNA","CD103Percentage_100U_shRNA_fixed_normbycontrolZP.csv","CD103Percentage_10U_shRNA_fixed_normbycontrolZP.csv","CD127GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","CD127GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","CD25GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","CD25GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","CD44GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","CD44GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","CD62LPercentage_100U_shRNA_fixed_normbycontrolZP.csv","CD62LPercentage_10U_shRNA_fixed_normbycontrolZP.csv","CXCR3GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","CXCR3GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","CXCR3Percentage_100U_shRNA_fixed_normbycontrolZP.csv","CXCR3Percentage_10U_shRNA_fixed_normbycontrolZP.csv","Lag3GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","Lag3GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","PD1GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","PD1GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","Tim3GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","Tim3GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","Tim3Percentage_100U_shRNA_fixed_normbycontrolZP.csv","Tim3Percentage_10U_shRNA_fixed_normbycontrolZP.csv"
"1_B02","Actl6b.1",49.8660012972039,21.9116249112919,56.6991913114825,48.6889129631057,56.6345212251609,98.8198293105558,97.021265536608,42.0072187577452,16.08558086683,19.8707626200352,43.2828240318571,49.5222723351092,51.1670818575382,65.2884325950865,52.3581184162087,69.074223064434,56.0833139443185,50.6006082630025,86.4099058193525,90.9290106925121,85.1912296898789,92.3352295586754
"1_B03","Asxl3.1",35.7852708816404,36.9436457826972,97.368844605502,43.237387830653,78.9246601029847,94.2710074539783,96.768435786297,57.4661512144974,33.5028811810234,58.3497970390801,39.5045310752227,42.8640025742013,39.1799872499456,51.9282741445549,37.7610201028791,87.9070584928776,59.735317057262,82.4156677188045,72.4578408141248,80.4585248200138,78.491997756894,88.5417482848234
"1_B04","Atad2.1",42.5819788447895,26.9228842677446,94.9324897795225,41.2915398365606,87.9360805956696,78.3029764303018,94.9879777016501,32.9366212509174,33.9468955445585,63.8635238392225,37.1911794438209,38.516793637634,37.5032171129023,44.2440176417708,41.1546307481335,74.5994836322819,59.4894955459314,76.106508432488,89.8996383221878,81.0078344736987,82.5555428579331,88.0709437449684
"1_B05","Asxl2.1",27.9857294915905,40.9313402722733,82.8482427789659,43.3534844553712,71.9835315786636,63.3951743453836,99.6253935791645,73.43226360025,35.8885756974387,61.5895540554143,38.7619274430468,41.0653747382658,45.4958961840865,45.7511198745496,62.9924922120647,71.7796598421354,89.6869689271181,82.3048426796462,70.3338518700201,45.576909435696,75.4848068937609,62.6846843851721
"1_B06","Aff4.1",50.210012379673,54.5711400343986,76.7813844717482,48.5259854346799,73.9176227683911,95.1487946290733,99.3097618868892,75.1309651270509,31.5940233068465,46.3016920813961,38.7194783099814,41.7344738443239,43.6516856632705,46.4623533118573,36.2058280138598,93.5256939063146,80.3197068447669,91.6085635945845,77.3357080516068,84.6751800074766,79.2602588727249,92.9372769052843
"1_B07","Aurkb.1",30.094285742227,45.0323360902448,74.3179822518635,41.8339887940584,78.2422018119394,82.9466252836357,99.1180833310708,61.3155695278443,28.4251615966116,49.3813632533876,38.6777860677972,42.7207030650759,38.0467255915908,49.1532297577554,64.2371378904151,22.2319080297208,57.8067388599846,32.4270632686576,91.2281142086404,60.3746432131686,83.6283054031543,68.5900224024753
"1_B08","Atm.1",32.727542348114,49.7476819010233,57.3807777277175,45.8901385702449,68.7733015739433,94.5287381270614,97.6975842835149,70.7041932813885,46.1999034009507,74.5623201225526,35.5385495694815,40.4822533348657,34.9811847660509,45.520318315924,24.9234407579069,79.5836636734757,90.2215522062078,81.1507467882143,61.6784707399984,65.0742539515857,73.5871235209361,74.5212455635502
"1_B09","A2l.1",40.6386865719414,59.9902688438159,83.8441068961688,50.1609118514825,96.1325438031934,92.6439692659878,97.242550309064,39.0163057722408,32.1764215459253,65.9668574640719,37.4771884323402,40.7493685463983,40.2308874139365,44.9485994922644,17.2035302197567,25.2087489672046,95.0652210022713,88.1848358122068,79.3226982068238,67.9663378878692,75.6650591459784,79.8232535502551
"1_B10","Aff1.1",31.047118358311,29.454740649534,79.514211038875,51.466186249764,68.0145151485785,98.2717736168198,96.3542993906206,71.2217411023731,22.0659416398035,39.6809950465703,36.091798268993,40.159075792414,34.3989666032166,42.0210191887694,32.7147122562681,85.3324311796659,49.3420148953039,74.789880437137,94.5359849736802,97.1594940543577,83.5775399008837,95.9533153307551
"1_B11","Atr.1",20.8538671589421,16.638187579934,85.0297800296905,44.6804745888614,85.5923212723072,95.8364663380286,98.9279609163824,29.2989497500564,12.1419205899763,43.70486882815,35.3397105034719,37.3864548615369,32.6980507380219,38.7207694260423,31.8810720555519,63.7511539164718,31.5394044586213,63.280528531065,89.8795992090252,88.6800945234353,82.7617894802719,93.046100277792
"1_C02","Atm.2",39.506855507245,49.8959735791499,94.138564644149,46.1422862895455,76.6074747794736,94.6090079444147,99.4188751351449,80.4262640981771,30.6053137794035,38.344417065916,39.1085589976277,46.5518864821795,39.6392263977356,58.7125045085017,36.2810224044549,89.7957834088529,59.5475507381803,87.2150248364397,78.1073616470172,96.32536232825,79.8085499770716,96.3251876251749
"1_C03","Arid2.1",33.3237571886095,43.1680396157758,97.8584363486087,48.6951126690978,77.169123373314,82.0966661543229,99.7139677827367,61.7945029155715,29.4903911075807,61.1054894848248,45.0476794988803,44.1023673907582,44.6939891238937,52.6254024334541,62.6520300620422,75.3877455709178,54.9812235303376,71.9654750496241,93.9501134569771,71.9440685275785,85.4932345650087,81.8114596155508
"1_C04","Actl6b.2",38.3127609332288,50.8629612779195,62.7457881421373,40.0485224576039,88.7817523086364,95.8987219182851,93.4784659582436,57.8467303804506,17.6964066336982,34.6024905328108,39.6928266147862,40.9357438528656,42.2703188813936,44.0759344863129,58.1184229564708,51.4287533626998,52.1285492839032,46.664370838592,85.1244131655977,72.965491800363,77.646152852767,82.2654663589787
