type,shRNA,count
target,Smarce1.3,329678
target,Smarcb1.2,288300
target,Smarcd1.2,286761
target,Smarca5.1,182047
target,Taf1.2,176545
target,Tet3.2,111611
target,Ssrp1.3,105030
target,Zmynd11.3,86046
target,Setmar.2,75390
target,Sp100.1,73050
target,Smarca1.3,55630
target,Sirt1.2,52520
target,Wdr82.2,41102
target,Suv39h2.3,34850
target,Setmar.1,34195
target,Smarcd1.1,33271
target,Setd5.4,30984
target,Sp140.1,30566
target,Setdb1.2,26382
target,Setd5.2,24259
target,Taf3.2,22603
target,Setd1a.2,22229
target,Suz12.4,21989
target,Sfmbt2.3,21040
target,Sfmbt1.1,19201
target,Sirt1.4,19077
target,Setmar.4,18856
target,Smarcd1.4,18727
target,Ube2a.1,18548
target,Smarce1.4,18154
target,Rpa3.3,15265
target,Tet1.2,14902
target,Taf3.4,13473
target,Setdb1.1,13306
target,Sp110.2,13294
target,Sfmbt1.3,13239
target,Whsc1l1.4,12674
target,Supt16h.4,12032
target,Ube2a.2,11987
target,Setd4.2,11951
target,Setd3.1,11279
target,Tet3.4,11113
target,Supt16h.1,10996
target,Sirt4.2,10914
target,Setd2.3,10845
target,Sirt5.1,10695
target,Suz12.3,10586
target,Setdb1.3,10535
target,Setd7.1,10458
target,Smyd4.2,10227
target,Smarcc1.2,10207
target,Rpa3.4,9782
target,Sfmbt2.2,9201
target,Setd2.1,9157
target,Sin3a.3,8989
target,Sp110.4,8964
target,Zmynd11.1,8608
target,Smyd3.2,8565
target,Sp100.2,8240
target,Smarca4.2,8181
target,Tet2.2,7975
target,Sin3b.3,7872
target,Suv420h2.1,7823
target,Smarca5.4,7641
target,Ube2b.1,7574
target,Suv39h1.4,7288
target,Setd8.3,7088
target,Taf1.3,7065
target,Setd4.4,6407
target,Sirt7.3,6197
target,Sp140.4,6194
target,Sin3a.1,6155
target,Suv39h2.2,5672
target,Taf1.4,5619
target,Sin3b.2,5455
target,Ube2i.2,5448
target,Whsc1l1.3,5369
target,Zmynd11.4,5347
target,Smyd5.1,5284
target,Ssrp1.4,5224
target,Scml2.4,5218
target,Sp100.4,5126
target,Sp110.3,5045
target,Smarcc1.1,5029
target,Suv39h2.4,4893
target,Suv39h1.1,4835
target,Ssrp1.2,4786
target,Trim24.3,4771
target,Smyd1.3,4754
target,Usp51.2,4530
target,Smarca5.2,4513
target,Smarcd3.2,4489
target,Smyd4.4,4483
target,Sirt3.3,4302
target,Whsc1.3,4224
target,Uhrf1.1,4200
target,Setd1a.4,4149
target,Sin3a.2,4126
target,Tdg.4,4080
target,Suv420h1.4,4037
target,Satb1.1,3938
target,Smyd3.3,3928
target,Tet3.1,3915
target,Wdr5.1,3887
target,Trim28.3,3772
target,Ube2i.4,3723
target,Suv420h1.1,3694
target,Setd2.4,3683
target,Whsc1.4,3681
target,Sfmbt1.4,3658
target,Tet2.3,3647
target,Suv39h1.3,3616
target,Smarcd1.3,3565
target,Smyd2.1,3513
target,Smarcc2.4,3502
target,Scml4.1,3501
target,Setdb2.2,3483
target,Sirt1.3,3482
target,Sirt1.1,3475
target,Smarca4.1,3475
target,Suv39h1.2,3468
target,Setd4.3,3467
target,Sirt7.4,3433
target,Ube2b.2,3311
target,Sp140.2,3304
target,Scml4.2,3133
target,Setd1a.3,3112
target,Usp27x.2,3092
target,Smyd2.2,3066
target,Ube2b.4,3057
target,Sirt3.4,3053
target,Taf3.1,2959
target,Whsc1l1.2,2862
target,Satb1.3,2589
target,Smarcd3.3,2552
target,Trim33.3,2540
target,Tcea1.3,2509
target,Satb1.2,2474
target,Suv420h2.3,2461
target,Scml4.3,2454
target,Smarca5.3,2452
target,Setd3.3,2390
target,Smarcc1.3,2349
target,Setd2.2,2320
target,Smyd4.1,2317
target,Setd7.2,2287
target,Sirt3.2,2228
target,Smarca1.1,2204
target,Taf3.3,2195
target,Usp27x.4,2188
target,Scmh1.2,2168
target,Usp51.4,2091
target,Smarca4.4,2085
target,Ube2b.3,2043
target,Wdr82.4,2039
target,Wdr5.4,2029
target,Tcea1.4,2027
target,Scml2.1,2006
target,Sirt6.1,1995
target,Sirt7.1,1990
target,Supt16h.3,1968
target,Smarca1.2,1962
target,Trim33.4,1944
target,Setmar.3,1866
target,Uhrf1.3,1843
target,Trim33.2,1741
target,Smarca1.4,1709
target,Sirt5.2,1697
target,Setd8.4,1692
target,Smarcc2.2,1663
target,Sin3b.1,1654
target,Tet1.4,1653
target,Smarcc2.3,1640
target,Uhrf1.2,1588
target,Ube2e1.3,1559
target,Trim66.4,1552
target,Usp27x.1,1538
target,Sin3a.4,1519
target,Zmynd8.1,1492
target,Setdb1.4,1487
target,Rpa3.2,1463
target,Rpa3.1,1455
target,Wbp7.4,1441
target,Sp110.1,1410
target,Smarca4.3,1377
target,Tcea1.2,1360
target,Sfmbt1.2,1357
target,Smarce1.2,1348
target,Sirt4.3,1345
target,Trim28.4,1333
target,Sin3b.4,1300
target,Sp140.3,1281
target,Smyd5.3,1261
target,Usp22.3,1230
target,Scmh1.1,1225
target,Zmynd11.2,1189
target,Smyd1.2,1189
target,Setd8.2,1177
target,Sirt5.3,1164
target,Smarca2.2,1144
target,Trim24.2,1133
target,Whsc1.2,1130
target,Smarcd3.1,1121
target,Wdr82.3,1120
target,Suv420h1.3,1110
target,Smyd4.3,1067
target,Setdb2.4,1043
target,Sirt6.2,1042
target,Zmynd8.3,1020
target,Sirt4.1,1012
target,Suz12.1,1011
target,Suv420h1.2,993
target,Smarce1.1,985
target,Tet3.3,982
target,Smarcd3.4,929
target,Tdg.2,913
target,Suv39h2.1,905
target,Scmh1.3,891
target,Tet1.1,890
target,Usp51.3,868
target,Ube2e1.1,849
target,Smyd3.1,839
target,Usp51.1,837
target,Sirt6.4,832
target,Smarcd2.3,784
target,Usp22.1,737
target,Wbp7.3,734
target,Sirt7.2,721
target,Setdb2.3,713
target,Sirt4.4,708
target,Trim24.4,703
target,Setdb2.1,703
target,Ube2i.1,691
target,Sirt5.4,680
target,Zmynd8.2,673
target,Uhrf1.4,664
target,Tdg.1,640
target,Smyd5.2,631
target,Ube2i.3,624
target,Smyd2.3,624
target,Trim28.1,616
target,Smyd5.4,562
target,Suv420h2.4,531
target,Tet1.3,531
target,Tdg.3,488
target,Usp22.2,481
target,Sirt3.1,468
target,Suz12.2,432
target,Trim33.1,403
target,Trim66.1,398
target,Trim28.2,397
target,Ube2e1.4,394
target,Wdr5.3,372
target,Smarca2.1,362
target,Usp27x.3,309
target,Smyd3.4,304
target,Supt16h.2,287
target,Smyd1.1,282
target,Whsc1.1,272
target,Sp100.3,251
target,Scml2.2,235
target,Ssrp1.1,227
target,Wbp7.2,227
target,Usp22.4,214
target,Smarcd2.1,178
target,Wbp7.1,177
target,Suv420h2.2,163
target,Wdr5.2,162
target,Tcea1.1,125
target,Setd3.2,100
target,Smarca2.3,98
target,Tet2.4,84
target,Scml2.3,49
target,Trim66.3,37
target,Setd8.1,25
target,Smyd2.4,23
target,Smarcd2.2,10
target,Zmynd8.4,1
target,Setd1a.1,0
target,Setd4.1,0
target,Setd5.1,0
target,Setd5.3,0
target,Trim24.1,0
target,Wdr82.1,0
target,Tet2.1,0
target,Sfmbt2.1,0
target,Taf1.1,0
target,Sgk1.1,0
target,Sirt6.3,0
target,Smarcc2.1,0
control,Hes1.2,137530
control,Ms4a1.2,118307
control,Runx3.3,113723
control,Ccnt1.2,74361
control,Klf2.6,44373
control,Ccnt1.3,39912
control,Id3.3,33000
control,Nfatc3.2,30984
control,Tbx21,22773
control,Ms4a1,17629
control,Runx3,17548
control,CD4.3,17083
control,Ccnt1,16300
control,Klf2.7,15421
control,Hes1,12521
control,Id3,11732
control,Fosb,11625
control,CD4.2,10183
control,Ccnt1.4,8844
control,Klf12.5,8414
control,Nfatc3.8,8184
control,Id3.2,8079
control,Hes1.3,6542
control,Runx3.2,6295
control,Id2.4,5533
control,CDK9.1,5356
control,CD4.4,4611
control,CDK9.3,4322
control,Cd19.4,3570
control,Id2.3,3298
control,Id2,2914
control,Klf2.2,2525
control,Cd14,2388
control,Tbx21.3,2316
control,Nfatc3.7,2107
control,Klf2.4,1954
control,Tbx21.4,1940
control,Nfatc3.3,1867
control,Bcl6.2,1791
control,Cd19,1776
control,Klf2.3,1699
control,Id2.2,1574
control,Id2.5,1304
control,Bcl6,1198
control,Klf12.4,1038
control,Cd14.2,882
control,CDK9.2,862
control,Bcl6.3,705
control,Fosb.2,632
control,Cd19.3,620
control,Klf2,482
control,Id3.4,376
control,Klf12,231
control,Id3.5,164
control,CD4.1,141
control,Klf2.5,6
