type,shRNA,count
target,Hltf.3,200863
target,Hat1.3,195157
target,Asxl3.1,174038
target,Elp4.4,131530
target,Asxl2.4,108230
target,Hells.4,88174
target,Bmi1.4,64511
target,Epc2.4,61432
target,Gtf2b.1,57316
target,Cbx3.1,52117
target,Ing3.3,50016
target,Brd3.2,37132
target,Baz1a.2,36391
target,Arid2.2,34777
target,Asxl3.4,34455
target,Asxl3.2,33780
target,Hdac8.4,31196
target,Fkbp1a.4,30386
target,Hdac2.1,30042
target,Dnmt3a.4,29562
target,Atad2b.1,27794
target,Ehmt2.1,23561
target,Chd9.4,23011
target,Baz1b.2,22504
target,Brd9.3,22159
target,Dnmt1.2,21003
target,Atad2.3,20902
target,Fbxl19.1,20730
target,Fkbp1a.1,20207
target,Cbx5.2,19689
target,Brwd3.2,19166
target,Chd8.2,18973
target,Jmjd1c.4,18754
target,Hdac2.3,18176
target,Dnmt3b.2,17449
target,Chd1.3,17324
target,Ezh1.2,16101
target,Ercc5.1,14872
target,Hat1.1,14819
target,Hira.4,14646
target,Brpf1.2,13823
target,Hdac2.4,13799
target,Atr.3,13747
target,Gtf3c4.4,13426
target,Ing2.1,13284
target,Dnmt3l.4,13014
target,Epc2.2,12844
target,Crebbp.3,12164
target,Asxl2.1,11994
target,Jarid2.1,11988
target,Chd2.4,11749
target,Ing5.2,11468
target,Ctsl.1,11376
target,Baz2b.1,11276
target,Bop1.3,10862
target,Hdac6.4,10825
target,Aff4.2,10624
target,Arid2.1,10607
target,Dub2a.4,10444
target,Chd6.3,9867
target,Ctsl.2,9838
target,Asxl1.4,9723
target,Chd8.1,9618
target,Epc2.3,9345
target,Cbx1.4,9333
target,Aurkb.3,9320
target,Cbx8.2,9260
target,Jmjd4.2,9223
target,Ezh1.3,9217
target,Gadd45b.2,9091
target,Chd3.1,8653
target,Hdac7.2,8631
target,Cbx3.4,8578
target,Atrx.3,8549
target,Ino80.1,8423
target,Ino80.3,8422
target,Cbx4.4,8236
target,Jarid2.2,8223
target,Hdac8.3,7945
target,Fbxo44.1,7836
target,Jarid2.4,7783
target,Brwd3.1,7713
target,Baz1a.4,7689
target,Ash2l.1,7632
target,Elp3.2,7596
target,Epc2.1,7590
target,Jhdm1d.1,7556
target,Cbx7.3,7400
target,Atrx.4,7384
target,Cbx1.1,7133
target,Atad2b.3,7064
target,Baz1b.1,6778
target,Aff4.4,6746
target,Jmjd1c.2,6453
target,Cbx8.3,6376
target,Dnmt3b.3,6255
target,Ing3.4,6195
target,Chd5.1,6170
target,Ep400.1,6117
target,Dnmt3a.1,6085
target,Ash2l.2,6061
target,Hdac9.2,5994
target,Ash1l.1,5910
target,Cbx3.3,5747
target,Asxl2.2,5734
target,Actl6b.2,5649
target,Eed.3,5466
target,Elp4.1,5419
target,Asxl1.2,5326
target,Ercc5.2,5283
target,Brd8.4,5170
target,Gtf3c4.2,5148
target,Hdac10.3,5051
target,Dnmt3a.3,5043
target,Atr.2,5040
target,Atm.3,4976
target,Bop1.2,4965
target,Epc1.3,4898
target,Cbx2.2,4857
target,Chd2.2,4719
target,Chd1.2,4705
target,Chaf1b.1,4622
target,Hdac1.2,4596
target,Brwd1.1,4585
target,Eed.2,4521
target,Atad2b.2,4487
target,Cbx5.4,4463
target,Chd6.1,4427
target,Ing2.4,4391
target,Cxxc1.4,4384
target,Ehmt2.3,4366
target,Atad2.1,4284
target,Ehmt2.2,4239
target,Hdac6.2,4196
target,Gtf2b.4,4190
target,Carm1.4,4184
target,Aff1.3,4158
target,Elp4.2,4107
target,Brd1.1,4006
target,Dmap1.4,3984
target,Hdac2.2,3956
target,Ing3.1,3924
target,Jhdm1d.4,3864
target,Ing5.1,3765
target,Brpf1.3,3726
target,Asxl1.1,3703
target,Aurkb.1,3673
target,Baz1b.3,3619
target,Crebbp.1,3546
target,Aff4.3,3546
target,Ash1l.2,3545
target,Chd8.3,3530
target,Brpf3.1,3485
target,Ing4.3,3455
target,Hdac6.1,3314
