"Experiment: Panel 2 10U 3-24-15","Analysis: panel2","User: Admin","Plate: Plate 0007","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:21:13 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",17317,777,1147,2567,305.910629975522,3465.714085368,3175.892815348,995.370539037988,2089.2873085795,1739.70432103503,11.3256113256113,44.7253705318221,322.48743718593,31.0089598753409,28.9549435877683,145.737574037995,79.4328704224884
"B03","Sample",17683,3147,2706,861,204.036869348473,3045.40432448861,2522.63006868691,785.002380858232,1730.64673965362,1605.5208079429,4.51223387353035,32.520325203252,344.4,29.0360046457607,18.4906396002836,88.4654955418551,66.8314536486438
"B04","Sample",17591,2549,2379,1264,336.195935516593,3985.82116528053,2652.22015150305,903.289111928743,1996.42327505664,1364.8490591633,5.2961945861122,39.0079865489702,400,25,22.1812278501621,115.483135630391,57.361495663426
"B05","Sample",17538,1519,1470,1844,409.268878949375,3952.07335327011,2876.92551797343,1250.045848035,1837.52650119484,1441.26965391097,9.28242264647795,43.8775510204082,291.3112164297,34.3275488069414,30.1040992728101,156.735839359263,98.7994946061242
"B06","Sample",18433,11,9,2884,78.3122036524609,3273.28751439014,2704.49643491104,450.81945542421,2667.31566722198,1267.65957927459,9.09090909090909,33.3333333333333,296.707818930041,33.7031900138696,46.4629851279375,184.136676566353,86.9047071996213
"B07","Sample",16694,1298,1658,1957,243.511287091758,4001.98379645508,3390.67351727251,856.956805607056,1830.12082922293,1363.88602321833,4.69953775038521,42.1592279855247,346.371681415929,28.8707204905468,21.8487506538491,140.497232168572,74.5491206846421
"B08","Sample",20628,3539,3379,1218,298.141849815222,4772.39457620843,3182.3075305078,851.630323507612,2002.76796915958,1275.39576857075,2.28878214184798,32.0804971885173,374.769230769231,26.6830870279146,16.2664561787547,84.4178042467347,66.9707370281605
"B09","Sample",18144,2643,1832,1504,211.930531022499,2778.23532201643,2805.52624525309,739.661049956737,1670.77385094123,1089.32844534311,2.7620128641695,32.4235807860262,397.883597883598,25.1329787234043,18.1574906825932,82.9392340446543,58.1962461359705
"B10","Sample",17259,3201,2901,811,345.894017397196,3736.25708105366,2994.37513439428,661.763327849992,1276.17422772163,921.949246967241,4.9359575132771,37.952430196484,466.091954022988,21.4549938347719,20.6765530188774,112.065466084972,52.4112061441892
"B11","Sample",14863,1107,1096,1860,363.753336953721,4666.01417086028,3351.155475886,903.33627617152,1714.59447169474,1265.70079725736,4.4263775971093,46.6240875912409,316.326530612245,31.6129032258065,21.4777224021934,167.986427427315,86.3496055334426
