Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,3465.714085368,2089.2873085795,44.7253705318221,145.737574037995
B03,3045.40432448861,1730.64673965362,32.520325203252,88.4654955418551
B04,3985.82116528053,1996.42327505664,39.0079865489702,115.483135630391
B05,3952.07335327011,1837.52650119484,43.8775510204082,156.735839359263
B06,3273.28751439014,2667.31566722198,33.3333333333333,184.136676566353
B07,4001.98379645508,1830.12082922293,42.1592279855247,140.497232168572
B08,4772.39457620843,2002.76796915958,32.0804971885173,84.4178042467347
B09,2778.23532201643,1670.77385094123,32.4235807860262,82.9392340446543
B10,3736.25708105366,1276.17422772163,37.952430196484,112.065466084972
B11,4666.01417086028,1714.59447169474,46.6240875912409,167.986427427315
C02,4764.35912360962,2832.46757124037,33.4269662921348,106.032633678496
C03,2992.06293254046,1442.36634813013,26.5164070268479,61.2673764167644
C04,3482.47946381293,1892.12972289651,30.675818373812,75.8781788684855
C05,4106.37559732518,2017.49779500015,37.0143149284254,99.4755112434204
C06,3484.32698719883,1080.12596475026,29.5785742418275,76.4314154691812
C07,3996.01613330845,1518.96973101491,33.2608695652174,88.5757909930414
C08,3378.7506251077,1432.27256316844,27.4269557021678,65.2809512647048
C09,4027.54322533973,4300.97010670382,50,136.42819028233
C10,4764.98697257731,1806.65986790769,45.3990849008643,148.382048951839
C11,3663.35779396379,1456.88349650275,38.2224380767363,110.335035343313
D02,3764.26892619743,1618.88646883315,37.7016129032258,100.364105527268
D03,3317.36099902249,2001.41422134927,31.0985043837029,74.291242791197
D04,2437.77531423932,1637.40116885361,21.1469534050179,47.6623804486886
D05,4119.40337408919,2182.24295550153,33.3851736651115,86.4164434547072
D06,3721.57306456298,1689.52387174389,29.9719887955182,75.2205943301457
D07,8881.82994023119,4094.76233299564,50,160.984143488004
D08,4217.78297606168,1076.88257866102,23.01024428684,48.3743178448504
D09,3052.30553794644,1448.78884672605,25.3435953820781,64.2724064582939
D10,4838.19912613212,1497.19300729972,38.2068965517241,111.410546885936
D11,4646.79532708561,1544.06138696391,37.7777777777778,118.367983058535
E02,3797.97832173155,1942.49503011313,41.7627118644068,134.64783999371
E03,3583.80371413313,1782.30086932825,27.1935283136279,67.2876115941691
E04,3300.90213518611,1708.27324027642,30.5960817007086,78.1992483295821
E05,3462.3519789972,1562.82905603399,24.6129541864139,58.7507132830746
E06,4084.89941508756,1608.7454748911,34.1749323715059,100.079039283195
E07,2576.71651320294,1030.34372077057,25.1833740831296,57.0047369733046
E08,3075.49523897101,1488.30324760499,31.4066496163683,80.7561592566619
E09,4126.66892867437,1086.79663560883,29.8288508557457,72.0566547547213
E10,3039.11666041519,834.155391921015,31.7365269461078,90.4818447375393
E11,3426.19884438182,1483.95105253488,38.3304448295783,120.85347422445
F02,3633.28073291452,2005.87292899619,36.7528271405493,93.401596438193
F03,3767.96887842365,1915.41135600907,38.8231072838177,115.27725290349
F04,3782.61225002465,1253.39250707096,22.673031026253,56.0223265787035
F05,3445.62505660162,1677.09165327688,35.6819650937298,107.880318932693
F06,3317.28532213391,1671.03177386964,35.0457117979974,105.093255327622
F07,3195.4455581698,1326.12996574055,32.2102140283958,87.3875137015784
F08,3777.03372045102,1432.12337833586,37.2288313505948,118.081348916778
F09,3971.38774988535,1764.54861976517,29.626687847498,73.5463825483289
F10,3914.82105432847,1405.07097916622,43.4512428298279,138.889876225225
F11,3867.14850166016,1301.01653367547,31.9528512265053,86.6835989062853
G02,2904.66113928543,1715.40380866755,24.5729813664596,53.4623830542004
G03,3283.96835065184,1912.56877615768,34.3173431734317,99.9290167629117
G04,3000.71259067781,1615.3764781815,29.1165491497304,75.7481487365737
G05,3491.55683565567,2023.26598005186,38.3633197910621,107.333918114969
G06,2459.26422015689,1324.85116990194,31.9606413994169,87.7436927529148
G07,2947.27092714323,1258.12438404574,29.3994995829858,81.1411369403869
G08,5402.27412492642,1895.77560876664,55.5555555555556,340.632965449565
G09,3383.49756479517,1985.94287367514,36.3636363636364,109.0821686739
G10,3408.97599798012,1584.79373619761,37.8676470588235,117.83459387443
G11,3640.86402938047,1347.19576674509,34.026622296173,95.8790217135565
