Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,147.84894146612,591.598129985889,7.10209258084971,24.7522291960313
B03,270.155550337394,714.015854201119,4.3859649122807,17.8418891539072
B04,255.715726875659,744.496756737019,12.3478260869565,35.6245111415785
B05,206.206234147227,684.18001881704,6.75990675990676,23.9974957058069
B06,392.639166759463,1011.30678592447,10.7223989095866,31.6767484744912
B07,204.643017640582,758.784476748237,6.17070357554787,22.7222078012579
B08,271.818851935822,784.34758471046,7.50950570342205,26.4444797124733
B09,351.276699496834,678.644729411015,5.61456752655539,23.1906608061596
B10,278.590637501242,650.933446912377,3.26273611906125,21.5026831772513
B11,276.825978429381,562.547214143476,3.11926605504587,20.4485578836773
C02,116.353659947005,307.18374880513,9.59482273494654,27.5231288769641
C03,81.4449611098633,272.252064998064,11.2869637650979,32.064326217798
C04,199.617821895787,642.5930975391,4.8643592142189,18.4896682540095
C05,135.490734020292,568.097435573183,18.830675778284,44.4674621703698
C06,359.194256009211,1348.38280705973,3.70786516853933,21.1046720510162
C07,248.637597053638,796.369003028027,4.83558994197292,20.783144828954
C08,221.11735745966,532.953837880305,1.33657351154314,14.6853519460864
C09,313.989176035471,723.607305439315,0.765403750478377,14.8909994092678
C10,233.904146212099,655.220856240981,0.949525237381309,16.4664893820736
C11,185.557814512279,431.201804015418,0.558659217877095,14.2343177750831
D02,115.737743977178,456.803897756731,8.45771144278607,26.585790234893
D03,1110.26697303453,393.042509868279,0,17.5083407464567
D04,166.331299305891,646.223643726336,6.14954577218728,27.3308976540953
D05,162.743048660716,610.876193134718,2.22496909765142,18.6504043070319
D06,320.29763954589,607.471983431659,4.01203610832497,20.7004505838877
D07,279.616849420494,643.741720020399,2.79255319148936,18.4029394097089
D08,346.463728555061,546.553521696713,1.09631949882537,17.2209527601974
D09,267.394129024168,610.843634111362,1.18279569892473,16.816180412111
D10,262.954916398556,526.608970285638,1.561144839549,18.0375186228912
D11,253.610860666705,423.911798767007,1.35440180586907,16.9418029908434
E02,189.808939937326,917.963334199258,3.41880341880342,21.1257213186689
E03,156.961034823356,922.258128148413,1.06951871657754,17.0007078885834
E04,215.031196320619,805.152500325045,3.07910942681194,18.2413573944777
E05,174.265227278423,975.930366652519,2.51082251082251,16.4513581435295
E06,351.267239870974,638.6165589546,3.03473491773309,19.6693447091467
E07,268.796641344884,772.148001253716,2.15362526920316,15.0487718499042
E08,238.671383804981,1079.91946650895,1.9453207150368,15.7596991494016
E09,284.770047906332,1062.10529999612,1.43702451394759,15.0815893701651
E10,266.614066113528,609.110644044201,2.52864480442513,17.2865268079365
E11,305.118958791967,567.928373624396,2.20183486238532,14.0804504299431
F02,132.441494360057,521.266518807839,2.3686920700309,13.5911181822924
F03,81.3617358092076,566.868103975546,4.54545454545455,16.9680567396453
F04,81.1963522323851,465.615351685818,3.40425531914894,15.2958088278431
F05,154.623822323948,760.341390097204,20,41.286694276811
F06,236.827703680485,823.635795072383,4.26267281105991,20.4658652511246
F07,153.134644734073,679.052729755824,2.18949044585987,16.4679102262141
F08,168.446301537487,613.744705377747,1.21713729308666,17.9089339895449
F09,285.144444142473,661.678268019102,1.26291618828932,16.2977704666222
F10,727.794977447649,1269.84140951814,0,36.1307320071914
F11,779.395128003847,2289.16802990845,20,111.886447370666
G02,234.348371819802,795.745453003705,5.53977272727273,21.7873923033396
G03,153.216120748398,444.980741757134,5.55555555555556,23.8736690336746
G04,122.87029629621,320.151144248546,2.89855072463768,23.3018483458386
G05,243.230613989624,679.285982749424,4.0574809805579,19.5995130221311
G06,514.458044290666,1159.62992201054,2.98387096774194,20.0982962920217
G07,774.14714012782,1293.43421814421,3.38476854156297,20.9124798144105
G08,470.337288457104,995.980203741327,2.07305034550839,19.7506089539153
G09,680.535803228675,636.684427085142,1.70870626525631,18.8713159834026
G10,369.706451841723,353.995370181509,0,18.8702154733458
G11,945.049087525481,215.061783217479,0,3.78346780098288
