"Experiment: Panel 2 10U 3-24-15","Analysis: panel2","User: Admin","Plate: Plate 0002","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:17:34 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",13084,260,397,2423,313.751557145207,2910.52416107171,2692.51514561606,833.296064574506,1925.7251174984,1387.83637882829,19.6153846153846,67.7581863979849,211.246730601569,47.3380107304994,47.8507060233922,474.619315127692,180.00056119958
"B03","Sample",15753,1139,1181,2297,237.159971243037,2846.85416832308,2809.87210631952,562.554584694273,1309.07185379058,1614.72807318837,8.95522388059701,49.618966977138,196.829477292202,50.8053983456683,27.7859210987343,185.182227391847,204.006511954974
"B04","Sample",12300,214,258,2508,211.145572490469,3295.20801975105,2709.98555496555,519.059426844027,1504.6209527314,1508.26522491226,5.60747663551402,45.3488372093023,210.050251256281,47.6076555023923,24.356858063661,131.574210114789,174.689510372028
"B05","Sample",15653,1480,1904,1704,164.763686661474,1844.36869978476,2376.28383877106,624.202005753211,1261.23123885758,1374.15939973003,6.82432432432432,50.9978991596639,228.418230563003,43.7793427230047,25.3800149958879,207.182132544769,134.876545542914
"B06","Sample",15542,1228,1639,2185,238.198200794586,3243.4297413679,2494.579123222,604.5117557176,1378.45263462045,1427.7277876695,6.67752442996743,41.4276998169616,198.096101541251,50.4805491990847,24.9417618265064,128.037448329417,191.107059387863
"B07","Sample",15679,1075,1240,2440,245.5559877166,2860.0454029992,2724.53160710766,672.983883496,1915.13612715623,1691.51897198201,15.906976744186,61.2903225806452,191.673212882954,52.172131147541,42.9802955911121,359.384510678797,214.056704693096
"B08","Sample",15436,4,9,2401,549.792592883254,5515.45331175593,2305.48827846828,121.702227584317,3274.0342699955,1723.97424960352,0,66.6666666666667,202.958579881657,49.2711370262391,32.2578071906324,636.950720279039,191.727104311871
"B09","Sample",17060,2080,2644,1664,201.010644866024,2304.06916678288,2560.50841670304,700.56417058247,1683.42556124861,1662.95497567093,8.94230769230769,53.1770045385779,204.422604422604,48.9182692307692,31.3652456392891,236.279630870208,198.08019267666
"B10","Sample",17135,1096,1699,3195,243.011857080334,2475.11783128315,2197.50897626028,647.275469183522,1594.74194420076,1541.30502314216,15.7846715328467,61.7422012948793,192.818346409173,51.8622848200313,46.833907908904,353.10156555233,217.332460603533
"B11","Sample",18886,6,24,4310,1672.27474755396,4318.26484858147,2209.2572923832,1799.45585643344,2670.12452909976,1557.25204107867,50,50,214.534594325535,46.6125290023202,127.514767018264,380.884424827042,167.835091600577
"C02","Sample",10090,556,475,1670,329.185577380411,3752.30255306312,2963.39232712072,893.17094029083,1485.81299414577,1389.93339306107,13.1294964028777,53.4736842105263,220.899470899471,45.2694610778443,35.721911403998,249.882379514127,168.915673270734
"C03","Sample",12640,1422,2000,1342,284.123160486363,4356.54370116524,3828.11450092769,1073.49047658499,2476.34102610234,2132.54193878399,8.43881856540084,53.55,207.739938080495,48.1371087928465,29.7645000556714,223.740485948663,170.568289486055
"C04","Sample",16006,425,721,4000,255.32683346865,3638.50424985236,3495.94607309151,1012.2551130494,2125.72064132392,1657.57107820226,10.8235294117647,50.3467406380028,205.973223480948,48.55,29.0740785033778,232.224160097696,182.99371857565
"C05","Sample",16217,994,2219,2673,555.471974660499,5013.44587018192,2944.08170322583,926.24392427984,1735.24771916669,1541.41208092208,3.92354124748491,48.7156376746282,242.119565217391,41.3019079685746,20.7380983677119,184.386262706712,131.900072315007
"C06","Sample",14555,363,458,3422,115.890634105532,1932.16176947777,3296.92328319733,210.572995113444,1208.40849471332,1778.07981559476,3.30578512396694,36.0262008733624,204.542737597131,48.8895382817066,18.0440441433952,97.1681391663554,198.702091378475
"C07","Sample",14634,1574,2191,1708,262.832445610322,3881.69880470072,3103.58873563347,796.574862322562,1843.79902073122,1786.63005504409,5.78144853875477,46.6453674121406,252.662721893491,39.5784543325527,22.1996469110497,162.720507978109,127.713901554247
"C08","Sample",13640,7,15,3547,305.139402504905,1718.74965661891,2890.44322304657,591.741794772253,895.020047638446,1869.43025767717,0,40,224.493670886076,44.5446856498449,30.2855713423002,202.596431873831,151.167975066616
"C09","Sample",13278,865,1296,2498,291.826630106288,3008.01400340325,3000.65492145836,973.263380658029,1812.43783246905,1809.5952339884,7.97687861271676,48.7654320987654,218.165938864629,45.8366693354684,26.0323019637673,181.180630290499,157.38241627616
"C10","Sample",14356,308,514,3557,248.577475394503,2650.66218252098,2810.60407547113,786.472168925861,1948.63808698709,1800.06631384362,9.09090909090909,46.8871595330739,199.048684946838,50.238965420298,32.8531883533703,170.093381327816,205.342885356937
"C11","Sample",17268,549,498,3503,251.912015991414,3052.75789632985,2842.81625398485,642.627148175205,1811.86733439392,1704.27996662386,9.10746812386157,47.5903614457831,207.769869513642,48.1301741364545,25.4033510198809,182.582924205894,175.833856585682
"D02","Sample",10087,2064,1913,485,268.446778037521,3148.42490741167,2525.45518538067,676.044135689267,1204.93761200943,1373.15719339493,7.17054263565892,44.8510193413487,260.752688172043,38.3505154639175,23.9517875278805,148.822314683506,102.506169494121
