Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,3594.89348547258,2359.34349895495,47.1095772217429,158.456688086951
B03,3669.25190681308,1544.92775848029,30.4473304473304,82.0222442497468
B04,2507.41097072336,983.345414546866,25.1635930993456,57.664662114493
B05,3075.16313490702,1458.41416343864,38.1557150745445,118.83777598471
B06,4550.59156903772,1624.20986898258,35.6687898089172,104.087795407482
B07,3431.76835767352,999.511618874708,37.1621621621622,107.093717972307
B08,2762.24071186939,994.190910068205,30.520909757887,72.1613618070135
B09,3320.57385319606,1546.59236192328,47.7243172951886,173.718570177436
B10,3207.51398729819,1520.72379220569,46.9979296066253,181.10904351898
B11,3918.62155996358,1849.39646464845,62.9943502824859,347.239251781994
C02,2780.59047239697,2207.14177774222,38.9830508474576,98.5871544696831
C03,2499.05390453235,2259.22844867593,37.328094302554,109.322658348168
C04,2444.10526824113,1702.32268357895,45.0171821305842,152.686132731868
C05,2767.62209619211,1496.85567945973,44.390243902439,175.073265567225
C06,3732.38702039521,2494.68549384089,51.2486427795874,203.665398377258
C07,3207.0365757941,1256.1285267079,26.4084507042254,76.1888633081394
C08,3436.17856431273,1672.45285324202,36.0681114551084,110.081938647607
C09,3824.62941872123,1446.55642116614,47.0464135021097,159.091407751234
C10,3882.13283599178,1718.3670174754,46.5671641791045,189.902370206877
C11,3931.71291920228,1283.59416221358,48.2191780821918,208.534580804875
D02,5961.28825940535,4117.66358466642,25,386.89559434424
D03,2252.3619581353,978.192914702284,32.6383896477354,91.7920747245088
D04,3429.73498990809,941.289782305682,23.7662337662338,55.503880600621
D05,3346.03997135905,1277.99496031896,32.374541003672,87.959362821405
D06,3302.68935929018,992.232594776338,27.0211216314639,67.8664696606262
D07,2961.38322994201,1288.83927721756,28.8135593220339,78.8404186603056
D08,4544.06601125882,1673.10295354778,35.4377104377104,86.0402726443708
D09,3115.65191324253,1230.36699926265,35.0714285714286,101.762723526217
D10,4032.41559575957,1729.2955078514,41.2296564195298,142.353767127086
D11,4312.97045320839,1570.062330336,42.5614489003881,136.852070184787
E02,3020.08037268617,2239.29613358242,38.1517811048012,107.035318715106
E03,3042.96829180235,1987.99330232336,33.5502530730296,81.6994278440442
E04,2824.03541171512,1519.24732321998,32.8793774319066,96.8026129469546
E05,3150.62301335757,1456.68926421747,28.5457809694794,66.1849860027436
E06,2510.35828465029,929.023044645972,23.1158961367954,57.1429724918521
E07,4148.72762512153,1879.27128027073,29.2682926829268,77.0927503773758
E08,4315.84225425373,1600.72564790787,30.7330458643669,82.8084215156439
E09,3693.86012415884,1691.87377616502,51.6149068322981,212.535848262067
E10,4364.2546650351,1393.99902655549,35.2617079889807,97.3307173230655
E11,5250.56807488447,2327.22865591655,40.9710391822828,133.707438463402
F02,2992.07893125698,1538.71957206746,35.4471544715447,97.9309780178998
F03,3182.69098064501,1673.01910927308,32.078853046595,81.482383342279
F04,2143.96222814853,952.845110592655,23.3660130718954,42.6365560470375
F05,3418.39136134043,1693.95719992506,28.526274199921,75.3340366248639
F06,3168.63806403846,1781.26374895811,26.8022181146026,68.4025974330853
F07,3560.83438386386,1386.99169165859,34.0579710144928,94.6528494434897
F08,3776.47303136985,1801.74275607845,37.616148670298,111.65377959654
F09,3985.05779160012,1503.23228947826,33.5728542914172,92.0546948136785
F10,4338.21576108508,1472.69552501408,32.8376205787781,91.899512048325
F11,4232.19754133756,2032.80726580835,54.5931758530184,251.845293326522
G02,2454.82728743365,1087.42521749169,28.0701754385965,60.5387128825788
G03,2375.19471934819,1643.88222022983,25.027502750275,61.1222319220345
G04,3595.05474362265,1236.33917966686,32.8671328671329,78.8224662164565
G05,2772.33894565897,1044.40665646714,22.6979742173112,52.8820881315238
G06,4334.33562791245,1558.74899218375,38.5687732342007,118.109527893309
G07,3367.03323045511,1579.66094894543,37.8752886836028,107.188650701451
G08,4133.37333915647,1612.05988050534,37.7333333333333,114.671978793534
G09,3982.5033502182,942.717225059126,32.3442136498516,87.9614141473146
G10,4688.88335619878,1625.80789623126,43.5873605947955,144.863159464771
G11,4846.21759337183,1365.64647103,40.6565656565657,130.513790554371
