Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,1976.5629658102,1175.24070283095,41.2621359223301,138.837622752913
B03,1281.04422189509,644.00350510552,25.5867200915856,58.2448242665547
B04,1801.15728804188,840.401514052812,31.925165962583,94.0749069321088
B05,2336.95440879098,1133.72551000302,37.0194839389152,116.295336310625
B06,1706.89150136082,742.422472818335,35.5769230769231,102.547068759763
B07,3212.41736102984,1129.6607601371,45.1408450704225,154.964999675229
B08,1558.23157217821,184.540603596528,12.5,89.3968953390214
B09,1534.79976772968,748.517107748403,43.5800920117106,154.356131040334
B10,1546.84748048584,655.619057282874,40.6743940990516,137.86167065882
B11,2507.70345271833,866.629439757959,59.7989949748744,287.787405114233
C02,3194.72953234541,1351.08913125319,34.8576358930112,83.3329789098896
C03,1849.10652079229,1025.08655551208,31.3026250619118,74.7316085655365
C04,2284.63150632897,934.684845296217,36.4795918367347,103.365050448476
C05,2538.46731568144,1308.59510912406,37.5986705442459,105.384423034751
C06,2989.66219821768,1654.86182815741,44.7488584474886,142.126333330896
C07,3415.71713949867,2115.63301852533,41.3998510796724,135.089664653134
C08,2975.43320627094,1409.36489370548,48.2278481012658,176.253145811892
C09,4538.06583050798,1815.46793724578,53.2598274209012,233.359847750885
C10,2779.99911232276,1161.61013209929,52.9550827423168,229.514481956799
C11,4245.36543421531,2648.3574528027,20,156.670005762336
D02,4446.8699349492,1641.12015312212,44.0514469453376,141.401016731726
D03,3718.56205776219,1466.18622596621,49.3055555555556,186.773485285218
D04,3002.64655146861,1567.68075741368,38.8790035587189,118.641359796153
D05,2713.95106460225,1069.49088916537,40.4710920770878,118.449974001194
D06,3266.71168215449,1208.63404321248,39.4670050761421,113.414516900561
D07,3932.66543865311,1385.02907875379,45.1940850277264,155.584594518072
D08,3680.40447713191,1663.12556476938,48.105625717566,160.424931892831
D09,3415.81284186504,1507.42478901529,48.8137082601055,173.899903077921
D10,3429.56900566707,1340.66678662856,52.4042379788101,227.345342629285
D11,2062.98003032299,978.218392861599,43.9742039500202,155.20126495052
E02,2752.57535361915,811.272149494063,22.2493887530562,48.693849329818
E03,4325.38683351001,1378.23275364936,46.09375,145.917288136684
E04,2678.76273356543,797.597568755442,32.194046306505,95.3465306177117
E05,3515.81755047532,1037.91989910007,36.7179487179487,95.6963161215514
E06,2810.37524427955,991.674249498809,35.3846153846154,103.247299700915
E07,2588.73207393936,809.060946090039,39.0453834115806,110.930208826881
E08,3455.52330959239,1010.19397286113,48.5406091370558,182.276339053805
E09,2929.47756730955,839.008567222857,45.5298013245033,161.494935060833
E10,2334.27593173754,775.157955056098,45.0431034482759,159.051857033391
E11,2385.96317025552,1385.11863797311,49.4413407821229,175.770772920665
F02,3382.80827805013,1222.7376079248,44.0111420612813,165.391808996409
F03,3231.45796177674,876.179738449591,35.6902356902357,110.540799938997
F04,3036.82527414446,959.986216382475,30.8352591614394,82.8626097643374
F05,4178.4101317567,976.502353761954,31.25,51.6105278517622
F06,2708.16794884298,882.897820525906,36.7549668874172,102.278945726491
F07,3089.2341780524,920.269436927325,35.1185250219491,99.5195745794896
F08,8128.60807455351,1028.21637983042,62.5,371.088685674629
F09,2414.42677208514,1361.96531395175,15.3319644079398,32.1783435294308
F10,2476.43301721992,1027.2807562702,46.7112024665981,158.683699711323
F11,2614.91780843108,1059.76027329269,51.7482517482518,212.091083557039
G02,3084.57858155077,495.867209223829,41.5902140672783,123.273832622917
G03,1528.12956745147,1438.31771990626,44.4444444444445,134.810619909591
G04,2795.52585601187,502.484712705665,46.3991769547325,179.246723807356
G05,3300.8655159395,1004.74121233906,47.2644376899696,164.165763152218
G06,2507.22643774273,912.604124281955,37.5238095238095,101.513278164707
G07,3789.64285107191,1175.12427039309,42.3894313612866,137.056690218773
G08,3381.21399301525,1543.6779760603,58.8059701492537,294.361344025199
G09,3396.1206520575,1063.03952232085,47.7885652642934,169.761759162867
G10,3272.05387370381,1428.52710144983,46.816,166.528923879707
G11,3188.39088170696,1945.271830878,53.7662337662338,258.712620610203
