"Experiment: Panel 2 10U 3-24-15","Analysis: panel2","User: Admin","Plate: control","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:22:04 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",15269,1577,2049,2038,147.84894146612,2191.79961159926,2180.45791075218,591.598129985889,1288.47779917818,1093.38643514567,7.10209258084971,40.8979990239141,268.157894736842,37.2914622178606,24.7522291960313,127.747316889698,104.538290984064
"B03","Sample",15429,114,150,3375,270.155550337394,2996.3334972295,2513.78655302958,714.015854201119,1418.34888489473,1243.74940784116,4.3859649122807,41.3333333333333,246.530314097882,40.562962962963,17.8418891539072,108.854150701431,113.352321455794
"B04","Sample",13696,1150,1314,2105,255.715726875659,2763.88590648559,2649.19079954017,744.496756737019,1231.34120776267,1039.76200772486,12.3478260869565,49.0106544901065,278.071334214003,35.9619952494062,35.6245111415785,192.817023211485,98.0128124217026
"B05","Sample",13586,858,855,1801,206.206234147227,2433.09407068844,2087.01551751974,684.18001881704,1193.36942804629,1212.30115262932,6.75990675990676,34.5029239766082,301.675041876047,33.1482509716824,23.9974957058069,102.391118276038,90.7609711507685
"B06","Sample",13860,2201,1869,1079,392.639166759463,4740.62969990077,2635.45117894379,1011.30678592447,1377.60362439963,931.489734087613,10.7223989095866,48.9566613162119,341.455696202532,29.2863762743281,31.6767484744912,181.878755390229,64.5266072095385
"B07","Sample",14739,1734,1396,1777,204.643017640582,3243.82482325886,2319.10880022808,758.784476748237,1271.9803623101,776.427304568036,6.17070357554787,39.4699140401146,353.98406374502,28.2498593134496,22.7222078012579,123.428314156605,69.2030488637459
"B08","Sample",12626,1052,833,1557,271.818851935822,3317.91979131062,2556.27862596504,784.34758471046,1318.25344290917,678.567871178288,7.50950570342205,43.4573829531813,415.2,24.0847784200385,26.4444797124733,146.489231512269,55.6928243953063
"B09","Sample",14604,3295,2426,699,351.276699496834,4096.10182361324,2504.56277252841,678.644729411015,1196.06982588332,753.224675420244,5.61456752655539,34.7485572959604,495.744680851064,20.1716738197425,23.1906608061596,99.3889809330325,48.7324722368705
"B10","Sample",12704,1747,1321,1101,278.590637501242,3349.69841145541,2430.69301817074,650.933446912377,1129.70395744649,904.196734443549,3.26273611906125,32.2482967448902,412.359550561798,24.2506811989101,21.5026831772513,95.9081746148064,56.7900434118863
"B11","Sample",17213,545,3931,3222,276.825978429381,468.978698157076,337.794087407132,562.547214143476,469.142016406825,487.260733478706,3.11926605504587,6.81760366319003,2162.41610738255,4.62445685909373,20.4485578836773,24.1779484475104,19.8057949061291
"C02","Sample",16739,3554,3998,798,116.353659947005,1170.99146973433,1855.89331658475,307.18374880513,619.676440219787,826.858209589139,9.59482273494654,41.4707353676838,472.189349112426,21.1779448621554,27.5231288769641,124.730049136749,43.2764957234453
"C03","Sample",21163,4802,6688,655,81.4449611098633,680.142257409798,1524.43689436557,272.252064998064,615.924773488822,566.172233052662,11.2869637650979,51.5998803827751,595.454545454545,16.793893129771,32.064326217798,217.161877900502,34.4666037067852
"C04","Sample",12440,1069,1295,1783,199.617821895787,2760.21251512927,2043.34911170067,642.5930975391,1381.80198871503,1062.33561694958,4.8643592142189,31.1196911196911,423.515439429929,23.6118900729108,18.4896682540095,75.3267037264824,48.3024587102312
"C05","Sample",16633,2634,2375,1720,135.490734020292,2138.65579182814,2282.75216356159,568.097435573183,1237.50789450272,1025.31062208782,18.830675778284,50.2315789473684,447.916666666667,22.3255813953488,44.4674621703698,201.109933698413,48.9171273644177
"C06","Sample",12206,1780,1110,1011,359.194256009211,3968.27112833107,2095.95857571319,1348.38280705973,2142.68023703916,1114.0694061576,3.70786516853933,32.0720720720721,402.788844621514,24.8269040553907,21.1046720510162,86.8819655913962,57.7549232311411
"C07","Sample",13464,2585,2089,839,248.637597053638,2922.92107497538,2015.25586451049,796.369003028027,990.59513206917,778.52306899685,4.83558994197292,29.2963140258497,635.606060606061,15.7330154946365,20.783144828954,72.005045333433,34.8558097369614
"C08","Sample",13941,823,894,1807,221.11735745966,3313.46077131058,2679.09790076508,532.953837880305,864.132113557821,844.007449798288,1.33657351154314,23.8255033557047,533.038348082596,18.7603763143331,14.6853519460864,56.6022983915685,41.7861006512425
"C09","Sample",13761,2613,2256,878,313.989176035471,3098.37797727849,2423.19539277931,723.607305439315,1036.51261242466,892.203060370842,0.765403750478377,16.8439716312057,640.875912408759,15.6036446469248,14.8909994092678,40.6995911924253,40.6891248980936
