Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,313.751557145207,833.296064574506,19.6153846153846,47.8507060233922
B03,237.159971243037,562.554584694273,8.95522388059701,27.7859210987343
B04,211.145572490469,519.059426844027,5.60747663551402,24.356858063661
B05,164.763686661474,624.202005753211,6.82432432432432,25.3800149958879
B06,238.198200794586,604.5117557176,6.67752442996743,24.9417618265064
B07,245.5559877166,672.983883496,15.906976744186,42.9802955911121
B08,549.792592883254,121.702227584317,0,32.2578071906324
B09,201.010644866024,700.56417058247,8.94230769230769,31.3652456392891
B10,243.011857080334,647.275469183522,15.7846715328467,46.833907908904
B11,1672.27474755396,1799.45585643344,50,127.514767018264
C02,329.185577380411,893.17094029083,13.1294964028777,35.721911403998
C03,284.123160486363,1073.49047658499,8.43881856540084,29.7645000556714
C04,255.32683346865,1012.2551130494,10.8235294117647,29.0740785033778
C05,555.471974660499,926.24392427984,3.92354124748491,20.7380983677119
C06,115.890634105532,210.572995113444,3.30578512396694,18.0440441433952
C07,262.832445610322,796.574862322562,5.78144853875477,22.1996469110497
C08,305.139402504905,591.741794772253,0,30.2855713423002
C09,291.826630106288,973.263380658029,7.97687861271676,26.0323019637673
C10,248.577475394503,786.472168925861,9.09090909090909,32.8531883533703
C11,251.912015991414,642.627148175205,9.10746812386157,25.4033510198809
D02,268.446778037521,676.044135689267,7.17054263565892,23.9517875278805
D03,226.799241859567,719.052695252729,6.49350649350649,22.3372045483685
D04,188.657177007761,615.616575991388,7.30282375851996,23.8701284846095
D05,264.31200031741,677.483468519855,3.34672021419009,19.4813221648559
D06,218.397818354445,792.916231868493,6.0688901038819,23.1607182324498
D07,205.512212205728,644.650814883206,5.83038869257951,21.2132158214645
D08,120.480609015044,361.884865921829,0.344827586206897,14.8913779063611
D09,203.322363278538,876.616632868859,6.77439403356122,22.9702147377693
D10,197.311372563016,775.632889244984,11.1989459815547,32.0714539333328
D11,220.706746308792,723.890111135555,5.18018018018018,20.9199146538865
E02,277.704917706511,705.455622414248,5.40540540540541,19.9566536625221
E03,256.778745697801,826.615896410499,5.20304568527919,20.6333543971843
E04,302.159405979335,946.537575186881,9.3497662558436,28.8691438321739
E05,243.153485567769,549.181662455523,1.86335403726708,15.6472248408085
E06,118.759023339292,618.189947537311,1.7515923566879,15.5051510443991
E07,194.026489504188,758.615290557193,2.94659300184162,21.9006962423316
E08,191.244703136686,1052.59605650014,7.4719800747198,21.545521857389
E09,288.88220847055,859.871401097339,4.52302631578947,19.0460993667999
E10,130.790633959375,240.843957767049,7.20961281708945,23.5478419532064
E11,265.833307616687,884.522903845099,9.53436807095344,29.9382887147368
F02,403.06806854785,963.312216439269,9.80392156862745,29.1241625780373
F03,269.416822068488,766.381069594677,6.94980694980695,23.1942198995528
F04,366.913950044106,933.396218709194,10.5263157894737,30.6702600180206
F05,223.696370272557,756.248488774646,2.77227722772277,18.2245412719658
F06,299.575273121211,941.234294884459,3.79464285714286,18.9076561372836
F07,247.346655741618,741.181989896469,4.95441934205311,20.6656842266903
F08,229.651498279858,801.811049266787,7.95739348370927,25.1310314416046
F09,288.313333991248,852.845428548238,14.563806777217,42.9183463484195
F10,270.716948893865,1077.02419826196,8.0336648814078,28.8105879995508
F11,396.572121910717,1209.53923902827,7.63754045307443,29.7962243300397
G02,223.384512292789,367.728367571606,3.72093023255814,16.9867191258333
G03,279.542704520672,702.247442670643,4.50989415554533,20.6507873684114
G04,334.721802238647,679.318308860218,6.65543386689132,23.2307324742547
G05,186.036691788247,675.137769161945,5.84461867426942,23.5451714909575
G06,303.247392890528,875.507031502612,6.39810426540284,29.9064985077109
G07,231.289433699028,625.1649773215,7,25.362095431737
G08,298.387133880254,806.32560491858,4.55212922173275,20.8080249975858
G09,226.4205856539,564.038109760458,4.510556621881,22.5256641518798
G10,396.812230447309,927.664940191736,8.55106888361045,24.4053618491406
G11,269.412340049465,918.221116952487,7.39299610894942,31.3221671672157
