Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,3460.01373338955,1883.90533581505,46.7442706438705,183.569415466689
B03,4571.23768656648,2506.19640144334,55.0724637681159,258.709084853594
B04,3158.0372589112,1660.53000339405,46.6825775656325,160.156975150084
B05,5558.01830042529,3033.67370870552,53.4782608695652,213.019245596773
B06,2345.04262628546,1482.10336257558,42.2935103244838,134.839016680476
B07,3483.4613246889,1048.62865828829,44.0698619008936,152.192423762094
B08,3816.52581420376,1665.52119480995,47.3548387096774,192.817698360733
B09,3415.73197690955,1473.50011983065,51.743264659271,234.383545550777
B10,4574.44037826035,1647.70375842228,65.6735751295337,396.794870826929
B11,3501.33899075047,1264.34561321709,48.5810485810486,192.917919269856
C02,5293.33716620189,2396.62111470614,46.8992248062016,157.611254254411
C03,3400.12739805565,1830.44237922348,35.9918200408998,113.067314565894
C04,4064.67946409842,2043.71080420065,43.8372093023256,148.135898569894
C05,4267.02948399152,2167.08141921749,45.9574468085106,185.745787066915
C06,5637.37219136041,2023.50054117867,34.7639484978541,110.191403984159
C07,3466.12948457427,1673.79778890445,45.9029435163087,171.865383314316
C08,3024.11232385225,1337.98962480606,42.1334632245494,143.021224847715
C09,4179.08083017617,2002.65430726112,40.9652076318743,135.209257253794
C10,3820.86743806184,1607.62188123649,55.2706552706553,275.931719021075
C11,3736.11619048198,1925.33117551209,53.0661809350334,247.996100377936
D02,3428.84135995675,2628.13285367757,38.559592096877,122.566661271366
D03,3534.42189685591,2043.55335266096,47.0481927710843,169.508231839115
D04,4051.59393729628,1996.40027943131,43.2203389830509,152.315655141688
D05,3895.1154960677,2113.91963094245,35.0449293966624,105.172199863428
D06,3461.48193398081,1469.5150079412,36.5572826712723,96.2331891177154
D07,4470.94071934009,2000.64643193814,49.6644295302013,155.943694709458
D08,4428.24290322095,1535.40664003976,39.4990366088632,119.082186670803
D09,4010.75188108439,1491.57499382476,50.3537735849057,216.203397576752
D10,4710.12315484549,1789.2899189742,54.5165394402036,254.897393858518
D11,3807.12350719446,2002.64540618815,42.4077434966727,153.401883940707
E02,4271.71014577963,1759.77102597443,57.5049701789264,294.301371922306
E03,3535.46428070283,1955.28491266795,42.4011103400416,139.498076442034
E04,3279.73106199541,1541.50835068998,44.5372750642674,154.844479862744
E05,4791.66990146039,2615.28667275957,43.8218390804598,162.983930186638
E06,4286.88909741715,1864.62114979452,46.9320066334992,174.118257942455
E07,2396.50997874244,1264.01574012579,45.489443378119,148.847422758216
E08,3353.80786023223,1491.80212925082,40.2554744525547,119.619217487307
E09,3018.98829926945,1002.39129740517,37.6483279395901,97.6839888233909
E10,2745.84779899572,1223.84717592086,48.8829988640666,185.436420607814
E11,6570.92387973002,2610.91364836697,51.4431239388795,243.025124207243
F02,3827.55533815421,1455.96383279113,53.0864197530864,241.561717149982
F03,3963.68889518414,1531.60982683599,41.5929203539823,140.487146916821
F04,3003.32690570666,1623.56124436625,42.8419936373277,148.981488347417
F05,4028.64845194008,1856.9348379326,47.8017585931255,176.864263176453
F06,3363.19085732809,1585.08658363767,35.054347826087,101.545989674434
F07,3567.99110507051,1847.19637780399,40.7552083333333,132.24971839362
F08,5031.12437064029,2491.43178904136,40.8888888888889,143.661087046231
F09,3372.52043234901,1852.38148190307,46.2686567164179,154.280188247807
F10,3237.24674652167,1317.61389372529,48.1586402266289,189.7364499667
F11,4032.29933710675,2012.96334752437,46.6424682395644,176.21138280348
G02,3419.34952152754,1466.75393762882,54.9356223175966,268.283445847669
G03,3719.38054950672,1434.05254092002,48.4657039711191,195.41432066717
G04,3770.4500977859,876.783523351764,20,61.1483779776087
G05,3763.89068895907,1909.61442566332,47.6923076923077,215.295630833367
G06,1928.8265200112,2810.8548122132,50,460.056341852264
G07,4143.50862462701,1867.36424000304,53.5383113714007,234.309744891024
G08,3256.80096687972,1314.08759449143,55.4086538461538,229.861513768366
G09,3795.72540054912,1904.57204312557,50.7501071581655,214.349067954163
G10,3343.73852607487,1512.29383400682,57.7269577269577,300.058054505565
G11,3783.13049899727,1480.69540629651,50.369685767098,226.579769852345
