"Position","Pool","shRNA","Percentage","precentile","z"
"7_B02",1,"Hdac7.1",44.7253705318221,90.4453285453511,1.30735129950767
"7_B03",1,"Ing4.1",32.520325203252,60.6131946137575,0.269251557207903
"7_B04",1,"Ing5.1",39.0079865489702,79.4193778953908,0.821059386659629
"7_B05",1,"Ing3.1",43.8775510204082,89.1629408797643,1.23524003792511
"7_B06",1,"Hdac9.1",33.3333333333333,63.2469843007069,0.338401937858221
"7_B07",1,"Jmjd4.1",42.1592279855247,86.1942487387232,1.08908812683595
"7_B08",1,"Jarid2.1",32.0804971885173,59.166963258014,0.231841999401221
"7_B09",1,"Hltf.1",32.4235807860262,60.2962600824309,0.261022963877245
"7_B10",1,"Hdac8.1",37.952430196484,76.7695645420773,0.731279074665722
"7_B11",1,"Jhdm1d.1",46.6240875912409,92.9062801890348,1.46884661861712
"7_C02",1,"Jarid2.2",33.4269662921348,63.5466120435418,0.346365886191544
"7_C03",1,"Hells.1",26.5164070268479,40.4618095502788,-0.241411512360898
"7_C04",1,"Hdac7.2",30.675818373812,54.4733824798531,0.112367087485401
"7_C05",1,"Jhdm1d.2",37.0143149284254,74.2634146102199,0.651487710373165
"7_C06",1,"Ino80.1",29.5785742418275,50.759581003691,0.0190410227319419
"7_C07",1,"Ing5.2",33.2608695652174,63.0145425735826,0.332238534365478
"7_C08",1,"Hdac9.2",27.4269557021678,43.4879417787449,-0.163964823737111
"7_C09",1,"Jmjd1c.1",50,96.0454492986725,1.75598474118975
"7_C10",1,"Ing4.2",45.3990849008643,91.3819096509502,1.36465405374236
"7_C11",1,"Ing2.1",38.2224380767363,77.4648815238227,0.754244586334301
"7_D02",1,"Hdac8.2",37.7016129032258,76.1131131827248,0.709945817763663
"7_D03",1,"Jmjd1c.2",31.0985043837029,55.8954344355445,0.14831863261521
"7_D04",1,"Ing4.3",21.1469534050179,24.2554133764229,-0.69811021941644
"7_D05",1,"Hira.1",33.3851736651115,63.4129756081024,0.342811215629088
"7_D06",1,"Hells.2",29.9719887955182,52.0936001729213,0.0525028850854789
"7_D07",1,"Jmjd1c.3",50,96.0454492986725,1.75598474118975
"7_D08",1,"Ino80.2",23.01024428684,29.4726776315015,-0.539628072715914
"7_D09",1,"Hltf.2",25.3435953820781,36.6489696611517,-0.341164969511256
"7_D10",1,"Hdac7.3",38.2068965517241,77.425181753802,0.752922702418611
"7_D11",1,"Jmjd4.2",37.7777777777778,76.3135215809181,0.716424018746632
"7_E02",1,"Ing2.2",41.7627118644068,85.4370207699164,1.05536246076352
"7_E03",1,"Ing3.2",27.1935283136279,42.7077731865758,-0.183818982846355
"7_E04",1,"Hdac7.4",30.5960817007086,54.2044221387916,0.105585087290226
"7_E05",1,"Jarid2.3",24.6129541864139,34.3360227965392,-0.403309633174005
"7_E06",1,"Ing5.3",34.1749323715059,65.909120072085,0.409984117287051
