"Position","Pool","shRNA","Percentage","precentile","z"
"control1_B02",1,"Bptf.1",42.67762204,47.7352609855138,-0.0567991140197872
"control1_B03",1,"Bptf.2",45.12820513,53.3105152284608,0.0830777778859099
"control1_B04",1,"Bptf.3",41.65666267,45.4193044242768,-0.115074478776996
"control1_B05",1,"Bptf.4",47.62550882,58.9252066427873,0.225621436057415
"control1_B06",1,"Whsc1.1",39.03523777,39.5619189163413,-0.264702854518463
"control1_B07",1,"Whsc1.2",40.43269231,42.6639023758001,-0.184937512779038
"control1_B08",1,"Whsc1.3",38.95424837,39.3839547489341,-0.269325650454473
"control1_B09",1,"Whsc1.4",34.87318841,30.7739306893732,-0.502268571351552
"control1_B10",1,"Cd4.1",38.87923545,39.2193206044166,-0.273607314742939
"control1_B11",1,"Cd4.1",89.21910228,99.5335322306054,2.59974317064179
"control1_C02",1,"Mll2.1",23.23561346,12.1700114174058,-1.16652999548698
"control1_C03",1,"Mll2.2",10.21057155,2.80674641786164,-1.90998668003966
"control1_C04",1,"Mll2.3",42.56215761,47.4728090090392,-0.0633897110331957
"control1_C05",1,"Mll2.4",28.58606557,19.4582835978506,-0.861131409129692
"control1_C06",1,"Brd8.1",41.67533819,45.4615528345401,-0.114008498315864
"control1_C07",1,"Brd8.2",39.73471742,41.1076287005637,-0.224777238532398
"control1_C08",1,"Brd8.3",53.06565383,70.4068965213837,0.536139605639287
"control1_C09",1,"Brd8.4",47.90841039,59.552048998021,0.241769181664703
"control1_C10",1,"Cd4.2",50.82119616,65.8373496431535,0.408028151604279
"control1_C11",1,"Cd4.2",92.71020571,99.7437037967768,2.79901194838796
"control1_D02",1,"Ncor1.1",31.09807209,23.6456177855076,-0.717748527766364
"control1_D03",1,"Ncor1.2",28.20512821,18.8651921871611,-0.882874941983157
"control1_D04",1,"Ncor1.3",24.94432071,14.2535138245023,-1.0689986527294
"control1_D05",1,"Ncor1.4",38.51784081,38.4289028125677,-0.294235368205341
"control1_D06",1,"Cxxcl.1",38.28543595,37.9231102960581,-0.307500810872122
"control1_D07",1,"Cxxcl.2",54.95824635,74.0266406878008,0.644166940203802
"control1_D08",1,"Cxxcl.3",38.07050093,37.4571689646288,-0.319769092115868
"control1_D09",1,"Cxxcl.4",43.03646145,48.5514833065491,-0.0363169105928169
"control1_D10",1,"Cd4.3",44.42687747,51.7167838188617,0.0430466792920258
"control1_D11",1,"Cd4.3",91.13131614,99.6624568910759,2.70889047215026
"control1_E02",1,"Smarca4.1",50.36555646,64.8776988034362,0.382020682065736
"control1_E03",1,"Smarca4.2",36.39744952,33.8973874263043,-0.415265234313293
"control1_E04",1,"Smarca4.3",44.49079755,51.8621912065632,0.0466951750958404
"control1_E05",1,"Smarca4.4",42.48565966,47.2989879590411,-0.0677561393852158
"control1_E06",1,"Klf2.1",42.14734437,46.5309189142569,-0.0870668460666102
"control1_E07",1,"Klf2.2",48.84335757,61.6054643947465,0.295135054533105
"control1_E08",1,"Klf2.3",47.65212559,58.9842829681125,0.227140695320796
"control1_E09",1,"Klf2.4",55.48660085,74.9947611425023,0.674324899583334
"control1_E10",1,"Cd4.4",42.20272904,46.6565766158882,-0.0839055431381618
"control1_E11",1,"Cd4.4",90.35707081,99.6147117584566,2.66469730409372
"control1_F02",1,"Runx3.1",40.1569012,42.0474634119859,-0.200679400266731
"control1_F03",1,"Runx3.2",73.87640449,95.7645803083063,1.72399694964195
"control1_F04",1,"Runx3.3",74.23580786,95.9465017409991,1.7445113433555
"control1_F06",1,"Sp140.1",44.5435623,51.9822035236686,0.0497069355467706
"control1_F07",1,"Sp140.2",34.57352569,30.1750318533539,-0.519373027048097
"control1_F08",1,"Sp140.3",39.99077491,41.6770725011072,-0.21016172682152
"control1_F09",1,"Sp140.4",50.24174053,64.6152434199273,0.374953389580332
"control1_G02",1,"Smarce1.1",34.76337904,30.5538615238858,-0.508536383057428
"control1_G03",1,"Smarce1.2",22.81802624,11.6951389963198,-1.19036546659241
"control1_G04",1,"Smarce1.3",23.12898089,12.0474819117907,-1.17261647854825
"control1_G05",1,"Smarce1.4",37.55615454,36.3496802645098,-0.349127482243385
"control1_G06",1,"Wdr82.1",25.71208622,15.264022933496,-1.02517534647652
"control1_G07",1,"Wdr82.2",21.92982456,10.7291210228514,-1.2410631519273
"control1_G08",1,"Wdr82.3",32.96903461,27.0614416972149,-0.610955812498892
"control1_G09",1,"Wdr82.4",23.40876945,12.3708424212626,-1.1566464205146
"1_B02",1,"Actl6b.1",50.56,65.2884325950865,0.393119329623261
"1_B03",1,"Asxl3.1",44.5198507,51.9282741445549,0.0483535005526072
"1_B04",1,"Atad2.1",41.13614104,44.2440176417708,-0.144785345578941
"1_B05",1,"Asxl2.1",41.80327869,45.7511198745496,-0.10670577939893
"1_B06",1,"Aff4.1",42.11711712,46.4623533118573,-0.0887921880058855
"1_B07",1,"Aurkb.1",43.30083062,49.1532297577554,-0.0212269762966942
"1_B08",1,"Atm.1",41.70131116,45.520318315924,-0.112525986528369
"1_B09",1,"A2l.1",41.44843194,44.9485994922644,-0.126960085688474
"1_B10",1,"Aff1.1",40.14505119,42.0210191887694,-0.201355787276261
"1_B11",1,"Atr.1",38.65153538,38.7207694260423,-0.286604212586672
"1_C02",1,"Atm.2",47.52975117,58.7125045085017,0.220155682819807
"1_C03",1,"Arid2.1",44.82649842,52.6254024334541,0.0658566532343507
"1_C04",1,"Actl6b.2",41.06152627,44.0759344863129,-0.149044283853855
"1_C05",1,"Atr.2",38.0733945,37.4634297421,-0.319603929963333
