"Position","Pool","shRNA","GeoMean","precentile","z"
"control1_B02",1,"Bptf.1",143.5500648,43.7605444124318,-0.157043090315305
"control1_B03",1,"Bptf.2",162.9666646,49.1066308018954,-0.022395316838371
"control1_B04",1,"Bptf.3",107.6537032,34.2381357083462,-0.405972625617513
"control1_B05",1,"Bptf.4",121.7549516,37.8970753586933,-0.308185076826133
"control1_B06",1,"Whsc1.1",113.2780255,35.6820776673906,-0.366969788724739
"control1_B07",1,"Whsc1.2",119.2956011,37.249976830202,-0.325239868727668
"control1_B08",1,"Whsc1.3",85.55576826,28.8007641266116,-0.559214581920756
"control1_B09",1,"Whsc1.4",109.7852641,34.7828049566131,-0.391190947456979
"control1_B10",1,"Cd4.1",109.1097868,34.6098562695031,-0.39587516175897
"control1_B11",1,"Cd4.1",418.4831719,95.9900116206516,1.74952814807992
"control1_C02",1,"Mll2.1",101.5729967,32.7025958889525,-0.448140337772332
"control1_C03",1,"Mll2.2",80.09361272,27.522269721291,-0.597092845335635
"control1_C04",1,"Mll2.3",136.1888483,41.7579066155129,-0.208090720797275
"control1_C05",1,"Mll2.4",93.9262437,30.8126421742308,-0.501168070556837
"control1_C06",1,"Brd8.1",142.8189036,43.5608255687015,-0.16211345426403
"control1_C07",1,"Brd8.2",128.1472047,39.5945097431314,-0.263856890826439
"control1_C08",1,"Brd8.3",181.6226741,54.2596788042201,0.106978011499969
"control1_C09",1,"Brd8.4",144.4089627,43.9953577517017,-0.15108691410164
"control1_C10",1,"Cd4.2",199.6708505,59.178389160994,0.232136215954435
"control1_C11",1,"Cd4.2",888.0959358,99.9999722336945,5.00613917713787
"control1_D02",1,"Ncor1.1",74.22517206,26.1805662682138,-0.637788563267181
"control1_D03",1,"Ncor1.2",140.6751536,42.9762183229705,-0.176979659849169
"control1_D04",1,"Ncor1.3",75.14318631,26.3882175478401,-0.631422434487898
"control1_D05",1,"Ncor1.4",96.10903318,31.3472544186266,-0.48603113893759
"control1_D06",1,"Cxxcl.1",106.8104203,34.0235491061945,-0.411820516909796
"control1_D07",1,"Cxxcl.2",157.3391192,47.5512161328868,-0.0614205048762048
"control1_D08",1,"Cxxcl.3",107.8350769,34.2843559582353,-0.404714858288329
"control1_D09",1,"Cxxcl.4",114.3178692,35.9513753249874,-0.359758812528535
"control1_D10",1,"Cd4.3",141.1232489,43.0982924801949,-0.173872265399474
"control1_D11",1,"Cd4.3",497.6852694,98.9240964531766,2.29876880776938
