shRNA,count,pctg
Arid1a.1,22,0.00043876085160290306
Arid1a.2,5086,0.10143353142056204
Arid1b.1,185,0.0036895798884789576
Arid1b.2,1183,0.023593367611192472
Arid1b.3,4551,0.09076366525658236
Bcl6.2,89581,1.7865743567018026
Bcl6.3,5320,0.10610035138761112
Brd7.1,104,0.00207414220757736
Brd7.2,0,0.0
Brd7.3,3424,0.06828714344947
Brdt.1,44047,0.8784590559342306
Brdt.2,2090,0.04168228090227579
Brdt.3,8092,0.1613842186895769
CD4.1,6378,0.12720075961469618
CD4.2,1469,0.02929725868203021
CD4.3,8382,0.16716788446070607
CD4.4,22848,0.45567308806468765
Cbx2.1,8357,0.1666692925838846
Cbx2.2,6795,0.13551727212007847
Cbx2.3,509,0.010151330612085348
Cd14.2,1682,0.03354526147254923
Cd4.5,0,0.0
Cecr2.1,7030,0.1402040357622004
Cecr2.2,3390,0.0676090584969928
Cecr2.3,1579,0.03149106294004472
Chd7.1,25895,0.5164414660116898
Chd7.2,19773,0.3943462872156456
Chd7.3,2886,0.05755744626027175
Clock.1,7108,0.1417596424178834
Clock.2,10742,0.21423495763265385
Clock.3,0,0.0
Dpy30.1,18941,0.3777531495550267
Dpy30.2,208,0.00414828441515472
Dpy30.3,129,0.002572734084398841
Eaf1.1,5590,0.11148514365728311
Eaf1.2,2596,0.051773780489142565
Eaf1.3,166,0.003310650062094632
Fbxo17.1,235,0.00468676364212192
Fbxo17.2,0,0.0
Fbxo17.3,686,0.013681361099981434
Fkbp2.1,3,5.98310252185777e-05
Fkbp2.2,10720,0.21379619678105094
Fkbp2.3,191,0.003809241938916113
Fkbp5.1,2338,0.04662831232034488
Fkbp5.2,17761,0.3542196129690528
Fkbp5.3,3713,0.07405086554552633
Fosb.2,2093,0.04174211192749437
Gtf2h1.1,6572,0.13106983257883087
Gtf2h1.2,18728,0.3735051467645077
Gtf2h1.3,2373,0.04732634094789495
H2afz.1,7097,0.14154026199208197
H2afz.2,191,0.003809241938916113
H2afz.3,7703,0.15362612908623466
Hdac11.1,2507,0.049998793407658094
Hdac11.2,4234,0.08444152025848599
Hdac11.3,5643,0.11254215843614464
Hdac5.1,1297,0.02586694656949842
Hdac5.2,3699,0.0737716540945063
Hdac5.3,20840,0.41562618851838634
Hes1.2,5020,0.10011724886575334
Hes1.3,5,9.971837536429615e-05
Hes6.3,1637,0.03264779609427056
Id2.2,518,0.010330823687741082
Id2.3,27208,0.542627511382354
Id2.4,4066,0.08109098284624564
Id2.5,42,0.0008376343530600876
Id3.2,5030,0.10031668561648194
Id3.3,17235,0.34372923988072884
Id3.4,2762,0.0550844305512372
Id3.5,16,0.0003190988011657477
Iws1.1,606,0.012085867094152693
Iws1.2,749,0.014937812629571565
Iws1.3,181,0.0036098051881875205
Jmjd8.1,1440,0.028718892104917293
Jmjd8.2,689,0.013741192125200011
Jmjd8.3,7467,0.14891942176903988
Kdm4b.1,4450,0.08874935407422357
Kdm4b.2,3044,0.0607085469217835
Kdm4b.3,619,0.012345134870099864
Klf12.4,6185,0.12335163032563434
Klf12.5,5791,0.11549382234692782
Klf2.2,146,0.0029117765606374475
Klf2.3,31,0.0006182539272586362
Klf2.4,11457,0.2284946853097482
Klf2.5,267,0.0053249612444534146
Klf2.6,1946,0.03881039169178407
Klf2.7,118,0.002353353658597389
Mecp2.1,1140,0.022735789583059524
Mecp2.2,1,1.994367507285923e-05
Mecp2.3,9904,0.19752215792159783
Ms4a1.2,7628,0.1521303534557702
Nfatc3.2,39948,0.7967099318105806
Nfatc3.3,27,0.0005384792269671992
Nfatc3.7,52,0.00103707110378868
Nfatc3.8,0,0.0
Padi2.1,0,0.0
Padi2.2,29232,0.5829935097298211
Padi2.3,913,0.018208575341520476
Paf1.1,84,0.0016752687061201753
Paf1.2,0,0.0
Paf1.3,32195,0.642086618970703
Parp2.1,16684,0.33274027491558344
Parp2.2,1867,0.037234841361028184
Parp2.3,3516,0.07012196155617306
Phc2.1,10812,0.215631014887754
Phc2.2,2210,0.0440755219110189
Phc3.1,375,0.007478878152322212
Phc3.2,302,0.006022989872003488
Phc3.3,1734,0.0345823325763379
Phf10.1,1272,0.025368354692676943
Phf10.2,4474,0.0892280022759722
Phf10.3,1817,0.036237657607385225
Phf17.1,825,0.016453531935108866
Phf17.2,4516,0.09006563662903229
Prdm16.1,2378,0.04742605932325925
Prdm16.2,596,0.011886430343424102
Prdm16.3,4754,0.09481223129637278
Rnf2.1,4373,0.08721369109361342
Rnf2.2,23736,0.47338307152938675
