shRNA,count,pctg
Actl6b.1,16347,0.13890613142217803
Actl6b.2,5284,0.04489998155225966
Actl6b.3,1575,0.013383321526269676
Actl6b.4,7636,0.06488574169815571
Aff1.1,1214,0.010315779258978659
Aff1.2,13105,0.1113577324455645
Aff1.3,362576,3.080934086164288
Aff1.4,2356,0.020019749533899275
Aff4.1,55967,0.47557101959411746
Aff4.2,2267,0.019263485650827528
Aff4.3,2608,0.02216108097810242
Aff4.4,1329,0.011292974164071365
Arid2.1,73322,0.6230424767931081
Arid2.2,13100,0.11131524571056048
Arid2.3,1392,0.01182830702512215
Arid2.4,914,0.007766575158736814
Ash1l.1,8269,0.07026456234966601
Ash1l.2,10565,0.0897744710635169
Ash1l.3,419,0.0035603883933377736
Ash1l.4,2005,0.01703718073661632
Ash2l.1,4083,0.034694667804291486
Ash2l.2,4942,0.04199388887798396
Ash2l.3,991,0.008420870877798888
Ash2l.4,0,0.0
Asxl1.1,1679,0.014267045614353515
Asxl1.2,4325,0.036751025778486573
Asxl1.3,325,0.002761637775261997
Asxl1.4,7235,0.061478305550832446
Asxl2.1,96060,0.816255152897438
Asxl2.2,3778,0.032102976969045606
Asxl2.3,3639,0.030921845735933557
Asxl2.4,170153,1.4458490842281677
Asxl3.1,4217773,35.83988075163113
Asxl3.2,9826,0.08349493162992117
Asxl3.3,2367,0.02011322035090814
Asxl3.4,6013,0.05109454751584734
Atad2.1,10711,0.0910150837256346
Atad2.2,3485,0.029613254297809408
Atad2.3,9402,0.07989205650157936
Atad2.4,7417,0.06302482270497917
Atad2b.1,19409,0.16492500793864642
Atad2b.2,1868,0.015873044197505876
Atad2b.3,4506,0.03828904558563249
Atad2b.4,6204,0.05271754079300132
Atm.1,1240,0.010536710280999617
Atm.2,5421,0.04606411809137011
Atm.3,7078,0.060144222071705875
Atm.4,2923,0.024837745283356354
Atr.1,19886,0.16897824245803097
Atr.2,115738,0.9834659471793014
Atr.3,8218,0.06983119765262488
Atr.4,2736,0.02324874139420561
Atrx.1,52,0.0004418620440419195
Atrx.2,2051,0.0174280586986534
Atrx.3,28423,0.241520093803913
Atrx.4,5898,0.05011735261075464
Aurkb.1,26451,0.2247633255183233
Aurkb.2,73988,0.628701709895645
Aurkb.3,2004,0.01702868338961551
Aurkb.4,2772,0.02355464588623463
Baz1a.1,1,8.497347000806144e-06
Baz1a.2,187514,1.5933715255091634
Baz1a.3,0,0.0
Baz1a.4,9369,0.07961164405055277
Baz1b.1,4809,0.04086374172687674
Baz1b.2,54370,0.46200075643383
Baz1b.3,8576,0.07287324787891349
Baz1b.4,222,0.0018864110341789639
Baz2a.1,3207,0.027250991831585303
Baz2a.3,0,0.0
Baz2a.4,1264,0.010740646609018965
Baz2b.1,38328,0.32568631584689783
Baz2b.2,6262,0.053210386919048065
Baz2b.3,875,0.007435178625705374
Baz2b.4,2904,0.02467629569034104
Bcl6.2,15471,0.13146245544947185
Bcl6.3,150,0.0012746020501209214
Bmi1.1,3423,0.029086418783759428
Bmi1.2,4113,0.034949588214315666
Bmi1.3,1619,0.013757204794305146
Bmi1.4,499732,4.246396211406855
Bop1.1,1263,0.010732149262018159
Bop1.2,2371,0.020147209738911365
Bop1.3,416,0.003534896352335356
Bop1.4,9,7.647612300725529e-05
Bptf.1,1443,0.012261671722163265
Bptf.2,2021,0.017173138288629215
Bptf.3,629,0.005344831263507065
Bptf.4,854,0.007256734338688446
Brd1.1,2909,0.02471878242534507
Brd1.2,17701,0.15041153926126954
Brd1.3,533,0.004529085951429675
Brd1.4,151,0.0012830993971217276
Brd2.1,401,0.003407436147323263
Brd2.2,47055,0.39984266312293304
Brd2.3,1620,0.013765702141305953
Brd2.4,281,0.002387754507226526
Brd3.1,2087,0.017733963190682423
Brd3.2,18875,0.16038742464021594
Brd3.3,2324,0.019747834429873476
Brd3.4,786,0.006678914742633629
Brd4.1,3440,0.029230873682773134
Brd4.2,42301,0.3594462754811007
Brd4.3,2660,0.022602943022144342
Brd4.4,10335,0.08782008125333149
Brd8.1,65974,0.5606039710311845
Brd8.2,1188,0.010094848236957698
Brd8.3,5133,0.04361688215513793
Brd8.4,7462,0.06340720332001544
Brd9.2,23410,0.1989228932888718
Brd9.3,3002,0.025509035696420043
Brd9.4,377,0.0032034998193039162
Brpf1.1,773,0.006568449231623148
Brpf1.2,8003,0.06800426804745156
Brpf1.3,8489,0.07213397868984335
Brpf1.4,640,0.0054383020805159315
Brpf3.1,2951,0.025075670999378928
Brpf3.2,2067,0.0175640162506663
Brpf3.3,2257,0.019178512180819465
Brpf3.4,1014,0.00861630985881743
Brwd1.1,17506,0.14875455659611236
Brwd1.2,1674,0.014224558879349482
Brwd1.3,3026,0.02571297202443939
Brwd1.4,3031,0.025755458759443423
Brwd3.1,6384,0.05424706325314641
Brwd3.2,14126,0.12003352373338758
Brwd3.3,3035,0.025789448147446645
CD4.1,8727,0.0741563472760352
CD4.2,159,0.0013510781731281766
CD4.3,7487,0.06361963699503559
CD4.4,5598,0.04756814851051279
Carm1.1,1018,0.008650299246820654
Carm1.2,10797,0.09174585556770393
Carm1.3,1295,0.011004064366043956
Carm1.4,4242,0.036045745977419656
Cbx1.1,14769,0.12549731785490595
Cbx1.2,17254,0.1466132251519092
Cbx1.3,1633,0.01387616765231643
Cbx1.4,9342,0.07938221568153099
Cbx3.1,49181,0.41790802284664696
Cbx3.2,1856,0.0157710760334962
Cbx3.3,253634,2.155216109202465
Cbx3.4,28774,0.24450266260119596
Cbx4.1,3246,0.027582388364616742
Cbx4.2,45002,0.3823976097302781
