shRNA,count,pctg,nbPctg
Actl6b.1,16347,0.13890613142217803,84.59722720569032
Actl6b.2,5284,0.04489998155225966,79.2609914265861
Actl6b.3,1575,0.013383321526269676,73.84339868156835
Actl6b.4,7636,0.06488574169815571,80.97468405339622
Aff1.1,1214,0.010315779258978659,72.72347469787638
Aff1.2,13105,0.1113577324455645,83.53581705589708
Aff1.3,362576,3.080934086164288,98.03762398099371
Aff1.4,2356,0.020019749533899275,75.6074570606437
Aff4.1,55967,0.47557101959411746,90.53438359139973
Aff4.2,2267,0.019263485650827528,75.43714518893638
Aff4.3,2608,0.02216108097810242,76.05887957081563
Aff4.4,1329,0.011292974164071365,73.11084837039266
Arid2.1,73322,0.6230424767931081,91.80466949375075
Arid2.2,13100,0.11131524571056048,83.53401137472854
Arid2.3,1392,0.01182830702512215,73.31012411136616
Arid2.4,914,0.007766575158736814,71.5212097008571
Ash1l.1,8269,0.07026456234966601,81.34900609927246
Ash1l.2,10565,0.0897744710635169,82.50815210743403
Ash1l.3,419,0.0035603883933377736,68.31621913916197
Ash1l.4,2005,0.01703718073661632,74.89622551905568
Ash2l.1,4083,0.034694667804291486,78.07838890272538
Ash2l.2,4942,0.04199388887798396,78.95267797956508
Ash2l.3,991,0.008420870877798888,71.8617142743989
Ash2l.4,0,0.0,40.92117649556751
Asxl1.1,1679,0.014267045614353515,74.12100204480384
Asxl1.2,4325,0.036751025778486573,78.34126569568235
Asxl1.3,325,0.002761637775261997,67.30271132861243
Asxl1.4,7235,0.061478305550832446,80.72189273221986
Asxl2.1,96060,0.816255152897438,93.04078203384556
Asxl2.2,3778,0.032102976969045606,77.72520400213983
Asxl2.3,3639,0.030921845735933557,77.55520874439117
Asxl2.4,170153,1.4458490842281677,95.47251366774447
Asxl3.1,4217773,35.83988075163113,99.99992704603827
Asxl3.2,9826,0.08349493162992117,82.16396069745258
Asxl3.3,2367,0.02011322035090814,75.62820646202655
Asxl3.4,6013,0.05109454751584734,79.85930572083547
Atad2.1,10711,0.0910150837256346,82.5734134764555
Atad2.2,3485,0.029613254297809408,77.35958682842278
Atad2.3,9402,0.07989205650157936,81.95511654357851
Atad2.4,7417,0.06302482270497917,80.83822227014709
Atad2b.1,19409,0.16492500793864642,85.42548863316294
Atad2b.2,1868,0.015873044197505876,74.58613696466408
Atad2b.3,4506,0.03828904558563249,78.52883189133321
Atad2b.4,6204,0.05271754079300132,80.004598805617
Atm.1,1240,0.010536710280999617,72.8140416430762
Atm.2,5421,0.04606411809137011,79.37928330598555
Atm.3,7078,0.060144222071705875,80.61924312464825
Atm.4,2923,0.024837745283356354,76.56805141189001
Atr.1,19886,0.16897824245803097,85.54282093890855
Atr.2,115738,0.9834659471793014,93.86586862636975
Atr.3,8218,0.06983119765262488,81.3199086787053
Atr.4,2736,0.02324874139420561,76.27237970264537
Atrx.1,52,0.0004418620440419195,60.42022408231422
Atrx.2,2051,0.0174280586986534,74.99590471074013
Atrx.3,28423,0.241520093803913,87.27250615642647
Atrx.4,5898,0.05011735261075464,79.76970486035958
Aurkb.1,26451,0.2247633255183233,86.92403805627917
Aurkb.2,73988,0.628701709895645,91.84667789246886
Aurkb.3,2004,0.01702868338961551,74.89390573702579
Aurkb.4,2772,0.02355464588623463,76.33077695278847
Baz1a.1,1,8.497347000806144e-06,47.89712747481944
Baz1a.2,187514,1.5933715255091634,95.85111886874174
Baz1a.3,0,0.0,40.92117649556751
Baz1a.4,9369,0.07961164405055277,81.938445364948
Baz1b.1,4809,0.04086374172687674,78.82727319309639
Baz1b.2,54370,0.46200075643383,90.39673023447381
Baz1b.3,8576,0.07287324787891349,81.52077133483226
Baz1b.4,222,0.0018864110341789639,65.81081647458377
Baz2a.1,3207,0.027250991831585303,76.98442811371747
