shRNA,count
Arid1a.1,22
Arid1a.2,5086
Arid1b.1,185
Arid1b.2,1183
Arid1b.3,4551
Bcl6.2,89581
Bcl6.3,5320
Brd7.1,104
Brd7.2,0
Brd7.3,3424
Brdt.1,44047
Brdt.2,2090
Brdt.3,8092
CD4.1,6378
CD4.2,1469
CD4.3,8382
CD4.4,22848
Cbx2.1,8357
Cbx2.2,6795
Cbx2.3,509
Cd14.2,1682
Cd4.5,0
Cecr2.1,7030
Cecr2.2,3390
Cecr2.3,1579
Chd7.1,25895
Chd7.2,19773
Chd7.3,2886
Clock.1,7108
Clock.2,10742
Clock.3,0
Dpy30.1,18941
Dpy30.2,208
Dpy30.3,129
Eaf1.1,5590
Eaf1.2,2596
Eaf1.3,166
Fbxo17.1,235
Fbxo17.2,0
Fbxo17.3,686
Fkbp2.1,3
Fkbp2.2,10720
Fkbp2.3,191
Fkbp5.1,2338
Fkbp5.2,17761
Fkbp5.3,3713
Fosb.2,2093
Gtf2h1.1,6572
Gtf2h1.2,18728
Gtf2h1.3,2373
H2afz.1,7097
H2afz.2,191
H2afz.3,7703
Hdac11.1,2507
Hdac11.2,4234
Hdac11.3,5643
Hdac5.1,1297
Hdac5.2,3699
Hdac5.3,20840
Hes1.2,5020
Hes1.3,5
Hes6.3,1637
Id2.2,518
Id2.3,27208
Id2.4,4066
Id2.5,42
Id3.2,5030
Id3.3,17235
Id3.4,2762
Id3.5,16
Iws1.1,606
Iws1.2,749
Iws1.3,181
Jmjd8.1,1440
Jmjd8.2,689
Jmjd8.3,7467
Kdm4b.1,4450
Kdm4b.2,3044
Kdm4b.3,619
Klf12.4,6185
Klf12.5,5791
Klf2.2,146
Klf2.3,31
Klf2.4,11457
Klf2.5,267
Klf2.6,1946
Klf2.7,118
Mecp2.1,1140
Mecp2.2,1
Mecp2.3,9904
Ms4a1.2,7628
Nfatc3.2,39948
Nfatc3.3,27
Nfatc3.7,52
Nfatc3.8,0
Padi2.1,0
Padi2.2,29232
Padi2.3,913
Paf1.1,84
Paf1.2,0
Paf1.3,32195
Parp2.1,16684
Parp2.2,1867
Parp2.3,3516
Phc2.1,10812
Phc2.2,2210
Phc3.1,375
Phc3.2,302
Phc3.3,1734
Phf10.1,1272
Phf10.2,4474
Phf10.3,1817
Phf17.1,825
Phf17.2,4516
Prdm16.1,2378
Prdm16.2,596
Prdm16.3,4754
Rnf2.1,4373
Rnf2.2,23736
Rnf2.3,4978
Rpa3.1,165
Rpa3.2,134
Rpa3.3,1188
Rpa3.4,1078
Runx3.2,4338
Runx3.3,117
Satb1.1,190
Satb1.2,10752
Satb1.3,16877
Scmh1.1,1032
Scmh1.2,4904
Scmh1.3,8801
Scml2.1,3064
Scml2.2,2449
Scml2.3,589
Scml2.4,6471
Scml4.1,2068
Scml4.2,2286
Scml4.3,433
Setd1a.1,0
Setd1a.2,10593
Setd1a.3,1349
Setd1a.4,494
Setd2.1,1194
Setd2.2,9765
Setd2.3,15366
Setd2.4,22047
Setd3.1,4636
Setd3.2,279
Setd3.3,6706
Setd4.1,0
Setd4.2,4317
Setd4.3,557
Setd4.4,697
Setd5.1,0
Setd5.2,120986
Setd5.3,0
Setd5.4,67713
Setd7.1,4880
Setd7.2,92
Setd8.1,77
Setd8.2,1351
Setd8.3,1451
Setd8.4,901
Setdb1.1,19712
Setdb1.2,57872
Setdb1.3,5152
Setdb1.4,1857
Setdb2.1,19
Setdb2.2,5236
Setdb2.3,748
Setdb2.4,931
Setmar.1,6251
Setmar.2,19808
Setmar.3,470
Setmar.4,5909
Sfmbt1.1,6102
Sfmbt1.2,9
Sfmbt1.3,18957
Sfmbt1.4,5791
Sfmbt2.1,0
Sfmbt2.2,4109
Sfmbt2.3,103
Sgk1.1,9928
Sin3a.1,1
Sin3a.2,46354
Sin3a.3,733
Sin3a.4,36
Sin3b.1,16
Sin3b.2,454
Sin3b.3,512
Sin3b.4,231
Sirt1.1,13313
Sirt1.2,92603
Sirt1.3,3775
Sirt1.4,3129
Sirt3.1,879
Sirt3.2,1
Sirt3.3,4970
Sirt3.4,10751
Sirt4.1,2799
Sirt4.2,4585
Sirt4.3,154
Sirt4.4,1953
Sirt5.1,3381
Sirt5.2,3114
Sirt5.3,0
Sirt5.4,1891
Sirt6.1,245
Sirt6.2,509
Sirt6.3,0
Sirt6.4,482
Sirt7.1,8831
Sirt7.2,3070
Sirt7.3,526
Sirt7.4,5579
Smarca1.1,15724
Smarca1.2,6090
Smarca1.3,4672
Smarca1.4,2609
Smarca2.1,409
Smarca2.2,5200
Smarca2.3,137
Smarca4.1,3171
Smarca4.2,2825
Smarca4.3,17453
Smarca4.4,1051
Smarca5.1,13905
Smarca5.2,7
Smarca5.3,21
Smarca5.4,3904
Smarcb1.2,944034
Smarcc1.1,4137
Smarcc1.2,10405
Smarcc1.3,5758
Smarcc2.1,0
Smarcc2.2,2
Smarcc2.3,1065
Smarcc2.4,29099
Smarcd1.1,11835
Smarcd1.2,91297
Smarcd1.3,2705
Smarcd1.4,13516
Smarcd2.1,3054
Smarcd2.2,1343
Smarcd2.3,2345
Smarcd3.1,78
Smarcd3.2,1485
Smarcd3.3,13453
Smarcd3.4,3117
Smarce1.1,1340
Smarce1.2,5873
Smarce1.3,7223
Smarce1.4,15116
Smyd1.1,1614
Smyd1.2,1454
Smyd1.3,8092
Smyd2.1,2819
Smyd2.2,4527
Smyd2.3,2468
Smyd2.4,0
Smyd3.1,4809
Smyd3.2,671
Smyd3.3,0
Smyd3.4,406
Smyd4.1,19511
Smyd4.2,8839
Smyd4.3,208
Smyd4.4,5303
Smyd5.1,17660
Smyd5.2,885
Smyd5.3,852
Smyd5.4,1656
Sp100.1,180269
Sp100.2,3286
Sp100.3,2228
Sp100.4,790
Sp110.1,3133
Sp110.2,889
Sp110.3,1951
Sp110.4,2065
Sp140.1,59373
Sp140.2,1677
Sp140.3,1714
Sp140.4,2447
Ssrp1.1,456
Ssrp1.2,2873
Ssrp1.3,3062
Ssrp1.4,3676
Supt16h.1,3959
Supt16h.2,5
Supt16h.3,110
Supt16h.4,61669
Suv39h1.1,309
Suv39h1.2,9014
Suv39h1.3,2150
Suv39h1.4,7070
Suv39h2.1,7243
Suv39h2.2,5743
Suv39h2.3,22822
Suv39h2.4,3057
Suv420h1.1,477
Suv420h1.2,1838
Suv420h1.3,14
Suv420h1.4,1311
Suv420h2.1,1211
Suv420h2.2,1211
Suv420h2.3,1392
Suv420h2.4,11
Suz12.1,2646
Suz12.2,2173
Suz12.3,9639
Suz12.4,187
Taf1.1,0
Taf1.2,144587
Taf1.3,15100
Taf1.4,2019
Taf3.1,23807
Taf3.2,1
Taf3.3,6235
Taf3.4,9431
Tbx21.3,4863
Tbx21.4,2687
Tcea1.1,572
Tcea1.2,204
Tcea1.3,8297
Tcea1.4,4525
Tdg.1,93
Tdg.2,270
Tdg.3,3031
Tdg.4,538
Tet1.1,1096
Tet1.2,862
Tet1.3,749
Tet1.4,57
Tet2.1,2
Tet2.2,4912
Tet2.3,11697
Tet2.4,3157
Tet3.1,928
Tet3.2,777737
Tet3.3,54
Tet3.4,2811
Trim24.1,141
Trim24.2,6571
Trim24.3,15900
Trim24.4,4690
Trim28.1,402
Trim28.2,7120
Trim28.3,10679
Trim28.4,1311
Trim33.1,3048
Trim33.2,1024
Trim33.3,2797
Trim33.4,6677
Trim66.1,4225
Trim66.3,1006
Trim66.4,427
Ube2a.1,30919
Ube2a.2,24678
Ube2b.1,21649
Ube2b.2,763
Ube2b.3,4626
Ube2b.4,18250
Ube2e1.1,255
Ube2e1.3,5846
Ube2e1.4,15
Ube2i.1,2526
Ube2i.2,1922
Ube2i.3,2275
Ube2i.4,2979
Uhrf1.1,5747
Uhrf1.2,2464
Uhrf1.3,7289
Uhrf1.4,80
Usp22.1,4237
Usp22.2,5309
Usp22.3,7512
Usp22.4,2893
Usp27x.1,15346
Usp27x.2,6381
Usp27x.3,1152
Usp27x.4,7150
Usp51.1,3264
Usp51.2,10268
Usp51.3,3249
Usp51.4,1301
Wbp7.1,26
Wbp7.2,1029
Wbp7.3,5
Wbp7.4,1786
Wdr5.1,3791
Wdr5.2,2
Wdr5.3,11
Wdr5.4,2365
Wdr82.1,0
Wdr82.2,28167
Wdr82.3,6249
Wdr82.4,1579
Whsc1.1,1339
Whsc1.2,674
Whsc1.3,3748
Whsc1.4,22202
Whsc1l1.2,13117
Whsc1l1.3,9706
Whsc1l1.4,54510
Zmynd11.1,3305
Zmynd11.2,1508
Zmynd11.3,313039
Zmynd11.4,9134
Zmynd8.1,403
Zmynd8.2,819
Zmynd8.3,4428
Zmynd8.4,54
