type,shRNA,count,ZScore
target,Smarcb1.2,778365,16.291250904074165
target,Tet3.2,317115,6.530134603006496
target,Zmynd11.3,186989,3.7763676224260476
target,Sp100.1,114921,2.251242138230178
target,Taf1.2,106501,2.0730554731787096
target,Sirt1.2,74878,1.403839688271039
target,Sp140.1,58025,1.0471912481151726
target,Smarcd1.2,57935,1.0452866400564278
target,Supt16h.4,41683,0.7013567492706244
target,Setd5.2,40392,0.6740362047835169
target,Setd5.4,39353,0.6520485628608951
target,Suv39h2.3,34241,0.543866825124184
target,Setdb1.2,29523,0.4440230382224231
target,Setd2.3,29270,0.4386689733461735
target,Whsc1l1.4,25174,0.3519881443615162
target,Ube2a.1,23178,0.3097481700809068
target,Setmar.2,22164,0.28828958595238086
target,Smarcc2.4,21907,0.2828508718290759
target,Whsc1l1.2,18930,0.21985066970814704
target,Smarca5.1,18185,0.20408474744409194
target,Whsc1.4,17263,0.18457309599783853
target,Ube2a.2,16430,0.16694489029856618
target,Suv39h2.2,13257,0.09979687507192614
target,Tcea1.3,11949,0.07211657128483343
target,Smyd4.1,11912,0.07133356574957163
target,Tet2.3,11309,0.05857269175598073
target,Suz12.3,10409,0.039526611168531615
target,Ube2b.4,10363,0.03855314482739533
target,Smarcd1.1,10140,0.033833949304060716
target,Smyd5.1,9917,0.029114753780726105
target,Smyd1.3,9844,0.027569905021966344
target,Wdr82.2,9621,0.02285070949863173
target,Smarcc1.2,9462,0.019485901928182385
target,Setdb1.1,9449,0.019210791875252566
target,Setmar.1,9439,0.018999168757614242
target,Sin3a.2,8914,0.007888955081602261
target,Satb1.3,8445,-0.0020361691356351103
target,Sirt1.1,8327,-0.004533321923767327
target,Setd3.3,8286,-0.005400976706084453
target,Sirt7.1,8209,-0.007030474711899544
target,Sirt7.3,8157,-0.008130914923618827
target,Sirt3.4,7783,-0.016045619523292125
target,Ube2b.1,7483,-0.022394313052441828
target,Sirt4.2,7437,-0.023367779393578116
target,Zmynd11.4,7330,-0.025632146752308176
target,Sfmbt1.1,7083,-0.030859237757974767
target,Smarcd1.4,6904,-0.034647291563700756
target,Wbp7.4,6854,-0.035705407151892375
target,Sfmbt1.3,6780,-0.03727141822241597
target,Setd7.1,6670,-0.03959927251643752
target,Setmar.4,6262,-0.048233495716081126
target,Taf3.4,6106,-0.051534816351238966
target,Smarca4.3,6079,-0.052106198768862445
target,Zmynd8.3,6052,-0.05267758118648592
target,Smarcc1.3,5826,-0.057460263645112024
target,Setdb1.3,5622,-0.061777375244933826
target,Suv39h1.2,5513,-0.06408406722719155
target,Setd3.1,5416,-0.06613681146828329
target,Setd1a.2,5127,-0.07225271956803084
target,Trim24.3,5093,-0.07297223816800114
target,Suv39h2.1,5089,-0.07305688741505646
target,Taf1.3,5028,-0.07434778843265023
target,Usp51.2,4997,-0.07500382009732905
target,Smyd4.2,4915,-0.07673912966196329
target,Setd2.4,4867,-0.07775492062662724
