GeneName,inputMinusAvg_nbPctg
Arid1a,13.616045079699383
Arid1b,-2.0483544837653818
Bcl6,-10.619294735156586
Brd7,7.839307556402839
Brdt,-8.555121560783206
CD4,-7.603556047498561
Cbx2,-0.4759198806819664
Cd14,2.9200255372672217
Cd4,32.11716332995613
Cecr2,-6.0658156870340605
Chd7,-2.2897103102639895
Clock,-5.457040322602107
Dpy30,2.817699385205143
Eaf1,5.290951795246225
Fbxo17,15.572680618713662
Fkbp2,3.9411626760011322
Fkbp5,0.6844798070957788
Fosb,5.329289229859995
Gtf2h1,6.552272178517403
H2afz,-2.2439296329822915
Hdac11,-1.9399418947624791
Hdac5,2.80736621037939
Hes1,17.561903940375153
Hes6,2.6106191035240442
Id2,3.7379381883066056
Id3,2.789820804769114
Iws1,-0.3272118106669808
Jmjd8,-7.295027081934298
Kdm4b,1.1408084358879194
Klf12,9.04257818836858
Klf2,11.461095829306116
Mecp2,6.092949015700093
Ms4a1,12.069901842302173
Nfatc3,15.276251577351253
Padi2,0.053275989976981464
Paf1,1.0618114296684382
Parp2,-3.907951193952632
Phc2,-4.0804391716020945
Phc3,7.852494595947316
Phf10,1.767239371555334
Phf17,-0.02954823621015379
Prdm16,8.659256762397398
Rnf2,-1.427854424438891
Rpa3,13.622964342702073
Runx3,17.884065332673323
Satb1,-6.2161082919044475
Scmh1,2.8355190233032155
Scml2,4.940196427760881
Scml4,2.1369831840816524
Setd1a,5.603899075135292
Setd2,3.525112454384434
Setd3,6.767985165683972
Setd4,6.8302459841059395
Setd5,-3.1588644683310534
Setd7,9.372088052585497
Setd8,9.267782440498681
Setdb1,1.3361611536848983
Setdb2,2.8783225029758945
Setmar,4.344058692107765
Sfmbt1,7.186167190120052
Sfmbt2,5.923674696018892
Sgk1,-8.00907946872806
Sin3a,8.245901797677739
Sin3b,7.974439222021633
Sirt1,1.4531293914426264
Sirt3,6.126900249088813
Sirt4,13.319295125076849
Sirt5,7.184293466916163
Sirt6,-0.5643313288026448
Sirt7,-0.9326502662476024
Smarca1,4.9533927286967305
Smarca2,-0.7565402302420002
Smarca4,0.901331580498109
Smarca5,11.058947295077466
Smarcb1,-1.1904533554232017
Smarcc1,5.338882159256457
Smarcc2,5.605494059960954
Smarcd1,2.3047820734861943
Smarcd2,8.80763937034348
Smarcd3,-0.8690173534407037
Smarce1,5.946169372033836
Smyd1,-2.36677187987164
Smyd2,6.867941757756316
Smyd3,8.723535519989323
Smyd4,-0.7153092592260464
Smyd5,7.426008411218593
Sp100,-0.30189616378067186
Sp110,2.297275429743543
Sp140,-1.676858222407553
Ssrp1,4.8435315415266444
Supt16h,4.10913889923269
Suv39h1,-0.1248515036352984
Suv39h2,-0.9597542719964522
Suv420h1,4.282594284110786
Suv420h2,11.901789315150431
Suz12,3.03268896273962
Taf1,3.358342406937261
Taf3,3.913250112329358
Tbx21,-1.6455134109772445
Tcea1,2.376456530476805
Tdg,1.4862430221420588
Tet1,4.984364652415195
Tet2,2.3577935787312647
Tet3,4.560663208934617
Trim24,-5.3526059966521835
Trim28,-2.968319231724138
Trim33,-5.950087482283724
Trim66,0.026189560134862216
Ube2a,3.274201548413018
Ube2b,-6.613530556701875
Ube2e1,5.84226612820531
Ube2i,1.5371623207850291
Uhrf1,3.6464368202324025
Usp22,0.7904223378947108
Usp27x,-3.2750511331287804
Usp51,-6.361936695930915
Wbp7,4.239340166312612
Wdr5,13.36957060295377
Wdr82,-1.7115056073191077
Whsc1,6.48803914464925
Whsc1l1,-7.480494803015688
Zmynd11,-5.510706771832297
Zmynd8,10.792735382366072
