GeneName,q3minusOther_nbPctg
Actl6b,-4.040801931514888
Aff1,0.6156048524960589
Aff4,5.447425986289561
Arid2,-6.519265763499622
Ash1l,1.2072945613513504
Ash2l,4.556427460904731
Asxl1,-8.52982273196865
Asxl2,0.1412842678256787
Asxl3,0.1031445339482886
Atad2,2.191836526364469
Atad2b,2.0361905415145394
Atm,-0.859542421786692
Atr,-1.0322979860543846
Atrx,-2.8233481737434367
Aurkb,2.4767603003238428
Baz1a,-1.8402785772349723
Baz1b,-4.118584326654581
Baz2a,1.3346763567352962
Baz2b,-4.478487456377714
Bcl6,8.45412862832675
Bmi1,-0.9260268151974422
Bop1,3.7009748926485546
Bptf,-4.1172965656404195
Brd1,-2.0543495260163844
Brd2,2.213537266534253
Brd3,2.5893665599201725
Brd4,-1.1230196809816917
Brd8,-1.5451375909016782
Brd9,3.465598818452387
Brpf1,2.6369064395884756
Brpf3,0.7631297731761943
Brwd1,-3.031560407740429
Brwd3,-5.969782007902789
CD4,4.923408075222913
Carm1,-3.088685163425321
Cbx1,-2.2889074426489486
Cbx3,-0.9211778334465599
Cbx4,-2.6460973981119373
Cbx5,-6.92017197050987
Cbx6,-10.499865625601249
Cbx7,-6.942127400477329
Cbx8,-2.2150876881722077
Cd14,2.4853741967938987
Cd4,-16.84729034185466
Chaf1a,-7.202763751024589
Chaf1b,-3.8505741831365707
Chd1,1.8219443457663154
Chd1l,-6.707328420613966
Chd2,-3.8904762439894416
Chd3,-0.2265067068204054
Chd4,-5.165916400520324
Chd5,4.493859071324188
Chd6,2.601223472927071
Chd8,0.20449574705496332
Chd9,-0.8458264919304526
Crebbp,-0.4918844800046962
Ctsl,0.632086362779738
Cxxc1,-0.6283928000428176
Dmap1,2.2499782657604257
Dnmt1,0.8997296622580198
Dnmt3a,1.0715491673135098
Dnmt3b,-4.354250415770956
Dnmt3l,-0.8533370714769362
Dot1l,-0.2759379281879326
Dub2a,0.9540073521689223
Eed,-2.587700235790077
Ehmt1,-1.9547646512746155
Ehmt2,-1.714923126087509
Elp3,2.8029484292195357
Elp4,1.234993484575881
Ep300,0.05667500053582586
Ep400,6.857188474743477
Epc1,-4.608236771398527
Epc2,5.0687658578489305
Ercc5,2.992316335603043
Ezh1,-3.1679632923449645
Ezh2,0.2882328397642624
Fbxl19,4.500184955732504
Fbxo44,2.254539561881696
Fbxw9,5.1093266537283135
Fkbp1a,2.6020533492328943
Fosb,-10.304320029302431
Gadd45a,2.8957932159915707
Gadd45b,1.4980277914193287
Gtf2b,0.4287301971722073
Gtf2f1,3.01855741283703
Gtf3c4,-0.3548693676975425
Hat1,7.208442645040826
Hcfc1,-0.21674884216939638
Hdac1,1.38891089632269
Hdac10,8.943993230480624
Hdac2,2.056542264790039
Hdac3,-0.3136761165064339
Hdac4,0.9786866497882336
Hdac6,1.1307172152959737
Hdac7,-2.9183034305207407
Hdac8,0.35176162555142554
Hdac9,-0.1452554707661875
Hells,-2.396966579129767
Hes1,-0.5195221092520086
Hes6,-3.891012789458685
Hira,-9.344087657070325
Hltf,1.9772870604713013
Id2,7.91918931457022
Id3,-1.8179776514435364
Ing2,-1.3090424530993445
Ing3,2.3771050808422522
Ing4,-2.03932334749768
Ing5,5.183311702797967
Ino80,-1.5374717221593492
Jarid2,-0.17385986381892593
Jhdm1d,-1.1328721480716908
Jmjd1c,-12.149105149084733
Jmjd4,1.0752205816464269
Klf12,-5.814673323269659
Klf2,3.9008656346464505
Ms4a1,3.0255125807097016
Nfatc3,-4.488159709130615
Runx3,-1.04711054095565
Sgk1,-39.85446275424428
Tbx21,-1.1583743465892837
