type,shRNA,count
contaminants,Bcl6,407659
contaminants,Rbbp7.1,254941
contaminants,Ccnt1,141123
contaminants,Chd1.1,116289
contaminants,Prdm2.3,104882
contaminants,Prdm11.4,36736
contaminants,Prmt5.3,19623
contaminants,Ms4a1,17993
contaminants,Cd19,12083
contaminants,Eed.2,9024
contaminants,Pcgf5.4,8942
contaminants,Klf12,8006
contaminants,Cd14,7945
contaminants,Chd4.4,7819
contaminants,Msl3.1,7065
contaminants,Cbx3.1,5391
contaminants,Atrx.3,5333
contaminants,Kdm1a.1,5220
contaminants,Prmt8.4,5186
contaminants,Prdm1.1,5076
contaminants,Chd4.3,5060
contaminants,Phf8.2,4256
contaminants,Baz1a.2,4157
contaminants,Nap1l1.4,4098
contaminants,Prdm9.4,3480
contaminants,Rbbp7.3,3325
contaminants,Prkcd.3,3321
contaminants,Kdm5c.2,3215
contaminants,Mta3.1,2401
contaminants,Ing4.4,2076
contaminants,Ncoa1.2,2037
contaminants,Chaf1a.3,2031
contaminants,Klf2,1799
contaminants,Rbbp7.2,1729
contaminants,Id3,1678
contaminants,Brd2.2,1624
contaminants,Carm1.2,1610
contaminants,Brd9.2,1561
contaminants,Ezh1.2,1556
contaminants,Eed.4,1518
contaminants,Asxl2.3,1518
contaminants,Jhdm1d.4,1475
contaminants,Fbxl19.2,1337
contaminants,Ash2l.4,1251
contaminants,Fosb,1224
contaminants,Cbx3.4,1200
contaminants,Crebbp.1,1193
contaminants,Prdm1.2,1135
contaminants,Gtf2b.1,1046
contaminants,Tbx21,1000
contaminants,Gtf3c4.4,967
contaminants,Gadd45b.3,804
contaminants,Mtf2.1,798
contaminants,Nsd1.4,796
contaminants,Ncor1.3,692
contaminants,Phip.2,655
contaminants,Parp1.3,635
contaminants,Ncor2.2,557
contaminants,Ncoa3.2,547
contaminants,Kdm1a.3,500
contaminants,Brd3.2,418
contaminants,Aff1.3,324
contaminants,Dnmt3a.2,315
contaminants,Actl6a,312
contaminants,Mll3.3,283
contaminants,Rnf40.1,274
contaminants,Ehmt2.4,271
contaminants,Kdm1b.1,256
contaminants,Baz2b.1,247
contaminants,Brwd3.1,230
contaminants,Ash2l.2,223
contaminants,Brpf3.3,209
contaminants,Prdm1.3,204
contaminants,Cbx8.3,172
contaminants,Prdm1.4,167
contaminants,Phf20.4,120
contaminants,Msl3.3,110
contaminants,Ctsl.2,89
contaminants,Phf20.2,83
contaminants,Hdac7.1,80
contaminants,Rbbp7.4,77
contaminants,Prdm10.4,74
contaminants,Prdm15.4,72
contaminants,Brwd1.1,61
contaminants,Asxl3.1,49
contaminants,Atr.2,39
contaminants,Polr2b.4,38
contaminants,Kdm3b.3,35
contaminants,L3mbtl3.4,30
contaminants,Ncor2.4,28
contaminants,Brpf1.1,20
contaminants,Prmt5.4,20
contaminants,L3mbtl4.4,18
contaminants,Kat5.4,17
contaminants,Ino80.2,16
contaminants,Ing3.2,15
contaminants,Kdm1b.3,15
contaminants,Kdm1a.2,15
contaminants,Hira.1,14
contaminants,Ercc5.2,14
contaminants,Mbd4.4,13
contaminants,Mta3.4,12
contaminants,Pcmt1.3,11
contaminants,Ing4.2,11
contaminants,Bmi1.2,9
contaminants,Prmt1.1,8
contaminants,Hdac2.2,8
contaminants,Chd8.1,7
contaminants,Hdac1.2,7
contaminants,Jhdm1d.1,7
contaminants,Pcgf5.2,6
contaminants,Kdm4c.2,6
contaminants,Cbx5.1,6
contaminants,Myst4.3,6
contaminants,Ing5.3,6
contaminants,Cbx4.2,5
contaminants,Prmt5.2,5
contaminants,Brd4.1,5
contaminants,Chd2.4,5
contaminants,Kat2a.3,5
contaminants,Mll2.1,5
contaminants,Mta2.2,4
contaminants,Jarid2.2,4
contaminants,Asxl3.3,4
contaminants,Prkaa2.1,4
contaminants,Phf20.3,4
contaminants,Phc1.1,4
contaminants,Mll1.3,4
contaminants,Cxxc1.2,4
contaminants,Mta2.3,3
contaminants,Kat2b.3,3
contaminants,Atad2b.1,3
contaminants,Prmt3.1,3
contaminants,Ncoa1.1,3
contaminants,Ctsl.1,3
contaminants,Dnmt3l.4,3
contaminants,Dot1l.1,3
contaminants,Atm.1,3
contaminants,Chd6.2,2
contaminants,Jmjd4.4,2
contaminants,Gtf2b.2,2
contaminants,Rbbp5.2,2
contaminants,Fkbp1a.4,2
