type,shRNA,count
contaminants,Smarce1.4,431876
contaminants,Sirt1.4,209138
contaminants,Prdm1.4,174146
contaminants,Rbbp7.3,133239
contaminants,Bcl6,84023
contaminants,Cbx2.2,72176
contaminants,Jmjd6.2,68815
contaminants,Smarcc2.2,66042
contaminants,Mbd4.1,61158
contaminants,Kat5.2,60204
contaminants,Tbx21,39020
contaminants,Prmt5.3,25523
contaminants,Ms4a1,24475
contaminants,Usp22.2,22773
contaminants,Prdm2.4,19922
contaminants,Smarcd1.2,19409
contaminants,Trim24.1,18037
contaminants,Rnf40.3,17963
contaminants,Hes6,17897
contaminants,Kdm5c.2,16139
contaminants,Prkaa2.2,14455
contaminants,Trim28.3,13530
contaminants,Gtf2h1.2,13094
contaminants,Prdm8.1,13014
contaminants,Parp2.1,12860
contaminants,Smarca1.4,12684
contaminants,Sirt5.2,12126
contaminants,Sin3a.4,11995
contaminants,L3mbtl3.2,11845
contaminants,Mbd4.3,11099
contaminants,Tdg.4,10839
contaminants,Phf20.3,10261
contaminants,Kdm1b.1,7636
contaminants,Zmynd11.4,7338
contaminants,Mta3.4,6421
contaminants,Taf1.3,6359
contaminants,Ncor1.4,6329
contaminants,Rbbp5.4,6192
contaminants,Suv39h1.3,5926
contaminants,Phc1.1,5817
contaminants,Sp100.3,5482
contaminants,Hes1,5101
contaminants,Mbd1.1,5061
contaminants,Psip1.2,4854
contaminants,Phf20.2,4363
contaminants,Sp110.1,4276
contaminants,Trim28.2,4257
contaminants,Klf2,4238
contaminants,Prkaa1.1,3920
contaminants,Usp51.3,3763
contaminants,Gtf2h1.3,3239
contaminants,Nsd1.4,3073
contaminants,Kdm5d.1,3053
contaminants,Mll3.2,2907
contaminants,Ncor1.1,2800
contaminants,Rnf2.1,2544
contaminants,Paf1.3,2361
contaminants,Eaf1.1,2282
contaminants,Kat2b.2,2105
contaminants,Tcea1.4,1960
contaminants,Ring1.3,1843
contaminants,Cbx2.1,1842
contaminants,Mll5.2,1622
contaminants,Phf20l1.4,1296
contaminants,Setd8.4,1289
contaminants,Mta2.3,1122
contaminants,Kdm4a.3,1069
contaminants,Kdm5d.3,842
contaminants,Sfmbt2.3,835
contaminants,Tet2.4,828
contaminants,Brd7.1,694
contaminants,Ube2i.1,561
contaminants,Setd7.1,392
contaminants,Prdm16.1,387
contaminants,Setd5.2,344
contaminants,Dpy30.2,324
contaminants,Smyd1.2,319
contaminants,Setd1a.2,308
contaminants,Kat2a.3,267
contaminants,Phf2.2,239
contaminants,Cecr2.2,215
contaminants,Kdm6b.3,199
contaminants,Setdb1.4,194
contaminants,Kdm6a.1,156
contaminants,Prmt8.2,150
contaminants,Smyd4.2,134
contaminants,Myst2.2,122
contaminants,Mta1.1,117
contaminants,Arid1b.3,111
contaminants,Kdm5a.1,108
contaminants,Actl6a,108
contaminants,Smyd4.4,104
contaminants,Rnf217.1,98
contaminants,Prdm15.2,96
contaminants,Myst3.2,94
contaminants,Kdm3b.2,77
contaminants,Smarca1.2,76
contaminants,Sp110.2,76
contaminants,Mll5.3,76
contaminants,Taf1.2,67
contaminants,Prmt3.4,64
contaminants,Setdb2.4,60
contaminants,Mll3.3,57
contaminants,Fkbp5.1,57
contaminants,Kdm5a.3,56
contaminants,Kdm6b.1,54
contaminants,Smyd2.2,51
contaminants,Myst1.4,50
contaminants,Smarca1.1,50
contaminants,Mta3.1,46
contaminants,Nsd1.2,40
contaminants,Ssrp1.3,39
contaminants,Smyd5.2,32
contaminants,Prdm5.2,32
contaminants,Ncoa1.3,31
contaminants,Mta2.1,30
contaminants,Taf3.4,28
contaminants,Prmt1.1,27
contaminants,Ncoa1.2,27
contaminants,Kat2a.1,26
contaminants,Suv420h1.2,26
contaminants,Prmt1.3,25
contaminants,Parp1.1,25
contaminants,Zmynd11.2,25
contaminants,Trim24.2,24
contaminants,Parp1.3,23
contaminants,Kdm6a.4,22
contaminants,Phf19.1,22
contaminants,Prdm13.1,20
contaminants,Smarcd3.1,20
contaminants,Rbbp5.2,20
contaminants,Kat5.4,19
contaminants,Smarca5.1,19
contaminants,Scml4.1,19
contaminants,Mta3.2,18
contaminants,Kdm5a.2,18
contaminants,Brdt.1,18
contaminants,Prdm8.4,17
contaminants,Kdm5b.1,17
contaminants,Prkaa1.2,17
contaminants,Ppargc1a.2,17
contaminants,Smarcd1.1,16
contaminants,Ppargc1a.3,16
contaminants,Trim66.4,16
contaminants,Prdm11.3,15
contaminants,Ube2e1.1,15
contaminants,Mta1.4,15
contaminants,Prdm15.4,15
contaminants,Smarca4.3,15
contaminants,Trim24.3,14
contaminants,Polr2b.1,14
contaminants,Smarca2.3,14
contaminants,Sirt1.3,14
contaminants,Kdm1a.4,13
contaminants,Phc3.3,13
contaminants,Taf1.4,13
contaminants,Smyd2.1,13
contaminants,Id3,13
contaminants,Kdm3a.3,13
contaminants,Smarcc1.1,13
contaminants,Tet2.1,13
contaminants,Cbx2.3,13
contaminants,Rbbp7.4,12
contaminants,Zmynd11.1,12
contaminants,Prdm2.2,12
contaminants,Whsc1.4,12
contaminants,Hdac11.1,12
contaminants,Wdr5.4,12
contaminants,Parp1.2,11
contaminants,Wdr82.3,11
contaminants,Suz12.2,11
contaminants,Setdb2.2,11
contaminants,Kat5.1,11
contaminants,Mll1.4,10
contaminants,Sirt1.1,10
contaminants,Actb,10
contaminants,Ube2i.2,10
contaminants,Chd7.3,10
contaminants,Mll1.3,9
contaminants,Padi6.3,9
contaminants,Supt16h.3,9
contaminants,Myst4.3,9
contaminants,Mll5.1,9
contaminants,Setd2.3,9
contaminants,Trim28.4,9
contaminants,Setmar.2,9
contaminants,Morf4l1.4,9
contaminants,Kdm5d.2,8
contaminants,Suv420h2.3,8
contaminants,Prdm12.4,8
contaminants,Sirt7.2,8
contaminants,Setmar.4,8
contaminants,Rnf20.1,8
contaminants,Mecom.2,8
contaminants,Prdm11.4,8
contaminants,Mecom.1,8
contaminants,Myst1.2,7
contaminants,Smyd4.3,7
contaminants,Myst1.1,7
contaminants,Suv39h2.1,7
contaminants,Sirt7.4,7
contaminants,Prdm12.1,7
contaminants,Whsc1l1.4,7
contaminants,Ncoa3.3,7
contaminants,Prdm10.4,7
contaminants,Smarcd1.4,7
contaminants,Zmynd8.1,7
contaminants,Jmjd6.3,7
contaminants,Jmjd6.4,7
contaminants,Ring1.1,6
contaminants,Rnf2.3,6
contaminants,Rbbp5.3,6
contaminants,Nap1l3.4,6
contaminants,Prdm5.1,6
contaminants,Usp27x.3,6
contaminants,Tet1.1,6
contaminants,Kdm3a.4,6
contaminants,Setd2.2,6
contaminants,Supt16h.1,6
contaminants,Setd3.1,6
contaminants,Sirt1.2,6
contaminants,Mbd3.1,6
contaminants,Mll1.2,6
contaminants,Setd3.2,5
contaminants,Rnf40.2,5
contaminants,Phf20.4,5
contaminants,Ncor1.3,5
contaminants,Clock.1,5
contaminants,Sirt6.4,5
contaminants,Scml2.4,5
contaminants,Pbrm1.2,5
contaminants,Mbd3.2,5
contaminants,Wbp7.2,5
contaminants,Mll5.4,5
contaminants,L3mbtl1.1,5
contaminants,Ube2e1.4,5
contaminants,Ssrp1.4,5
contaminants,Nap1l2.3,4
contaminants,Gtf2h1.1,4
contaminants,Mll2.2,4
contaminants,Prkaa2.1,4
contaminants,Mta2.2,4
contaminants,Jmjd5.1,4
contaminants,Prmt5.4,4
contaminants,Sfmbt1.2,4
contaminants,Whsc1.1,4
contaminants,Chd7.1,4
contaminants,Mll3.4,4
contaminants,Kdm4b.3,4
contaminants,Kdm5b.2,4
contaminants,Sp100.4,4
contaminants,Phf1.3,4
contaminants,Kdm4b.1,4
contaminants,Phip.2,3
contaminants,Prdm1.2,3
contaminants,Nsd1.1,3
contaminants,Smarca5.4,3
contaminants,Tcea1.3,3
contaminants,Rbbp4.1,3
contaminants,Uhrf1.4,3
contaminants,Tdg.2,3
contaminants,Cecr2.3,3
contaminants,Orc1.1,3
contaminants,Rnf217.4,3
contaminants,H2afz.1,3
contaminants,Wdr5.2,3
contaminants,Paxip1.4,3
contaminants,Prdm16.2,3
contaminants,Ring1.4,3
contaminants,Pcgf1.4,3
contaminants,Supt16h.2,3
contaminants,Sp100.2,3
contaminants,Setdb1.3,3
contaminants,Nap1l1.3,3
contaminants,Prmt6.4,3
contaminants,Msl3.2,3
contaminants,Nap1l3.1,3
contaminants,Kdm5a.4,3
contaminants,Kdm4c.3,3
contaminants,Sp140.3,3
contaminants,Kdm5c.3,3
contaminants,Ncoa1.1,3
contaminants,Sirt7.1,3
contaminants,Prdm5.4,3
contaminants,Taf3.3,3
contaminants,Fkbp5.2,3
contaminants,Myst2.1,3
contaminants,Trim33.3,2
contaminants,Hdac5.2,2
contaminants,Rbbp7.2,2
contaminants,Parp2.3,2
contaminants,Hdac11.3,2
contaminants,Phf8.1,2
contaminants,Phf10.1,2
contaminants,Pcgf5.4,2
contaminants,Eaf1.2,2
contaminants,Uhrf1.2,2
contaminants,Phf19.3,2
contaminants,Rbbp4.3,2
contaminants,Rbbp4.2,2
contaminants,Eaf1.3,2
contaminants,Prkaa2.3,2
contaminants,Ube2a.2,2
contaminants,Pcgf5.1,2
contaminants,Phf20l1.3,2
contaminants,Pcgf1.2,2
contaminants,Phc1.2,2
contaminants,Satb1.2,2
contaminants,Rnf2.2,2
contaminants,Prdm4.1,2
contaminants,Setd8.2,2
contaminants,Suv420h2.1,2
contaminants,Kdm4a.4,2
contaminants,Mtf2.1,2
contaminants,Sfmbt2.2,2
contaminants,Kdm4c.1,2
contaminants,Prdm4.3,2
contaminants,Kdm4d.3,2
contaminants,Kdm5c.1,2
contaminants,Kdm1b.3,2
contaminants,Sirt5.3,2
contaminants,Arid1a.1,2
contaminants,Smyd1.3,2
contaminants,Prdm2.1,2
contaminants,L3mbtl2.1,2
contaminants,L3mbtl4.1,2
contaminants,Smarca4.1,2
contaminants,Zmynd8.2,2
contaminants,Jmjd5.3,2
contaminants,Brd7.3,2
contaminants,Ncor2.1,2
contaminants,Scmh1.1,2
contaminants,Rnf20.4,2
contaminants,Padi4.4,2
contaminants,Rpa3.4,2
contaminants,Runx3,2
contaminants,Prdm10.1,2
contaminants,Padi2.3,2
contaminants,Clock.2,2
contaminants,Orc1.3,2
contaminants,Scml2.1,2
contaminants,Scml4.3,2
contaminants,Kat2b.3,2
contaminants,Arid1a.2,1
contaminants,Phf8.3,1
contaminants,Brdt.3,1
contaminants,Cd14,1
contaminants,Phf20l1.2,1
contaminants,Ppargc1a.1,1
contaminants,Polr2b.2,1
contaminants,Brdt.2,1
contaminants,Prdm1.1,1
contaminants,Mbd3.3,1
contaminants,Phf2.4,1
contaminants,Phf2.1,1
contaminants,Kat2b.4,1
contaminants,Kdm1a.1,1
contaminants,Kdm2b.3,1
contaminants,Nap1l2.1,1
contaminants,Kdm4b.2,1
contaminants,Mtf2.2,1
contaminants,Mta2.4,1
contaminants,Kdm4c.4,1
contaminants,Mta1.3,1
contaminants,Msl3.3,1
contaminants,Kdm5b.3,1
contaminants,Kdm6a.2,1
contaminants,Mll2.1,1
contaminants,L3mbtl4.2,1
contaminants,Mbd2.3,1
contaminants,Mecp2.3,1
contaminants,Mecp2.2,1
contaminants,Ncor2.2,1
contaminants,Ncor2.3,1
contaminants,Ncor2.4,1
contaminants,Pbrm1.1,1
contaminants,Fbxo17.3,1
contaminants,Pcgf6.2,1
contaminants,Pcgf5.3,1
contaminants,Pcgf2.3,1
contaminants,Pcgf2.2,1
contaminants,Pcgf1.3,1
contaminants,Pbrm1.4,1
contaminants,H2afz.2,1
contaminants,Orc1.4,1
contaminants,Parp2.2,1
contaminants,Jmjd5.4,1
contaminants,Parp1.4,1
contaminants,Jmjd6.1,1
contaminants,Jmjd8.2,1
contaminants,Jmjd8.3,1
contaminants,Padi4.1,1
contaminants,Zmynd8.3,1
contaminants,Zmynd8.4,1
contaminants,Sin3a.3,1
contaminants,Taf3.2,1
contaminants,Sin3b.3,1
contaminants,Setd1a.4,1
contaminants,Smarcd3.2,1
contaminants,Supt16h.4,1
contaminants,Prkcd.1,1
contaminants,Psip1.4,1
contaminants,Prkcd.3,1
contaminants,Smarcd3.3,1
contaminants,Setd3.3,1
contaminants,Taf3.1,1
contaminants,Smarcd3.4,1
contaminants,Prmt8.4,1
contaminants,Usp27x.1,1
contaminants,Tcea1.1,1
contaminants,Tcea1.2,1
contaminants,Tdg.1,1
contaminants,Prmt3.1,1
contaminants,Ssrp1.1,1
contaminants,Smyd1.1,1
contaminants,Satb1.3,1
contaminants,Tet1.4,1
contaminants,Tet2.3,1
contaminants,Prmt5.1,1
contaminants,Setdb1.1,1
contaminants,Rbbp7.1,1
contaminants,Smyd5.1,1
contaminants,Rnf20.3,1
contaminants,Suv39h2.4,1
contaminants,Smarca1.3,1
contaminants,Smarca2.2,1
contaminants,Sirt6.3,1
contaminants,Smarcb1.2,1
contaminants,Scmh1.2,1
contaminants,Smarcc1.3,1
contaminants,Rpa3.2,1
contaminants,Prdm2.3,1
contaminants,Whsc1l1.2,1
contaminants,Scmh1.3,1
contaminants,Smarcc2.4,1
contaminants,Rpa3.1,1
contaminants,Smarca5.2,1
contaminants,Smarca4.4,1
contaminants,Rnf40.1,1
contaminants,Sp140.1,0
contaminants,Sp110.4,0
contaminants,Sp140.2,0
contaminants,Sp110.3,0
contaminants,Sp100.1,0
contaminants,Suv420h1.3,0
contaminants,Sp140.4,0
contaminants,Smyd5.4,0
contaminants,Kdm4d.4,0
contaminants,Kdm3b.4,0
contaminants,Suv420h1.1,0
contaminants,Kdm4d.2,0
contaminants,Kdm4d.1,0
contaminants,Kdm3b.3,0
contaminants,Suv39h1.2,0
contaminants,Kdm4a.1,0
contaminants,Ssrp1.2,0
contaminants,Kdm4a.2,0
contaminants,Suv39h2.3,0
contaminants,Kdm5b.4,0
contaminants,Kdm4c.2,0
contaminants,Suv39h2.2,0
contaminants,Suv39h1.1,0
contaminants,Suv39h1.4,0
contaminants,Prdm15.1,0
contaminants,Kdm6a.3,0
contaminants,Smyd5.3,0
contaminants,Smarcd1.3,0
contaminants,L3mbtl4.3,0
contaminants,L3mbtl4.4,0
contaminants,Smarcd2.2,0
contaminants,Mbd1.2,0
contaminants,Mbd1.3,0
contaminants,Mbd1.4,0
contaminants,Mbd2.2,0
contaminants,Smarcd2.1,0
contaminants,Mbd2.4,0
contaminants,Smarcc2.3,0
contaminants,Smyd4.1,0
contaminants,Mbd3.4,0
contaminants,Smarcc2.1,0
contaminants,Mbd4.2,0
contaminants,Mbd4.4,0
contaminants,Smarcc1.2,0
contaminants,Mecom.3,0
contaminants,Mecom.4,0
contaminants,Mecp2.1,0
contaminants,Smarca5.3,0
contaminants,Smarcd2.3,0
contaminants,L3mbtl3.4,0
contaminants,L3mbtl3.3,0
contaminants,L3mbtl3.1,0
contaminants,Kdm5c.4,0
contaminants,Smyd3.4,0
contaminants,Smyd3.3,0
contaminants,Smyd3.2,0
contaminants,Kdm5d.4,0
contaminants,Smyd3.1,0
contaminants,Smyd2.4,0
contaminants,Smyd2.3,0
contaminants,Kdm6b.2,0
contaminants,Smarce1.3,0
contaminants,Kdm6b.4,0
contaminants,Klf12,0
contaminants,Smarce1.2,0
contaminants,Smarce1.1,0
contaminants,L3mbtl1.2,0
contaminants,L3mbtl1.3,0
contaminants,L3mbtl1.4,0
contaminants,L3mbtl2.3,0
contaminants,L3mbtl2.4,0
contaminants,Suv420h1.4,0
contaminants,Kdm2a.1,0
contaminants,Kdm3a.2,0
contaminants,Fbxo17.2,0
contaminants,Usp22.4,0
contaminants,Clock.3,0
contaminants,Dpy30.1,0
contaminants,Usp22.3,0
contaminants,Dpy30.3,0
contaminants,Usp22.1,0
contaminants,Uhrf1.3,0
contaminants,Uhrf1.1,0
contaminants,Fbxo17.1,0
contaminants,Ube2i.4,0
contaminants,Chd7.2,0
contaminants,Fkbp2.1,0
contaminants,Fkbp2.2,0
contaminants,Fkbp2.3,0
contaminants,Ube2i.3,0
contaminants,Ube2e1.3,0
contaminants,Fkbp5.3,0
contaminants,Fosb,0
contaminants,Ube2b.4,0
contaminants,Ube2b.3,0
contaminants,Usp27x.2,0
contaminants,Usp27x.4,0
contaminants,Ube2b.1,0
contaminants,Wdr82.1,0
contaminants,Zmynd11.3,0
contaminants,Whsc1l1.3,0
contaminants,Arid1b.1,0
contaminants,Arid1b.2,0
contaminants,Whsc1.3,0
contaminants,Whsc1.2,0
contaminants,Wdr82.4,0
contaminants,Brd7.2,0
contaminants,Wdr82.2,0
contaminants,Wdr5.3,0
contaminants,Usp51.1,0
contaminants,Wdr5.1,0
contaminants,Wbp7.4,0
contaminants,Wbp7.3,0
contaminants,Wbp7.1,0
contaminants,Ccnt1,0
contaminants,Usp51.4,0
contaminants,Cd19,0
contaminants,Cecr2.1,0
contaminants,Usp51.2,0
contaminants,Ube2b.2,0
contaminants,Ube2a.1,0
contaminants,Kdm3a.1,0
contaminants,Kdm1b.2,0
contaminants,Tdg.3,0
contaminants,Kat2b.1,0
contaminants,Kat5.3,0
contaminants,Taf1.1,0
contaminants,Suz12.4,0
contaminants,Kdm1a.2,0
contaminants,Kdm1a.3,0
contaminants,Suz12.3,0
contaminants,Suz12.1,0
contaminants,Suv420h2.4,0
contaminants,Tet1.2,0
contaminants,Kdm1b.4,0
contaminants,Men1.3,0
contaminants,Kdm2a.2,0
contaminants,Kdm2a.3,0
contaminants,Kdm2a.4,0
contaminants,Kdm2b.1,0
contaminants,Kdm2b.2,0
contaminants,Suv420h2.2,0
contaminants,Kdm2b.4,0
contaminants,Kat2a.2,0
contaminants,Tet1.3,0
contaminants,H2afz.3,0
contaminants,Trim28.1,0
contaminants,Trim66.3,0
contaminants,Hdac11.2,0
contaminants,Trim66.1,0
contaminants,Hdac5.1,0
contaminants,Trim33.4,0
contaminants,Hdac5.3,0
contaminants,Trim33.2,0
contaminants,Trim33.1,0
contaminants,Id2,0
contaminants,Iws1.1,0
contaminants,Jmjd8.1,0
contaminants,Iws1.2,0
contaminants,Iws1.3,0
