type,shRNA,count
contaminants,Rbbp7.1,1148793
contaminants,Prdm2.3,249059
contaminants,Prdm11.4,94036
contaminants,Bcl6,58093
contaminants,Ms4a1,51647
contaminants,Kdm5c.2,39768
contaminants,Atrx.3,34837
contaminants,Nap1l1.4,30920
contaminants,Cd14,29237
contaminants,Ccnt1,26954
contaminants,Baz1a.2,25026
contaminants,Prdm9.4,22918
contaminants,Eed.2,22657
contaminants,Prmt8.4,19804
contaminants,Prkcd.3,17236
contaminants,Phf8.2,16293
contaminants,Ezh1.2,11732
contaminants,Jhdm1d.4,11321
contaminants,Cbx3.1,9923
contaminants,Prdm14.2,9161
contaminants,Gtf2b.1,7499
contaminants,Rbbp7.3,6187
contaminants,Cd19,5890
contaminants,Chaf1a.3,5863
contaminants,Crebbp.1,5643
contaminants,Gtf3c4.4,5224
contaminants,Id3,5078
contaminants,Prmt5.3,3892
contaminants,Brd3.2,3813
contaminants,Klf12,3805
contaminants,Ing4.4,3529
contaminants,Padi1.4,3525
contaminants,Rbbp7.2,3411
contaminants,Cxxc1.1,2902
contaminants,Brd9.2,2742
contaminants,Chd4.4,2721
contaminants,Kdm4d.4,2609
contaminants,Brpf3.3,2598
contaminants,Kdm1b.3,2577
contaminants,Asxl2.3,2269
contaminants,Carm1.2,2145
contaminants,Parp1.3,1940
contaminants,Brwd3.1,1936
contaminants,Brd2.2,1827
contaminants,Mbd4.4,1725
contaminants,Msl3.3,1707
contaminants,Pcgf5.4,1706
contaminants,Chd1.1,1700
contaminants,Kdm1a.1,1552
contaminants,Ash2l.2,1548
contaminants,Mta2.2,1468
contaminants,Brwd1.1,1074
contaminants,Mll3.3,696
contaminants,Ncoa3.2,693
contaminants,Dnmt3a.2,617
contaminants,Phf20.4,614
contaminants,Kdm1b.1,529
contaminants,Ing3.2,474
contaminants,Prdm10.4,434
contaminants,Phip.2,426
contaminants,Kdm3b.3,420
contaminants,Pcgf1.1,411
contaminants,Prmt8.2,364
contaminants,Asxl3.1,359
contaminants,Mtf2.1,328
contaminants,Actl6a,307
contaminants,Mbd4.1,302
contaminants,Nsd1.4,299
contaminants,L3mbtl3.4,292
contaminants,Brpf1.1,271
contaminants,Hdac7.1,196
contaminants,Polr2b.4,191
contaminants,Tbx21,191
contaminants,Arid2.1,158
contaminants,Bmi1.2,149
contaminants,Eed.4,144
contaminants,Dub2a.4,133
contaminants,Ctsl.2,121
contaminants,Aff1.3,121
contaminants,Mll2.1,111
