shRNA,count,adjPctg
Bcl6.2,67555,78.22554065928944
Bcl6.3,25146,29.11789572079776
CD4.1,3877,4.489385258471841
CD4.2,85,0.0984260373923411
CD4.3,10170,11.77638588564834
CD4.4,17300,20.032593492794128
CDK9.1,59472,68.86580347996835
CDK9.2,188,0.21769523564423676
CDK9.3,24286,28.12205581306348
Ccnt1,17455,20.212076266862514
Ccnt1.2,61083,70.73126637689849
Ccnt1.3,5596,6.479907120559303
Ccnt1.4,22512,26.067846515016267
Cd14,1055,1.221640817046116
Cd14.2,126,0.1459021260168821
Cd19,436,0.5048676741536555
Cd19.3,1934,2.239481839021032
Cd19.4,2903,3.36153866529372
Fosb,4,0.004631813524345463
Fosb.2,851,0.9854183273044974
Hes1,265,0.30685764598788695
Hes1.2,1726,1.9986275357550674
Hes1.3,525,0.607925525070342
Id2,34,0.03937041495693644
Id2.2,49,0.056739715673231925
Id2.3,607,0.7028777023194241
Id2.4,1079,1.249431698192189
Id2.5,107,0.12390101177624113
Id3,46808,54.201481861890606
Id3.2,1799,2.083158132574372
Id3.3,5359,6.205472169241835
Id3.4,210,0.24317021002813682
Id3.5,94,0.10884761782211838
Jmjd5.1,2179,2.5231804173871915
Jmjd5.2,2852,3.302483042858315
Jmjd5.3,90627,104.94184106771408
Jmjd5.4,36799,42.61152647059718
Jmjd6.1,7505,8.690440125053176
Jmjd6.2,35830,41.48946964432448
Jmjd6.3,2242,2.5961314803956324
Jmjd6.4,779,0.9020456838662789
Jmjd8.1,0,0.0
Jmjd8.2,0,0.0
Jmjd8.3,79,0.0914783171058229
Kat2a.1,6,0.006947720286518195
Kat2a.2,0,0.0
Kat2a.3,66236,76.69820014963652
Kat2b.1,5684,6.581807018094904
Kat2b.3,76981,89.14040922940953
Kat2b.4,1431,1.6570312883345895
Kat5.1,3731,4.3203240648332315
Kat5.3,780,0.9032036372473653
Kat5.4,118301,136.98704293589816
Kdm1a.1,31169,36.09224893508093
Kdm1a.2,28696,33.228630223654356
Kdm1a.3,98384,113.92408544480102
Kdm1a.4,56089,64.94844719175317
Kdm1b.1,55560,64.33588985315848
Kdm1b.2,8241,9.542693813532741
Kdm1b.3,543,0.6287686859298968
Kdm1b.4,9389,10.872024295019889
Kdm2a.1,5482,6.3479004351154575
