shRNA,count,adjPctg
Bcl6,20460,271.8733649478029
Bcl6.2,19109,253.9212185135663
Bcl6.3,4522,60.088531588170326
CD4.1,8159,108.41714489780665
CD4.2,2040,27.107608235264806
CD4.3,39352,522.9110780755591
CD4.4,85694,1138.7055784866582
CDK9.1,54974,730.4968897673763
CDK9.2,19610,260.5785281831092
CDK9.3,106844,1419.7476932787417
Ccnt1.2,171716,2281.7696351601626
Ccnt1.3,86422,1148.3792739745365
Ccnt1.4,142411,1892.3635276432822
Cd14,23000,305.6249948093581
Cd14.2,9917,131.77752493584367
Cd19,12262,162.93798636314563
Cd19.3,6035,80.19334102932505
Cd19.4,5187,68.92508035113654
Fosb,6,0.07972825951548472
Fosb.2,0,0.0
Hes1,1705,22.65611374565024
Hes1.2,9419,125.16007939605845
Hes1.3,8,0.10630434602064628
Id2,0,0.0
Id2.2,1281,17.02198340655599
Id2.3,18684,248.27380013121942
Id2.4,4153,55.185243627968006
Id2.5,384,5.102608608991022
Id3,4839,64.30084129923841
Id3.2,6557,87.12969960717221
Id3.3,24296,322.8462988647028
Id3.4,1027,13.646820420400468
Id3.5,465,6.178940112450065
Klf12,6465,85.90719962793479
Klf12.4,987,13.115298690297235
Klf12.5,15772,209.57901817970418
Klf2,681,9.049157455007515
Klf2.2,729,9.686983531131393
Klf2.3,0,0.0
Klf2.4,3033,40.30263518507752
Klf2.5,0,0.0
Klf2.6,771,10.245081347739786
Klf2.7,5,0.06644021626290394
Ms4a1,93213,1238.618375702813
Ms4a1.2,4780,63.51684674733617
Nfatc3.2,131491,1747.2580953251002
Nfatc3.3,380,5.0494564359807
Nfatc3.7,0,0.0
Nfatc3.8,0,0.0
Rpa3.1,152,2.0197825743922797
Rpa3.2,168,2.2323912664335723
Rpa3.3,701,9.314918320059132
Rpa3.4,144,1.9134782283716334
Runx3,1069,14.204918237008862
Runx3.2,3016,40.076738449783655
Runx3.3,1213,16.118396465380496
Satb1.1,1084,14.404238885797572
Satb1.2,16408,218.03021368834555
Satb1.3,84745,1126.0952254399588
Scmh1.1,5083,67.54312385286813
Scmh1.2,10984,145.95586708634735
Scmh1.3,14152,188.0523881105233
Scml2.1,1410,18.73614098613891
Scml2.2,9164,121.77162836665035
Scml2.3,1501,19.945352922123764
Scml2.4,11661,154.95187236834457
Scml4.1,4430,58.866031608932886
Scml4.2,544,7.228695529403948
Scml4.3,1151,15.294537783720486
Setd1a.1,0,0.0
Setd1a.2,25948,344.79814631796626
Setd1a.3,6857,91.11611258294646
Setd1a.4,1475,19.59986379755666
Setd2.1,972,12.915978041508524
Setd2.2,18280,242.9054306571768
Setd2.3,30344,403.2123844563114
Setd2.4,65450,869.7024308814125
Setd3.1,5591,74.29344982517918
Setd3.2,729,9.686983531131393
Setd3.3,7125,94.67730817463811
Setd4.1,0,0.0
Setd4.2,13125,174.40556769012284
Setd4.3,996,13.234891079570465
Setd4.4,4143,55.0523631954422
Setd5.1,0,0.0
Setd5.2,315330,4190.1186788363
Setd5.3,0,0.0
Setd5.4,138098,1835.0521970949014
Setd7.1,6322,84.00700944281574
Setd7.2,796,10.577282429054307
Setd8.1,364,4.836847743939407
Setd8.2,1300,17.274456228355024
Setd8.3,7644,101.57380262272756
Setd8.4,52,0.6909782491342009
Setdb1.1,60346,801.8802581202401
Setdb1.2,89836,1193.7446536388477
Setdb1.3,7081,94.09263427152456
Setdb1.4,2729,36.26307003629297
Setdb2.1,7,0.09301630276806552
Setdb2.2,34069,452.71034557217484
Setdb2.3,4663,61.96214568678421
Setdb2.4,895,11.892798711059804
Setmar.1,15261,202.78882807763537
Setmar.2,28510,378.8421131310783
Setmar.3,715,9.500950925595262
Setmar.4,8263,109.79910139607505
Sfmbt1.1,12611,167.5755134582963
Sfmbt1.2,3,0.03986412975774236
Sfmbt1.3,12900,171.41575795829215
Sfmbt1.4,24841,330.0882824373593
Sfmbt2.1,0,0.0
Sfmbt2.2,2038,27.081032148759647
Sfmbt2.3,7704,102.37108521788238
Sgk1.1,1149,15.267961697215323
Sin3a.1,239,3.1758423373668085
Sin3a.2,74249,986.623923460871
Sin3a.3,50,0.6644021626290395
Sin3a.4,159,2.112798877160345
Sin3b.1,890,11.8263584947969
Sin3b.2,1788,23.75902133561445
Sin3b.3,280,3.72065211072262
Sin3b.4,87,1.1560597629745284
Sirt1.1,21063,279.8860550291091
Sirt1.2,70181,932.5681635093721
Sirt1.3,11498,152.7859213181739
Sirt1.4,5746,76.3530965293292
Sirt3.1,5908,78.5057595362473
Sirt3.2,363,4.823559700686825
Sirt3.3,23713,315.0993696484482
Sirt3.4,10394,138.1159215673247
Sirt4.1,18,0.23918477854645417
Sirt4.2,4710,62.5866837196555
Sirt4.3,2005,26.642526721424474
Sirt4.4,9045,120.19035121959323
Sirt5.1,10719,142.43453562441343
Sirt5.2,2847,37.8310591400975
Sirt5.3,0,0.0
Sirt5.4,576,7.653912913486534
Sirt6.1,391,5.195624911759087
Sirt6.2,1303,17.314320358112766
Sirt6.3,0,0.0
Sirt6.4,7197,95.63404728882394
Sirt7.1,14580,193.73967062262787
Sirt7.2,10424,138.51456286490213
Sirt7.3,72,0.9567391141858167
Sirt7.4,15698,208.59570297901317
Smarca1.1,12636,167.90771453961085
Smarca1.2,13120,174.33912747385995
Smarca1.3,3752,49.856738283683114
Smarca1.4,1640,21.792390934232493
Smarca2.1,1342,17.832554044963416
Smarca2.2,7421,98.61056897740201
Smarca2.3,666,8.849836806218804
Smarca4.1,3203,42.56160253801626
Smarca4.2,922,12.251575878879486
Smarca4.3,3418,45.41853183732113
Smarca4.4,531,7.055950967120397
Smarca5.1,19847,263.72779443397087
Smarca5.2,7,0.09301630276806552
Smarca5.3,347,4.610951008645533
Smarca5.4,13236,175.88054049115928
Smarcc1.1,6420,85.30923768156865
Smarcc1.2,3630,48.23559700686826
Smarcc1.3,4634,61.57679243245937
Smarcc2.1,0,0.0
Smarcc2.2,4754,63.171357622769065
Smarcc2.3,5342,70.98472705528656
Smarcc2.4,57803,768.0887641289272
Smarcd1.1,30287,402.4549659909143
Smarcd1.2,91301,1213.2116370038784
Smarcd1.3,3040,40.3956514878456
Smarcd1.4,61606,818.623192618492
Smarcd2.1,1702,22.6162496158925
Smarcd2.2,1377,18.297635558803744
Smarcd2.3,196,2.6044564775058343
Smarcd3.1,1044,13.872717155694342
Smarcd3.2,8591,114.15757958292154
Smarcd3.3,5034,66.89200973349168
Smarcd3.4,3300,43.8505427335166
Smarce1.1,894,11.879510667807224
Smarce1.2,586,7.786793346012341
Smarce1.3,252,3.3485868996503583
Smarce1.4,19147,254.42616415716435
Smyd1.1,7313,97.1754603061233
Smyd1.2,1290,17.141575795829215
Smyd1.3,13909,184.82339360014618
Smyd2.1,2722,36.1700537335249
Smyd2.2,6979,92.73725385976131
