shRNA,count,adjPctg
Actb,4,6.88276838710066e-05
Actl6a,818,0.014075261351620849
Actl6b.1,16347,0.2812815370598362
Actl6b.2,5284,0.09092137039359971
Actl6b.3,1575,0.027100900524208847
Actl6b.4,7636,0.13139204850975159
Aff1.1,1214,0.0208892020548505
Aff1.2,13105,0.22549669928238536
Aff1.3,362576,6.238816576803522
Aff1.4,2356,0.040539505800022885
Aff4.1,55967,0.9630197458021565
Aff4.2,2267,0.03900808983389299
Aff4.3,2608,0.0448756498838963
Aff4.4,1329,0.022867997966141942
Arid1a.1,0,0.0
Arid1a.2,73,0.0012561052306458704
Arid1b.1,0,0.0
Arid1b.2,0,0.0
Arid1b.3,4,6.88276838710066e-05
Arid2.1,73322,1.2616458591974864
Arid2.2,13100,0.2254106646775466
Arid2.3,1392,0.023952033987110294
Arid2.4,914,0.015727125764525007
Ash1l.1,8269,0.1422840294823384
Ash1l.2,10565,0.18179112002429618
Ash1l.3,419,0.007209699885487941
Ash1l.4,2005,0.034499876540342055
Ash2l.1,4083,0.07025585831133
Ash2l.2,4942,0.08503660342262864
Ash2l.3,991,0.017052058679041884
Ash2l.4,0,0.0
Asxl1.1,1679,0.028890420304855016
Asxl1.2,4325,0.07441993318552588
Asxl1.3,325,0.005592249314519286
Asxl1.4,7235,0.12449207320168318
Asxl2.1,96060,1.6528968281622234
Asxl2.2,3778,0.06500774741616573
Asxl2.3,3639,0.06261598540164824
Asxl3.2,9826,0.1690752054291277
Asxl3.3,2367,0.04072878193066815
Asxl3.4,6013,0.10346521577909067
Atad2.1,10711,0.1843033304855879
Atad2.2,3485,0.059966119572614496
Atad2.3,9402,0.161779470938801
Atad2.4,7417,0.12762373281781397
Atad2b.1,19409,0.33396912906309173
Atad2b.2,1868,0.03214252836776008
Atad2b.3,4506,0.07753438588068892
Atad2b.4,6204,0.10675173768393124
Atm.1,1240,0.021336582000012046
Atm.2,5421,0.0932787185661817
Atm.3,7078,0.12179058660974618
Atm.4,2923,0.05029582998873807
Atr.1,19886,0.3421768303647093
Atr.2,115738,1.9914946189656404
Atr.3,8218,0.14140647651298305
Atr.4,2736,0.047078135767768516
Atrx.1,52,0.0008947598903230857
Atrx.2,2051,0.03529139490485863
Atrx.3,28423,0.4890723146664051
Atrx.4,5898,0.10148641986779923
Aurkb.1,26451,0.4551402665179989
Aurkb.2,73988,1.273105668562009
Aurkb.3,2004,0.03448266961937431
Aurkb.4,2772,0.047697584922607575
Baz1a.1,1,1.720692096775165e-05
Baz1a.2,187514,3.2265385783469824
Baz1a.3,0,0.0
Baz1a.4,9369,0.1612116425468652
Baz1b.1,4809,0.08274808293391768
Baz1b.2,54370,0.9355402930166571
Baz1b.3,8576,0.14756655421943812
Baz1b.4,222,0.0038199364548408663
Baz2a.1,3207,0.05518259554357954
Baz2a.3,0,0.0
Baz2a.4,1264,0.021749548103238085
Baz2b.1,38328,0.6595068668519852
Baz2b.2,6262,0.10774973910006083
Baz2b.3,875,0.015056055846782693
Baz2b.4,2904,0.04996889849035079
Bcl6,14501,0.24951756095336666
Bcl6.2,15471,0.26620827429208577
Bcl6.3,150,0.0025810381451627476
Bmi1.1,3423,0.05889929047261389
Bmi1.2,4113,0.07077206594036253
Bmi1.3,1619,0.027858005046789917
Bmi1.4,499732,8.598849029056467
Bop1.1,1263,0.021732341182270333
Bop1.2,2371,0.04079760961453916
Bop1.3,416,0.007158079122584686
Bop1.4,9,0.00015486228870976486
Bptf.1,1443,0.024829586956465626
Bptf.2,2021,0.03477518727582608
Bptf.3,629,0.010823153288715788
Bptf.4,854,0.014694710506459908
Brd1.1,2909,0.05005493309518954
Brd1.2,17701,0.3045797080501719
Brd1.3,533,0.00917128887581163
Brd1.4,151,0.002598245066130499
Brd2.1,401,0.006899975308068411
Brd2.2,47055,0.8096716661375538
Brd2.3,1620,0.027875211967757673
Brd2.4,281,0.004835144791938213
Brd3.1,2087,0.03591084405969769
Brd3.2,18875,0.3247806332663124
Brd3.3,2324,0.039988884329054834
Brd3.4,786,0.013524639880652797
Brd4.1,3440,0.059191808129065666
Brd4.2,42301,0.7278699638568624
Brd4.3,2660,0.04577040977421939
Brd4.4,10335,0.1778335282017133
Brd7.1,11766,0.20245663210656592
Brd7.2,0,0.0
Brd7.3,76,0.0013077259935491254
Brd8.1,65974,1.1352094039264473
Brd8.2,1188,0.02044182210968896
Brd8.3,5133,0.08832312532746922
Brd8.4,7462,0.1283980442613628
Brd9.2,23410,0.40281401985506604
Brd9.3,3002,0.05165517674519045
Brd9.4,377,0.0064870092048423715
Brdt.1,39,0.0006710699177423143
Brdt.2,0,0.0
Brdt.3,0,0.0
Brpf1.1,773,0.013300949908072027
Brpf1.2,8003,0.13770698850491644
Brpf1.3,8489,0.14606955209524375
Brpf1.4,640,0.011012429419361055
Brpf3.1,2951,0.05077762377583511
Brpf3.2,2067,0.03556670564034266
Brpf3.3,2257,0.03883602062421547
Brpf3.4,1014,0.01744781786130017
Brwd1.1,17506,0.30122435846146034
Brwd1.2,1674,0.02880438570001626
Brwd1.3,3026,0.05206814284841649
Brwd1.4,3031,0.05215417745325525
Brwd3.1,6384,0.10984898345812652
Brwd3.2,14126,0.2430649655904598
Brwd3.3,3035,0.05222300513712626
CD4.1,8727,0.15016479928556864
CD4.2,159,0.0027359004338725124
CD4.3,7487,0.1288282172855566
CD4.4,5598,0.09632434357747373
CDK9.1,31589,0.5435494264503069
CDK9.3,9175,0.1578734998791214
Carm1.1,1018,0.01751664554517118
Carm1.2,10797,0.18578312568881455
Carm1.3,1295,0.022282962653238387
Carm1.4,4242,0.07299175874520249
Cbx1.1,14769,0.25412901577272407
Cbx1.2,17254,0.29688821437758695
Cbx1.3,1633,0.02809890194033844
Cbx1.4,9342,0.1607470556807359
Cbx2.1,3184,0.054786836361321256
Cbx2.2,10674,0.1836666744097811
Cbx2.3,813,0.013989226746782091
Cbx3.1,49181,0.8462535801149939
Cbx3.2,1856,0.03193604531614706
Cbx3.3,253634,4.364260192734721
Cbx3.4,28774,0.495111943926086
Cbx4.1,3246,0.05585366546132185
Cbx4.2,45002,0.7743458573907597
Cbx4.3,1094,0.018824371538720304
Cbx4.4,4264,0.07337031100649304
Cbx5.1,4929,0.08481291345004788
Cbx5.2,11331,0.19497162148559394
Cbx5.3,137,0.002357348172581976
Cbx5.4,71839,1.2361279954023106
Cbx6.1,442,0.007605459067746229
Cbx6.2,3627,0.062409502350035236
Cbx6.3,3172,0.05458035330970823
Cbx6.4,257,0.004422178688712174
Cbx7.1,1951,0.03357070280808347
Cbx7.2,196,0.003372556509679323
Cbx7.3,6496,0.1117761586065147
Cbx7.4,1561,0.026860003630660326
Cbx8.1,1674,0.02880438570001626
