type,shRNA,count,pctg,nbPctg
control,Bcl6,4175,0.0797364248020579,53.39280537718998
control,Bcl6.2,4236,0.08090143603868677,53.59226956826307
control,Bcl6.3,666,0.012719630878603729,32.80950179511334
control,CD4.1,23,0.00043926653184367224,13.156546143279463
control,CD4.2,126,0.0024064166527088134,20.89285742701551
control,CD4.3,775,0.01480137226864548,34.17825311015052
control,CD4.4,5679,0.10846063627566152,57.744659239668806
control,CDK9.1,12974,0.2477845210495567,70.48541669644804
control,CDK9.2,2198,0.041978601608364856,45.158738998490364
control,CDK9.3,4337,0.08283038906982639,53.9175375041084
control,Ccnt1,430,0.008212374290990395,29.15070136256011
control,Ccnt1.2,12148,0.23200912299291004,69.43109417065165
control,Ccnt1.3,25348,0.4841099151814524,81.19526802614675
control,Ccnt1.4,30186,0.5765086752275258,83.86637831164002
control,Cd14,10496,0.2004583268796167,67.10493540678925
control,Cd14.2,18967,0.3622421004121275,76.60138880626154
control,Cd19,17255,0.32954539160706803,75.07981925639717
control,Cd19.3,419,0.008002290297499944,28.947012843735354
control,Cd19.4,8852,0.16906031912522554,64.43298161724056
control,Fosb,560,0.010695185123150283,31.309513576658432
control,Fosb.2,0,0.0,2.263563610523923
control,Hes1,17,0.0003246752626670621,12.114195529000918
control,Hes1.2,156,0.0029793729985918642,22.141314948998314
control,Hes1.3,412,0.007868600483460565,28.814978195165697
control,Id2,103,0.0019671501208651412,19.779737785453737
control,Id2.2,2814,0.05374330524383017,48.192496482332885
control,Id2.3,1030,0.01967150120865141,36.895672609173694
control,Id2.4,2127,0.040622604923108305,44.76844068745678
control,Id2.5,3188,0.06088616102250553,49.790203096847705
control,Id3,67,0.0012796025058054803,17.595538110205293
control,Id3.2,0,0.0,2.263563610523923
control,Id3.3,90,0.0017188690376491525,19.065257636704008
control,Id3.4,2172,0.04148203944193288,45.01710954796923
control,Id3.5,553,0.010561495309110904,31.20303094464207
control,Klf12,1562,0.02983192707564418,41.24414542846159
control,Klf12.4,86175,1.6458171035490636,96.2399475079074
control,Klf12.5,2212,0.04224598123644362,45.234449181282926
control,Klf2,2586,0.04938883701511898,47.13550863209864
control,Klf2.2,573,0.01094346620636627,31.504018146826656
control,Klf2.3,52,0.0009931243328639547,16.425375044403804
control,Klf2.4,0,0.0,2.263563610523923
control,Klf2.5,0,0.0,2.263563610523923
control,Klf2.6,55,0.0010504199674522597,16.676550527056516
control,Klf2.7,6561,0.12530555284462322,59.87070319758192
control,Ms4a1,10253,0.19581738047796401,66.73477484436975
control,Ms4a1.2,6105,0.11659661638720084,58.803484714691834
control,Nfatc3.2,7880,0.1504965335186147,62.638623263949874
control,Nfatc3.3,9257,0.1767952297946467,65.1299537177659
control,Nfatc3.7,1219,0.02328112618771463,38.6007816448906
control,Nfatc3.8,0,0.0,2.263563610523923
target,Rpa3.1,5730,0.10943466206366272,57.87481745144234
target,Rpa3.2,16073,0.30697091157927586,73.93568214093217
target,Rpa3.3,6667,0.12732999860007665,60.10977830996674
target,Rpa3.4,19327,0.3691175765627241,76.90296964316617
control,Runx3,0,0.0,2.263563610523923
control,Runx3.2,0,0.0,2.263563610523923
control,Runx3.3,545,0.010408706950208756,31.080225030070984
target,Satb1.1,33,0.0006302519804713559,14.513981176097273
target,Satb1.2,1623,0.03099693831227305,41.66726202154997
target,Satb1.3,1450,0.027692890051014125,40.43366726687167
target,Scmh1.1,13862,0.264744028887695,71.5498774769972
target,Scmh1.2,73962,1.4125665751400736,94.97576800115021
target,Scmh1.3,6147,0.1173987552714371,58.90449985330331
target,Scml2.1,18816,0.35935822013784946,76.47307199330228
target,Scml2.2,45004,0.8595109130040274,89.4820329562131
target,Scml2.3,6285,0.12003435446249916,59.23250625478109
target,Scml2.4,35635,0.6805766461847506,86.29827276919575
target,Scml4.1,3862,0.0737585802600114,52.33105747494281
target,Scml4.2,50,0.000954927243138418,16.24740243514011
target,Scml4.3,2898,0.055347583012302706,48.56506752653267
target,Setd1a.1,0,0.0,2.263563610523923
target,Setd1a.3,5434,0.10378149278428327,57.105610787538794
target,Setd1a.4,11116,0.21229942469453308,68.01510155149836
target,Setd2.1,202,0.003857906062279209,23.750173121444927
target,Setd2.2,25843,0.49356369488852275,81.49554082143207
target,Setd2.3,150782,2.879716791497939,99.09637757990495
target,Setd2.4,106487,2.0337467468016146,97.63637345989187
target,Setd3.1,125403,2.395014821425741,98.4431801355566
target,Setd3.2,416,0.007944994662911637,28.890064509740217
target,Setd3.3,96307,1.8393235600986324,97.0243495390172
target,Setd4.1,0,0.0,2.263563610523923
target,Setd4.2,162133,3.0965043742352227,99.28817538596626
target,Setd4.3,3238,0.06184108826564395,49.992543013155
target,Setd4.4,9209,0.17587849964123384,65.04875328844828
target,Setd5.1,0,0.0,2.263563610523923
target,Setd5.2,85655,1.6358858602204238,96.19396471234765
target,Setd5.3,0,0.0,2.263563610523923
target,Setd5.4,2980,0.056913663691049714,48.92079500668006
target,Setd7.1,19,0.00036287235239259886,12.484769833894145
target,Setd7.2,42336,0.8085559953101614,88.67943216993953
target,Setd8.1,4868,0.09297171639195638,55.53357974534302
target,Setd8.2,114150,2.1800988960850085,98.00713069032648
target,Setd8.3,1992,0.03804430136663457,43.99808156986119
target,Setd8.4,10618,0.20278834935287446,67.2878460796549
target,Setdb1.2,11156,0.21306336648904386,68.07221568349149
target,Setdb1.3,10338,0.19744075679129933,66.86511972312427
target,Setdb1.4,11534,0.2202826164471703,68.60274683877091
target,Setdb2.1,7159,0.1367264826725587,61.17936556479015
target,Setdb2.2,2096,0.040030550032362486,44.59491473317829
target,Setdb2.3,14296,0.27303279735813646,72.04633600920766
target,Setdb2.4,132,0.0025210079218854235,21.159607763745086
target,Setmar.1,22106,0.42219243273635737,79.0455098143715
target,Setmar.2,1809,0.03454926765674796,42.88746960832719
target,Setmar.3,2799,0.05345682707088864,48.12492472098967
target,Setmar.4,25060,0.47860953426097513,81.01741176913032
target,Sfmbt1.1,9107,0.17393044806523147,64.8750041487204
target,Sfmbt1.2,27436,0.5239876768549128,82.41759113819879
target,Sfmbt1.3,58680,1.1207026125472475,92.66377569702937
