type,shRNA,count
target,Asxl3.1,1601821
target,Jhdm1d.1,171722
target,Bmi1.4,166061
target,Hdac2.1,161203
target,Aff1.3,146026
target,Gadd45a.4,72429
target,Cbx3.3,69220
target,Asxl2.4,60569
target,Hdac4.4,57598
target,Baz1a.2,53732
target,Dnmt3b.1,47308
target,Asxl2.1,36749
target,Atr.2,35664
target,Ehmt1.2,35026
target,Hells.2,31222
target,Chd3.1,30268
target,Ctsl.4,29294
target,Fkbp1a.4,25006
target,Ehmt1.4,24681
target,Cbx5.4,24300
target,Aurkb.2,22243
target,Arid2.1,20997
target,Aff4.1,20086
target,Ing2.3,19853
target,Crebbp.1,19795
target,Chd1.4,18851
target,Cbx8.2,17527
target,Brd8.1,16743
target,Jarid2.4,15705
target,Brd2.2,14460
target,Brd4.2,12783
target,Chd1l.3,12747
target,Baz1b.2,12552
target,Chd1.3,12411
target,Aurkb.1,11097
target,Brd9.2,10555
target,Hells.4,10475
target,Baz2b.1,10022
target,Cbx4.2,9850
target,Hat1.1,9773
target,Cbx3.1,8952
target,Ezh1.2,8880
target,Atrx.3,8644
target,Hcfc1.1,8245
target,Dnmt3l.1,7925
target,Hltf.3,7820
target,Elp3.1,7400
target,Hdac9.2,7075
target,Brwd1.1,7067
target,Cbx3.4,7050
target,Elp4.4,6802
target,Crebbp.3,6579
target,Eed.4,6485
target,Dnmt3b.2,5421
target,Atr.1,5295
target,Chd9.4,5279
target,Chaf1b.4,5222
target,Hdac10.2,5077
target,Brd1.2,5034
target,Hdac6.3,4681
target,Gtf2f1.3,4414
target,Hdac7.2,4360
target,Cbx8.4,4254
target,Brd3.2,4219
target,Asxl1.4,4130
target,Ing4.3,4127
target,Chd8.1,4058
target,Aff1.2,3910
target,Cbx1.2,3885
target,Dnmt3b.4,3875
target,Atrx.4,3873
target,Jarid2.2,3849
target,Chd1.1,3788
target,Brd8.3,3743
target,Epc2.4,3589
target,Brwd3.2,3527
target,Fbxl19.3,3374
target,Cbx5.2,3328
target,Gtf2b.1,3310
target,Chaf1a.3,3279
target,Ctsl.2,3270
target,Brpf1.2,3238
target,Hira.4,3130
target,Baz2b.2,3031
target,Carm1.2,3005
target,Epc1.2,2971
target,Chaf1b.3,2950
target,Chd9.3,2774
target,Chaf1a.4,2745
target,Elp4.3,2734
target,Cxxc1.4,2680
target,Atad2b.1,2597
target,Ctsl.1,2539
target,Dnmt1.2,2521
target,Asxl2.3,2519
target,Dnmt3l.3,2499
target,Chd2.3,2475
target,Chd8.3,2468
target,Atad2.1,2425
target,Atr.3,2400
target,Ash1l.1,2352
target,Hdac8.1,2327
target,Baz1b.1,2317
target,Chaf1a.1,2308
target,Fbxl19.2,2288
target,Hdac2.3,2253
target,Jmjd1c.2,2224
target,Cbx4.4,2207
target,Baz1a.4,2200
target,Cbx6.2,2199
target,Brd4.3,2175
target,Cbx4.1,2170
target,Fbxl19.1,2164
target,Ash2l.2,2103
target,Baz1b.3,2090
target,Hat1.3,2081
target,Eed.3,2077
target,Hdac6.2,2027
target,Ino80.1,2023
target,Atad2.2,2019
target,Dnmt1.4,1985
target,Cbx6.3,1970
target,Ing3.4,1925
target,Ep300.2,1901
target,Jmjd1c.4,1897
target,Chd8.2,1855
target,Dnmt3l.2,1847
target,Dnmt3a.4,1841
target,Gadd45b.2,1839
target,Gadd45a.3,1826
target,Hdac9.3,1765
target,Cbx1.4,1765
target,Brd4.4,1758
target,Dmap1.2,1726
target,Dot1l.1,1706
target,Hdac1.2,1703
target,Brwd3.1,1674
target,Ep400.4,1647
target,Chd5.4,1645
target,Brd8.4,1596
target,Brpf1.3,1577
