type,shRNA,count
target,Rbbp7.3,94888
target,Psip1.2,75855
target,Prmt8.4,48090
target,Rbbp5.4,47496
target,Morf4l1.2,46300
target,Phf19.3,44233
target,Rbbp4.3,43987
target,Pcgf6.3,42510
target,Kdm3a.3,40505
target,Parp1.3,35324
target,Kdm5a.2,31164
target,Kat2b.2,29708
target,Pbrm1.2,29705
target,Nap1l3.3,28046
target,Mta3.1,25070
target,Rbbp7.1,24164
target,Pcmt1.4,24129
target,Padi6.4,22789
target,Myst4.1,21969
target,Prdm6.4,21058
target,Myst1.2,20247
target,Mll3.2,19171
target,Kdm4a.1,19110
target,Phc1.1,18677
target,Kdm1a.3,18273
target,Prmt3.4,18019
target,Phf8.2,16746
target,Kdm5a.1,16431
target,Prdm9.4,16269
target,L3mbtl1.3,15824
target,Mll2.1,15760
target,Kdm1a.4,15485
target,Padi1.4,14978
target,Paxip1.4,14858
target,Mbd3.2,14466
target,Kat2a.3,14277
target,Prmt5.3,14258
target,Kat5.2,13617
target,Prmt5.2,13530
target,Kdm1b.1,13475
target,Jmjd5.4,12857
target,Prkaa2.3,12585
target,Myst1.3,12445
target,Kdm4c.1,12323
target,Ppargc1a.4,12113
target,Nap1l2.1,11882
target,Mbd4.1,11504
target,Jmjd5.3,11407
target,Phf2.3,10898
target,Kat5.4,10791
target,Kat2b.3,10470
target,Rbbp5.3,10434
target,L3mbtl1.4,10418
target,Prmt3.3,10407
target,Mll1.3,10381
target,Prdm5.1,10279
target,Mll2.2,10262
target,Prdm8.1,10196
target,Nap1l1.4,10012
target,Mll3.3,9644
target,Phf20.3,9551
target,Ncor1.1,9234
target,Rbbp7.4,8872
target,Kdm5c.1,8840
target,Mll1.2,8818
target,Morf4l1.3,8624
target,Psip1.1,8596
target,Ncor1.4,8578
target,Kdm5b.3,8467
target,Mtf2.2,8459
target,Prkaa1.4,8426
target,Prmt3.1,8285
target,Myst3.2,8102
target,Ncoa1.1,7996
target,Kdm3a.4,7981
target,Kdm5c.2,7953
target,Prdm10.1,7937
target,Jmjd6.2,7863
