"dataSet","mean","sd"
"Amt_CD103GeoMean_100U_shRNA.csv","35.2231450797905","18.4180763026528"
"Amt_CD103GeoMean_10U_shRNA.csv","516.513772777639","253.164634711237"
"Amt_CD103Percentage_100U_shRNA.csv","1.83130440291317","2.33819403324402"
"Amt_CD103Percentage_10U_shRNA.csv","53.3241977854296","11.2184238114462"
"Amt_CD25GeoMean_100U_shRNA.csv","3212.71049086792","1352.9555078382"
"Amt_CD25GeoMean_10U_shRNA.csv","233.539352091179","198.936523530784"
"Amt_CD44GeoMean_100U_shRNA.csv","4228.61810648053","1113.00983934203"
"Amt_CD44GeoMean_10U_shRNA.csv","1557.66358914692","496.51491832109"
"Amt_CD62LPercentage_100U_shRNA.csv","20.3033447717737","7.95873109405128"
"Amt_CD62LPercentage_10U_shRNA.csv","33.7116090479164","10.1947693879115"
"Amt_CXCR3GeoMean_100U_shRNA.csv","258.213847538484","349.591339454396"
"Amt_CXCR3GeoMean_10U_shRNA.csv","6279.32605505183","2753.56086481078"
"Amt_CXCR3Percentage_100U_shRNA.csv","29.4112436381167","14.0439259789187"
"Amt_CXCR3Percentage_10U_shRNA.csv","93.9654753710793","7.87323051124477"
"Amt_Lag3GeoMean_100U_shRNA.csv","3016.69767849441","1078.23014684702"
"Amt_Lag3GeoMean_10U_shRNA.csv","928.180619639369","348.253855675013"
"Amt_PD1GeoMean_100U_shRNA.csv","621.732152395825","300.071145083737"
"Amt_PD1GeoMean_10U_shRNA.csv","411.37615910229","196.183040059986"
"Amt_Tim3GeoMean_100U_shRNA.csv","431.045671962691","191.537554727185"
"Amt_Tim3GeoMean_10U_shRNA.csv","26.1728575344358","22.1592278208895"
"Amt_Tim3Percentage_100U_shRNA.csv","61.3662854941569","10.8293911976629"
"Amt_Tim3Percentage_10U_shRNA.csv","6.16506146264169","4.3302634418698"
"AmtGFP_CD103GeoMean_100U_shRNA.csv","19.642756246433","13.1349822412788"
"AmtGFP_CD103GeoMean_10U_shRNA.csv","222.261131993558","136.911443541015"
"AmtGFP_CD103Percentage_100U_shRNA.csv","1.24381876690825","2.07674339970212"
"AmtGFP_CD103Percentage_10U_shRNA.csv","37.5507727872209","9.26638885196765"
"AmtGFP_CD25GeoMean_100U_shRNA.csv","8197.25992132966","2945.17909367577"
"AmtGFP_CD25GeoMean_10U_shRNA.csv","620.625942651987","413.628237383492"
"AmtGFP_CD44GeoMean_100U_shRNA.csv","2895.46937309339","1088.75970490618"
"AmtGFP_CD44GeoMean_10U_shRNA.csv","1156.29413653467","493.397999081745"
"AmtGFP_CD62LPercentage_100U_shRNA.csv","31.9912675272454","7.69260805041748"
"AmtGFP_CD62LPercentage_10U_shRNA.csv","37.4579936038456","8.71142411496239"
"AmtGFP_CXCR3GeoMean_100U_shRNA.csv","42.9750428061024","118.371412010509"
"AmtGFP_CXCR3GeoMean_10U_shRNA.csv","1051.0365263513","1058.25603054773"
"AmtGFP_CXCR3Percentage_100U_shRNA.csv","7.81651334086558","6.6100421325847"
"AmtGFP_CXCR3Percentage_10U_shRNA.csv","55.3562895703574","13.4798754421983"
"AmtGFP_Lag3GeoMean_100U_shRNA.csv","3980.65547650017","1341.33522908649"
"AmtGFP_Lag3GeoMean_10U_shRNA.csv","1849.66366240229","706.273336457032"
"AmtGFP_PD1GeoMean_100U_shRNA.csv","1645.39232678072","780.973685194644"
"AmtGFP_PD1GeoMean_10U_shRNA.csv","4274.81710208974","1577.49416753062"
"AmtGFP_Tim3GeoMean_100U_shRNA.csv","1700.38969376767","718.482344305412"
"AmtGFP_Tim3GeoMean_10U_shRNA.csv","162.90592009275","93.6374283207473"
"AmtGFP_Tim3Percentage_100U_shRNA.csv","88.1102305991315","7.91318617995753"
"AmtGFP_Tim3Percentage_10U_shRNA.csv","41.6191500486982","11.5668184261387"
