shRNA,Q3,Q2,Q4,Q1,exp
Smarce1.3,nan,nan,nan,nan,P15-21_rep2
Smarcb1.2,1.0,1.0,1.0,1.0,P15-21_rep2
Smarcd1.2,nan,nan,nan,nan,P15-21_rep2
Smarca5.1,-1.0,-1.0,-1.0,-1.0,P15-21_rep2
Taf1.2,nan,nan,nan,nan,P15-21_rep2
Tet3.2,0.49999999999949246,0.5000000000001628,0.5000000000000989,0.5000000000000671,P15-21_rep2
Ssrp1.3,0.49999999999999356,0.49999999999999356,0.49999999999999356,0.49999999999999356,P15-21_rep2
Zmynd11.3,0.49999999999995537,0.49999999999995537,0.49999999999995537,0.49999999999995537,P15-21_rep2
Setmar.2,0.6859943405699979,0.6859943405699979,-0.17149858514237631,0.6859943405699979,P15-21_rep2
Sp100.1,0.6454972243678905,0.6454972243678905,-2.472428288845822e-14,0.6454972243678905,P15-21_rep2
Smarca1.3,0.8164965809277243,0.13608276348796708,0.1360827634880192,0.8164965809277243,P15-21_rep2
Sirt1.2,0.2948839123097611,0.2948839123097611,0.2948839123097611,1.0320936930842626,P15-21_rep2
Wdr82.2,0.3441236008058617,0.3441236008058617,0.3441236008058617,0.9176629354822613,P15-21_rep2
Suv39h2.3,0.5619514869489559,-0.37463432463269114,0.5619514869490098,1.0302443927398692,P15-21_rep2
Setmar.1,0.1942571724716623,-0.2913857587070377,0.6799001036504181,1.1655430348281508,P15-21_rep2
Smarcd1.1,0.8164965809277267,0.136082763487898,0.8164965809277006,0.136082763487898,P15-21_rep2
Setd5.4,0.7319250547113959,0.24397501823713819,0.7319250547113959,0.24397501823713819,P15-21_rep2
Sp140.1,0.7126966450998025,0.2672612419124195,0.7126966450998025,0.2672612419124195,P15-21_rep2
Setdb1.2,0.4999999999999923,0.4999999999999923,0.4999999999999923,0.4999999999999923,P15-21_rep2
Setd5.2,0.6188527477552466,0.6188527477552466,0.6188527477552466,0.10314212462587771,P15-21_rep2
Taf3.2,0.7126966450998592,0.2672612419124045,0.712696645099808,0.2672612419124045,P15-21_rep2
