gene_name,t1,t2
Ncor1.1,-5.623289,54.656536
Ncoa3.2,-32.41178,22.572334
Pbrm1.3,-33.185497,43.555843
Padi6.2,-32.806152,44.390743
Ncor2.2,-21.850286,-9.272603
Nap1l2.3,-46.938892,-6.228713
Pcgf1.2,-58.25864,27.908646
Nsd1.2,-27.052462,38.939575
Orc1.2,-33.845867,35.544144
Nap1l2.4,-39.85464,33.04062
Parp1.3,-52.346813,22.434477
Padi4.3,-46.141644,-8.472282
Ncor1.2,6.547673,79.00486
Nap1l3.3,-53.21144,22.49926
Paxip1.3,-40.190105,19.873007
Padi6.3,-32.50114,45.0579
Ncor2.3,7.1047034,56.2914
Ncoa1.3,-60.51227,17.242647
Pcgf1.3,-48.794365,38.30875
Padi4.4,-39.687393,33.886658
Ncor1.3,-5.6462398,54.879692
Ncoa3.3,-17.282173,5.6789546
Parp1.4,-33.68805,22.16692
Orc1.3,-54.073296,-1.1253188
Nsd1.3,-61.622345,-28.411234
Ncoa3.4,-37.9134,32.315918
Paxip1.4,-41.26961,31.177612
Padi6.4,-33.306385,37.281666
Nsd1.4,-31.241896,28.818407
Nap1l3.4,-50.75913,-2.5044537
Pcgf1.4,-49.4445,25.212652
Pbrm1.4,-32.94129,35.595627
Ncor1.4,-60.519394,14.238657
Ncoa1.4,-38.27622,32.313236
Padi1.4,-49.366577,37.315792
Ncor2.4,-30.622414,31.91703
Orc1.4,-35.8126,35.47641
Pcgf2.1,-5.5914626,90.86634
Phf20.1,-49.276497,-11.221376
Phf20l1.1,-21.772774,-67.570854
Phf2.1,9.351465,59.96785
Pcgf6.1,-41.87696,39.83304
Prdm1.1,7.792627,57.042854
Phip.1,-43.19467,38.95799
Phf1.1,-40.327496,41.06777
Pcgf5.1,-16.601612,-34.379974
Polr2b.1,2.6917138,35.467937
Phip.2,-28.188753,5.7633185
Pcmt1.1,-29.956434,4.375084
Pcgf2.2,-29.66881,5.1605067
Polr2b.2,-60.303577,31.145912
Phf8.1,-7.635951,29.490366
Phf20l1.2,-6.7008076,32.82519
Pcgf6.2,9.002674,59.03126
Ppargc1a.1,12.746243,40.996124
Phf20.2,12.426883,40.77833
Phf19.1,-28.714182,31.312336
Pcgf5.2,-30.336903,3.6450999
Ppargc1a.2,-29.520758,7.560835
Phf20.3,-11.823056,35.858406
Phc1.1,-28.84388,7.326259
Pcmt1.2,-8.687741,-7.955453
Ppargc1a.3,-34.675022,-4.154289
Phf8.2,-30.015238,6.050272
Phf1.2,-7.265136,33.84073
Pcgf2.3,15.568149,45.253304
Prdm1.2,-2.746622,27.42703
Phf19.2,-34.95039,-4.0026474
Phf2.2,-9.265744,34.211502
Pcgf2.4,-34.677803,3.0288622
Phip.3,-24.581285,1.2966155
Phf20l1.3,-26.00689,1.0685083
Phc1.2,-12.451362,34.989918
Pcgf5.3,-25.267878,1.1620617
Polr2b.3,-8.5594845,28.889524
Phf8.3,-7.264817,29.55947
Phf1.3,0.0924973,32.93507
Pcgf6.3,-24.06864,1.4569067
Prdm1.3,-61.15798,30.554977
Phf20l1.4,-9.329562,34.1639
Phc1.3,7.8880415,57.139782
Pcmt1.3,6.5094223,51.239037
Phip.4,8.560734,58.27545
Phf2.3,1.8275567,35.17254
Phf19.3,0.2077982,34.170666
Pcmt1.4,2.987128,42.732067
Polr2b.4,-58.975536,30.775768
Phf8.4,-9.695554,49.621704
Phf19.4,23.032839,14.832147
Pcgf5.4,16.293333,-45.072586
Prdm1.4,-59.7636,16.24104
Ppargc1a.4,-40.94605,40.329636
Phc1.4,-0.3924329,34.337265
Pcgf6.4,-0.6920141,34.76426
Phf20.4,0.50444204,11.508338
Phf1.4,32.840927,48.426617
Phf2.4,-1.8883697,33.676224
Prdm10.1,-84.76446,13.293493
Prdm5.1,-96.338486,12.483911
Prdm6.1,-86.81655,18.457733
Prdm4.1,-88.35773,18.777077
Prdm12.1,-89.8532,18.418938
Prkcd.1,-81.51836,14.488303
Prdm9.1,-83.81631,14.506447
Prdm15.1,-92.65944,9.613239
Prdm11.1,-61.62203,-29.290852
Prkaa1.1,-82.38819,14.223193
Prdm9.2,-94.85313,21.129667
Prdm13.1,-97.54081,21.212988
Prdm10.2,-93.33716,24.242657
Prkaa1.2,-97.5384,22.77015
Prdm8.1,-96.3825,27.401876
Prdm6.2,-94.68863,23.978958
Prdm12.2,-99.38954,23.8171
Prkaa2.1,-86.14333,17.730856
Prdm5.2,-96.15649,28.08541
Prdm2.1,-79.63831,17.76364
Prdm11.2,-79.8153,19.147259
Prkaa2.2,-95.02182,18.416586
Prdm5.3,-81.6409,4.884087
Prdm14.1,-97.14505,19.712645
Prdm13.2,-85.16674,21.756575
Prkaa2.3,-95.93964,20.901947
Prdm8.2,-99.90615,24.401052
Prdm15.2,-92.6987,9.607307
Prdm10.3,-79.62002,19.404888
Prkcd.2,-87.53152,20.078081
Prdm2.2,-88.98057,21.85525
Prdm4.2,-100.51047,19.405476
Prdm10.4,-94.978424,18.252941
Prdm9.3,-100.736664,17.679337
Prdm6.3,-101.777336,20.287663
Prdm14.2,-102.563255,20.553158
Prdm11.3,-97.55066,21.455544
Prkaa1.3,-96.61905,24.354149
Prdm8.3,-82.523056,12.90175
Prdm15.3,-98.79045,21.768038
Prdm12.3,-93.104805,13.57152
Prkcd.3,-89.70588,15.475924
Prdm6.4,-90.81934,14.86273
Prdm14.3,-95.72281,14.885632
Prdm13.3,-63.08131,-3.478156
Prdm9.4,-100.773735,17.327276
Prdm4.3,-96.094696,13.002047
Prdm2.3,-96.04432,23.50698
Prdm13.4,-80.901794,3.9058528
Prkaa1.4,-88.62344,20.009691
Prdm8.4,-88.82002,20.798504
Prdm2.4,-91.19179,13.074696
Prdm11.4,-85.47266,20.036009
Prkcd.4,-81.838234,5.371769
Prkaa2.4,-91.495514,14.259742
Prdm14.4,-81.7754,19.39642
Prdm12.4,-88.51922,16.251095
Prdm5.4,-83.54081,19.330708
Prdm15.4,-96.12744,15.457809
Prdm4.4,-83.46181,14.275239
Prmt1.1,-7.669295,98.512436
Rbbp4.1,-13.011026,89.424614
Rbbp5.1,-7.113294,95.03588
Psip1.1,-15.640882,68.770676
Prmt3.1,-3.0324237,96.10846
Rnf40.1,-14.094427,89.11769
Ring1.1,-8.170438,87.98772
Prmt7.1,-7.5167294,93.045944
Prmt2.1,-8.888424,93.60761
Rnf20.1,-13.325078,89.37072
Ring1.2,-31.804369,64.56306
Prmt5.1,-7.557671,93.59647
Prmt1.2,0.72961336,85.05189
Rnf20.2,-6.017045,82.71156
Rbbp7.1,-2.9581788,82.697655
Rbbp5.2,-2.987214,96.12219
Prmt3.2,-3.8112648,88.66104
Rnf217.1,-7.7508297,87.99849
Rbbp4.2,0.43451422,81.44835
Prmt8.1,-6.3959427,78.937645
Prmt2.2,-11.472228,81.93632
Rnf217.2,-13.614074,85.532074
Rbbp4.3,-15.020555,37.799328
Prmt6.1,-9.462961,87.661934
Prmt5.2,-7.177903,82.09316
Rnf217.3,-5.8128934,90.00681
Rbbp7.2,3.262181,79.543365
Prmt7.2,-3.2463746,81.69971
Prmt1.3,-7.655868,98.60753
Rnf40.2,-8.673023,79.791336
Prmt8.2,-11.640786,81.807045
Psip1.2,-12.086328,83.69178
Prmt1.4,-11.287805,82.8517
Ring1.3,0.55197084,84.12074
Rbbp5.3,-2.5641127,81.159355
Prmt6.2,-7.0909567,89.13366
Prmt2.3,-5.0585537,81.37396
Rnf20.3,-13.076783,85.23946
Rbbp7.3,-7.5381937,78.60381
Prmt7.3,-2.4727979,90.99876
Prmt3.3,5.23829,79.28895
Rnf40.3,-9.635031,78.02435
Rbbp5.4,-1.1957611,80.363335
Prmt6.3,-0.14968735,80.817535
Prmt5.3,-7.3360143,77.5173
Ring1.4,0.45278874,79.59873
Psip1.3,-1.261609,79.12101
Prmt8.3,-3.4919617,88.68985
Prmt5.4,3.9702454,79.42123
Rnf20.4,-7.949621,79.16151
Rbbp7.4,-17.570908,68.3992
Prmt8.4,-2.6226125,87.71955
Prmt2.4,-53.333168,66.259575
Rpa3.1,-8.244226,20.275154
Setdb1.1,0.7251635,86.216385
Setdb2.1,8.259853,-5.822425
Setd8.1,14.554869,-9.820131
Scml4.1,-3.8138068,-5.3029346
Sin3b.1,0.79554385,1.1393849
Sfmbt1.1,-3.2925293,-1.5808971
Setd4.1,1.9141036,0.2586796
Scml2.1,-4.4681063,-0.18466388
Sfmbt2.1,8.004544,2.1520839
Sfmbt1.2,-12.826414,-51.37951
Setd1a.1,13.691145,30.135849
Rpa3.2,-6.889901,18.922678
Sfmbt2.2,33.777367,15.945433
Setmar.1,-38.89656,-32.39474
Setdb2.2,8.908936,2.0016286
Scml4.2,-32.83668,-27.391253
Sin3a.1,7.7267346,1.1181962
Setdb1.2,-6.043396,9.184097
Setd5.1,-61.2947,-4.1942654
Scml2.2,28.98364,59.9257
Sin3a.2,-5.6395755,1.5299398
Setdb1.3,-9.363617,28.323982
Setd2.1,16.66208,28.527737
Setd1a.2,38.580257,41.758034
Sin3a.3,-5.2514987,0.6141421
Setmar.2,-16.803467,-10.367278
Setd4.2,-4.514573,7.76149
Rpa3.3,29.521832,63.94322
Sin3b.2,4.05453,0.94489205
Setd5.2,20.64912,-26.135757
Setd8.2,-26.87524,-31.543655
Rpa3.4,-7.3906417,19.289597
Sfmbt1.3,27.259104,28.503212
Setdb2.3,-8.230771,-66.45914
Setd2.2,1.2437881,-20.232203
Scml2.3,-21.072687,-34.03093
Sfmbt2.3,-2.7105181,-69.27436
Setmar.3,23.452896,25.619654
Setd4.3,16.880865,-13.338365
Scml4.3,0.18195459,1.2410103
Sin3b.3,-15.438978,14.057491
Setdb2.4,-19.22426,-9.978212
Setd2.3,6.9654474,3.21218
Setd1a.3,14.555995,28.179571
Sfmbt1.4,0.8970516,-25.769688
Setd8.3,-9.945205,57.78564
Setd5.3,21.020018,-26.908531
Setd1a.4,27.60856,13.345988
Sfmbt2.4,-33.03053,38.22522
Setmar.4,-8.461506,-2.7331405
Setd5.4,21.050827,-26.979818
Scml2.4,-5.0415277,-2.964048
Sin3b.4,15.0567255,-28.184225
Sin3a.4,30.966063,60.120163
Setd2.4,15.02298,-28.204386
Scml4.4,-64.104546,-0.114505984
Setdb1.4,28.329535,59.404984
Setd4.4,34.63984,57.74963
Setd8.4,34.73966,55.81276
Sirt1.1,-15.045459,-21.414711
Smarca5.1,-60.84903,-11.708093
Smarcc2.1,9.930364,-16.34583
Smarca4.1,-84.739944,-25.637217
Sirt4.1,-10.943096,-13.534151
Smyd3.1,-16.861814,-31.35434
Smarcd3.1,33.39255,50.459827
Sirt7.1,-16.450132,-30.717571
Sirt3.1,-8.99031,-1.3926255
Smarce1.1,-14.554102,-25.082273
Smarcd3.2,-2.6097207,-26.207382
Sirt5.1,-2.451337,-27.161398
Sirt1.2,-5.6386824,-23.712984
Smarce1.2,-87.087234,-18.775848
Smarcd1.1,-18.556156,-18.4726
Smarcc2.2,8.765638,-16.803568
Sirt4.2,-31.770355,-26.085087
Smyd2.1,-14.595712,-25.624834
Smarca5.2,1.6391534,2.6063623
Smarca1.1,4.0860124,-18.156471
Sirt3.2,-34.105774,-6.370413
Smyd2.2,-7.609774,-23.390085
Smarca5.3,-60.641705,-10.482803
Sirt6.1,-37.606934,-31.256227
Sirt5.2,-5.6369896,-28.994678
Smyd2.3,-79.43349,1.8243012
Smarcd1.2,-28.983198,-13.147388
Sirt7.2,-51.20518,-31.870235
Sirt1.3,-12.064362,-26.460138
Smyd3.2,16.01677,-12.738523
Smarca1.2,-6.441172,-23.708271
Smarca4.2,-84.520996,-25.451628
Sirt1.4,-4.737822,-28.568466
Smarcd3.3,5.530784,-60.591667
Smarcc2.3,26.83473,28.817308
Sirt6.2,-11.704082,-26.527391
Sirt3.3,8.077887,-16.992292
Smarce1.3,-87.470665,-18.710379
Smarcd1.3,-16.837324,-20.190046
Sirt7.3,34.288136,58.952324
Sirt4.3,-4.939428,-24.347095
Smyd3.3,-4.9842396,-21.49153
Smarcc2.4,2.101495,-10.710566
Sirt6.3,12.050654,-24.112133
Sirt5.3,27.78851,30.873634
Smarcd3.4,14.498126,-17.364094
Smarca4.3,-73.55856,-30.759361
Smarca1.3,1.2091243,-34.164173
Sirt5.4,3.3427687,-19.387957
Smarce1.4,-73.3792,-30.770674
Smarcd1.4,-29.206959,-13.254856
Smarca1.4,-15.152361,-21.462685
Sirt3.4,-7.29545,-66.70014
Smyd3.4,3.7408257,-18.82827
Smyd2.4,15.094307,-16.718325
Sirt6.4,14.67498,-17.209572
Sirt4.4,-12.675367,-34.614006
Smarca5.4,-61.043873,-12.420827
Smyd4.1,-56.44958,-29.29899
Suv39h2.1,-55.358055,-29.382702
Suv420h1.1,10.23222,12.002523
Suv39h1.1,14.161866,2.7250748
Sp100.1,19.694815,9.9896145
Tcea1.1,11.643871,10.20367
Suz12.1,35.840027,16.800478
Ssrp1.1,19.669062,10.199776
Smyd5.1,19.520586,8.933152
Taf1.1,-17.54075,-17.123571
Suz12.2,-21.211082,-37.175415
Sp110.1,-15.421295,-33.596497
Smyd4.2,-15.597919,-33.708534
Taf1.2,-20.621407,-18.499222
Suv420h2.1,13.230726,-44.64232
Suv420h1.2,-13.715456,-34.95552
Sp100.2,-53.495678,-28.684175
Taf3.1,-24.151478,-17.36547
Suv39h2.2,2.0561588,-31.275555
Supt16h.1,23.462267,26.575312
Smyd5.2,17.848064,-8.93701
Taf3.2,-22.38138,-37.22741
Suv39h2.3,-21.663332,-67.820145
Sp140.1,-0.80947477,-37.545513
Sp110.2,-22.438229,-38.561344
Taf3.3,-24.149666,-17.402687
Suv420h2.2,-3.4131677,-67.90569
Ssrp1.2,32.33856,50.050697
Smyd4.3,23.997272,27.170692
Tcea1.2,-17.76034,-17.389433
Supt16h.2,34.11641,54.176094
Suv39h1.2,17.166433,-9.738845
Smyd4.4,-32.7125,-27.218895
Suz12.3,-3.383642,-37.921486
Suv420h1.3,-1.3666155,-36.015705
Sp140.2,2.0933182,-26.355965
Smyd5.3,2.5086443,-20.048866
Taf1.3,-21.131563,-18.140827
Suv420h2.3,10.264051,11.622491
Ssrp1.3,29.548677,63.787655
Sp100.3,8.436689,-6.230412
Tcea1.3,-22.76807,-57.700863
Suv420h1.4,1.5077448,-32.942463
Sp140.3,-21.826515,-33.41034
Sp110.3,2.9678714,-31.666641
Suz12.4,-8.664761,21.018919
Suv39h1.3,0.050229248,-25.592125
Supt16h.3,0.79464954,-11.952709
Sp110.4,-5.2861567,-17.517433
Taf1.4,-9.997042,93.80239
Suv420h2.4,-13.218808,18.965538
Supt16h.4,-4.73337,-1.124493
Smyd5.4,-12.672796,-41.462315
Tcea1.4,-23.742126,-20.33621
Taf3.4,-24.035645,-19.532482
Sp140.4,-32.684067,-49.433598
Sp100.4,14.826785,6.011244
Suv39h2.4,0.23387398,-24.539364
Ssrp1.4,24.3413,27.410328
Suv39h1.4,21.608768,30.022495
Tdg.1,-15.258987,-26.667385
Ube2b.1,-40.18832,-58.523903
Ube2e1.1,38.312378,25.209824
Trim66.1,-18.02734,-30.555782
Tet2.1,10.616692,3.4670424
Usp51.1,18.550596,-65.35982
Uhrf1.1,27.249075,46.746227
Trim28.1,28.53128,-7.3483915
Tet1.1,32.937817,48.66262
Usp22.1,-8.342436,-3.2483623
Uhrf1.2,26.374294,46.351833
Tet3.1,-26.850916,-56.2554
Tdg.2,-50.3955,-28.509748
Usp22.2,-1.5769312,-36.729553
Ube2i.1,17.310642,59.383713
Ube2e1.2,-30.267338,-13.868073
Tet2.2,-15.159216,-3.9307737
Usp27x.1,-48.277054,-34.02448
Ube2b.2,-17.17819,5.7910204
Trim33.1,-10.004954,-0.7780313
Tet1.2,-1.3315378,-43.379112
Usp27x.2,-0.06447702,-43.635456
Ube2b.3,-26.18206,-56.607635
Trim24.1,-33.26892,66.33833
Tet3.2,4.052984,-44.520287
Usp27x.3,-1.021363,-42.901012
Ube2i.2,28.56326,58.781918
Trim28.2,-10.025863,-42.706093
Tdg.3,-1.204231,-42.070316
Usp51.2,-15.52359,14.385697
Trim33.2,8.578942,-40.01804
Trim66.2,-31.909552,65.61046
Tdg.4,27.399858,-5.172042
Uhrf1.3,27.443209,32.604286
Ube2e1.3,36.175613,42.85828
Trim24.2,-11.042428,19.23401
Tet1.3,-11.065355,-13.923515
Usp22.3,36.366432,43.51216
Ube2i.3,36.060894,55.733982
Trim28.3,8.997688,-21.978228
Tet2.3,25.50771,12.721341
Usp51.3,-22.00551,-58.60104
Ube2e1.4,39.576813,24.699692
Trim24.3,-26.813936,20.359138
Tet3.3,8.684975,-40.43653
Uhrf1.4,38.9508,24.514696
Trim66.3,23.751621,12.677363
Trim33.3,34.497852,-7.4885864
Tet3.4,23.258139,13.19756
Usp22.4,21.55565,30.41642
Ube2i.4,-41.514126,0.76441145
Trim33.4,-28.071503,-55.868114
Tet1.4,-16.239773,-59.225227
Usp51.4,5.526026,-60.626152
Usp27x.4,1.897402,-35.054348
Trim24.4,12.516353,16.629015
Tet2.4,-23.573511,-32.75453
Ube2b.4,-22.354267,-31.597246
Trim28.4,-8.366642,-22.872051
Trim66.4,-5.446428,-49.903675
Wbp7.1,-6.090159,-68.713715
Arid1b.1,-15.690936,-59.65575
Brd7.2,-5.007039,-69.9232
Actb,-54.915123,-18.342289
Wdr82.1,-54.898968,62.50638
Eaf1.1,-4.2270646,-68.74011
Cecr2.1,-29.223387,-51.307167
Zmynd11.1,-27.403223,-50.557182
Wdr5.1,-29.141901,-52.42736
Chd7.2,-46.09274,-25.899137
Cecr2.2,16.026066,-10.850111
Whsc1.1,27.038942,35.12675
Wbp7.2,-0.6054323,-33.334328
Chd7.3,-30.436316,8.441438
Brdt.3,-0.5550081,-12.67017
Brd7.3,0.44055784,-33.323307
Wdr82.2,-54.805534,62.429752
Clock.3,-5.8420653,-65.977104
Arid1b.2,-29.3015,-46.83547
Zmynd8.1,-43.597076,-13.538435
Wdr5.2,-10.293941,43.03081
Dpy30.1,-15.964828,-10.580214
Arid1b.3,-23.492807,-23.794695
Whsc1l1.1,-31.099,-10.0534
Whsc1.2,-3.6243725,-64.81954
Dpy30.2,-37.08994,-62.367645
Cbx2.1,-3.1827297,-19.242163
Zmynd11.2,-22.569515,-24.87494
Wbp7.3,-5.888162,-67.132256
Eaf1.2,-15.056114,-3.4213018
Zmynd8.2,-22.621735,-57.845795
Actl6a,-76.59322,-31.749872
Wbp7.4,-29.524261,-45.058666
Cecr2.3,5.4801087,-41.83176
Brdt.1,-23.053873,-24.213694
Whsc1l1.2,-25.636503,-22.734947
Wdr5.3,-29.051832,-55.69095
Clock.1,-29.592714,-43.363598
Cbx2.2,-24.375328,-22.506987
Zmynd11.3,-1.6026655,-19.996067
Wdr82.3,-60.60236,64.268845
Eaf1.3,-2.3148847,-44.43859
Brdt.2,-51.149204,-30.9604
Whsc1l1.3,-42.016144,1.6669899
Whsc1.3,19.791199,48.10087
Chd7.1,-46.0745,-25.862967
Arid1a.1,-5.359297,-67.04522
Zmynd8.3,-1.0168672,-31.201187
Whsc1.4,-1.4417264,-18.390759
Clock.2,-1.6881374,-19.50179
Cbx2.3,9.300985,-24.285568
Zmynd8.4,3.0849764,-26.67024
Wdr5.4,28.018774,30.88981
Fbxo17.1,-22.641232,-32.576057
Dpy30.3,-9.36148,-33.604465
Whsc1l1.4,-6.351894,-29.23031
Wdr82.4,-46.684555,64.529305
Brd7.1,12.778761,-24.26399
Baz1a.1,92.85472,-0.39091226
Brd2.1,-3.0362875,11.012338
Brd3.1,-7.198486,-55.69858
Brd1.1,74.12589,-19.476355
Baz2a.1,73.10029,-19.17925
Brpf3.1,91.80653,2.246294
Brd8.1,77.89834,-30.93137
Bop1.1,89.168976,4.352485
Baz1b.1,91.828255,2.231211
Brd9.1,41.085667,60.43783
Brd8.2,87.29711,-1.6084547
Baz2b.1,80.88254,-0.6133212
Baz1a.2,73.58165,-1.8308238
Brd9.2,39.761143,-32.198914
Brd4.1,-45.120632,-80.57926
Brd3.2,66.30174,-18.593176
Baz2a.2,52.06408,-46.022488
Brpf1.1,72.55387,-20.32315
Brd2.2,72.54394,-18.344568
Bptf.1,89.35015,4.4952383
Baz1b.2,70.09501,-19.258713
Brpf1.2,27.791683,-5.522842
Brd2.3,32.293163,-2.1885738
Bmi1.1,34.059666,-2.6658983
Baz2b.2,71.20605,-6.553104
Brpf1.3,87.7082,-7.337521
Brd4.2,-45.551514,-81.434044
Bop1.2,72.854065,-7.4874415
Baz1a.3,88.0338,3.7797248
Brpf3.2,72.86904,-7.3430185
Bptf.2,68.69829,-15.038707
Brd1.2,65.26697,-19.828808
Baz1a.4,80.01845,-5.097732
Brd8.3,50.85864,-47.458775
Brd3.3,36.700726,-48.111134
Bmi1.2,67.16834,-39.455
Baz1b.3,73.76993,-9.023342
Brd9.3,40.29411,-33.872253
Brd4.3,-44.96547,-80.24614
Bop1.3,80.26571,-4.882338
Baz2a.3,79.03188,4.5887017
Brpf3.3,67.40233,-13.412946
Brd3.4,86.92937,3.355623
Bmi1.3,69.349625,-11.355602
Baz2b.3,51.813736,-34.337376
Brd8.4,40.69643,-33.83235
Brd1.3,65.74446,-19.267094
Bptf.3,81.96167,-5.306698
Baz2b.4,81.43843,-0.4143668
Brd9.4,80.05163,-3.6851766
Brd4.4,-45.558964,-80.70824
Bptf.4,68.210045,-14.289964
Baz1b.4,66.99617,-17.182396
Brpf3.4,68.151344,-13.53944
Brpf1.4,80.24587,-0.5997374
Bmi1.4,73.73899,-6.9657054
Baz2a.4,68.32886,-11.822523
Brd2.4,-8.178227,-54.201576
Bop1.4,73.58,-1.8759031
Brd1.4,83.41938,0.3515511
Fbxo17.2,-13.241679,-45.41745
Padi2.1,-3.9963355,10.163241
Paf1.1,-61.011837,-35.48661
Kdm4b.3,-5.446651,9.133772
Gtf2h1.1,22.13531,13.039432
Rnf2.2,14.59095,-56.411404
Phc3.1,27.340994,13.766435
Iws1.1,-54.148655,-18.328764
Fkbp2.3,13.050179,-55.13527
Phf10.2,9.262668,-23.701319
Phc3.2,11.028834,24.477734
H2afz.2,-13.172793,-39.61164
Fbxo17.3,12.022647,-54.313507
Phf10.3,40.04894,33.343822
Parp2.2,12.148263,-55.972275
Paf1.2,-59.772213,-35.551804
Gtf2h1.2,-10.522751,-51.868652
Prdm16.1,-28.32436,-42.25664
Padi2.2,-6.670825,-47.633995
Jmjd8.2,-11.291778,-51.69176
Fkbp5.1,-12.811549,-47.007164
Prdm16.2,4.816193,-47.242706
Padi2.3,3.0871208,-44.4255
Hdac11.3,-30.717237,-48.28198
