gene_name,t1,t2
Prmt1.3,-6.329277,64.553665
Rnf40.2,5.9881735,61.737488
Prmt8.2,1.9675362,62.48157
Psip1.2,2.2565553,64.48218
Prmt1.4,2.8171637,63.69412
Ring1.3,-1.9399793,60.302334
Rbbp5.3,0.83804077,60.43827
Prmt6.2,-0.67951953,64.793465
Prmt2.3,3.2919056,62.86415
Rnf20.3,3.7587118,67.13498
Rbbp7.3,4.365352,61.15534
Prmt7.3,-0.65851057,66.92983
Prmt3.3,2.8721545,56.113827
Rnf40.3,7.403613,60.20874
Rbbp5.4,0.9990413,59.513824
Prmt6.3,0.5013983,58.919693
Prmt5.3,4.6716046,60.253914
Ring1.4,-0.42893603,56.12862
Psip1.3,-1.6394062,56.895065
Prmt8.3,-0.35906312,63.339676
Prmt5.4,2.5775673,57.693707
Rnf20.4,3.8919973,61.76043
Rbbp7.4,-9.512961,51.455032
Prmt8.4,-1.2248011,62.53597
Prmt2.4,-39.876335,49.770897
Rpa3.1,-13.061995,32.72158
Setdb1.1,-3.9538794,61.184616
Setdb2.1,12.110943,-3.3551967
Setd8.1,-0.051216427,5.210945
Scml4.1,-7.6619706,5.740425
Sin3b.1,-2.8555336,2.3302782
Sfmbt1.1,-3.3038676,4.622597
Setd4.1,1.4570748,1.2670946
Scml2.1,-1.0141037,6.6175413
Sfmbt2.1,3.4487593,2.9501674
Sfmbt1.2,-13.573622,-19.995613
Setd1a.1,16.297865,12.566972
Rpa3.2,-13.046868,34.305912
Sfmbt2.2,20.962103,-6.2094274
Setmar.1,-25.404648,-16.032412
Setdb2.2,4.9941998,3.5808148
Scml4.2,-17.55061,-7.2114725
Sin3a.1,3.5333202,4.0603795
Setdb1.2,-1.3776032,-0.39676464
Setd5.1,-41.549316,-6.830756
Scml2.2,21.684723,26.95701
Sin3a.2,-3.1512256,7.1260247
Setdb1.3,-18.388172,20.164028
Setd2.1,16.561602,16.190905
Setd1a.2,35.559906,13.916659
Sin3a.3,-2.5680592,6.48027
Setmar.2,-19.439316,-3.2131271
Setd4.2,1.7672362,-0.8361007
Rpa3.3,23.905533,25.742052
Sin3b.2,1.262293,3.020513
Setd5.2,5.924282,12.207921
Setd8.2,-3.9164262,-25.93294
Rpa3.4,-12.659375,33.793247
Sfmbt1.3,15.829065,19.815031
Setdb2.3,-4.018059,-18.774984
Setd2.2,-2.336838,-10.339063
Scml2.3,-14.445205,-16.359673
Sfmbt2.3,-2.1118383,-24.007782
Setmar.3,18.270824,17.144524
Setd4.3,13.826423,6.1285458
Scml4.3,-3.2951062,2.6548882
Sin3b.3,-4.526302,-2.247179
Setdb2.4,-21.675148,-0.0027573402
Setd2.3,-4.0839725,-4.052199
Setd1a.3,14.381566,15.136308
Sfmbt1.4,-0.7134497,-12.862478
Setd8.3,-11.658435,37.935215
Setd5.3,5.059673,12.420171
Setd1a.4,22.980371,11.113042
Sfmbt2.4,-28.609755,31.41587
Setmar.4,-6.407697,2.5785499
Setd5.4,5.0403323,12.459313
Scml2.4,-5.8958583,4.596167
Sin3b.4,-5.649583,-5.764155
Sin3a.4,22.653378,28.540737
Setd2.4,-5.5592365,-5.8926573
Scml4.4,-45.15427,-6.392657
Setdb1.4,21.09173,26.603897
Setd4.4,26.366594,26.761988
Setd8.4,26.738491,25.011908
Sirt1.1,-12.273528,-6.303304
Smarca5.1,-37.26107,-9.271686
Smarcc2.1,11.140426,2.599978
Smarca4.1,-57.19518,14.660049
Sirt4.1,-8.903968,-2.6531475
Smyd3.1,-15.356909,-11.569304
Smarcd3.1,26.008198,20.378551
Sirt7.1,-16.42267,-11.548286
Sirt3.1,-5.565107,1.6266276
Smarce1.1,-13.574202,-8.154716
Smarcd3.2,-3.4080584,-13.824234
Sirt5.1,-2.5054224,-16.958225
Sirt1.2,-4.8739915,-12.893156
Smarce1.2,-60.805145,18.511017
Smarcd1.1,-14.763285,-4.8603764
Smarcc2.2,10.395852,3.284068
Sirt4.2,-18.022833,-5.2181807
Smyd2.1,-14.042214,-9.113149
Smarca5.2,-2.196397,1.0897313
Smarca1.1,-0.6802921,-8.504602
Sirt3.2,-28.97072,-7.896887
Smyd2.2,-7.5689793,-10.324468
Smarca5.3,-38.004898,-10.283368
Sirt6.1,-22.968534,-14.637385
Sirt5.2,-3.5317688,-15.333626
Smyd2.3,-63.144962,-0.4978535
Smarcd1.2,-24.713531,-6.414575
Sirt7.2,-37.902576,-20.296759
Sirt1.3,-12.903169,-9.805698
Smyd3.2,13.001273,6.530881
Smarca1.2,-5.537661,-12.2729845
Smarca4.2,-58.09595,15.115832
Sirt1.4,-2.690545,-14.835883
Smarcd3.3,4.8094068,-23.010683
Smarcc2.3,15.800834,19.245228
Sirt6.2,-12.143351,-10.052001
Sirt3.3,9.198533,4.443531
Smarce1.3,-61.24345,18.806684
Smarcd1.3,-13.724264,-5.49173
Sirt7.3,25.654236,27.977785
Sirt4.3,-5.4200287,-13.789121
Smyd3.3,-6.965747,14.902634
Smarcc2.4,5.692985,-15.417722
Sirt6.3,-8.233504,-7.9706674
Sirt5.3,14.601318,18.851887
Smarcd3.4,12.818515,3.6195486
Smarca4.3,-54.552887,13.334202
Smarca1.3,0.5999376,-19.850029
Sirt5.4,-0.3889114,-9.638266
Smarce1.4,-54.663975,13.92766
Smarcd1.4,-24.862495,-6.2860126
Smarca1.4,-12.627273,-6.52599
Sirt3.4,-3.3215663,-19.275595
Smyd3.4,-0.6336641,-9.212831
Smyd2.4,13.325469,4.489672
Sirt6.4,13.266393,3.8876324
Sirt4.4,-11.458845,-12.212608
Smarca5.4,-37.23459,-8.60396
Smyd4.1,-50.352253,4.4545717
Suv39h2.1,-37.783436,-18.610004
Suv420h1.1,6.2263346,-3.9363966
Suv39h1.1,5.764701,1.9372131
Sp100.1,7.2978406,5.674084
Tcea1.1,4.1473894,-2.9844797
Suz12.1,21.902727,-8.209094
Ssrp1.1,7.562483,5.4342895
Smyd5.1,6.196118,6.088604
Taf1.1,-14.507154,-2.9325354
Suz12.2,-9.5357485,-18.18299
Sp110.1,-14.249407,-12.269846
Smyd4.2,-14.428792,-12.279277
Taf1.2,-22.17233,-7.071017
Suv420h2.1,-5.5563536,-29.101122
Suv420h1.2,-12.493483,-12.40065
Sp100.2,-35.862957,-18.82548
Taf3.1,-22.556087,-8.375564
Suv39h2.2,0.85854214,-16.349249
Supt16h.1,18.53734,17.847082
Smyd5.2,16.392242,8.319696
Taf3.2,-14.722725,-14.778892
Suv39h2.3,-15.606624,-38.676132
Sp140.1,-8.567168,-28.84775
Sp110.2,0.788327,-22.820307
Taf3.3,-22.149698,-8.562724
Suv420h2.2,-1.858854,-22.525736
Ssrp1.2,25.06703,20.811052
Smyd4.3,18.33282,18.400827
Tcea1.2,-14.612579,-3.2444408
Supt16h.2,25.692509,22.742563
Suv39h1.2,14.967351,7.769911
Smyd4.4,-17.709478,-7.034175
Suz12.3,-9.134079,-26.988762
Suv420h1.3,-1.0278236,-18.620747
Sp140.2,0.44197288,-13.806992
Smyd5.3,-1.2369286,-10.435549
Taf1.3,-21.969152,-6.271144
Suv420h2.3,5.7985964,-3.968865
Ssrp1.3,24.198683,25.68571
Sp100.3,12.574933,-3.884098
Tcea1.3,-17.633911,-31.788958
Suv420h1.4,2.6690893,-19.356369
Sp140.3,-13.754019,-15.307666
Sp110.3,3.8399801,-21.333216
Suz12.4,-13.084601,31.996752
Suv39h1.3,-1.3215925,-13.304519
Supt16h.3,4.7599525,-16.51428
Sp110.4,-8.68533,15.974304
Taf1.4,-3.8993766,68.061966
Suv420h2.4,-3.7979136,11.072347
Supt16h.4,-4.072919,5.226862
Smyd5.4,-18.543062,-26.53827
Tcea1.4,-23.486153,-9.855974
Taf3.4,-22.60092,-9.781505
Sp140.4,-24.460983,-29.133629
Sp100.4,6.292029,0.52502716
Suv39h2.4,-1.0789459,-11.943548
Ssrp1.4,17.564444,18.198317
Suv39h1.4,19.471346,20.605442
Tdg.1,-15.186362,-9.593669
Ube2b.1,-20.262135,-15.196082
Ube2e1.1,32.733852,4.915334
Trim66.1,-17.561796,-12.564183
Tet2.1,4.4164963,1.3936443
Usp51.1,1.8005124,-37.77094
Uhrf1.1,29.610802,18.852053
Trim28.1,16.738462,-18.103388
Tet1.1,24.095259,19.66295
Usp22.1,-6.695914,2.9065661
Uhrf1.2,29.955885,18.003227
Tet3.1,-18.66615,-34.266068
Tdg.2,-35.660133,-22.284641
Usp22.2,-9.580631,-28.41729
Ube2i.1,16.777058,34.377953
Ube2e1.2,-25.870962,-5.069629
Tet2.2,-18.192703,0.566719
Usp27x.1,-31.72576,-17.788353
Ube2b.2,-43.936043,11.624017
Trim33.1,-6.24411,0.7620042
Tet1.2,-12.427313,-28.384212
Usp27x.2,-12.496392,-29.336895
Ube2b.3,-17.915537,-34.788376
Trim24.1,-25.123247,48.134476
Tet3.2,-10.895423,-31.892359
Usp27x.3,-11.681475,-28.834734
Ube2i.2,21.285511,25.871841
Trim28.2,-18.915071,-27.880587
Tdg.3,-11.43305,-27.942951
Usp51.2,-3.5938003,-1.9654479
Trim33.2,-7.4598246,-31.388426
Trim66.2,-23.973204,48.957397
Tdg.4,20.813457,-1.0479829
Uhrf1.3,13.463436,20.494476
Ube2e1.3,25.735685,15.064177
Trim24.2,-2.2116787,9.575719
Tet1.3,-9.144251,-3.1183093
Usp22.3,25.631021,15.941735
Ube2i.3,28.727247,24.864319
Trim28.3,7.0170784,8.506567
Tet2.3,21.848858,12.496716
Usp51.3,-16.439346,-32.022034
Ube2e1.4,33.906628,5.570745
Trim24.3,0.3442009,-3.6462085
Tet3.3,-7.071216,-30.95589
Uhrf1.4,32.919773,6.1251297
Trim66.3,10.322413,7.990677
Trim33.3,14.581243,-20.406569
Tet3.4,9.819281,8.719417
Usp22.4,20.035646,20.793753
Ube2i.4,-20.340971,12.791926
Trim33.4,-19.868341,-33.993145
Tet1.4,-17.03621,-17.26933
Usp51.4,4.9370213,-23.460476
Usp27x.4,0.85111225,-20.696362
Trim24.4,15.028855,-8.768746
Tet2.4,-12.273997,-16.40398
Ube2b.4,-9.710412,-4.2504396
Trim28.4,-6.6426854,-9.808751
Trim66.4,9.098867,-13.530432
Wbp7.1,-4.4016924,-21.204065
Arid1b.1,-17.119415,-18.116972
Brd7.2,-4.513336,-22.557617
Actb,-36.72212,-13.951225
Wdr82.1,-39.358902,46.864292
Eaf1.1,-3.1754704,-22.207247
Cecr2.1,-22.611813,-32.167133
Zmynd11.1,-23.793783,-31.987984
Wdr5.1,-22.706575,-34.102146
Chd7.2,-35.88409,-25.281666
Cecr2.2,13.789645,7.7404895
Whsc1.1,11.401314,22.924578
Wbp7.2,0.6867379,-18.02718
Chd7.3,-26.009493,-2.0189595
Brdt.3,3.8158386,-18.60876
Brd7.3,0.07924323,-18.243313
Wdr82.2,-39.181236,46.662865
Clock.3,-2.3225315,-19.422293
Arid1b.2,-23.222595,-27.34415
Zmynd8.1,-27.204336,-13.055831
Wdr5.2,-16.118082,32.60693
Dpy30.1,-18.725992,-3.063071
Arid1b.3,-7.26738,-16.713575
Whsc1l1.1,-26.532545,-7.202526
Whsc1.2,-7.2138524,-22.140228
Dpy30.2,-22.091488,-19.806108
Cbx2.1,-6.7466936,16.289072
Zmynd11.2,-6.0934286,-17.887598
Wbp7.3,-3.128721,-20.255579
Eaf1.2,-17.88123,0.9845004
Zmynd8.2,-17.303347,-31.80641
Actl6a,-55.34355,10.622107
Wbp7.4,-21.990702,-27.545582
Cecr2.3,-9.484007,-31.089262
Brdt.1,-6.465386,-16.823532
Whsc1l1.2,-25.380953,-12.434487
Wdr5.3,-20.963371,-34.266468
Clock.1,-23.237732,-25.52172
Cbx2.2,-24.65436,-11.085844
Zmynd11.3,-8.198055,-12.913489
Wdr82.3,-42.60455,46.29476
Eaf1.3,-12.761104,-27.03561
Brdt.2,-37.195297,-21.05457
Whsc1l1.3,-21.362328,12.965935
Whsc1.3,5.748478,-18.97149
Chd7.1,-35.601215,-25.27809
Arid1a.1,-2.7661,-20.634838
Zmynd8.3,-1.0699782,-17.015846
Whsc1.4,-4.115825,-9.637515
Clock.2,-3.6937635,-10.293832
Cbx2.3,-9.148516,-10.452615
Zmynd8.4,1.6847974,-13.567976
Wdr5.4,14.22306,18.504795
Fbxo17.1,-12.584739,-15.598037
Dpy30.3,-10.549804,-15.163176
Whsc1l1.4,-4.5524855,-16.034744
Wdr82.4,-35.175167,47.92081
Brd7.1,-7.8197727,-7.3279757
Baz1a.1,82.91027,-9.531619
Brd2.1,2.5959074,8.018954
Brd3.1,29.155325,-15.097563
Brd1.1,72.0994,-12.661299
Baz2a.1,71.195885,-12.654418
Brpf3.1,81.64138,-8.229727
Brd8.1,70.030685,-20.556461
Bop1.1,79.38939,-8.4748955
Baz1b.1,81.75192,-8.213286
Brd9.1,30.931013,29.222845
Brd8.2,80.67855,-10.6325865
Baz2b.1,73.3821,-9.236986
Baz1a.2,71.674576,-5.28582
Brd9.2,41.120575,-33.495934
Brd4.1,-37.731518,-38.781647
Brd3.2,64.287674,-15.437716
Baz2a.2,48.479828,-24.92386
Brpf1.1,71.123726,-11.517589
Brd2.2,71.74249,-7.1440287
Bptf.1,79.3325,-8.560429
Baz1b.2,66.197914,-15.909855
Brpf1.2,20.565697,-1.835901
Brd2.3,25.535927,-2.377029
Bmi1.1,26.956137,-2.2230434
Baz2b.2,68.395226,-6.683552
Brpf1.3,75.74407,-11.437822
Brd4.2,-37.037453,-38.461563
Bop1.2,69.56204,-7.71465
Baz1a.3,79.87119,-7.119048
Brpf3.2,69.92773,-7.546629
Bptf.2,65.09722,-12.02694
Brd1.2,62.79232,-16.966719
Baz1a.4,75.8242,-7.0995364
Brd8.3,49.530914,-23.569748
Brd3.3,47.337055,-34.175823
Bmi1.2,65.35215,-26.115421
Baz1b.3,65.58228,-6.1930914
Brd9.3,42.994785,-32.670498
Brd4.3,-38.062683,-38.86034
Bop1.3,75.79144,-7.3826528
Baz2a.3,63.878468,0.34565598
Brpf3.3,66.609146,-12.69033
Brd3.4,79.14948,-5.566833
Bmi1.3,66.873184,-10.234319
Baz2b.3,64.15987,-23.381987
Brd8.4,42.741936,-32.07639
Brd1.3,63.40793,-16.31514
Bptf.3,77.33349,-8.328732
Baz2b.4,73.75156,-9.386483
Brd9.4,74.69686,-7.5135903
Brd4.4,-37.660866,-38.34463
Bptf.4,65.51514,-12.791661
Baz1b.4,65.172295,-14.497358
Brpf3.4,66.30134,-12.54966
Brpf1.4,72.51859,-9.484906
Bmi1.4,70.32691,-8.493039
Baz2a.4,67.43188,-11.0830145
Brd2.4,-11.758166,-22.943098
Bop1.4,71.509605,-5.4088597
Brd1.4,79.18495,-10.708812
Fbxo17.2,-17.24897,-25.614117
Padi2.1,1.1054573,7.4768705
Paf1.1,-43.19006,-21.41965
Kdm4b.3,-0.75737625,-0.5365904
Gtf2h1.1,9.375442,9.588023
Rnf2.2,-2.04471,-5.801983
Phc3.1,23.287388,11.355304
Iws1.1,-36.66998,-13.242995
Fkbp2.3,-1.3004079,-30.851503
Phf10.2,-9.391879,-10.252396
Phc3.2,22.523067,5.647759
H2afz.2,-14.436541,-20.576414
Fbxo17.3,-1.9879673,-31.65648
Phf10.3,32.009136,11.097737
Parp2.2,-0.7567491,-32.064617
Paf1.2,-42.081734,-21.989958
Gtf2h1.2,-13.232703,-21.887583
