"Experiment: panel 2 10U","Analysis: Analysis 2","User: Admin","Plate: 13","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:51:36 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A of Amet+","GeoMean BV605-A of Amet+GFP+","GeoMean BV605-A of GFP+","GeoMean PerCP-Cy5-5-A of Amet+","GeoMean PerCP-Cy5-5-A of Amet+GFP+","GeoMean PerCP-Cy5-5-A of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A of Amet+","GeoMean PE-A of Amet+GFP+","GeoMean PE-A of GFP+"
"B02","Sample",19558,1866,1182,1735,590.542530538868,5460.61406080641,5786.45087880613,1212.84364947481,2569.80265558562,2446.86911944461,3.91211146838157,36.7174280879865,434.83709273183,22.9971181556196,21.1123287385877,122.285462957019,63.6279205767025
"B03","Sample",29217,3173,2322,2588,877.222916582483,6997.03474018715,6365.25127632159,2283.87403421132,4467.35061030743,2883.32356644261,5.641348881185,30.5770887166236,374.529667149059,26.7001545595054,23.4455761713894,93.3376196660428,73.0761603099304
"B04","Sample",26115,3349,2329,1785,525.11384566821,5769.9711982561,5553.19432587357,1193.73782734279,2825.07540844901,2580.25343081264,1.91101821439236,28.81064834693,419.014084507042,23.8655462184874,16.3930648387949,79.5279607795937,65.2742086131288
"B05","Sample",26179,2527,1917,2024,627.669670317423,6083.80535817111,5788.70391660792,1377.32962703592,2720.32345529074,2456.98256073618,2.73051048674317,30.7250912884716,454.831460674157,21.9861660079051,15.9953639194225,92.3037270242986,57.31302899723
"B06","Sample",25672,1635,1384,2712,618.829290663588,6840.45488795861,5669.96401114841,1427.74119347022,3102.99509162844,2626.31757193849,4.95412844036697,32.3699421965318,472.473867595819,21.165191740413,18.6517671211957,94.4913227426861,53.3386052627751
"B07","Sample",29208,5332,2602,1599,717.133279096365,6724.43831084254,5477.31709181804,980.297450161831,2463.87481082893,2360.44674288777,4.25731432858215,27.0945426594927,486.018237082067,20.5753595997498,19.3680515118547,74.8204117379826,53.9190412351561
"B08","Sample",26705,2976,1895,1772,557.145589506526,5937.04818761392,5367.77353375151,1165.41002229879,2327.64050732176,2263.33979474793,3.99865591397849,33.6675461741425,461.458333333333,21.6704288939052,17.669018431172,101.13021340665,55.680057581912
"B09","Sample",28509,2209,1868,2661,773.015676319541,6875.60836734776,5925.59662843175,1609.21137360704,2825.62381526408,2457.00382993064,4.1195110909914,29.5503211991435,360.081190798376,27.771514468245,18.6510538759146,85.5765022463108,74.5580311509528
"B10","Sample",26376,19,20,3649,876.888362421531,6542.45457522665,5472.32420978271,971.426631589099,3314.7523951922,2333.19514394914,5.26315789473684,40,363.084577114428,27.5417922718553,33.0959632812525,207.426975610461,79.7022171512209
"B11","Sample",26179,2176,1458,2680,517.420077658346,6133.11132879949,5766.33951784897,1086.75266024662,2467.59929735771,2386.23845895525,3.99816176470588,35.4595336076818,333.333333333333,30,20.9273327700122,121.537490075049,96.9062583465266
"C02","Sample",30166,4430,3284,2307,430.175494187398,6486.47119914849,6105.17246950824,1563.39565744696,3141.32487909824,2570.43440200791,4.80812641083521,41.3520097442144,327.234042553191,30.5591677503251,20.9927729277584,168.003706280692,88.2974229568229
"C03","Sample",23661,3953,2643,1968,685.61084015991,7195.9732914872,6312.19368078253,1559.21607322608,3218.7421589012,2836.30268175378,4.57880091070073,39.5005675368899,300,33.3333333333333,22.4192119367837,147.684465962836,108.32636546711
"C04","Sample",21018,3657,2623,1393,725.424386406071,6926.99608200444,6044.38956639872,1601.70019494368,3407.3879788662,2630.58360802489,1.83210281651627,28.5550895920702,298.286937901499,33.5247666905958,15.1763523106908,91.3823009807795,110.809604160752
"C05","Sample",29980,4460,3184,1934,709.702960287768,6490.41192261291,5669.47811769477,1423.78527656841,3100.62519296697,2721.71970429672,4.28251121076233,38.285175879397,320.729684908789,31.1789038262668,21.0010487139123,152.833410426651,100.844846808288
"C06","Sample",26753,4965,3152,1373,531.411087669294,5825.4304040332,6155.85445104287,1345.05798208451,2817.01591883789,2752.60979377933,4.55186304128902,39.5621827411168,312.756264236902,31.9737800436999,21.9634460295408,151.166695867535,101.08494905795
"C07","Sample",31860,3875,3103,3042,622.498578070715,5307.7053014281,6136.99915515802,1581.43057144105,3404.71076407167,2976.39817686532,3.50967741935484,37.8343538511118,279.082568807339,35.8316896778435,20.7829919705237,146.108139867929,120.483027239932
"C08","Sample",28449,2960,2243,2468,780.089716467252,7478.59760698298,5893.91711039933,1320.79852063568,2804.9649855278,2657.92475828694,5.64189189189189,39.4560855996433,301.711491442543,33.1442463533225,23.9556980411386,151.965229822663,110.688505226119
"C09","Sample",29297,4363,2882,2138,456.607129624889,6052.75569372386,5661.95185610881,1200.40479808358,2737.44228279976,2605.9151176618,2.61288104515242,32.2692574600972,288.140161725067,34.7053320860617,18.585578799835,119.394872462928,123.291164625779
"C10","Sample",28694,3104,2482,2197,397.351938855292,5212.15905868036,5563.05058144893,927.016829826578,2452.56104818427,2558.17670174969,3.09278350515464,37.7115229653505,286.440677966102,34.9112426035503,20.176948274017,140.950761706565,116.321055869946
