"Experiment: panel 2 10U","Analysis: Analysis 2","User: Admin","Plate: 8","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:40:12 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A of Amet+","GeoMean BV605-A of Amet+GFP+","GeoMean BV605-A of GFP+","GeoMean PerCP-Cy5-5-A of Amet+","GeoMean PerCP-Cy5-5-A of Amet+GFP+","GeoMean PerCP-Cy5-5-A of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A of Amet+","GeoMean PE-A of Amet+GFP+","GeoMean PE-A of GFP+"
"B02","Sample",13941,2183,1272,836,438.94237068,5860.26952645175,5739.12528310615,822.080237361243,1253.46601999227,1980.17638168796,3.75629867155291,42.059748427673,293.333333333333,34.0909090909091,20.6466480936589,174.05179660453,119.52319725186
"B03","Sample",19215,80,112,3477,377.254674537992,6420.66392135286,6214.52542813401,666.759052420493,2250.29520733799,2201.68884474868,2.5,39.2857142857143,322.541743970315,31.0037388553351,24.6285162642142,184.342271191535,99.6454445916361
"B04","Sample",21316,3096,2532,1554,462.908218414212,6148.60498966717,5818.37479322813,1051.44777050656,2627.88433850997,2451.55742057539,3.42377260981912,37.4407582938389,349.213483146067,28.6357786357786,18.8629678786626,135.547839285379,85.9678666944339
"B05","Sample",18588,1847,1606,1585,545.38508551417,5965.33602804271,5901.68507526939,1330.86784504093,2897.02980174508,2341.24394998723,4.81862479696806,44.2714819427148,346.069868995633,28.8958990536278,22.2626057454226,180.825584891727,83.2034448583966
"B06","Sample",24840,2382,2452,2348,427.936630916889,6200.28482806707,5919.81332575301,1329.67715301398,2894.10435543557,2543.00475154695,4.24013434089001,36.7455138662316,316.016150740242,31.6439522998296,20.1396509608776,144.226184758834,99.898485915719
"B07","Sample",21340,3812,2764,973,427.1728871063,6102.42082689434,6216.32501921882,1168.83496525554,2400.72914709059,2498.3597902802,3.83001049317943,36.5774240231548,339.024390243902,29.4964028776978,20.2511834456419,135.7430148185,102.403635361675
"B08","Sample",25521,5393,3371,917,500.137841540592,6028.67614271148,5419.52670145124,931.583354008563,2005.70036613693,2614.17267993645,2.44761728166141,26.0753485612578,254.016620498615,39.3675027262814,15.581939023442,79.8675282074075,140.989813353228
"B09","Sample",22880,3027,2292,1790,614.574691259306,5608.90880468862,5411.02125030825,879.327601229,2167.41509313868,1967.07557078802,3.50181698050875,31.195462478185,466.145833333333,21.4525139664804,19.3893296911607,97.4678132817264,58.6226435852544
"B10","Sample",21925,2368,2100,2251,468.610044186002,5889.58823355495,6132.81866471416,1403.00988610578,2856.06540042317,2692.88360783286,3.80067567567568,35.7142857142857,346.841294298921,28.8316303864949,19.8053191376884,129.537936761415,84.8093963601888
"B11","Sample",23015,3097,2744,1690,421.717927529193,5693.31532025056,5896.07431985242,1167.24203006003,2288.20226009346,2287.2500151429,3.03519535033904,29.5553935860058,358.050847457627,27.9289940828402,17.8122315267974,96.0567166888168,85.2108545324012
"C02","Sample",17706,1463,828,1397,713.490584485726,4552.36755684945,5074.99047947017,1272.26597893588,2189.71788297658,2256.9003908307,14.6274777853725,56.7632850241546,216.589147286822,46.1703650680029,43.1844288100007,351.947610657924,210.639870068074
"C03","Sample",19718,5956,2975,506,679.858200824133,5316.26794379075,6152.78958467285,1054.13907640066,2002.05810662062,2345.12812405811,6.02753525856279,43.327731092437,287.5,34.7826086956522,25.5918983177257,178.13605461329,110.952161289818
"C04","Sample",22549,4732,2254,1023,444.421814855973,5674.43644861402,5134.58459026552,1084.37437601147,2325.90167960604,2392.53916305988,4.14201183431953,33.8065661047027,262.307692307692,38.1231671554252,21.3440993095126,123.447843431018,136.846941452993
"C05","Sample",21838,4489,2344,843,428.739465469528,5049.12475260571,5276.31621270478,1063.97192873644,2277.40697644634,2072.26927308619,3.541991534863,36.7320819112628,304.332129963899,32.858837485172,20.3780782453938,131.991549442748,123.936206403933
"C06","Sample",26926,16,26,3080,440.810813777865,4316.88499974749,5236.43109828913,593.6695959789,1875.73955517504,2234.25381986585,6.25,46.1538461538462,227.474150664697,43.961038961039,29.1324185135067,140.009309589115,179.169188920928
"C07","Sample",26436,4799,3127,1708,373.985351339692,4761.41774188337,6022.85955610359,1114.11512103043,2662.28250289745,2607.9489839833,3.62575536570119,32.7790214262872,262.365591397849,38.1147540983607,18.1375174692035,119.827163081383,155.25569605888
"C08","Sample",26490,1975,978,2631,632.186433829418,6403.60209020839,6055.95189251671,1077.92375132914,2451.40939972339,2671.54337184527,6.73417721518987,46.2167689161554,218.885191347754,45.6860509312049,28.2246436852781,227.084402056413,203.125046337819
"C09","Sample",22178,4038,2465,1172,663.944003430731,5399.82341278903,5469.1398486228,1190.72630114739,2479.78245258576,2202.60796822759,4.73006438831105,43.2048681541582,287.254901960784,34.8122866894198,24.9349460095715,180.316825306551,108.783814515608
"C10","Sample",20283,4589,2099,714,862.047776550401,6102.02647627122,4756.59056610593,1741.11141723899,2881.3484120592,1993.87771724196,8.30246241011113,38.3515959980943,317.333333333333,31.5126050420168,27.0371549738965,137.190996305445,92.8402401440685
"C11","Sample",19248,2182,1463,1640,498.256290292832,5376.60845253627,5621.87299020647,1151.12516511541,2442.44689511789,2151.47711916932,5.27039413382218,39.3711551606288,278.91156462585,35.8536585365854,22.1916825349876,151.487499297945,128.629096300297
"D02","Sample",16626,2259,1344,772,601.759858587865,6855.70208832121,5550.85279526703,1055.23004052638,1768.401096687,2162.56263658928,4.95794599380257,38.6160714285714,337.117903930131,29.6632124352332,24.4485984052382,151.55667406411,87.8761843398327
"D03","Sample",17042,3010,2071,575,497.94776988224,5319.88370327059,5881.27821793393,804.781136955585,1749.04326091156,1924.44421025633,2.45847176079734,32.1100917431193,460,21.7391304347826,17.564206046307,100.880586690091,54.9137209261385
"D04","Sample",22861,4761,3350,917,907.098680367164,8045.70565484453,5734.99433294869,1962.13320879668,3094.99860344786,2719.48767330875,3.25561856752783,25.3134328358209,320.629370629371,31.1886586695747,19.1191021334282,72.4210011739648,91.7171059233737
"D05","Sample",23409,4420,2665,1142,392.578468849249,5216.32866994182,5497.59192004353,1039.95448188226,2260.35648484965,2260.41826945713,2.37556561085973,25.9287054409006,415.272727272727,24.0805604203152,16.8620099452064,79.1489660463555,65.472561850898
"D06","Sample",27721,5897,4861,953,589.701835193952,6241.50377183745,5678.21507668804,904.362215287293,2002.35079170012,2373.48939144332,3.44242835340003,35.4248097099362,460.386473429952,21.7208814270724,18.0303898270057,111.885500553481,53.2927240160805
"D07","Sample",24912,4373,3034,1379,501.008463543436,6738.54483854712,5679.22277254172,1099.59093102202,2637.86201567082,2219.1110649915,4.93940086896867,32.2676334871457,478.819444444444,20.8846990572879,20.9793004409867,97.6611261132144,50.5601269399808
"D08","Sample",28029,2739,2614,2561,676.848940284815,6992.32129054581,6032.5228474375,2001.44147583959,3486.32098099735,2721.9700403491,5.14786418400876,41.2777352716144,339.655172413793,29.4416243654822,21.8315549516571,158.505508537106,90.1421040549857
"D09","Sample",24736,5465,2945,1161,745.146102538342,5869.24928963736,6400.23589704823,1469.31776089708,2256.37426432359,2837.47876695252,9.40530649588289,35.8913412563667,397.602739726027,25.1507321274763,31.3290320785904,133.628303425005,69.7784318593481
"D10","Sample",22915,2574,2301,1911,521.544796449651,5970.29363266972,5834.87604453993,1247.58477120622,2424.81371656844,2417.79701778563,3.84615384615385,32.5076053889613,428.47533632287,23.3385661957091,20.2089564355433,104.88686072761,62.2120265586764
"D11","Sample",25053,4839,3724,993,667.814479786968,6562.86438347619,5863.35684975751,1518.09159579877,2724.49579724724,2606.05101992372,3.92643108080182,33.2438238453276,336.610169491525,29.7079556898288,19.9754564131937,109.600462063062,90.8320164498847
"E02","Sample",18675,3560,2340,656,433.985679225962,5271.3877058587,5441.44178498374,885.087119074365,1666.36962635479,2020.98523621447,3.34269662921348,29.3589743589744,345.263157894737,28.9634146341463,18.0387958074007,95.5439595163615,74.9578174704429
"E03","Sample",19250,2528,2065,1351,471.58670494128,6176.2131904876,5703.56112038133,1010.639927729,2129.11671820598,2338.01636836268,4.66772151898734,38.7409200968523,391.594202898551,25.5366395262768,23.3913106435493,146.34306911109,65.5374909643859
"E04","Sample",20726,3096,2128,876,500.688435710262,6233.53233829096,5426.88799977543,1268.20613906198,2272.05183850445,2108.68725167914,4.16666666666667,31.390977443609,384.210526315789,26.027397260274,19.8151218650665,104.271844470532,75.882222698492
"E05","Sample",21202,2972,2111,1204,559.859587391023,6648.09735935129,5615.50245300828,1202.69320301075,2794.68843838721,2395.24754710885,5.18169582772544,42.9654192325912,378.616352201258,26.4119601328904,24.4360306281618,184.70908627437,72.6012164753023
"E06","Sample",24564,4166,2897,1089,293.697618798635,5193.14699324183,5432.39850745116,618.916496597473,1343.59769775511,2187.54694970655,3.50456072971675,30.1691404901622,409.398496240601,24.4260789715335,17.0132822770815,85.5301864097397,68.3256391575327
"E07","Sample",25907,3214,1767,2088,676.127795098969,7101.76184952177,5619.40271104885,1185.8781903111,2724.69384278185,1993.84850197321,4.66708151835719,36.5025466893039,376.895306859206,26.5325670498084,21.7763533208063,130.664966627486,75.1709070025562
"E08","Sample",22721,3227,2223,1889,507.774682917615,5802.32282017825,5835.6293732269,963.800956602695,1751.93310473134,2557.7402976149,3.65664704059498,27.7552856500225,422.595078299776,23.6633139227104,19.4157860643025,80.1714168677699,55.0036248114977
